"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"clan/WW_MANAGER_right";"World War: Armies Control";"World War: Contrôle des armées";"Guerra mondiale: Controllo Armata";"Weltkrieg: Armeesteuerung";"Guerra Mundial: Control de Ejércitos";"Мировая война: управлять войсками армий";"Wojna Światowa: Kontrola Armii";"Světová válka: Ovládání armád";"Dünya Savaşı: Ordu Kontrolü";"世\t界\t大\t战：\t部\t队\t指\t挥";"世界大戦：\t軍の\t支配";"Guerra mundial: Controle do Exército";"Світова війна: Керувати військами армій";"World War: Armies Control";"Világháború: hadseregvezérlés";"세계 대전: 육군 통제";"Сусветная вайна: кіраваць войскамі армій";"Război Mondial: Controlul armatelor";"世\t界\t大\t戰: 部\t隊\t指\t揮";"  ";"Thế Chiến: Điều khiển quân lực";;
"worldwar/activationTime";"until the start: {text}";"pour démarrer: {text}";"all'inizio: {text}";"bis zum Start: {text}";"hasta el comienzo: {text}";"до начала: {text}";"do startu: {text}";"do startu: {text}";"başlamak için: {text}";"离\t开\t始\t还\t剩：\t{text}";"開始まで: {text}";"até ao começo: {text}";"до початку: {text}";"until the start: {text}";"a kezdésig: {text}";"시작까지: {text}";"да пачатку: {text}";"până la start: {text}";"離\t開\t始\t還\t剩：\t{text}";"  ";"Trước khi bắt đầu: {text}";;
"worldwar/morale";"Morale {morale}";"Moral {morale}";"Morale {morale}";"Moral {morale}";"Moral {morale}";"Мораль {morale}";"Morale {morale}";"Morálka {morale}";"Moral {morale}";"士\t气 {morale}";"士気 {morale}";"Moral {morale}";"Мораль {morale}";"Moral {morale}";"Morál: {morale}";"사기 {morale}";"Мараль {morale}";"Moral {morale}";"士\t氣 {morale}";"  ";"Tinh thần {morale}";;
"worldwar/suppliesfinishedIn";"<color=#FF5A52>Capitulate in</color> {time}";"<color=#FF5A52>Capitulation dans </color>{time}";"Capitola tra {time}";"<color=#FF5A52>Kapituliert in</color> {time}";"<color=#FF5A52>Capitular en</color>{time}";"<color=#FF5A52>Сдаться через</color> {time}";"<color=#FF5A52>Kapitulacja za</color>{time}";"Kapitulace za {time}";"{time} <color=#FF5A52>içinde teslim</color>";"{time} <color=#FF5A52>\t后\t投\t降\t</color>";"{time} で\t降伏します。";"<color=#FF5A52>Capitulação em</color> {time}";"Здатися через {time}";"Kapitulacija za {time}";"<color=#FF5A52>Kapituláció:</color> {time}";"<color=#FF5A52>투항까지</color> {time} 남았습니다";"<color=#FF5A52>Здацца праз </color>{time}";"<color=#FF5A52>Capitulare în</color> {time}";"{time} <color=#FF5A52>\t後\t投\t降\t</color>";"  ";"<color=#FF5A52>Đầu hàng trong</color> {time}";;
"worldwar/returnToAirfieldIn";"Return to the airfield in {time}";"Retour à l’aérodrome dans {time}";"Ritorno all'aeroporto tra {time}";"Kehre in {time} zum Flugplatz zurück";"Regresar al aeródromo en {time}";"Вернуться на аэродром через {time}";"Powróci na lotnisko za {time}";"Návrat na letiště za {time}";"{time}'da havaalanına geri dönün";"{time} 后\t返\t回\t机\t场";"飛行場に\t戻るまで {time}";"Retorno ao aeródromo em {time}";"Повернутися на аеродром через {time}";"Return to the airfield in {time}";"Térj vissza a repülőtérre: {time}";" {time} 내로 비행장으로 복귀하라";"Вярнуцца на аэрадром праз {time}";"Revenire pe aerodrom în {time}";" {time} 後\t返\t回\t機\t場";"  ";"Trở về sân bay trong {time}";;
"worldwar/armyEntrenched";"Entrenched";"Retranché";"Trincerata";"Eingegraben";"Atrincherado";"Армия окопалась";"Umocniona";"Zakopaná";"Yerleşik";"已\t驻\t扎";"塹壕";"Entrincheirado";"Армія обкопалася";"U rovu";"Beásva";"전선 고착됨";"Войска акапалася";"Fortificată";"已\t駐\t紮";"  ";"Đang cố thủ";;
"worldwar/armyEntrenching";"Entrenched in {time}";"Retranché dans {time}";"Trincerata tra {time}";"Eingegraben in {time}";"Atrincherado en {time}";"Укрепится через {time}";"Umocniona za {time}";"Zakopání za {time}";"Yerleşim için {time}";"{time} 后\t完\t成\t驻\t扎";"塹壕を\t掘り\t終わるまで {time}";"Entrincheirado em {time}";"Зміцнити позиції через {time}";"U rovu za {time}";"A beásásig {time}";"{time} 후에 전선이 고착됩니다.";"Умацавацца праз {time}";"Fortificare în {time}";"{time} 後\t完\t成\t駐\t紮";"  ";"Cố thủ trong {time}";;
"worldwar/armyAskDigout";"Confirm your order";"Confirmez l'ordre";"Conferma ordine";"Befehl bestätigen";"Confirma tu orden";"Подтвердите приказ";"Zatwierdź rozkaz";"Potvrzení rozkazu";"Şiparişini onayla";"确\t认\t指\t令";"指令を\t確認";"Confirme a ordem";"Підтвердіть наказ";"Potvrdi naredbu";"Parancs megerősítése";"명령 확인";"Пацвердзіце загад";"Confirmă ordinul";"確\t認\t指\t令";"  ";"Xác nhận lệnh của bạn";;
"worldwar/armyAskDigoutText";"Are you sure you want to relocate an entrenched army?";"Êtes-vous sûr de vouloir déplacer l’armée retranchée ?";"Sei sicuro di voler dislocare l'armata trincerata?";"Bist du sicher, dass du eine eingegrabene Armee verlegen möchtest?";"¿Está seguro que desea reubicar el ejército atrincherado?";"Вы уверены, что хотите передислоцировать окопавшуюся армию?";"Czy jesteś pewny, że chcesz przemieścić umocnioną armię?";"Opravdu chceš přesunout zakopanou armádu?";"Yerleşik orduyu taşımak istediğinizden emin misiniz?";"确\t定\t要\t调\t动\t已\t驻\t扎\t的\t部\t队\t吗？";"塹壕にいる\t部隊を\t再配置しますか？";"Tem certeza que deseja reposicionar o exército entrincheirado?";"Чи ти дійсно хочеш перемістити військо?";"Da li ste sigurni da želite da premestite armiju koja je u rovu?";"Biztosan át akarod telepíteni a beásott hadsereget?";"정말 고착된 부대를 재배치 시키시겠습니까?";"Вы ўпэўненыя, што хочаце перамясціць войска?";"Sigur dorești să repoziționezi armata fortificată?";"確\t定\t要\t調\t動\t已\t駐\t紮\t的\t部\t隊\t嗎？";"  ";"Bạn có chắc là bạn muốn di dời đội quân đang cố thủ?";;
"worldwar/btnJoinWWBattle";"Join a World War Battle";"Participez à la Guerre mondiale";"Partecipa alla Guerra Mondiale";"Weltkrieg-Schlacht anschließen";"Unirse a Batalla de Guerra Mundial";"Вступить в битву Мировой войны";"Dołącz do bitwy w Wojnie Światowej ";"Zapojit se do bitvy Světové války";"Dünya Savaşı Muharebesine Katıl";"加\t入\t世\t界\t大\t战\t战\t斗";"世界大戦に\t参加する";"Entrar em Batalha de Guerra Mundial";"Приєднатися до Світової війни";"Pridruži se bitki Svetskog rata";"Csatlakozás világháborús csatához";"세계대전 전투 참여";"Далучыцца да бою ў сусветнай вайне";"Intrare în Război Mondial";"加\t入\t世\t界\t大\t戰\t戰\t鬥";"  ";"Gia nhập một trận chiến Thế Chiến";;
"worldwar/btnJoinBattle";"Join Battle";"Rejoindre la bataille";"Unisciti alla Battaglia";"Schlacht beitreten";"Unirse a la Batalla";"Вступить в Битву";"Dołącz do bitwy";"Do bitvy";"Savaşa katıl";"加\t入\t战\t斗";"バトルに\t参加";"Entrar na Batalha";"Вступити в Битву";"Pridruži se bici";"Csatlakozás csatához";"전투 참여";"Уступіць у Бітву";"Join Battle";"加\t入\t戰\t鬥";"  ";"Gia nhập Trận chiến.";;
"worldwar/btnChangeOperation";"Change World War Battle";"Changer la bataille ""Guerre Mondiale""";"Cambia Battaglia Guerra Mondiale";"Weltkrieg-Schlacht ändern";"Cambiar Batalla de Guerra Mundial";"Сменить операцию";"Zmień bitwę Wojny Światowej";"Změnit bitvu Světové války";"Dünya Savaşı Çarpışması Değiştir";"切\t换\t世\t界\t大\t战\t战\t斗";"世界大戦の\tモードを\t変更する";"Alterar Batalha de Guerra Mundial";"Змінити Світову війну";"Promeni bitku Svetskog rata";"Világháborús csata váltása";"세계대전 전투 변경";"Змяніць аперацыю";"Schimbare bătălie Război Mondial";"切\t換\t世\t界\t大\t戰\t戰\t鬥";"  ";"Thay đổi trận chiến Thế Chiến";;
"worldwar/btnJoinById";"Join by #";"Rejoindre par #";"Unisciti da n°";"Über # beitreten";"Unirse por #";"Присоединиться по №";"Dołącz przez #";"Zapojit se do #";"Katıl #";"通\t过\t编\t号\t加\t入";"# に\t参加します";"Join by #";"Приєднатися за №";"Pridruži se po #";"Csatlakozás # alapján";"#로 입장";"Далучыцца па №";"Intrare după nr.";"通\t過\t編\t號\t加\t入";"  ";"Tham gia bằng #";;
"worldwar/commanders";"Commanders";"Commandants";"Comandanti";"Kommandanten";"Comandantes";"Командиры";"Dowódcy";"Velitelé";"Komutanlar";"指\t挥\t官";"指揮官";"Comandantes";"Командири";"Komandiri";"Parancsnokok";"지휘관";"Камандзіры";"Comandanți";"指\t揮\t官";"  ";"Các chỉ huy";;
"worldwar/army";"Army";"Armée";"Armata";"Armee";"Ejército";"Армия";"Armia";"Armáda";"Kara Kuvvetleri";"部\t队";"陸軍";"Exército";"Армія";"Armija";"Hadsereg";"육군";"Войска";"Armate";"部\t隊";"  ";"Đội quân";;
"worldwar/artillery/cant_fire";"Impossible to fire";"Impossible de tirer";"Impossibile aprire il fuoco";"Feuerbefehl nicht ausführbar";"Imposible disparar";"Невозможно произвести обстрел";"Nie można strzelić";"Nelze střílet";"Ateş edilemiyor";"无\t法\t射\t击";"発射は\t不可能";"Impossível de disparar";"Неможливо зробити обстріл";"Impossible to fire";"Nem lehetséges tüzet nyitni";"사격 불가능";"Немагчыма здзейсніць абстрэл";"Imposibilitate deschidere foc";"無\t法\t射\t擊";"  ";"Không thể bắn được";;
"worldwar/artillery/selectOneArmy";"You need to select one army";"Vous devez sélectionner une armée";"Devi selezionare un'armata";"Keine Armee ausgewählt";"Tienes que elegir un ejército";"Необходимо выделить одну армию";"Musisz zaznaczyć jedną armię";"Musíš vybrat jednu armádu";"Bir ordu seçmeniz gerekiyor";"需\t要\t选\t择\t部\t队";"軍を\t1\tつ\t選択してください";"Precisas de selecionar um exército";"Необхідно виділити одну армію";"You need to select one army";"Ki kell választanod egy hadsereget";"1개 군을 선택해야합니다";"Трэба выбраць адну армію";"Trebuie să selectezi o armată";"需\t要\t選\t擇\t部\t隊";"  ";"Bạn phải chọn một đội quân";;
"worldwar/artillery/notReadyToFire";"Artillery is not ready to fire";"L'artillerie n'est pas prête à tirer";"L'artiglieria non e pronta a far fuoco";"Die Artillerie ist nicht feuerbereit";"La artillería no está lista para disparar";"Артиллерия не готова к стрельбе";"Artyleria nie jest gotowa do strzału";"Dělostřelectvo není připraveno k palbě";"Toplar ateş etmeye hazır değil";"火\t炮\t尚\t未\t准\t备\t就\t绪";"砲兵隊の\t射撃準備ができていません";"A artilharia não está pronta para disparar";"Артилерія не готова до стрільби";"Artillery is not ready to fire";"A tüzérség nem áll készen a tüzelésre";"포병대가 발사 준비 중에 있습니다.";"Артылерыя не гатовая да стральбы";"Artileria nu este pregătită de tragere";"火\t砲\t尚\t未\t準\t備\t就\t緒";"  ";"Pháo binh chưa sẵn sàng để bắn";;
"worldwar/sam/notReadyToFire";"SAM system is not ready to fire";"Le système SAM n'est pas prêt à tirer";"SAM system is not ready to fire";"SAM system is not ready to fire";"El sistema SAM no está listo para disparar";"ЗРК не готов к стрельбе";"Rakietowy System Obrony Przeciwpowietrznej nie jest gotów do strzału";"SAM systém není připraven k palbě";"Uçaksavar sistemi ateş etmeye hazır değil";"地\t空\t导\t弹\t系\t统\t尚\t未\t做\t好\t射\t击\t准\t备";"地対空\tミサイルシステムの\t発射準備はできていません";"Sistema SAM não está pronto para disparar";"ЗРК не готовий до стрільби";"SAM system is not ready to fire";"SAM system is not ready to fire";"SAM 체계가 준비 중입니다.";"ЗРК не готов к стрельбе";"SAM system is not ready to fire";"地\t對\t空\t飛\t彈\t系\t統\t尚\t未\t做\t好\t射\t擊\t準\t備";"SAM system is not ready to fire";"Hệ thống SAM chưa sẵn sàng khai hỏa";;
"worldwar/artillery/can_fire";"Ready to fire";"Prêt à tirer";"Pronto a far fuoco";"Feuerbereit";"Listo para disparar";"Готова к стрельбе";"Gotowa do strzału";"Připraveno k palbě";"Ateşe hazır";"可\t以\t射\t击";"発射準備完了！";"Pronto para disparar";"Готова до стрільби";"Spreman za paljbu";"Tüzelésre kész";"사격 준비완료";"Гатова да стральбы";"Pregătită de tragere";"可\t以\t射\t擊";"  ";"Sẵn sàng để bắn";;
"worldwar/sam/can_fire";"SAM system is ready to fire";"Le système SAM est prêt à tirer";"SAM system is ready to fire";"SAM system is ready to fire";"El sistema SAM está listo para disparar";"ЗРК готов к стрельбе";"Rakietowy System Obrony Przeciwpowietrznej jest gotów do strzału";"SAM systém je připraven k palbě";"Uçaksavar sistemi ateş etmeye hazır";"地\t空\t导\t弹\t系\t统\t已\t准\t备\t就\t绪，\t可\t以\t开\t火";"地対空\tミサイルシステムの\t発射準備完了です";"Sistema SAM está pronto para disparar";"ЗРК готовий до стрільби";"SAM system is ready to fire";"SAM system is ready to fire";"SAM 체계의 준비가 완료되었습니다.";"ЗРК готов к стрельбе";"SAM system is ready to fire";"地\t對\t空\t飛\t彈\t系\t統\t已\t準\t備\t就\t緒，\t可\t以\t開\t火";"SAM system is ready to fire";"Hệ thống SAM sẵn sàng khai hỏa";;
"worldwar/artillery/is_move";"En route";"En route";"In cammino";"Auf dem Weg";"En camino";"В пути";"W drodze";"Na cestě";"Yolda";"正\t在\t移\t动";"途中";"Em rota";"В дорозі";"En route";"Úton";"이동중";"У дарозе";"Pe drum";"正\t在\t移\t動";"  ";"Đang trên đường";;
"worldwar/artillery/no_ammo";"No ammo";"Pas de munitions";"Senza munizioni";"Keine Munition";"Sin munición";"Нет боеприпасов";"Brak amunicji";"Žádná munice";"Cephane yok";"弹\t药\t不\t足";"弾薬がありません";"Sem munição";"Немає боєприпасів";"No ammo";"Nincs lőszer";"탄약 없음";"Няма боепрыпасаў";"Lipsă muniție";"彈\t藥\t不\t足";"  ";"Hết đạn";;
"worldwar/artillery/preparation";"Preparation for firing";"Préparation du tir";"Preparazione a far Fuoco";"Feuervorbereitung läuft";"Preparación para disparar";"Подготовка к стрельбе";"Przygotowanie do strzału";"Příprava k palbě";"Ateşleme için hazırlık";"射\t击\t准\t备";"発射準備";"Preparando para disparar";"Підготовка до стрільби";"Preparation for firing";"Felkészülés a tüzelésre";"사격 준비";"Падрыхтоўка да стральбы";"Pregătiri pentru tragere";"射\t擊\t準\t備";"  ";"Chuẩn bị bắn";;
"worldwar/artillery/aiming";"Aiming";"Visée";"Puntamento";"Zielen";"Apuntando";"Артиллерия наводится на цель";"Celowanie";"Zaměřování";"Nişan alma";"正\t在\t瞄\t准";"照準中";"Apontando";"Артилерія наводиться на ціль";"Nišanjenje";"Célzás";"조준중";"Артылерыя наводзіцца на цэль";"Țintire";"正\t在\t瞄\t準";"  ";"Đang ngắm";;
