"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"streaks/battle_royale_first_place_lost/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/battle_royale_first_place_lost/desc";"Took first place but still failed the mission.";"A pris la première place mais a échoué la mission.";"Ottieni il primo posto fallendo la missione.";"Verliehen für das Erreichen des ersten Platzes während einer Niederlage.";"Consiguió el primer lugar pero aún así falló la misión.";"Занял первое место, однако потерпел поражение в миссии.";"Zajął pierwsze miejsce w przegranej bitwie.";"První místo, ale v neúspěšné misi";"İlk sırayı aldın fakat yine de görevi başaramadın.";"排\t位\t第\t一\t却\t憾\t负\t于\t对\t手。";"1位になったものの\tミッションに\t失敗しました。";"Ficou em primeiro lugar, mas falhou a missão.";"Посів перше місце, однак зазнав поразки в місії.";"Završio na prvom mestu, ali svejedno izgubio misiju.";"Első helyet szereztél, de mégis elbuktad a küldetést.";"1등을 했지만 패배하였습니다.";"Заняў першае месца, але пацярпеў паражэнне ў місіі.";"Ai obținut primul loc, dar ai pierdut lupta.";"排\t位\t第\t一\t卻\t憾\t負\t于\t對\t手。";"排\t位\t第\t一\t却\t憾\t负\t于\t对\t手。";"Đạt vị trí đầu tiên nhưng vẫn không hoàn thành nhiệm vụ.";;
"streaks/battle_royale_second_place";"Second place!";"Deuxième place!";"Secondo posto!";"Zweiter Platz!";"¡Segundo lugar!";"Второе место!";"Drugie miejsce!";"Druhé místo";"İkinci sıra!";"第\t二\t名！";"2位！";"Segundo lugar!";"Друге місце!";"Drugo mesto!";"Második hely!";"2등!";"Другое месца!";"Locul doi!";"第\t二\t名！";"第\t二\t名！";"Hạng nhì!";;
"streaks/battle_royale_second_place/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/battle_royale_second_place/desc";"Took second place in the mission.";"A pris la deuxième place de la mission.";"Ottieni il secondo posto nella missione.";"Verliehen für das Erreichen des zweiten Platzes.";"Consiguió el segundo lugar en la misión.";"Занял второе место в миссии.";"Zajął drugie miejsce.";"Druhé místo v misi";"Görevde ikinci sırayı aldın.";"在\t任\t务\t中\t获\t得\t第\t二\t名。";"ミッションで\t2位になりました。";"Ficou em segundo lugar na missão.";"Посів друге місце в місії.";"Took second place in the mission.";"Második helyet szereztél a küldetésben.";"임무에서 2등을 달성.";"Заняў другое месца ў місіі.";"Ai obținut locul doi în misiune.";"在\t任\t務\t中\t獲\t得\t第\t二\t名。";"在\t任\t务\t中\t获\t得\t第\t二\t名。";"Đạt vị trí thứ hai trong nhiệm vụ.";;
"streaks/battle_royale_third_place";"Third place!";"Troisième place!";"Terzo posto!";"Dritter Platz!";"¡Tercer lugar!";"Третье место!";"Trzecie miejsce!";"Třetí místo";"Üçüncü sıra!";"第\t三\t名！";"3位！";"Terceiro lugar!";"Третє місце!";"Treće mesto!";"Harmadik hely!";"3등!";"Трэцяе месца!";"Locul trei!";"第\t三\t名！";"第\t三\t名！";"Hạng ba!";;
"streaks/battle_royale_third_place/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/battle_royale_third_place/desc";"Took third place in the mission.";"A pris la troisième place de la mission.";"Ottieni il terzo posto nella missione.";"Verliehen für das Erreichen des dritten Platzes.";"Conseguiste el tercer lugar en la misión.";"Занял третье место в миссии.";"Zajął trzecie miejsce.";"Třetí místo v misi";"Görevde üçüncü sırayı aldın.";"在\t任\t务\t中\t获\t得\t第\t三\t名。";"ミッションで\t3位になりました。";"Terminar em terceiro lugar na missão.";"Посів третє місце в місії.";"Took third place in the mission.";"Harmadik helyet szereztél a küldetésben.";"임무에서 3등을 달성.";"Заняў трэцяе месца ў місіі.";"Ai obținut locul trei în misiune.";"在\t任\t務\t中\t獲\t得\t第\t二\t名。";"在\t任\t务\t中\t获\t得\t第\t三\t名。";"Đạt vị trí thứ ba trong nhiệm vụ.";;
"streaks/heroic_fighter";"Hero of the Sky";"Héros du ciel";"Eroe dei cieli";"Heldenhafter Pilot";"Héroe del Cielo";"Герой небес";"Bohater Przestworzy";"Hrdina oblohy";"Gökyüzünün kahramanı";"空\t战\t英\t豪";"蒼の\t英雄";"Herói dos céus";"Герой небес";"Heroj neba";"Égi hős";"하늘의 영웅";"Герой нябёсаў";"Eroul cerului";"空\t戰\t英\t豪";"空\t战\t英\t豪";"Anh hùng bầu trời";;
"streaks/heroic_fighter/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/heroic_fighter/desc";"Destroyed the most aircraft in Air Battles.";"A détruit le plus d'avions en Bataille Aérienne.";"Ha distrutto il maggior numero di aerei.";"Verliehen für das Zerstören der meisten Flugzeuge in Luftschlachten.";"Destruiste el mayor número de aviones en Batallas Aéreas.";"Уничтожил больше всех воздушной техники в миссии в воздушных боях.";"Zniszczył najwięcej samolotów w bitwach powietrznych.";"Zničení nejvíce letadel v letecké bitvě (minimálně 12)";"Hava Muharebesinde en fazla uçağı imha ettin.";"空\t战\t模\t式\t下\t击\t坠\t数\t量\t全\t场\t第\t一";"最も\t多くの\t空中目標を\t撃墜しました。";"Destruiu a maioria das aeronaves numa batalha aérea.";"Знищив більше за всіх повітряних цілей в місії.";"Uništio najviše vazdušnih meta.";"A legtöbb repülőgépet semmisítetted meg légi csatában.";"공중전에서 적기를 가장 많이 격추.";"Больш за ўсіх у місіі знішчыў самалётаў у паветраных баях.";"Pentru distrugerea celor mai multe avioane în luptele aeriene.";"在\t空\t戰\t模\t式\t中\t擊\t落\t大\t量\t空\t中\t目\t標";"在\t空\t战\t模\t式\t中\t击\t落\t大\t量\t空\t中\t目\t标";"Tiêu diệt hầu hết các mục tiêu trên không.";;
"streaks/trophy_near_fighter";"Terror of the Sky";"Terreur Du Ciel";"Terrore dei cieli";"Schrecken des Himmels";"Terror del Cielo";"Гроза небес";"Postrach Przestworzy";"Teror oblohy";"Gökyüzündeki Terör";"空\t中\t杀\t手";"空の\t恐怖";"Terror dos céus";"Гроза небес";"Teror neba";"Égi rém";"하늘의 공포";"Граза нябёсаў";"Teroarea din cer";"空\t中\t殺\t手";"空\t中\t杀\t手";"Nỗi khiếp sợ bầu trời";;
"streaks/trophy_near_fighter/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/trophy_near_fighter/desc";"Destroyed the most aircraft in Air Battles. If several players have equal number of destroyed targets, the award is given to the one with a bigger score.";"A détruit le plus d'avions en Bataille Aérienne. Si plusieurs joueurs ont le même nombre de cibles détruites, le prix est décerné à celui doté du plus grand score.";"Maggior numero aerei abbattuti in Battaglie Aeree. Se diversi giocatori hanno lo stesso numero di bersagli distrutti, il premio viene assegnato a quello col punteggio più alto.";"Verliehen für das Zerstören der meisten Flugzeuge in Luftschlachten. Wenn mehrere Spieler die gleiche Anzahl zerstört haben, wird die Auszeichnung an den Spieler mit der höchsten Punktzahl vergeben.";"Ha destruido la mayor cantidad de aeronaves en Batallas Aéreas. Si varios jugadores tienen el mismo número de objetivos destruidos, el premio se otorga al que tiene mayor puntuación.";"Уничтожил больше всех воздушных целей в миссии, управляя воздушной техникой. Если несколько игроков имеют одинаковое количество уничтоженных целей, достижение присуждается тому, кто набрал больше очков.";"Zniszczył najwięcej samolotów w Bitwach Powietrznych. Jeśli kilku graczy ma taką samą liczbę zestrzeleń, nagroda przyznawana jest pilotowi z największym wynikiem.";"Zničení nejvíce letadel v letecké bitvě";"Hava Muharebesinden en fazla uçağı imha ettin. Eğer eşit sayıda hedef yok eden birden fazla oyuncu varsa, ödül en yüksek puana sahip olana verilir.";"空\t战\t模\t式\t下\t空\t中\t目\t标\t击\t坠\t数\t量\t全\t场\t第\t一。\t若\t同\t时\t有\t多\t人\t满\t足\t该\t条\t件，\t则\t该\t荣\t誉\t授\t予\t分\t数\t最\t高\t的\t玩\t家。";"最も\t多くの\t空中目標を\t撃墜しました。\t同じ\t数の\t撃墜数を\t持つ\tプレイヤーが\t他にいる\t場合、\tより\tスコアが\t高い\t方に\tアワードが\t与えられます。";"Destruiu o maior número de aeronaves em batalhas aéreas. Se vários jogadores tiverem o mesmo número de alvos destruídos, o prêmio será dado àquele que tiver maior pontuação.";"Знищив більше за всіх повітряних цілей в місії. Якщо декілька гравців мають однакову кількість знищених цілей, досягнення присуджується тому, хто набрав більшу кількість очок.";"Uništio najviše vazdušnih meta. Ako više igrača ima isti broj uništnih meta, nagrada se dodeljuje igraču sa većim rezultatom.";"A legtöbb repülőgépet semmisítetted meg légi csatában. Egyenlőség esetén a kitüntetés azé, akinek a legtöbb pontja van.";"가장 많은 공중 표적을 파괴. 만약 같은 수의 공중 표적을 파괴한 플레이어가 있다면 더 높은 점수를 가진 플레이어에게 수여됩니다.";"Больш за ўсіх знішчыў самалётаў у місіі, кіруючы самалётам. Калі некалькі гульцоў знішчылі аднолькавую колькасць цэляў, узнагарода даецца таму, хто набраў больш ачкоў.";"Pentru distrugerea celor mai multe avioane din luptele aeriene. Dacă mai mulți jucători au un număr egal de ținte distruse, titlul este acordat celui cu scor mai mare.";"在\t空\t戰\t模\t式\t中\t的\t目\t標\t擊\t墜\t數\t全\t隊\t最\t高。\t若\t同\t時\t有\t多\t人\t滿\t足\t該\t條\t件，\t則\t該\t榮\t譽\t授\t予\t分\t數\t最\t高\t的\t那\t位。";"在\t空\t战\t模\t式\t中\t的\t目\t标\t击\t坠\t数\t全\t队\t最\t高。\t若\t同\t时\t有\t多\t人\t满\t足\t该\t条\t件，\t则\t该\t荣\t誉\t授\t予\t分\t数\t最\t高\t的\t那\t位。";"Phá hủy nhiều máy bay nhất trong các trận chiến trên không. Nếu có nhiều người chơi có cùng số máy bay phá hủy, giải thưởng sẽ được trao cho người có số điểm lớn hơn.";;
"streaks/tank_best_antiAircraft";"Wing Breaker";"Briseur d'ailes";"Spezza Ali";"Flügelbrecher";"Rompedor de Alas";"Зенитчик";"Łamacz Skrzydeł";"Lamač křídel";"Kanat Kırıcı";"破\t羽\t碎\t翼";"ウィングブレーカー";"Ceifador de Asas";"Ламач крил";"Avionu slomiću ti krila";"Szárnyszaggató";"날개를 꺾는 자";"Зенітчык";"Rupător de aripi";"破\t羽\t碎\t翼";"破\t羽\t碎\t翼";"Kẻ bẻ cánh";;
"streaks/tank_best_antiAircraft/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/tank_best_antiAircraft/desc";"Destroyed the most air targets controlled by players in combined battles, but not less than 5";"A détruit la plupart des cibles aériennes contrôlées par des joueurs dans une bataille mixte, pas moins de 5";"Per aver distrutto il maggior numero di bersagli aerei controllati dai giocatori nelle battaglie combinate, ma non meno di 5";"Verliehen für das Zerstören der meisten spielergesteuerten Luftziele in einer verbundenen Schlacht, mindestens aber 5.";"Has destruido el mayor número de objetivos aéreos controlados por jugadores en batallas combinadas, pero no menos de 5";"Уничтожил больше всех воздушных целей под управлением игроков в миссии в совместных боях, но не меньше 5";"Zniszczył najwięcej celów powietrznych kontrolowanych przez graczy w bitwach mieszanych, ale nie mniej niż 5";"Zničil nejvíce vzdušných cílů ovládaných hráči v kombinovaných bitvách, nejméně však 5.";"Karışık savaşlarda en fazla sayıda oyuncu hava hedefini imha etti (en az 5 adet)";"联\t合\t作\t战\t模\t式\t下\t空\t中\t目\t标\t击\t坠\t数\t量\t全\t场\t第\t一\t（不\t少\t于 5 个）";"協同戦で\tプレイヤーが\t操縦する\t航空目標を\t最も\t多く、\tかつ\t5体以上撃破";"Destruiu o maior número de alvos aéreos controlados pelos jogadores em batalhas combinadas, mas não menos que 5";"Знищив найбільшу кількість повітряних цілей, контрольованих гравцями у сумісних боях, але не менше 5";"Uništio najviše vazdušnih ciljeva kojima upravljaju igrači u tenkovskim bitkama (najmanje 5)";"A legtöbb, játékosok által irányított légi célpontot semmisítetted meg összfegyvernemi csatákban (de legalább 5-öt).";"공지합동전에서 플레이어가 조종하는 항공기를 가장 많이 격추하였습니다. (5대 이상)";"Знішчыў больш за ўсіх паветраных цэляў пад кіраваннем гульцоў у місіі ў сумесных баях, але не менш за 5";"Destroyed the most air targets controlled by players in combined battles, but not less than 5";"在\t陸\t戰\t模\t式\t中\t擊\t落\t最\t多\t空\t中\t目\t標\t（不\t少\t於 5 個）";"在\t一\t般\t多\t人\t战\t斗\t模\t式\t中\t击\t落\t大\t量\t空\t中\t目\t标\t（不\t少\t于 5 个）";"Tiêu diệt nhiều mục tiêu trên không do người chơi điều khiển nhất trong các trận chiến kết hợp, nhưng không ít hơn 5 mục tiêu.";;
"streaks/heroic_bomber";"Thunderer";"Foudroyant";"Annientatore";"Donnergott";"Tronador";"Громовержец";"Gromowładny";"Hromovládce";"Şimşek Tanrısı";"毁\t灭\t之\t王";"雷神";"Aniquilador";"Громовержець";"Gromovnik";"Mennydörgő";"천둥신";"Грамабой";"Formidabil";"毀\t滅\t之\t王";"毁\t灭\t之\t王";"Thiên lôi";;
"streaks/heroic_bomber/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/heroic_bomber/desc";"Destroyed the most AI ground units.";"A détruit le plus grand nombre d'unités IA au sol.";"Ha distrutto il maggior numero di unità IA.";"Verliehen für die Zerstörung der meisten KI-Bodenziele.";"Has destruido el mayor número de unidades terrestres de la IA.";"Уничтожил больше всех наземной техники ИИ в миссии.";"Zniszczył najwięcej celów naziemnych kontrolowanych przez komputer.";"Zničení nejvíce AI pozemních jednotek (minimálně 18)";"En fazla kara hedefini yok etti.";"AI 地\t面\t单\t位\t击\t毁\t数\t量\t全\t场\t第\t一";"最も\t多くの\t地上目標を\t撃破しました。";"Destruiu a maioria dos alvos terrestres AI.";"Знищив більше за всіх наземної техніки штучного інтелекту в місії.";"Uništio najviše površinskih meta.";"A legtöbb MI szárazföldi célpontot semmisítetted meg.";"AI 지상 장비를 가장 많이 파괴";"Больш за ўсіх у місіі знішчыў наземнай тэхнікі, кантраляванай камп'ютарам.";"Pentru distrugerea celor mai multe unități conduse de IA.";"摧\t毀\t大\t量 AI 地\t面\t單\t位";"摧\t毁\t大\t量 AI 地\t面\t单\t位";"Phá hủy nhiều đơn vị mặt đất AI nhất.";;
"streaks/heroic_tankman";"Heavy Metal Hero";"Héros d'acier";"Carrista Eroico";"Heldenhafter Panzerfahrer";"Héroe Acorazado";"Главный калибр";"Stalowy Heros";"Tankový hrdina";"Heavy Metal kahramanı";"陆\t战\t英\t豪";"鋼鉄の\t英雄";"Herói de Aço";"Головний калібр";"""Heavy Metal"" Heroj";"Harckocsizó hős";"강철의 영웅";"Галоўны калібр";"Erou blindate";"陸\t戰\t英\t豪";"陆\t战\t英\t豪";"Anh hùng thiết giáp";;
"streaks/heroic_tankman/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/heroic_tankman/desc";"Destroyed the most ground vehicles of other players.";"A détruit le plus de chars (humains).";"Ha distrutto il maggior numero di unità terrestri dei giocatori.";"Verliehen für die Zerstörung der meisten spielergesteuerten Landfahrzeuge.";"Has destruido el mayor número de vehículos terrestres de otros jugadores.";"Уничтожил больше всех наземной техники игроков в миссии.";"Zniszczył więcej celów naziemnych niż inni gracze.";"Zničení nejvíce vozidel řízených lidmi (minimálně 12)";"Diğer oyunculardan daha fazla kara aracı yok etti.";"敌\t方\t玩\t家\t地\t面\t载\t具\t摧\t毁\t数\t量\t全\t场\t第\t一";"他の\tプレイヤーの\t車両を\t最も\t多く\t破壊しました。";"Destruiu a maioria dos veículos terrestres de outros jogadores.";"Знищив більше за всіх наземної техніки гравців у місії.";"Uništio najviše kopnenih vozila ostalih igrača.";"A legtöbb, játékos által irányított szárazföldi járművet semmisítetted meg.";"다른 플레이어의 차량을 가장 많이 파괴";"Больш за ўсіх знішчыў наземнай тэхнікі варожых гульцоў у місіі.";"Pentru distrugerea celor mai multe vehicule inamice.";"大\t量\t殲\t滅\t敵\t方\t玩\t家\t車\t輛";"大\t量\t歼\t灭\t敌\t方\t玩\t家\t车\t辆";"Tiêu diệt nhiều phương tiện trên bộ của người chơi khác.";;
"CLIPPED_HEROIC_STREAKS_START";;;;;;;;;;;;;;;;;;;;;;"";
"streaks/heroic_water";"Tsunami";"Tsunami";"Maremoto";"Tsunami";"Tsunami";"Цунами";"Tsunami";"Cunami";"Tsunami";"劈\t波\t斩\t浪";"津波";"Tsunami";"Цунамі";"Cunami";"Cunami";"쓰나미";"Цунамі";"Tsunami";"劈\t波\t斬\t浪";"劈\t波\t斩\t浪";"Sóng thần";;
"streaks/heroic_water/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/heroic_water/desc";"Destroyed the most AI water units.";"A détruit le plus grand nombre d'unités IA en mer.";"Per aver distrutto il maggior numero di unità navali IA.";"Verliehen für die Zerstörung der meisten KI-Seeziele.";"Ha destruido la mayor cantidad de unidades navales IA.";"Уничтожил больше всех водной техники ИИ в миссии.";"Zniszczył najwięcej celów nawodnych.";"Zničení nejvíce AI plavidel (minimálně 18)";"En fazla gemi biriimlerini yok etti.";"AI 水\t面\t单\t位\t击\t毁\t数\t量\t全\t场\t第\t一";"最も\t多くの\t地上目標を\t撃破しました。";"Destruiu a maioria dos alvos terrestres AI.";"Знищив найбільше водної техніки AI.";"Uništio najviše površinskih meta.";"A legtöbb MI vízi célpontot semmisítetted meg.";"AI의 해상 장비를 가장 많이 파괴하였습니다.";"Больш за ўсіх у місіі знішчыў надводнай тэхнікі, кантраляванай камп'ютарам.";"Pentru distrugerea celor mai multe nave conduse de IA.";"摧\t毀\t大\t量 AI 水\t面\t單\t位";"摧\t毁\t大\t量 AI 地\t面\t单\t位";"Phá hủy nhiều đơn vị mặt nước AI nhất.";;
"streaks/heroic_ship";"Terror of the Sea";"Terreur des mers";"Terrore dei Mari";"Schrecken der Meere";"Terror de los Mares";"Гроза морей";"Postrach Mórz";"Teror moře";"Denizdeki Terör";"海\t战\t英\t豪";"海の\t恐怖";"Terror do Mar";"Гроза морів";"Teror Mora";"Tengeri rém";"바다의 괴물";"Граза мораў";"Teroarea mărilor";"海\t戰\t英\t豪";"海\t战\t英\t豪";"Nỗi khiếp sợ của biển";;
"streaks/heroic_ship/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/heroic_ship/desc";"Destroyed the most ships of other players.";"A détruit le plus de navires (humains).";"Ha distrutto il maggior numero di navi dei giocatori.";"Verliehen für die Zerstörung der meisten spielergesteuerten Schiffe.";"Has destruido el mayor número de barcos de otros jugadores.";"Уничтожил больше всех кораблей игроков в миссии.";"Zniszczył więcej okrętów niż inni gracze.";"Zničení nejvíce plavidel řízených lidmi (minimálně ??)";"Diğer oyunculardan daha fazla gemi yok etti.";"敌\t方\t玩\t家\t舰\t只\t击\t沉\t数\t量\t全\t场\t第\t一";"最も\t多く\t敵\tプレイヤーを\t撃破しました。";"Afundada a maioria dos navios de outros jogadores.";"Знищив більше всіх кораблів гравців в місії.";"Uništio najviše brodova ostalih igrača.";"A legtöbb, játékos által irányított hajót semmisítetted meg.";"다른 플레이어의 함선을 가장 많이 격침시켰습니다.";"Больш за ўсіх знішчыў караблёў гульцоў у місіі.";"Pentru distrugerea celor mai multe nave inamice.";"在\t海\t戰\t模\t式\t中\t擊\t沉\t大\t量\t水\t面\t單\t位";"在\t海\t战\t模\t式\t中\t击\t沉\t大\t量\t水\t面\t单\t位";"Tiêu diệt nhiều tàu của người chơi khác.";;
"streaks/heroic_juggernaut";"Juggernaut";"Poids lourd";"Juggernaut";"Kampfmaschine";"Juggernaut";"Джаггернаут";"Niszczycielski";"Likvidátor";"Juggernaut";"主\t宰\t者";"ジャガーノート";"Juggernaut";"Джаггернаут";"Oklopnik";"Buldózer";"저거너트";"Джагернаўт";"Devastator";"主\t宰\t者";"主\t宰\t者";"Juggernaut";;
"streaks/heroic_juggernaut/other";;;;;;;;;;;;;;;;;;;;;;;
"streaks/heroic_juggernaut/desc";"Damaged more aircraft than all other players.";"A endommagé plus d'avions que tous les autres joueurs.";"Ha danneggiato più aeromobili di tutti gli altri giocatori.";"Verliehen für das Beschädigen der meisten Spielereinheiten.";"Has dañado más aviones que todos los demás jugadores.";"Нанёс повреждения большему, чем остальные игроки, количеству воздушной техники.";"Uszkodził więcej samolotów niż pozostali gracze.";"Poškození nejvíce strojů";"Diğer oyunculardan daha fazla uçağa hasar verdi.";"空\t中\t目\t标\t击\t伤\t数\t量\t全\t场\t第\t一";"誰よりも\t多くの\t航空機に\tダメージを\t与えました。";"Danificou mais aviões do que todos os outros jogadores.";"Наніс пошкодження більшій, ніж решта гравців, кількості літаків.";"Oštetio više aviona od svih ostalih igrača.";"Bármely más játékosnál több repülőgépet sebeztél meg.";"다른 플레이어보다 더 많은 비행기에 손상을 입혔습니다.";"Больш за ўсіх прычыніць пашкоджанняў варожым самалётам.";"Pentru distrugerea mai multor avioane decât ceilalți jucători.";"擊\t傷\t大\t量\t空\t中\t目\t標";"击\t伤\t大\t量\t空\t中\t目\t标";"Gây thiệt hại cho nhiều máy bay hơn tất cả các người chơi khác.";;
