"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"mainmenu/btnBattleTasks";"Daily Tasks";"Objectifs quotidiens";"Missioni Giornaliere ";"Tägliche Aufträge";"Tareas Diarias";"Ежедневные задачи";"Dzienne Zadania";"Bitevní úkoly";"Günlük Görevler";"作​战​任​务";"戦闘任務";"Tarefas Diárias";"Щоденні завдання";"Borbeni zadaci";"Napi feladatok";"전투 과제";"Штодзённыя задачы";"Obiective zilnice";"每​日​任​務";"作​战​任​务";"Nhiệm vụ";;
"mainmenu/btnBattleTasksHard";"Special Tasks";"Objectifs spéciaux";"Missioni Speciali";"Sonderaufträge";"Tareas Especiales";"Особые задачи";"Zadania specjalne";"Speciální úkoly";"Özel Görevler";"特​别​任​务";"特別な\tタスク";"Tarefas Especiais";"Спеціальні завдання";"Specijalni zadaci";"Különleges feladatok";"특별 임무";"Адмысловыя задачы";"Obiective speciale";"特​殊​任​務";"特​别​任​务";"Nhiệm vụ Đặc biệt";;
"mainmenu/btnPersonalUnlocks";"War Diaries";"Objectifs personnels";"Diari di Guerra";"Kriegstagebücher";"Diarios de Guerra";"Военные дневники";"Dzienniki Wojny";"Válečné deníky";"Savaş Günlükleri";"作​战​日​志";"個人課題";"Diários de Guerra";"Військові щоденники";"Personalni zadaci";"Háborús naplók";"개인 과제";"Ваенныя дзённікі";"Jurnale de război";"戰​爭​日​誌";"作​战​日​志";"Chiến ký";;
"mainmenu/btnTournament";"Rankings Challenge";"Batailles Classées";"Sfida di Classifica";"Ranglisten Herausforderung";"Desafío de Clasificación";"Рейтинговые бои";"Wyzwanie Rankingowe";"Rankings Challenge";"Rankings Challenge";"天​梯​挑​战";"ランキングチャレンジ";"Desafio de classificação";"Рейтингові бої";"Rankings Challenge";"Rangsorolt Csaták";"랭킹 챌린지";"Рэйтынгавыя баі";"Rankings Challenge";"天​梯​挑​戰";"Rankings Challenge";"Thử thách Xếp hạng";;
"mainmenu/btnTournamentLb";"Tournament Leaderboard";"Classement des tournois";"Classifica torneo";"Turnier-Bestenliste";"Marcador del torneo";"Турнирные результаты";"Ranking Turniejowy";"Turnajový žebříček";"Turnuva Liderlik Tablosu";"竞​技​场​排​行​榜";"トーナメントランキング";"Torneio Leaderboard";"Турнірні результати";"Tabela turnira";"Bajnokságranglista";"토너먼트 순위표";"Турнірныя вынікі";"Clasament turneu";"錦​標​賽​排​行​榜";"竞​技​场​排​行​榜";"Bảng Xếp Hạng Giải Đấu";;
"mainmenu/btnEvents";"Events";"Évènements";"Eventi";"Ereignisse";"Eventos";"События";"Wydarzenia";"Eventy";"Etkinlikler";"特​殊​活​动";"イベント";"Eventos";"Події";"Eventi";"Események";"이벤트";"Падзеі";"Evenimente";"軍​事​行​動​與​錦​標​賽";"新​玩​法：​特​别​行​动";"Sự Kiện";;
"mainmenu/btnSkirmish";"Custom Battles";"Batailles personnalisées";"Battaglie Personalizzate";"Eigene Schlachten";"Batallas personalizadas";"Полигон";"Bitwy Niestandardowe";"Vlastní bitvy";"Özel Savaşlar";"自​定​义​战​斗";"カスタムバトル";"Batalhas personalizadas";"Полігон";"Podesive bitke";"Egyéni csaták";"사용자 정의 전투";"Палігон";"Lupte personalizate";"自​定​義​戰​鬥";"自​定​义​战​斗";"Chế Độ Tự Do";;
"mainmenu/btnCampaign";"Historical Campaign";"Campagne historique";"Campagna Storica";"Historische Kampagne";"Campaña Histórica";"Историческая кампания";"Kampania Historyczna";"Historická kampaň";"Tarihi Harekat";"历​史​战​役";"ヒストリカルキャンペーン";"Campanha histórica";"Історична кампанія";"Istorijska kampanja";"Történelmi hadjárat";"역사 기반 캠페인";"Гістарычная кампанія";"Campanii istorice";"歷​史​戰​役​（DLC）";"历​史​战​役​（DLC）";"Chiến Dịch Nâng Cao";;
"mainmenu/btnDynamic";"Dynamic Campaign";"Campagne dynamique";"Campagna dinamica";"Dynamische Kampagne";"Campaña dinámica";"Динамическая кампания";"Kampania Dynamiczna";"Dynamická kampaň";"Dinamik Harekat";"动​态​战​役";"ダイナミック キャンペーン";"Campanha dinâmica";"Динамічна кампанія";"Dinamična kampanja";"Dinamikus hadjárat";"동적 캠페인";"Дынамічная кампанія";"Campanii dinamice";"動​態​戰​役";"动​态​战​役";"Chiến Dịch Lịch Sử";;
"mainmenu/btnSingleMission";"Single Missions";"Missions solo";"Missioni singole";"Einzelmissionen";"Misiones Individuales";"Отдельные миссии";"Pojedyncze Misje";"Jednotlivé mise";"Tek Görevler";"单​人​任​务";"シングルミッション";"Missões individuais";"Одиночні місії";"Pojedinačne misije";"Egyszemélyes küldetések";"단독 임무";"Асобныя місіі";"Misiuni individual";"單​人​任​務";"单​人​任​务";"Nhiệm Vụ Đơn";;
"mainmenu/btnSingleLocalMission";"Start Mission Offline";"Commencer la mission hors connexion";"Inizia missione offline";"Mission offline starten ";"Comenzar la misión desconectado";"Запустить миссию офлайн";"Rozpocznij misję w trybie offline";"Spustit offline misi";"Çevrimdışı Göreve Başla";"开​始​离​线​任​务";"ミッションを\tオフラインで\t開始";"Iniciar missão off-line";"Запустити місію офлайн";"Započni misiju van mreže";"Küldetés indítása offline módban";"오프라인으로 임무 시작";"Пачаць місію ў пазасеткавым рэжыме";"Start misiune deconectat";"開​始​離​線​任​務";"开​始​脱​机​游​戏";"Bắt đầu nhiệm vụ offline";;
"mainmenu/btnSingleOnlineMission";"Start Mission";"Commencer la mission";"Inizia missione";"Mission starten";"Comenzar misión";"Запустить миссию";"Rozpocznij misję";"Spustit misi";"Göreve Başla";"开​始​游​戏";"ミッションを\t開始";"Começar a missão";"Запустити місію";"Započni misiju";"Küldetés indítása";"임무 시작";"Пачаць місію";"Start misiune";"開​始​任​務";"开​始​游​戏";"Bắt đầu nhiệm vụ";;
"mainmenu/btnUserMission";"User Missions";"Missions de l'utilisateur";"Missioni utente";"Selbsterstellte Missionen";"Misiones del usuario";"Пользовательские миссии";"Misje użytkownika";"Uživatelské mise";"Kullanıcı Görevleri";"玩​家​自​创​任​务";"ユーザーミッション";"Missões de utilizador";"Користувацькі місії";"Korisničke misije";"Felhasználói küldetések";"사용자 임무";"Карыстальніцкія місіі";"Misiuni utilizatori";"玩​家​自​創​任​務";"玩​家​自​创​任​务";"Nhiệm Vụ Cá Nhân";;
"mainmenu/btnShop";"Research";"Recherche";"Ricerca";"Forschung";"Investigación";"Исследования";"Badania";"Výzkum";"Araştır";"科​技​树";"研究";"Pesquisa";"Дослідження";"Istraživanje";"Fejlesztés";"연구";"Даследаванні";"Cercetare";"研​發";"科​技​树";"Phương Tiện";;
"mainmenu/btnCustomMatch";"Find Session";"Trouver une session";"Trovare sessione";"Spielsitzung suchen";"Buscar sesión";"Поиск сессии";"Znajdź sesję";"Najít střetnutí";"Oturum Bul";"搜​寻​游​戏";"セッションを\t検索";"Encontrar a sessão";"Пошук сесії";"Pronađi sesiju";"Játszma keresése";"세션 검색";"Пошук сеанса";"Găsire sesiune";"搜​尋​遊​戲";"搜​寻​游​戏";"Tìm phòng";;
"mainmenu/btnTraining";"Mission Editor";"Éditeur de mission";"Editor missione";"Missionseditor";"Editor de misiones";"Редактор миссий";"Edytor misji";"Editor misí";"Görev Editörü";"任​务​编​辑​器";"ミッションエディット";"Editor de missão";"Редактор місій";"Uređivač misija";"Küldetésszerkesztő";"임무 편집기";"Рэдактар місій";"Editor de misiuni";"任​務​編​輯​器";"任​务​编​辑​器";"Chỉnh sửa nhiệm vụ";;
"mainmenu/btnBuilder";"Mission Editor";"Éditeur de mission";"Editor missione";"Missionseditor";"Editor de misiones";"Редактор миссий";"Edytor misji";"Editor misí";"Görev Editörü";"任​务​编​辑​器";"ミッションエディット";"Editor de missão";"Редактор місій";"Uređivač misija";"Küldetésszerkesztő";"임무 편집기";"Рэдактар місій";"Editor de misiuni";"任​務​編​輯​器";"任​务​编​辑​器";"Chỉnh sửa nhiệm vụ";;
"mainmenu/btnTutorial";"Tutorial";"Didacticiel";"Tutorial";"Ausbildungskurse";"Tutorial";"Курс обучения";"Samouczek";"Výcvik";"Eğitim";"新​手​教​程";"チュートリアル";"Tutorial";"Курс навчання";"Tutorijal";"Kiképzés";"훈련 과정";"Вучэбны курс";"Instruire";"新​手​教​學";"新​手​教​程";"Hướng Dẫn";;
"mainmenu/btnMedal";"Medals";"Médailles";"Medaglie";"Orden";"Medallas";"Награды";"Odznaczenia";"Vyznamenání";"Madalyalar";"勋​章";"メダル";"Medalhas";"Нагороди";"Medalje";"Medálok";"훈장";"Узнагароды";"Medalii";"勳​章";"勋​章";"Huy chương";;
"mainmenu/btnUnlockMedal";"Medals";"Médailles";"Medaglie";"Orden";"Medallas";"Награды";"Odznaczenia";"Vyznamenání";"Madalyalar";"勋​章";"メダル";"Medalhas";"Нагороди";"Medalje";"Medálok";"훈장";"Медалі";"Medalii";"勳​章";"勋​章";"Huy chương";;
"mainmenu/btnExtra";"Extras";"Extras";"Extra";"Extras";"Extras";"Дополнительно";"Dodatki";"Bonusy";"Ekstralar";"其​他";"エキストラ";"Extras";"Додатково";"Dodaci";"Extrák";"엑스트라";"Дадаткі";"În plus";"其​他";"其​他";"Đặc biệt";;
"mainmenu/btnQuickMatch";"Quick Match";"Partie rapide";"Partita veloce";"Schnelles Spiel";"Partida rápida";"Быстрый старт";"Szybka rozgrywka";"Rychlá bitva";"Hızlı Maç";"快​速​匹​配";"クイックマッチ";"Partida rápida";"Швидкий старт";"Brzi meč";"Gyors csata";"빠른 매치";"Хуткі старт";"Potrivire rapidă";"快​速​配​對";"快​速​匹​配";"Vào nhanh";;
"mainmenu/btnProfileOpt";"Profile Options";"Options du profil";"Opzioni profilo";"Profileinstellungen";"Opciones de Perfil";"Настройки профиля";"Ustawienia Profilu";"Možnosti profilu";"Profil Seçenekleri";"档​案​选​项";"プロフィールオプション";"Opções de perfil";"Налаштування профілю";"Opcije profila";"Profilbeállítások";"프로필 설정";"Налады профілю";"Opțiuni profil";"個​人​資​料​設​定";"档​案​选​项";"Tùy chỉnh thông tin";;
"mainmenu/btnPrestige";"Prestige";"Prestige";"Prestigio";"Prestige";"Prestigio";"Престиж";"Prestiż";"Prestiž";"Prestij";"威​望";"プレスティージ";"Prestígio";"Престиж";"Prestiž";"Rendfokozat";"명성";"Прэстыж";"Prestigiu";"聲​望";"威​望";"Uy tín";;
"mainmenu/btnOnline";"Play Online";"Jouer en ligne";"Gioca online";"Online spielen";"Jugar en línea";"Играть по сети";"Graj online";"Hrát online";"Çevrimiçi oyna";"在​线​游​戏";"オンラインプレイ";"Jogar on-line";"Грати по мережі";"Igrajte online";"Online játék";"온라인 플레이";"Гуляць па сетцы";"Joc online";"線​上​遊​戲";"在​线​游​戏";"Chơi online";;
"mainmenu/btnExitWizard";"Exit the Controls Setup Wizard";"Quitter l'assistant de configuration des commandes";"Esci dalla configurazione guidata dei controlli";"Assistent verlassen";"Salir del asistente de configuración de controles";"Выйти из ""Мастера настройки управления"".";"Opuść kreatora ustawień klawiszy";"Opustit průvodce nastavením ovládání";"Kontrol Kurulum Sihirbazı'ndan çık";"退​出​控​制​设​置​向​导";"コントロール セットアップ ウィザードを\t終了";"Sair do assistente de configuração de controles";"Вийти з ""Майстра налаштування керування""";"Izađi iz asistenta za podešavanje kontrola";"Kilépés az irányítás beállítás varázslóból";"조작 설정 마법사 종료";"Выйсці з «Майстра наладкі кіравання»";"Ieșire din asistentul de configurare a comenzilor";"退​出​控​制​設​置​指​引";"退​出​控​制​设​置​向​导";"Thoát khỏi thiết lập trình điều khiển";;
"mainmenu/btnChangeName";"Change Nickname";"Modifier le pseudo";"Cambia nickname";"Nickname ändern";"Cambiar el nombre de jugador";"Сменить ник";"Zmień pseudonim";"Změnit přezdívku";"Takma Adı Değiştir";"更​改​昵​称";"ニックネームの\t変更";"Alterar Nick";"Змінити ім'я";"Promena nadimka";"Felhasználónév módosítása";"닉네임 변경";"Змяніць сваё імя";"Schimbare pseudonim";"變​更​暱​稱";"更​改​昵​称";"Đổi tên nhân vật";;
"mainmenu/chooseName";"Choose a Nickname";"Choisissez un Pseudo";"Scegli un Nickname";"Wähle einen Nicknamen";"Elige el nombre de jugador";"Выберите себе ник";"Wybierz Pseudonim";"Vyber si přezdívku";"Takma İsim Seç";"填​写​昵​称";"ニックネームの\t選択";"Escolha um nome de jogo";"Виберіть собі нік";"Izaberi nadimak";"Válassz felhasználónevet";"닉네임을 선택하십시오";"Выберыце псеўданім";"Alegere pseudonim";"選​擇​暱​稱";"填​写​昵​称";"Đặt tên nhân vật";;
"mainmenu/btnChangePlayer";"Switch User";"Changer d'utilisateur";"Cambia account";"Benutzer wechseln";"Cambiar Usuario";"Сменить пользователя";"Przełącz użytkownika";"Přepnout uživatele";"Kullanıcı değiştir";"切​换​账​号";"アカウントの\t変更";"Alterar conta";"Змінити користувача";"Promeni nalog";"Felhasználóváltás";"계정 변경";"Змяніць карыстальніка";"Schimbare utilizator";"切​換​使​用​者";"切​换​账​号";"Thay đổi tài khoản";;
"mainmenu/btnXboxProfile";"Gamercard";"Carte du joueur";"Scheda giocatore";"Spielerkarte";"Tarjeta de jugador";"Карта игрока";"Karta gracza";"Gamercard";"Oyuncu kartı";"玩​家​卡​片";"ゲーマーカード";"Cartão de jogador";"Xbox Профіль";"Karta igrača";"Xbox profil";"게이머 카드";"Профіль Xbox";"Profil Xbox";"玩​家​卡​片";"Xbox 档​案";"Thẻ tên";"Xbox One Required Terminology";
"mainmenu/btnPsnProfile";"Profile";"Profil";"Profilo";"Profil";"Perfil";"Профиль";"Profil";"Profil";"Profile";"档​案";"プロフィール";"Perfil";"Профіль";"Profil";"Profil";"프로필";"Профіль";"Profile";"檔​案";"档​案";"Hồ sơ cá nhân";"PSN Required Terminology";
"mainmenu/btnComplain";"Complain";"Déposer une plainte";"Reclama";"Melden";"Formular queja";"Пожаловаться";"Zgłoś skargę";"Stěžovat si";"Şikayet";"投​诉";"報告";"Reportar";"Поскаржитися";"Pritužba";"Panasztétel";"신고";"Паскардзіцца";"Reclamare";"投​訴";"投​诉";"Khiếu nại";;
"mainmenu/btnSend";"Send";"Envoyer";"Invia";"Abschicken";"Enviar";"Отправить";"Wyślij";"Odeslat";"Gönder";"发​送";"送信";"Enviar";"Надіслати";"Pošalji";"Küldés";"보내기";"Адправіць";"Trimite";"發​送";"发​送";"Gửi";;
"mainmenu/btnUserCard";"Player Card";"Carte du joueur";"Scheda giocatore";"Spielerkarte";"Tarjeta de Jugador";"Карточка игрока";"Profil Gracza";"Karta hráče";"Oyuncu Kartı";"玩​家​资​料";"プレイヤーカード";"Cartão de Jogador";"Картка гравця";"Profil igrača";"Adatlap";"플레이어 카드";"Картка гульца";"Date jucător";"玩​家​資​料";"玩​家​资​料";"Thông tin";;
"mainmenu/btnProfile";"Player Profile";"Profil du joueur";"Profilo Giocatore";"Spielerprofil";"Perfil del Jugador";"Профиль игрока";"Profil Gracza";"Profil hráče";"Oyuncu Profili";"个​人​页​面";"プレイヤープロフィール";"Perfil do Jogador";"Профіль гравця";"Player Profile";"Player Profile";"플레이어 프로필";"Профиль игрока";"Player Profile";"個​人​檔​案";"Player Profile";"Hồ sơ người chơi";;
"mainmenu/btnMain";"Main";"Principal";"Principale";"Hauptmenü";"Principal";"Главная";"Główne";"Hlavní";"Ana";"主​要";"メイン";"Principal";"Головна";"Glavni";"Fő";"메인";"Галоўная";"Meniu";"主​要";"主​要";"Chính";;
"mainmenu/btnSteamFriendsAdd";"Add Steam Friends";"Ajouter des amis Steam";"Aggiungi gli amici di Steam";"Steam-Freunde hinzufügen";"Agregar Amigos de Steam";"Добавить друзей из Steam";"Dodaj znajomych z platformy Steam";"Přidat přátele ze Steamu";"Steam Arkadaşlarını Ekle";"添​加 Steam 的​好​友";"Steam の\tフレンドを\t追加";"Adicionar Amigos do Steam";"Додати друзів зі Steam";"Dodaj ""Steam"" prijatelje";"Steam-barátok hozzáadása";"스팀 친구 추가";"Дадаць сяброў са Steam";"Adăugare prieteni Steam";"加​入 Steam 好​友";"添​加 Steam 的​好​友";"Thêm bạn Steam";;
"mainmenu/btnFacebookFriendsAdd";"Add Facebook Friends";"Ajouter des amis Facebook";"Aggiungi gli amici di Facebook";"Facebook-Freunde hinzufügen";"Agregar Amigos de Facebook";"Добавить друзей из Facebook";"Dodaj znajomych z Facebooka";"Přidat přátele z Facebooku";"Facebook arkadaşlarınızı ekleyin";"添​加 Facebook 的​好​友";"Facebook の\t友人を\t追加";"Adicionar Amigos do Facebook";"Додати друзів з Facebook";"Dodaj prijatelje sa Facebooka";"Facebook-barátok hozzáadása";"페이스북 친구 추가";"Дадаць сяброў з Facebook";"Adăugare prieteni Facebook";"加​入 Facebook 好​友";"添​加 Facebook 的​好​友";"Thêm Facebook chiến hữu";;
"mainmenu/btnSteamFriendsAddShort";"Add Friends from";"Ajouter des amis à partir de";"Aggiungi amici da";"Freunde hinzufügen von";"Agrega Amigos de";"Добавить друзей из";"Dodaj znajomych z";"Přidat přátele z";"Şuradan arkadaş ekle";"添​加​好​友​自";"次の\t場所から\tフレンド\t追加:";"Adicionar Amigos de";"Додати друзів з";"Dodaj prijatelje iz";"Barátok hozzáadása:";"스팀 친구 추가";"Дадаць сяброў са";"Adăugare prieteni din";"加​入​好​友";"添​加​好​友​自";"Thêm bạn bè từ";;
"mainmenu/btnFacebookFriendsAddShort";"Add Friends from";"Ajouter des amis à partir de";"Aggiungi amici da";"Freunde hinzufügen von";"Agrega Amigos de";"Добавить друзей из";"Dodaj znajomych z";"Přidat přátele z";"Şuradan arkadaş ekle";"添​加​好​友​自";"次の\t場所から\tフレンド\t追加:";"Adicionar Amigos de";"Додати друзів з";"Dodaj prijatelje iz";"Barátok hozzáadása:";"페이스북 친구 추가";"Дадаць сяброў з";"Adăugare prieteni din";"加​入​好​友";"添​加​好​友​自";"Thêm bạn bè từ";;
"mainmenu/btnInviteFriend";"+ Invite Friend";"+ Inviter un ami";"+ invito amico";"+ Freund einladen";"+ Invitar amigo";"+ Пригласить друга";"+ Zaproś przyjaciela";"+ Pozvat přítele";"+Arkadaşını Davet ET";"+ 邀​请​好​友";"+ フレンド\t招待";"+ Convidar Amigo";"+ Запросити друга";"+ Pozvati prijatelja";"+ Barát meghívása";"+ 친구 초대";"+ Запрасіць сябра";"+ Invitare prieten";"+ 邀​请​好​友";"+ 邀​请​好​友";"+ Mời bạn bè";;
"mainmenu/btnRandomBattlesMenu";"Battle Settings";"Paramètres de bataille";"Impostazioni battaglia";"Schlachteinstellungen";"Configuración de batalla";"Параметры боя";"Ustawienia bitewne";"Nastavení bitvy";"Savaş ayarları";"任​务​设​置";"戦闘の\t設定";"Configurações de Batalha";"Налаштування бою";"Podešavanja borbe";"Csatabeállítások";"전투 설정";"Налады бою";"Setări lupte";"戰​鬥​設​置";"任​务​设​置";"Thiết lập trận chiến";;
"mainmenu/title";"Main Menu";"Menu principal";"Menu principale";"Hauptmenü";"Menú Principal";"Основное меню";"Menu główne";"Hlavní nabídka";"Ana Menü";"主​菜​单";"メインメニュー";"Menu principal";"Головне меню";"Glavni meni";"Főmenü";"주 메뉴";"Галоўнае меню";"Meniu principal";"主​要​選​單";"主​菜​单";"Menu chính";;
"mainmenu/addCustomNick";"Add Nickname";"Ajouter pseudo";"Aggiungi Soprannome";"Nickname hinzufügen";"Añadir Apodo";"Добавить ник";"Dodaj nick";"Přidat přezdívku";"Kullanıcı adı ekle";"添​加​昵​称";"ニックネーム\t追加";"Adicionar apelido";"Додати псевдонім";"Dodaj nadimak";"Add Nickname";"닉네임 추가";"Добавить ник";"Add Nickname";"添​加​暱​稱";"Add Nickname";"Thêm Biệt danh";;
"mainmenu/campaignChapterSelectTitle";"Select Chapter";"Sélectionner un chapitre";"Seleziona capitolo";"Kapitel wählen";"Seleccionar Capítulo";"Выбор главы";"Wybierz rozdział";"Vybrat kapitolu";"Bölüm seç";"选​择​章​节";"チャプター\t選択";"Selecionar Capítulo";"Оберіть розділ";"Odaberi poglavlje";"Fejezet kiválasztása";"챕터 선택";"Выбар раздзела";"Selectare capitol";"選​擇​章​節";"选​择​章​节";"Chọn chương";;
"mainmenu/titleSelectRealismLevel";"Difficulty Level";"Niveau de difficulté";"Livello di difficoltà";"Schwierigkeitsgrad";"Nivel de Dificultad";"Уровень сложности";"Poziom trudności";"Úroveň obtížnosti";"Zorluk seviyesi";"难​度​等​级";"難易度設定";"Nível de Dificuldade";"Рівень складності";"Nivo težine";"Nehézségi szint";"난이도";"Узровень складанасці";"Nivel de dificultate";"難​度​等​級";"难​度​等​级";"Độ khó";;
"mainmenu/titleLeaderboards";"Leaderboards";"Classements";"Classifiche";"Bestenlisten";"Marcadores ";"Таблицы рекордов";"Rankingi";"Žebříčky";"Liderlik Tabloları";"排​行​榜​单";"ランキング";"Placares de líderes";"Таблиці рекордів";"Tabela";"Ranglisták";"순위표";"Табліцы рэкордаў";"Clasament";"排​行​榜";"排​行​榜​单";"Bảng Xếp Hạng";;
"mainmenu/titleMultiPlayerModes";"Game Modes";"Modes de jeu";"Modalità di gioco";"Spielmodi";"Modos de Juego";"Режимы игры";"Tryby gry";"Herní módy";"Oyun modları";"游​戏​模​式";"ゲームモード";"Modos de Jogo";"Режими гри";"Režimi igranja";"Játékmódok";"게임 모드";"Рэжымы гульні";"Moduri de joc";"遊​戲​模​式";"游​戏​模​式";"Chế độ chơi";;
"mainmenu/titleSinglePlayer";"Single Player";"Un joueur";"Giocatore singolo";"Einzelspieler";"Un Jugador";"Одиночная игра";"Jeden gracz";"Jeden hráč";"Tek Oyuncu";"单​人​游​戏";"シングルプレイヤー";"Um Jogador";"Одиночна гра";"Za Jednog igrača";"Egyszemélyes";"싱글 플레이어";"Адзіночная гульня";"Jucător singur";"單​人​遊​戲";"单​人​游​戏";"Cá nhân";;
"mainmenu/titleSelectMatch";"Match";"Partie";"Partita";"Spiel";"Partida";"Игра";"Rozgrywka";"Bitva";"Maç";"对​战";"対戦";"Partida";"Матч";"Meč";"Csata";"매치";"Гульня";"Partidă";"配​對";"对​战";"Trận đấu";;
"mainmenu/titleProfile";"Profile";"Profil";"Profilo";"Profil";"Perfil";"Профиль";"Profil";"Profil";"Profil";"档​案";"プロフィール";"Perfil";"Профіль";"Profil";"Profil";"프로필";"Профіль";"Profil";"個​人​資​料";"档​案";"Thông tin";;
"mainmenu/titleEventDescription";"Event Info";"Description de l'évènement";"Informazioni Eventi";"Ereignisinfo";"Información del Evento";"Информация о событии";"Informacje o Wydarzeniu";"Informace o eventu";"Etkinlik Bilgisi";"行​动​介​绍";"イベント\t情報";"Informação de evento";"Інформація про подію";"Informacije o događaju";"Esemény leírása";"이벤트 정보";"Звесткі пра падзею";"Informații eveniment";"活​動​資​訊";"行​动​介​绍";"Thông tin Sự kiện";;
"mainmenu/openGameModeLink";"Open";"Ouvrir";"Aperto";"Öffnen";"Abrir";"Открыть";"Otwórz";"Otevřít";"Aç";"打​开";"開始";"Aberto";"Відкрити";"Otvoreno";"Megnyitás";"열기";"Адкрыць";"Deschidere";"開​啟";"打​开";"Mở";;
