"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"hotkeys/ID_SELECT_HUMAN_GUN_SECONDARY";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Выбрать дополнительное орудие";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Выбрать дополнительное орудие";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Выбрать дополнительное орудие";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";"Select the secondary weapon";;
"hotkeys/ID_HUMAN_SMOKE_GRENADE";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Дымовые гранаты";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Дымовые гранаты";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Дымовые гранаты";"Smoke grenades";"Smoke grenades";"Smoke grenades";"Smoke grenades";;
"hotkeys/ID_WEAPON_LOCK_HUMAN";"Weapon lock";"Weapon lock";"Weapon lock";"Weapon lock";"Weapon lock";"Захват для ГСН";"Weapon lock";"Weapon lock";"Weapon lock";"Weapon lock";"Weapon lock";"Weapon lock";"Захват для ГСН";"Weapon lock";"Weapon lock";"Weapon lock";"Захват для ГСН";"Weapon lock";"Weapon lock";"Weapon lock";"Weapon lock";;
"hotkeys/ID_SENSOR_SWITCH_HUMAN";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Включение/выключение поиска РЛС/ОЛС";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Включение/выключение поиска РЛС/ОЛС";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Включение/выключение поиска РЛС/ОЛС";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";"Switch Radar/IRST search on/off";;
"hotkeys/ID_SENSOR_TARGET_SWITCH_HUMAN";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Выбор цели РЛС/ОЛС для захвата";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Выбор цели РЛС/ОЛС для захвата";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Выбор цели РЛС/ОЛС для захвата";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";"Select the Radar/IRST target to lock";;
"hotkeys/ID_SENSOR_TARGET_LOCK_HUMAN";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Захват цели РЛС/ОЛС";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Захват цели РЛС/ОЛС";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Захват цели РЛС/ОЛС";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";"Lock the Radar/IRST on the target";;
"hotkeys/ID_HUMAN_NIGHT_VISION";"Night vision mode";"Night vision mode";"Night vision mode";"Night vision mode";"Night vision mode";"Режим ночного видения";"Night vision mode";"Night vision mode";"Night vision mode";"Night vision mode";"Night vision mode";"Night vision mode";"Режим ночного видения";"Night vision mode";"Night vision mode";"Night vision mode";"Режим ночного видения";"Night vision mode";"Night vision mode";"Night vision mode";"Night vision mode";;
"hotkeys/ID_HUMAN_THERMAL_WHITE_IS_HOT";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Смена цветовой схемы тепловизора";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Смена цветовой схемы тепловизора";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Смена цветовой схемы тепловизора";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";"Changing the color scheme of the thermal sight";;
"hotkeys/ID_HUMAN_TOGGLE_RANGEFINDER";"Rangefinder";"Rangefinder";"Rangefinder";"Rangefinder";"Rangefinder";"Дальномер";"Rangefinder";"Rangefinder";"Rangefinder";"Rangefinder";"Rangefinder";"Rangefinder";"Дальномер";"Rangefinder";"Rangefinder";"Rangefinder";"Дальномер";"Rangefinder";"Rangefinder";"Rangefinder";"Rangefinder";;
"hotkeys/ID_HUMAN_VIEW_HEADER";"Camera control";"Camera control";"Camera control";"Camera control";"Camera control";"Управление камерой";"Camera control";"Camera control";"Camera control";"Camera control";"Camera control";"Camera control";"Управление камерой";"Camera control";"Camera control";"Camera control";"Управление камерой";"Camera control";"Camera control";"Camera control";"Camera control";;
"hotkeys/ID_TOGGLE_VIEW_HUMAN";"Sniper mode";"Sniper mode";"Sniper mode";"Sniper mode";"Sniper mode";"Снайперский режим";"Sniper mode";"Sniper mode";"Sniper mode";"Sniper mode";"Sniper mode";"Sniper mode";"Снайперский режим";"Sniper mode";"Sniper mode";"Sniper mode";"Снайперский режим";"Sniper mode";"Sniper mode";"Sniper mode";"Sniper mode";;
"hotkeys/ID_TARGETING_HOLD_HUMAN";"Target tracking";"Target tracking";"Target tracking";"Target tracking";"Target tracking";"Сопровождение цели";"Target tracking";"Target tracking";"Target tracking";"Target tracking";"Target tracking";"Target tracking";"Сопровождение цели";"Target tracking";"Target tracking";"Target tracking";"Сопровождение цели";"Target tracking";"Target tracking";"Target tracking";"Target tracking";;
"hotkeys/ID_HUMAN_OTHER_HEADER";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Разное";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Разное";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Разное";"Miscellaneous";"Miscellaneous";"Miscellaneous";"Miscellaneous";;
"hotkeys/ID_START_SUPPORT_PLANE_HUMAN";"UAV Launch";"UAV Launch";"UAV Launch";"UAV Launch";"UAV Launch";"Запуск БПЛА";"UAV Launch";"UAV Launch";"UAV Launch";"UAV Launch";"UAV Launch";"UAV Launch";"Запуск БПЛА";"UAV Launch";"UAV Launch";"UAV Launch";"Запуск БПЛА";"UAV Launch";"UAV Launch";"UAV Launch";"UAV Launch";;
"hotkeys/ID_SUPPORT_PLANE_ORBITING_HUMAN";"Hover";"Hover";"Hover";"Hover";"Hover";"Висение";"Hover";"Hover";"Hover";"Hover";"Hover";"Hover";"Висение";"Hover";"Hover";"Hover";"Висение";"Hover";"Hover";"Hover";"Hover";;
"hotkeys/ID_SUBMARINE_SWITCH_FUSE_MODE";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Переключить режим взрывателя";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Переключить режим взрывателя";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Переключить режим взрывателя";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";"Switch fuze mode";;
"hotkeys/ID_SHIP_SWITCH_ACTIVE_SONAR";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Включение/выключение гидролокатора";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Включение/выключение гидролокатора";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Включение/выключение гидролокатора";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";"Sonar mode on/off";;
"hotkeys/ID_SHIPS_TOGGLE_HYDROPHONE_MODE";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Включение/выключение гидрофона";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Включение/выключение гидрофона";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Включение/выключение гидрофона";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";"Hydrophone mode on/off";;
"hotkeys/ID_ENABLE_TARGET_TRACKING_TANK";"Enable ATT";"Enable ATT";"Enable ATT";"Enable ATT";"Enable ATT";"Включить АСЦ";"Enable ATT";"Enable ATT";"Enable ATT";"Enable ATT";"Enable ATT";"Enable ATT";"Включить АСЦ";"Enable ATT";"Enable ATT";"Enable ATT";"Включить АСЦ";"Enable ATT";"Enable ATT";"Enable ATT";"Enable ATT";;
"hotkeys/ID_HUMAN_ORDERS_MENU";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Меню приказов отряду";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Меню приказов отряду";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Меню приказов отряду";"Squad orders menu";"Squad orders menu";"Squad orders menu";"Squad orders menu";;
"hotkeys/ID_HUMAN_WEAPON_MENU";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Меню управления оружием: переключение режима стрельбы, использование модулей (подствольное оружие, ЛЦУ, фонарик)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Меню управления оружием: переключение режима стрельбы, использование модулей (подствольное оружие, ЛЦУ, фонарик)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Меню управления оружием: переключение режима стрельбы, использование модулей (подствольное оружие, ЛЦУ, фонарик)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";"Weapon control menu: switching fire modes, using modules (underbarrel weapon, laser sight, flashlight)";;
"hotkeys/ID_HUMAN_MAIN_WEAPON";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Переключение между основным оружием и модулем";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Переключение между основным оружием и модулем";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Переключение между основным оружием и модулем";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";"Switching between main weapon and module";;
"hotkeys/ID_HUMAN_SELECT_PREV_SOLDIER";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Выбрать предыдущего солдата";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Выбрать предыдущего солдата";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Выбрать предыдущего солдата";"Select previos soldier";"Select previos soldier";"Select previos soldier";"Select previos soldier";;
"hotkeys/ID_HUMAN_SELECT_NEXT_SOLDIER";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Выбрать следующего солдата";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Выбрать следующего солдата";"Select next soldier";"Select next soldier";"Select next soldier";"Выбрать следующего солдата";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";;
"hotkeys/ID_HUMAN_CONTEXT_COMMAND_NEXT_SOLDIER";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Выбрать следующего солдата";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";"Выбрать следующего солдата";"Select next soldier";"Select next soldier";"Select next soldier";"Выбрать следующего солдата";"Select next soldier";"Select next soldier";"Select next soldier";"Select next soldier";;
"hotkeys/ID_HUMAN_CONTEXT_COMMAND_NEXT_POSE";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Сменить позу выбранного солдата";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Сменить позу выбранного солдата";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Сменить позу выбранного солдата";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";"Change selected soldier pose";;
"hotkeys/ID_HUMAN_CONTEXT_COMMAND";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(удерживать кнопку) выбрать место размещения солдата. Приказ отдастся если отпустить кнопку.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(удерживать кнопку) выбрать место размещения солдата. Приказ отдастся если отпустить кнопку.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(удерживать кнопку) выбрать место размещения солдата. Приказ отдастся если отпустить кнопку.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";"(hold the button) choose the location of the soldier. Order will be given if you release the button.";;
"hotkeys/ID_CREW_SWITCH_CONTROL_NEXT";"Switch member";"Switch member";"Switch member";"Switch member";"Switch member";"Сменить солдата";"Switch member";"Switch member";"Switch member";"Switch member";"Switch member";"Switch member";"Сменить солдата";"Switch member";"Switch member";"Switch member";"Сменить солдата";"Switch member";"Switch member";"Switch member";"Switch member";;
"hotkeys/ID_GRENADE_THROW_HEADER";"Throw grenade";"Throw grenade";"Throw grenade";"Throw grenade";"Throw grenade";"Бросить гранату";"Throw grenade";"Throw grenade";"Throw grenade";"Throw grenade";"Throw grenade";"Throw grenade";"Бросить гранату";"Throw grenade";"Throw grenade";"Throw grenade";"Бросить гранату";"Throw grenade";"Throw grenade";"Throw grenade";"Throw grenade";;
"hotkeys/ID_HUMAN_WEAP_MOD_TOGGLE";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Включение/выключение подствольного оружия";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Включение/выключение подствольного оружия";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Включение/выключение подствольного оружия";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";"Underbarrel grenade launcher mode on/off";;
"hotkeys/ID_HUMAN_LASER_TOGGLE";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Включение/выключение ЛЦУ";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Включение/выключение ЛЦУ";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Включение/выключение ЛЦУ";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";"Laser mode on/off";;
"hotkeys/ID_HUMAN_FLASH_LIGHT_TOGGLE";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Включение/выключение фонаря";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Включение/выключение фонаря";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Включение/выключение фонаря";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";"Flashlight mode on/off";;
"hotkeys/ID_HUMAN_FIRING_MOD_NEXT";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Переключение режимов стрельбы";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Переключение режимов стрельбы";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Переключение режимов стрельбы";"Switch fire modes";"Switch fire modes";"Switch fire modes";"Switch fire modes";;
"hotkeys/ID_TARGET_CAMERA_HUMAN_DRONE";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Камера слежения за врагом";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Камера слежения за врагом";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Камера слежения за врагом";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";"Tracking Camera: Enemy";;
"hotkeys/ID_HUMAN_SHOOT";"Shooting or using";"Shooting or using";"Shooting or using";"Shooting or using";"Shooting or using";"Стрельба или использование";"Shooting or using";"Shooting or using";"Shooting or using";"Shooting or using";"Shooting or using";"Shooting or using";"Стрельба или использование";"Shooting or using";"Shooting or using";"Shooting or using";"Стрельба или использование";"Shooting or using";"Shooting or using";"Shooting or using";"Shooting or using";;
"hotkeys/ID_HUMAN_AIM";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Прицеливание или захват";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Прицеливание или захват";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Прицеливание или захват";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";"Aiming or capturing";;
"hotkeys/ID_HUMAN_CROUCH";"Sit down";"Sit down";"Sit down";"Sit down";"Sit down";"Присесть";"Sit down";"Sit down";"Sit down";"Sit down";"Sit down";"Sit down";"Присесть";"Sit down";"Sit down";"Sit down";"Присесть";"Sit down";"Sit down";"Sit down";"Sit down";;
"hotkeys/ID_HUMAN_CRAWL";"Lie down";"Lie down";"Lie down";"Lie down";"Lie down";"Лечь";"Lie down";"Lie down";"Lie down";"Lie down";"Lie down";"Lie down";"Лечь";"Lie down";"Lie down";"Lie down";"Лечь";"Lie down";"Lie down";"Lie down";"Lie down";;
"hotkeys/ID_HUMAN_RELOAD";"Reload gun";"Reload gun";"Reload gun";"Reload gun";"Reload gun";"Перезарядить оружие";"Reload gun";"Reload gun";"Reload gun";"Reload gun";"Reload gun";"Reload gun";"Перезарядить оружие";"Reload gun";"Reload gun";"Reload gun";"Перезарядить оружие";"Reload gun";"Reload gun";"Reload gun";"Reload gun";;
"hotkeys/ID_HUMAN_HOLD_BREATH";"Hold breath";"Hold breath";"Hold breath";"Hold breath";"Hold breath";"Задержка дыхания";"Hold breath";"Hold breath";"Hold breath";"Hold breath";"Hold breath";"Hold breath";"Задержка дыхания";"Hold breath";"Hold breath";"Hold breath";"Задержка дыхания";"Hold breath";"Hold breath";"Hold breath";"Hold breath";;
"hotkeys/ID_HUMAN_BIPODTOGGLE";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Установить на сошки";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Установить на сошки";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Установить на сошки";"Mount on bipod";"Mount on bipod";"Mount on bipod";"Mount on bipod";;
