"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"hints/secondary_success_extended";"Secondary objective: {missionObj} completed";"Objectif secondaire: {missionObj} réussi";"Obiettivo secondario: {missionObj} completato";"Sekundäres Ziel: {missionObj} abgeschlossen";"Objetivo secundario: {missionObj} completado";"Второстепенное задание: {missionObj} выполнено";"Cel drugorzędny: {missionObj} został wykonany";"Vedlejší úkol: {missionObj} splněn";"İkincil hedef: {missionObj} tamamlandı";"次\t要\t任\t务\t已\t完\t成：\t{missionObj}";"第二目標：\t{missionObj}完了";"Objetivo secundário: {missionObj} concluído";"Другорядне завдання: {missionObj} виконано";"Secondary objective: {missionObj} completed";"Másodlagos feladat: {missionObj} sikeres";"두번째 임무 목표: {missionObj} 완료됨";"Дадатковая задача: {missionObj} выканана";"Obiectiv secundar: {missionObj} completat";"次\t要\t任\t務\t已\t完\t成：\t{missionObj}";"次\t要\t任\t务\t已\t完\t成：\t{missionObj}";"Nhiệm vụ phụ: {missionObj} đã hoàn thành";;
"hints/secondary_fail_extended";"Secondary objective: {missionObj} failed";"Objectif secondaire: {missionObj} échoué";"Obiettivo secondario: {missionObj} fallito";"Sekundäres Ziel: {missionObj} fehlgeschlagen";"Objetivo secundario: {missionObj} fallido";"Второстепенное задание: {missionObj} провалено";"Cel drugorzędny: {missionObj} nie został wykonany";"Vedlejší úkol: {missionObj} nesplněn";"İkincil hedef: {missionObj} başarısız oldu";"次\t要\t任\t务\t已\t失\t败：\t{missionObj}";"第二目標：\t{missionObj}失敗";"Objetivo secundário da missão: {missionObj} falhado";"Другорядне завдання: {missionObj} провалено";"Secondary objective: {missionObj} failed";"Másodlagos feladat: {missionObj} sikertelen";"보조 목표: {missionObj} 실패";"Дадатковая задача: {missionObj} не выканана";"Obiectiv secundar: {missionObj} eșuat";"次\t要\t任\t務\t已\t失\t敗：\t{missionObj}";"次\t要\t任\t务\t已\t失\t败：\t{missionObj}";"Nhiệm vụ phụ: {missionObj} đã thất bại";;
"hints/one_minute_left";"You're holding up the mission! Deal with the objective!";"Vous gérez bien la mission ! N'oubliez pas l'objectif !";"Stai ritardando la missione! Occupati dell'obiettivo!";"Du hältst die Mission auf! Kümmere dich um das Missionsziel!";"¡Estás demorando la misión! ¡Cumple con el objetivo!";"Вы задерживаете выполнение миссии! Займитесь заданием!";"Wstrzymujesz misję! Wypełnij cel!";"Dochází čas na splnění úkolu";"Görevi geciktiriyorsun! Hedefe odaklan!";"别\t耽\t误\t时\t间\t了！\t赶\t紧\t完\t成\t任\t务\t目\t标！";"ミッションの\t目的を\t遂行してください";"Você está atrasando a missão! Lide com o objetivo!";"Ви затримуєте виконання місії! Займіться завданням!";"Zadržavate misiju! Izvršite zadatak!";"Elhanyagolod a küldetést! Koncentrálj a feladatra!";"아직 임무가 진행중이다. 목표를 완수하라!";"Вы затрымліваеце выкананне місіі! Выконвайце заданне!";"Întârzii misiunea! Realizează obiectivul!";"別\t耽\t誤\t時\t間\t了！\t趕\t緊\t完\t成\t任\t務\t目\t標！";"别\t耽\t误\t时\t间\t了！\t赶\t紧\t完\t成\t任\t务\t目\t标！";"Bạn đang thực hiện nhiệm vụ! Hãy hoàn thành mục tiêu!";;
"hints/five_minutes_left";"You're taking too long!";"Vous prenez trop de temps !";"Stai impiegando troppo tempo!";"Du brauchst zu viel Zeit!";"¡Te está llevando demasiado tiempo!";"Вы действуете слишком медленно!";"Zajmuje ci to zbyt wiele czasu!";"Na splnění mise zbývá už jen pár minut";"Gecikiyorsun!";"已\t浪\t费\t了\t太\t多\t时\t间！";"時間がかかり\t過ぎています";"Você está demorando muito!";"Ви дієте занадто повільно!";"Previše vremena ste potrošili!";"Fogy az idő!";"시간을 너무 오래 끌고 있다!";"Вы марнуеце час!";"îți ia prea mult timp!";"已\t浪\t費\t了\t太\t多\t時\t間！";"已\t浪\t费\t了\t太\t多\t时\t间！";"Bạn thao tác quá lâu!";;
"hints/ten_minutes_left";"Take care of your objective. Time's running out!";"N'oubliez pas l'objectif. Le temps s'écoule !";"Occupati del tuo obiettivo. Il tempo sta scadendo!";"Kümmere dich um dein Missionsziel. Die Zeit wird knapp!";"Ocúpate de tu objetivo. ¡Se acaba el tiempo!";"Позаботьтесь о своем задании. Время истекает!";"Zajmij się celem. Czas ucieka!";"Postarej se o splnění úkolu, čas běží";"Hedefinin icabına bak. Zaman azalıyor!";"时\t间\t不\t多\t了！\t赶\t紧\t完\t成\t任\t务\t目\t标！";"残り\t時間が\t少なくなりました。\t目的を\t達成してください";"Cuidado com o objetivo. O tempo se esgotará em breve!";"Потурбуйтеся про своє завдання. Час збігає!";"Požuri sa zadacima.Vreme ističe!";"Koncentrálj a küldetésre. Kifutsz az időből!";"목표에 집중하라, 시간이 얼마 없다.";"Паклапаціцеся аб сваім заданні. Час мінае!";"Ai grijă de obiectivul misiunii. Timpul se scurge!";"時\t間\t不\t多\t了！\t趕\t緊\t完\t成\t任\t務\t目\t標！";"时\t间\t不\t多\t了！\t赶\t紧\t完\t成\t任\t务\t目\t标！";"Chú ý tới mục tiêu của bạn. Thời gian sắp hết!";;
"hints/lower";"You or your teammate have to decrease altitude to avoid detection.";"Vous ou votre équipe avez à diminuer d'altitude pour éviter qu'on vous détecte.";"Tu o un tuo wingman dovete scendere di quota per non essere individuati.";"Du oder dein Kamerad müssen tiefer fliegen, um nicht entdeckt zu werden.";"Tú o tu compañero de equipo debéis reducir la altitud para evitar ser detectados.";"Вы или член вашей команды должны снизиться, чтобы избежать обнаружения";"Ty lub twój skrzydłowy musicie zmniejszyć wysokość, aby uniknąć wykrycia.";"Ty nebo tvůj spolubojovník musíte klesnout, abyste se vyhnuli odhalení";"Tespit edilmekten kaçınmak için sen veya takım arkadaşın irtifanızı düşürmek zorundasınız.";"你\t和\t队\t友\t必\t须\t降\t低\t高\t度，\t避\t免\t被\t敌\t军\t发\t现。";"察知されないようにするため、\t僚機と\t共に\t高度を\t落とすようにしましょう。";"Tu ou o teu companheiro de equipa tem que diminuir a altitude para evitar a deteção.";"Ви або член вашої команди повинні знизитися, щоб уникнути виявлення";"Ti i tvoj saigrač morate da smanjite visinu da ne biste bili primećeni.";"Neked vagy a csapattársadnak csökkentenie kell a magasságát, hogy ne vegyenek észre.";"발각되지 않기 위해 귀관이나 편대원이 고도를 낮춰야 한다.";"Вам або іншаму гульцу вашай каманды трэба знізіцца, каб пазбегнуць выяўлення";"Tu sau coechipierul tău trebuie să reduceți altitudinea pentru a evita detectarea.";"你\t和\t隊\t友\t必\t須\t降\t低\t高\t度，\t避\t免\t被\t敵\t軍\t發\t現。";"你\t和\t队\t友\t必\t须\t降\t低\t高\t度，\t避\t免\t被\t敌\t军\t发\t现。";"Bạn hoặc đồng đội cần giảm độ cao để tránh bị phát hiện.";;
"hints/killall";"Destroy all the enemies before they can communicate your position";"Détruisez tous les ennemis avant qu'ils puissent vous localiser";"Distruggi tutti i nemici prima che comunichino la tua posizione";"Vernichte alle Feinde, bevor diese deine Position weitergeben können.";"Destruye a todos los enemigos antes de que revelen tu posición";"Уничтожьте всех противников до того, как они успеют сообщить вашу позицию";"Zniszcz wszystkie jednostki, zanim powiadomią wroga o twojej lokalizacji.";"Znič všechny nepřátele, než stačí ohlásit tvou pozici";"Bütün düşmanları onlar konumunuzu bildirmeden önce imha edin";"趁\t着\t敌\t军\t还\t没\t来\t得\t及\t通\t报\t你\t的\t位\t置，\t赶\t紧\t将\t其\t消\t灭！";"位置を\t報告される\t前に、\t全ての\t相手を\t撃破してください";"Destrói todos os inimigos antes que eles comuniquem a tua posição";"Знищте усіх противників до того, як вони встигнуть повідомити вашу позицію";"Uništi sve neprijatelje pre nego što otkriju i jave vašu poziciju";"Semmisíts meg minden ellenséget, mielőtt jelentenék a helyzetedet.";"적에게 발각되기 전에 적을 섬멸하라.";"Знішчыце ўсіх супраціўнікаў перш як яны паведамяць пра ваша месцазнаходжанне";"Distruge toți inamicii înainte de a putea să-ți transmită poziția.";"趁\t著\t敵\t軍\t還\t沒\t來\t得\t及\t通\t報\t你\t的\t位\t置，\t趕\t緊\t將\t其\t消\t滅！";"趁\t着\t敌\t军\t还\t没\t来\t得\t及\t通\t报\t你\t的\t位\t置，\t赶\t紧\t将\t其\t消\t灭！";"Tiêu diệt toàn bộ quân địch trước khi chúng báo động vị trí của bạn";;
"hints/covers";"Take cover to avoid enemy fire";"Cachez vous pour éviter les feux ennemis";"Cerca riparo per evitare il fuoco nemico";"Gehe in Deckung, um Feindbeschuss zu vermeiden.";"Cúbrete para evitar el fuego enemigo";"Займите укрытие, чтобы избежать вражеского огня";"Kryj się, by uniknąć wrogiego ostrzału.";"Kryj se před nepřátelskou palbou";"Düşman ateşinden kaçınmak için saklanın";"小\t心\t躲\t开\t敌\t军\t的\t防\t空\t炮\t火";"隠れて\t相手の\t砲火を\t回避してください";"Protege-te para evitar o fogo inimigo";"Займіть укриття, щоб уникнути ворожого вогню";"Skloni se od neprijateljske vatre";"Keress fedezéket, hogy elkerüld az ellenséges tüzet.";"엄폐하여 적의 공격을 피하라.";"Займіце ўкрыцце, каб схавацца ад варожага агню";"Ascunde-te pentru a evita focul inamic.";"小\t心\t躲\t開\t敵\t軍\t的\t防\t空\t炮\t火";"小\t心\t躲\t开\t敌\t军\t的\t防\t空\t炮\t火";"Tìm chỗ nấp để tránh hỏa lực của địch";;
"hints/cutsc_skip";"Skip";"Passer";"Salta";"Überspringen";"Omitir";"Пропустить";"Pomiń";"Přeskočit";"Atla";"跳\t过";"スキップ";"Passar à frente";"Пропустити";"Preskoči";"Kihagyás";"건너뛰기";"Прапусціць";"Ignoră";"跳\t過";"跳\t过";"Bỏ qua";;
"hints/skip";"Press {shortcut} to skip";"Pressez {shortcut} pour passer";"Premi {shortcut} per saltare";"Zum Überspringen {shortcut} drücken";"Pulsa {shortcut} para omitir";"Нажмите {shortcut} чтобы пропустить";"Naciśnij {shortcut}, aby pominąć";"Stiskni {shortcut} pro přeskočení";"Atlamak için {shortcut} tuşuna basın";"按 {shortcut} 键\t跳\t过";"{shortcut} を\t押して\tスキップ";"Pressione {shortcut} para pular";"Натисніть {shortcut} щоб пропустити";"Pritisnite {shortcut} da preskočite";"{shortcut} a kihagyáshoz.";"{shortcut} 건너뛰기";"Націсніце {shortcut}, каб прапусціць";"Apasă pe {shortcut} pentru a sări peste";"按 {shortcut} 鍵\t跳\t過";"按 {shortcut} 键\t跳\t过";"Nhấn {shortcut} để bỏ qua";;
"hints/only_you_alive";"You are the last active squad member. If you lose your aircraft now, the mission will be failed.";"Vous êtes le dernier membre actif de l'équipe. Si vous perdez maintenant votre avion, la mission échouera.";"Sei l'ultimo della squadra. Ora, se perdi il tuo aereo, la missione fallirà.";"Du bist das letzte überlebende Mitlied der Staffel. Wenn du dein Flugzeug verlierst, ist die Mission gescheitert.";"Eres el último miembro activo del equipo. Si pierdes tu avión ahora, la misión fracasará.";"Вы последний действующий член отряда. Если сейчас вы потеряете самолёт, миссия будет провалена";"Jesteś ostatnim aktywnym członkiem oddziału. Jeśli stracisz teraz samolot, misja zakończy się niepowodzeniem.";"Jsi poslední živý člen skupiny, pokud tě zničí, mise bude neúspěšná";"Son faal takım üyesi sensin. Uçağını şimdi kaybedersen görev başarısız olacak.";"你\t现\t在\t是\t小\t队\t中\t唯\t一\t幸\t存\t的\t飞\t行\t员。\t要\t是\t你\t也\t被\t击\t落，\t任\t务\t将\t宣\t告\t失\t败。";"あなたが\t分隊最後の\t生き\t残りです。\tここで\t機体を\t失うと\tミッション\t失敗です。";"És o último membro do esquadrão ativo. Agora, se perderes o seu avião, a missão falhará.";"Ви останній діючий член загону. Якщо зараз ви втратите літак, місія буде провалена";"Ti si poslednji aktivan član sastava. Ako izgubiš avion, misija će propasti.";"Te vagy a kötelék utolsó harcképes tagja. Ha elveszíted a repülőgéped, a küldetés kudarcba fullad.";"귀관이 편대의 유일한 생존자다. 격추당하면 임무는 실패로 끝난다.";"Вы засталіся апошнім са звязу. Калі вы зараз страціце самалёт, місія скончыцца няўдала";"Ești ultimul membru al detașamentului. Dacă îți pierzi avionul acum, misiunea va eșua. ";"你\t現\t在\t是\t小\t隊\t中\t唯\t一\t倖\t存\t的\t飛\t行\t員。\t要\t是\t你\t也\t被\t擊\t落，\t任\t務\t將\t宣\t告\t失\t敗。";"你\t现\t在\t是\t小\t队\t中\t唯\t一\t幸\t存\t的\t飞\t行\t员。\t要\t是\t你\t也\t被\t击\t落，\t任\t务\t将\t宣\t告\t失\t败。";"Bạn là thành viên cuối cùng của biên đội. Hiện tại, nếu bạn để mất máy bay, nhiệm vụ sẽ thất bại.";;
"hints/only_you_exist";"You are the last squad member.";"Vous êtes le dernier membre de l'escouade.";"Sei l'ultimo membro della squadriglia.";"Du bist das letzte überlebende Mitglied der Staffel.";"Eres el último miembro del escuadrón.";"Вы последний член отряда.";"Jesteś ostatnim członkiem oddziału.";"Jsi poslední člen skupiny";"Son takım üyesi sensin.";"你\t现\t在\t是\t小\t队\t中\t唯\t一\t幸\t存\t的\t飞\t行\t员。";"あなたが\t分隊最後の\t生き\t残りです";"És o último membro do esquadrão.";"Ви останній член загону.";"Ti si poslednji član sastava.";"Te vagy a kötelék utolsó tagja.";"귀관이 마지막으로 남은 편대원이다.";"Вы апошні са звязу.";"Ești ultimul membru al detașamentului.";"你\t現\t在\t是\t小\t隊\t中\t唯\t一\t倖\t存\t的\t飛\t行\t員。";"你\t现\t在\t是\t小\t队\t中\t唯\t一\t幸\t存\t的\t飞\t行\t员。";"Bạn là thành viên cuối cùng của biên đội.";;
"hints/return";"Return to the designated route!";"Retournez sur la route désignée !";"Torna sulla rotta designata!";"Kehre zur angezeigten Route zurück!";"¡Regresa a la ruta señalada!";"Вернитесь на заданный маршрут!";"Wracaj na wyznaczoną trasę!";"Vrať se na vytyčenou trasu";"Belirlenmiş olan güzergaha dön!";"快\t返\t回\t指\t定\t航\t线！";"所定の\t経路に\t戻ってください";"Retorna para a rota designada!";"Поверніться на заданий маршрут!";"Vrati se na označenu maršrutu!";"Térj vissza a kijelölt útvonalra!";"지정된 경로로 돌아가라!";"Вярніцеся на зададзены маршрут!";"Revino la ruta desemnată!";"快\t返\t回\t指\t定\t航\t線！";"快\t返\t回\t指\t定\t航\t线！";"Hãy quay trở lại tuyến đường chỉ định!";;
"hints/only_you_alive_veteran";"You are the last squad member.";"Vous êtes le dernier membre de l'escouade.";"Sei l'ultimo membro della squadra.";"Du bist das letzte überlebende Mitlied der Staffel.";"Eres el último miembro del escuadrón.";"Вы последний член отряда.";"Jesteś ostatnim członkiem drużyny.";"Jsi poslední člen skupiny";"Son takım üyesi sensin.";"你\t已\t是\t小\t队\t中\t唯\t一\t幸\t存\t的\t飞\t行\t员\t了。";"あなたが\t分隊最後の\t生き\t残りです";"És o último membro do esquadrão.";"Ви останній член загону.";"Ti si poslednji član sastava.";"Te vagy a kötelék utolsó tagja.";"귀관이 마지막으로 남은 편대원이다.";"Вы апошні са звязу.";"Ești ultimul membru al detașamentului.";"你\t已\t是\t小\t隊\t中\t唯\t一\t倖\t存\t的\t飛\t行\t員\t了。";"你\t已\t是\t小\t队\t中\t唯\t一\t幸\t存\t的\t飞\t行\t员\t了。";"Bạn là thành viên cuối cùng của biên đội.";;
"hints/lower_single";"Decrease your altitude to avoid detection";"Diminuer votre altitude pour éviter l'attention";"Scendi di quota per evitare di essere individuato";"Verringere deine Höhe, um nicht entdeckt zu werden!";"Reduce la altitud para evitar ser detectado";"Снизьтесь, чтобы избежать обнаружения.";"Zmniejsz wysokość, by uniknąć wykrycia.";"Sleť níž, ať se vyhneš odhalení";"Tespit edilmekten kaçınmak için irtifanı düşür";"降\t低\t高\t度，\t避\t免\t被\t敌\t军\t发\t现";"敵に\t探知されないよう\t高度を\t下げてください";"Diminui a altitude para evitar a detecção";"Знизьтеся, щоб уникнути виявлення.";"Smanji visinu da izbegneš primećivanje";"Csökkentsd a magasságod, hogy ne vegyenek észre.";"발각되지 않기 위해 고도를 낮춰라.";"Знізіцеся, каб пазбегнуць выяўлення.";"Redu altitudinea pentru a evita să fii detectat.";"降\t低\t高\t度，\t避\t免\t被\t敵\t軍\t發\t現";"降\t低\t高\t度，\t避\t免\t被\t敌\t军\t发\t现";"Hãy giảm độ cao để tránh bị phát hiện";;
"hints/mp_start_in1";"Start in: 1";"Commencez dans : 1";"Inizio tra: 1";"Start in: 1";"Iniciar en: 1";"Начало через: 1";"Rozpocznie się za: 1";"Začátek za: 1";"Başlamaya: 1";"倒\t计\t时：\t1";"開始位置:1";"Iniciar: 1";"Початок через: 1";"Počinje za: 1";"Kezdésig: 1";"시작 1초 전";"Пачнецца праз: 1";"Start în: 1 sec";"倒\t計\t時：\t1";"倒\t计\t时：\t1";"Bắt đầu trong: 1";;
"hints/mp_start_in2";"Start in: 2";"Commencez dans : 2";"Inizio tra: 2";"Start in: 2";"Iniciar en: 2";"Начало через: 2";"Rozpocznie się za: 2";"Začátek za: 2";"Başlamaya: 2";"倒\t计\t时：\t2";"開始位置:2";"Iniciar: 2";"Початок через: 2";"Počinje za: 2";"Kezdésig: 2";"시작 2초 전";"Пачнецца праз: 2";"Start în: 2 sec";"倒\t計\t時：\t2";"倒\t计\t时：\t2";"Bắt đầu trong: 2";;
"hints/mp_start_in3";"Start in: 3";"Commencez dans : 3";"Inizio tra: 3";"Start in: 3";"Iniciar en: 3";"Начало через: 3";"Rozpocznie się za: 3";"Začátek za: 3";"Başlamaya: 3";"倒\t计\t时：\t3";"開始位置:3";"Iniciar: 3";"Початок через: 3";"Počinje za: 3";"Kezdésig: 3";"시작 3초 전";"Пачнецца праз: 3";"Start în: 3 sec";"倒\t計\t時：\t3";"倒\t计\t时：\t3";"Bắt đầu trong: 3";;
"hints/mp_start_in4";"Start in: 4";"Commencez dans : 4";"Inizio tra: 4";"Start in: 4";"Iniciar en: 4";"Начало через: 4";"Rozpocznie się za: 4";"Začátek za: 4";"Başlamaya: 4";"倒\t计\t时：\t4";"開始位置:4";"Iniciar: 4";"Початок через: 4";"Počinje za: 4";"Kezdésig: 4";"시작 4초 전";"Пачнецца праз: 4";"Start în: 4 sec";"倒\t計\t時：\t4";"倒\t计\t时：\t4";"Bắt đầu trong: 4";;
"hints/mp_start_in5";"Start in: 5";"Commencez dans : 5";"Inizio tra: 5";"Start in: 5";"Iniciar en: 5";"Начало через: 5";"Rozpocznie się za: 5";"Začátek za: 5";"Başlamaya: 5";"倒\t计\t时：\t5";"開始位置:5";"Iniciar: 5";"Початок через: 5";"Počinje za: 5";"Kezdésig: 5";"시작 5초 전";"Пачнецца праз: 5";"Start în: 5 sec";"倒\t計\t時：\t5";"倒\t计\t时：\t5";"Bắt đầu trong: 5";;
"hints/tutorial_airfieldSight";"Look at the airfield to estimate your position";"Regardez l'aérodrome pour estimer votre position";"Guarda l'aeroporto per stimare la tua posizione";"Schaue in Richtung des Flugplatzes, um deine Position abzuschätzen.";"Mira al aeródromo para estimar tu posición";"Посмотрите на ВПП, чтобы определить свою позицию";"Spójrz na lotnisko, by ocenić swoją pozycję.";"Podívej se na letiště pro kontrolu své pozice";"Konumunu anlamak için uçak pistine bak";"观\t察\t机\t场，\t判\t断\t自\t己\t的\t方\t位";"飛行場を\t見て\t自分の\t位置を\t把握してください";"Olha para o aeródromo para apreciar a sua posição";"Подивіться на аеродром, щоб визначити свою позицію";"Pogledaj prema aerodromu da bi odredio svoju poziciju";"Nézz a repülőtérre, hogy felmérd a helyzeted.";"위치를 추정하기 위해 비행장을 바라보라.";"Паглядзіце на ўзлётна-пасадачную паласу, каб вызначыць сваё месцазнаходжанне";"Uită-te la aerodrom pentru a-ți estima poziția.";"觀\t察\t機\t場，\t判\t斷\t自\t己\t的\t方\t位";"观\t察\t机\t场，\t判\t断\t自\t己\t的\t方\t位";"Hãy nhìn vào sân bay để ước tính vị trí của bạn";;
