"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"hud/iconOrderTarget";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";"▋";;
"hud/iconOrderRevenge";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";"▌";;
"hud/iconAircraftEvent";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";"▍";;
"hud/iconRepair";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";"▨";;
"hud/iconHealing";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";"⌈";;
"hud/iconBinocular";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";"⌂";;
"hud/iconBrokenShield";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";"◒";;
"hud/radarEmitting";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";"╎";;
"icon/orderScore";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";;
"icon/orderSymbol";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";"▪";;
"icon/timer";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";"▩";;
"icon/hourglass";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";"▫";;
"icon/infinity";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";"∞";;
"icon/web_poll";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";"┋";;
"icon/summation";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";"∑";;
"icon/search";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";"⌡";;
"icon/mpstats/score";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";"▂";;
"icon/mpstats/kills";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";"▭";;
"icon/mpstats/ufoKills";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";"▄";;
"icon/mpstats/groundKills";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";"▮";;
"icon/mpstats/suitKills";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";"▊";;
"icon/mpstats/navalDamage";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";"⋩";;
"icon/mpstats/navalKills";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";"┚";;
"icon/mpstats/aiKills";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";"▰";;
"icon/mpstats/aiGroundKills";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";"▯";;
"icon/mpstats/aiNavalKills";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";"┙";;
"icon/mpstats/aiTotalKills";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";"␢";;
"icon/mpstats/assists";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";"▱";;
"icon/mpstats/deaths";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";"▴";;
"icon/mpstats/captureZone";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";"△";;
"icon/mpstats/damageZone";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";"▲";;
"icon/mpstats/rowNo";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";;
"icon/mpstats/raceLastCheckpoint";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";"▵";;
"icon/mpstats/raceLastCheckpointTime";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";"▶";;
"icon/mpstats/raceLap";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";"▷";;
"icon/mpstats/raceBestLapTime";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";"▸";;
"icon/mpstats/raceFinishTime";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";"▹";;
"icon/hud_msg_mp_dmg/kill_a_a";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";;
"icon/hud_msg_mp_dmg/kill_a_t";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";;
"icon/hud_msg_mp_dmg/kill_a_s";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";;
"icon/hud_msg_mp_dmg/kill_t_a";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";;
"icon/hud_msg_mp_dmg/kill_t_t";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";;
"icon/hud_msg_mp_dmg/kill_t_s";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";;
"icon/hud_msg_mp_dmg/kill_s_a";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";;
"icon/hud_msg_mp_dmg/kill_s_t";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";;
"icon/hud_msg_mp_dmg/kill_s_s";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";;
"icon/hud_msg_mp_dmg/kill_zone";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";"≁";;
"icon/hud_msg_mp_dmg/killed_by_worm";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";"▼";;
"icon/hud_msg_mp_dmg/killed_by_burav";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";"◑";;
"icon/hud_msg_mp_dmg/crash_a";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";"■";;
"icon/hud_msg_mp_dmg/crash_t";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";;
"icon/hud_msg_mp_dmg/crash_s";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";"▕";;
"icon/hud_msg_mp_dmg/severe_damage";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";"⋟";;
"icon/hud_msg_mp_dmg/crit";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";"░";;
"icon/hud_msg_mp_dmg/burn";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";"▐";;
"icon/hud_msg_mp_dmg/exit";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";"␡";;
"icon/hud_msg_mp_dmg/torpedo";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";"⌋";;
"icon/hud_msg_mp_dmg/mine";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";"⋄";;
"icon/hud_msg_mp_dmg/depth_bomb";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";"⌊";;
"icon/hud_msg_mp_dmg/bomb";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";"▢";;
"icon/hud_msg_mp_dmg/bullet";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";"▥";;
"icon/hud_msg_mp_dmg/shell";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";"▦";;
"icon/hud_msg_mp_dmg/rocket";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";"▣";;
"icon/hud_msg_mp_dmg/artillery";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";"┗";;
"icon/hud_msg_mp_dmg/air_defense";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";"▤";;
"icon/unitclass/assault";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";;
"icon/unitclass/bomber";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";;
"icon/unitclass/heavy_bomber";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";"┢";;
"icon/unitclass/fighter";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";"┤";;
"icon/unitclass/fighter_assault";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";"┦";;
"icon/unitclass/attack_helicopter";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";"┞";;
"icon/unitclass/utility_helicopter";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";"┠";;
"icon/unitclass/heavy_tank";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";"┨";;
"icon/unitclass/light_tank";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";"┪";;
"icon/unitclass/medium_tank";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";"┬";;
"icon/unitclass/spaa";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";"┰";;
"icon/unitclass/tank_destroyer";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";"┴";;
"icon/unitclass/ship";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";"┮";;
