"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"us_gc_m1_dialog5_ph2";" The landing started.";" Le débarquement a commencé.";"Hanno iniziato lo sbarco.";" Die Landung hat begonnen.";" Ha comenzado el desembarco.";"Высадка началась";"Zaczęło się lądowanie.";"Vylodění už začalo.";" İniş başladı.";"登​陆​行​动​开​始​了。";"上陸が\t始まった";" Começou o desembarque.";"Висадка почалася";" Sletanje je počelo.";"A leszállás megkezdődött.";" 상륙이 시작됐군.";"Высадка пачалася";" Aterizarea a început.";"登​陸​行​動​開​始​了。";"登​陆​行​动​开​始​了。";" Cuộc đổ bộ đã bắt đầu.";;
"us_gc_m1_dialog5_ph3";" The Japanese will have one hell of a morning!";" Les Japonais vont en baver ce matin !";" I Giapponesi avranno una giornata intensa!";" Die Japaner werden einen höllischen Morgen erleben!";" ¡Los japoneses tendrán una mañana difícil!";"Жаркое утро будет у японцев";"Japończyków czeka niezła pobudka!";"Japonce čeká pekelné ráno!";" Japonlar cehennem gibi bir sabah yaşayacak!";"对​日​本​人​而​言，​这​注​定​是​个​痛​不​欲​生​的​清​晨！";"日本軍はどえらい\t朝を\t迎えるぞ";" Os japoneses terão uma manhã infernal!";"Жаркий ранок буде у японців";" Japanci će imati pakleno jutro!";"A japánoknak pokoli reggelük lesz!";" 일본놈들은 지옥 같은 아침을 갖겠군!";"Японцам гэтай раніцай будзе горача";" Japonezii vor avea o dimineață dată naibii!";"對​日​本​人​而​言，​這​註​定​是​個​痛​不​欲​生​的​清​晨！";"对 R 国​人​而​言，​这​注​定​是​个​痛​不​欲​生​的​清​晨！";" Quân Nhật sẽ có một buổi sáng khốn khổ!";;
"jpn_gc_m2_dialog1_ph1";" Stick to the plan. Break into three groups and attack the fleet from different directions to confuse their defense line.";" Tenez-vous-en au plan. Séparez-vous en trois groupes et attaquez la flotte de différents côtés pour troubler leur défense.";" Si attenga al piano. Dividetevi in tre gruppi e attaccate la flotta da diverse direzioni per confondere la linea difensiva.";" Halten Sie sich an den Plan. Teilen Sie sich in drei Gruppen auf und greifen Sie die Flotte aus unterschiedlichen Richtungen an, um so ihre Verteidigungslinie zu verwirren.";" Seguid el plan. Dividíos en tres grupos y atacad la flota desde distintas direcciones para confundir su línea defensiva.";"Придерживаемся плана, расходимся на три группы и атакуем флот с разных сторон, надо запутать их оборону";"Trzymajcie się planu. Dzielimy się na trzy grupy i atakujemy flotę z różnych kierunków, żeby zdezorientować ich obronę.";"Držte se plánu. Rozdělte se na tři skupiny a zaútočte na flotilu z různých směrů. Snažte se zmást jejich obrannou linii.";" Plana bağlı kalın. Üçerli gruplara ayrılın ve savunma hattını şaşırtmak için farklı yönlerden filoya saldırın.";"按​原​计​划​行​事。​分​成​三​队，​从​不​同​方​向​攻​击​舰​队，​打​乱​他​们​的​防​线。";"計画通りにやれ　\t三組に\t分かれて\t異なる\t方向から\t艦隊を\t攻撃、\t敵の\t防衛線を\t混乱させる";" Siga o plano. Dividem-se em três grupos e ataque a frota de diferentes direções para confundir a sua linha de defesa.";"Дотримуємося плану, розходимося на три групи і атакуємо флот з різних сторін, потрібно заплутати їх оборону";" Držite se plana. Razdvojte se u tri grupe i napadnite flotu iz drugačijih pravca da bi zbunili njihovu odbrambenu liniju.";"Ragaszkodjunk a tervhez. Oszoljunk három csapatra, és támadjuk a flottát más és más irányból, hogy megzavarjuk a védelmüket.";" 계획대로 하자고. 3개 그룹으로 나누어 서로 다른 방향에서 함대를 공격해서 놈들의 방어선을 혼란시키는 거야.";"Трымаемся плана, разыходзімся на тры групы і атакуем флот з розных бакоў, трэба заблытаць іх абарону";" Rămâneți la plan. Împărțiți-vă în trei grupuri și atacați flota din direcții diferite pentru a le deruta linia de apărare.";"按​原​計​劃​行​事。​分​成​三​隊，​從​不​同​方​向​攻​擊​艦​隊，​打​亂​他​們​的​防​線。";"按​原​计​划​行​事。​分​成​三​队，​从​不​同​方​向​攻​击​舰​队，​打​乱​他​们​的​防​线。";" Hành động theo kế hoạch. Chia thành ba nhóm và tấn công hạm đội từ các hướng khác nhau để gây nhiễu tuyến phòng thủ của họ.";;
"jpn_gc_m2_dialog2_ph1";" Keep your eyes open, enemy fighters can come in any minute.";" Ouvrez l’œil, les chasseurs ennemis peuvent surgir à tout moment.";" Tenga gli occhi aperti, i caccia nemici possono comparire da un momento all'altro.";" Halten Sie ihre Augen offen, feindliche Flieger können jederzeit kommen.";" Mantengan los ojos bien abiertos, los aviones de combate enemigos pueden llegar en cualquier momento.";"Смотрите в оба глаза, вражеские истребители могут появиться в любой момент";"Miejcie oczy otwarte, myśliwce wroga mogą nadlecieć w każdej chwili.";"Mějte oči otevřené. Nepřátelské stíhačky mohou dorazit každou chvíli.";" Gözlerinizi açık tutun, düşman savaş uçakları her an gelebilir.";"保​持​警​惕，​敌​方​战​斗​机​随​时​可​能​出​现。";"警戒を\t怠るな　\t敵戦闘機はいつ\t来てもおかしくない";" Mantenha os olhos abertos, caças inimigos podem vir em qualquer momento.";"Пильнуйте, ворожі винищувачі можуть з'явитися у будь-який момент";" Držite oči otvorene, neprijateljski lovci mogu doći svakog časa.";"Tartsátok nyitva a szemeteket, az ellenséges vadászok bármelyik percben felbukkanhatnak.";" 정신 똑바로 차리고 봐, 적기들이 언제라도 나타날 수 있으니.";"Сачыце па баках, варожыя знішчальнікі могуць з'явіцца ў любы момант";" Ține-ți ochii deschiși, luptătorii inamici pot veni în orice moment.";"保​持​警​惕，​敵​方​戰​鬥​機​隨​時​可​能​出​現。";"保​持​警​惕，​敌​方​战​斗​机​随​时​可​能​出​现。";" Tập trung quan sát, máy bay tiêm kích đối phương có thể đến bất cứ lúc nào.";;
"jpn_gc_m2_dialog3_ph1";" The enemy is falling behind! Looks like they're turning back!";" L’ennemi prend du retard ! Regardez ils rebroussent chemin !";" Il nemico resta indietro! Sembra che stiano tornando indietro!";" Der Feind fällt zurück! Sieht aus, als kehre er um!";" ¡El enemigo se está quedando atrás! ¡Parece que empezaron la retirada!";"Враги отстают! Похоже, они возвращаются восвояси";"Wróg zostaje z tyłu! Chyba zawracają!";"Nepřátelé ztrácejí krok! Vypadá to, že se otáčejí!";" Düşman geri çekiliyor! Geri dönüyorlar gibi görünüyor!";"敌​军​没​有​追​上​来！​他​们​应​该​返​航​了！";"敵が\t後退中　\t奴ら\t退却してるようだ";" O inimigo está ficando para trás! Parece que eles estão voltando!";"Вороги відстають! Схоже, вони повертаються геть";" Neprijatelj zaostaje! Izgleda da se vraćaju nazad!";"Az ellenség kezd leszakadni! Úgy látszik, visszafordulnak!";" 적들이 대열에서 떨어진다! 보아하니 돌아오는 것 같군!";"Вораг адступае! Яны вяртаюцца ў тыл";" Inamicul rămâne în urmă! Se pare că se întorc!";"敵​軍​沒​有​追​上​來！​他​們​應​該​返​航​了！";"敌​军​没​有​追​上​来！​他​们​应​该​返​航​了！";" Kẻ thù đang tụt lại phía sau! Có vẻ như chúng đang quay trở lại!";;
"jpn_gc_m2_dialog3_ph2";" Take a course to our ships.";" Direction nos bateaux.";" Mantenga la rotta verso le nostre navi.";" Nehmen Sie Kurs auf unsere Schiffe.";" Diríjase hacia nuestros buques.";"Курс на наши корабли";"Obrać kurs na nasze okręty.";"Naberte kurs k našim lodím.";" Gemilerimize gelin.";"我​们​返​回​舰​队​吧。";"艦に\t進路をとれ";" Trace um rumo a nossos navios.";"Курс на наші кораблі";" Uzmite kurs za naše brodove.";"Irány a hajóinkhoz.";" 아군 함선으로 경로를 잡도록.";"Накіроўваемся да нашых караблёў";" Îndreptați-vă spre navele noastre.";"我​們​返​回​艦​隊​吧。";"我​们​返​回​舰​队​吧。";" Hướng tới tàu của chúng ta.";;
"jpn_gc_m2_dialog4_ph1";" Enemy carrier was hit by at least three bombs. We suffered moderate losses.";" Le porte-avions ennemi a été touché par au moins trois bombes. Nos pertes sont modérées.";" Le portaerei nemica è stata colpita da almeno tre bombe. Abbiamo subito dei danni leggeri.";" Feindlicher Flugzeugträger wurde von mindestens drei Bomben getroffen. Wir haben leichte Verluste erlitten.";" El portaaviones enemigo fue impactado por al menos tres bombas. Tuvimos pérdidas moderadas.";"Вражеский авианосец был подбит по крайней мере тремя бомбами, потери с нашей стороны средние";"Lotniskowiec wroga został trafiony przynajmniej trzema bombami. My ponieśliśmy umiarkowane straty.";"Nepřátelská letadlová loď byla zasažena nejméně třemi pumami. Utrpěli jsme střední ztráty.";" Düşman uçak gemisi, üç bombayla vuruldu. Bizim ufak kayıplarımız var.";"敌​方​航​母​至​少​中​了​三​枚​炸​弹。​我​方​受​损​程​度​较​轻。";"敵空母に\t少なくとも\t爆弾三発が\t命中　\t我が\t方の\t損害は\t軽微なり";" O porta-aviões inimigo foi atingido por pelo menos três bombas. Sofremos perdas moderadas.";"Ворожий авіаносець був підбитий принаймні трьома бомбами, втрати з нашого боку середні";" Neprijateljski nosač je pogodjen sa tri bombe. Mi smo pretrpeli umerene gubitke.";"Az ellenséges hordozót legalább három bombatalálat érte. Mérsékelt veszteségeket szenvedtünk.";" 적의 항모는 적어도 3발의 폭탄에 맞았어. 우린 적당한 피해를 입었군.";"Варожы авіяносец быў падбіты як мінімум трыма бомбамі, страты з нашага боку сярэднія";" Portavionul inamic a fost lovit de cel puțin trei bombe. Noi am suferit pierderi moderate.";"敵​方​航​母​至​少​中​了​三​枚​炸​彈。​我​方​受​損​程​度​較​輕。";"敌​方​航​母​至​少​中​了​三​枚​炸​弹。​我​方​受​损​程​度​较​轻。";" Tàu sân bay đối phương trúng ít nhất ba quả bom. Còn chúng ta thiệt hại không nhiều.";;
"jpn_gc_m2_dialog4_ph2";" Roger that, thanks for the good news, Lieutenant.";" Bien reçu, merci pour les bonnes nouvelles Lieutenant.";" Ricevuto, grazie per le belle notizie, Tenente.";" Verstanden! Danke für die guten Nachrichten, Lieutenant.";" Recibido. Gracias por las buenas noticias, Teniente.";"Вас понял, хорошие новости, лейтенант";"Przyjąłem. Dziękuję za wiadomość, poruczniku.";"Rozumím, díky za dobrou zprávu, poručíku.";" Anlaşıldı, iyi haberler için teşekkürler Teğmen.";"收​到，​谢​谢​你​的​好​消​息，​中​尉。";"了解　\t朗報に\t感謝する\t大尉";" Afirmativo. Obrigado pelas boas noticias, Tenente.";"Вас зрозумів, хороші новини, лейтенант";" Primljeno, hvala na dobrim vestima, Poručniče.";"Vettem, köszönöm a jó híreket, hadnagy.";" 알겠다. 좋은 소식 고맙다 중위.";"Зразумеў, добрыя навіны, лейтэнант";" Recepționat, mulțumesc pentru vestea bună, locotenente.";"收​到，​謝​謝​你​的​好​消​息，​中​尉。";"收​到，​谢​谢​你​的​好​消​息，​中​尉。";" Nghe rõ, rất vui vì những tin tức tốt đẹp này, trung úy.";;
"jpn_gc_m2_dialog4_ph3";" With so many enemy fighters, things could have gone much worse!";" Avec autant de chasseurs ennemis, les choses auraient pu être bien pires !";" Con tanti caccia nemici, le cose sarebbero potute andare peggio!";" Bei so vielen feindlichen Jägern hätte es auch viel schlimmer ausgehen können!";" ¡Con tantos aviones de combate enemigos las cosas podrían haber sido mucho peor!";"При таком количестве вражеских истребителей все могло быть сильно хуже";"Przy takiej liczbie myśliwców wroga sprawy mogły potoczyć się dużo gorzej!";"Při tolika nepřátelských stíhačkách se mohla situace vyvinout daleko hůř!";" Bu kadar çok düşman savaş uçağıyla işler çok daha kötü sonuçlanabilirdi!";"这​么​多​敌​方​战​斗​机​要​是​真​来​了​的​话，​情​况​大​概​会​糟​得​多！";"あれだけの\t敵機だ　\tもっと\t酷い\t目にあってもおかしくなかった";" Com tantos caças inimigos as coisas poderiam ter sido muito pior!";"При такій кількості ворожих винищувачів все могло бути сильне гірше";" Sa ovoliko neprijateljskih lovaca, stvari su mogle da krenu mnogo gore!";"Ilyen sok ellenséges vadásszal a dolgok sokkal rosszabbul is elsülhettek volna!";" 적기가 너무 많은 상태에선 상황은 갈수록 나빠질거야!";"Пры такой колькасці варожых знішчальнікаў вынік мог быць горшы";" Cu atât de mulți luptători inamici, lucrurile ar fi putut fi mult mai rău!";"這​麼​多​敵​方​戰​鬥​機​要​是​真​來​了​的​話，​情​況​大​概​會​糟​得​多！";"这​么​多​敌​方​战​斗​机​要​是​真​来​了​的​话，​情​况​大​概​会​糟​得​多！";" Với lực lượng máy bay tiêm kích đối phương đông đảo, mọi thứ có thể đã tệ hơn rất nhiều!";;
"us_gc_m3_dialog1_ph1";" They're trying to cross the river!";" Ils essaient de traverser la rivière !";" Stanno cercando di attraversare il fiume!";" Sie versuchen, den Fluss zu überqueren!";" ¡Están intentando cruzar el río!";"Они пытаются пересечь реку!";"Próbują przekroczyć rzekę!";"Snaží se překročit řeku!";" Nehri geçmeyi deniyorlar!";"他​们​正​试​图​过​河！";"敵が\t川を\t渡るぞ";" Eles estão tentando cruzar o rio!";"Вони намагаються перетнути річку!";" Pokušavaju da pređu reku!";"Megpróbálnak átkelni a folyón!";" 놈들이 강을 건너려고 한다!";"Яны збіраюцца перасячы раку";" Încearcă să traverseze râul!";"他​們​正​試​圖​過​河！";"他​们​正​试​图​过​河！";" Chúng đang cố gắng để vượt qua sông!";;
"us_gc_m3_dialog1_ph2";" Come on guys, let's not make it easy for them!";" Allez, on ne va pas leur mâcher le travail !";" Dai, ragazzi, diamogli del filo da torcere!";" Los Jungs, wir dürfen ihnen das nicht zu leicht machen!";" ¡Vamos, chicos, no les facilitemos la tarea!";"Так просто у них это не получится, покажем им, парни!";"Dalej, chłopcy, nie ułatwiajmy im tego!";"No tak, chlapi, přece jim to nebudeme ulehčovat!";" Haydi çocuklar, işlerini zorlaştıralım biraz!";"伙​计​们，​来​给​他​们​制​造​点​困​难！";"よし、\t邪魔をしてやろうじゃないか";" Vamos pessoal, não vamos deixar isso fácil para eles!";"Так просто у них це не вийде, покажемо їм, хлопці!";" Hajde momci, ne olakšajmo im!";"Gyerünk, srácok! Ne hagyjuk, hogy könnyű dolguk legyen!";" 힘 내자. 놈들이 유리하게 되도록 하지 말자고!";"Давайце, хлопцы, не дамо ім гэтага зрабіць!";" Haideți băieți, să le facem treaba grea!";"夥​計​們，​來​給​他​們​製​造​點​困​難！";"伙​计​们，​来​给​他​们​制​造​点​困​难！";" Nào mọi người, đừng để chúng qua mặt dễ dàng!";;
"us_gc_m3_dialog2_ph1";" We're running low on fuel. Time to turn back.";" On va bientôt manquer de carburant. Il est tant de rentrer.";" Stiamo per finire il combustibile. È ora di tornare indietro.";" Uns geht der Sprit aus. Zeit, umzukehren.";" Nos estamos quedando sin combustible. Hora de regresar.";"Топлива мало, пора возвращаться, поворачиваем обратно";"Kończy nam się paliwo. Pora zawracać.";"Dochází nám palivo. Je čas se obrátit.";" Yakıtımız azalıyor. Geriye dönme vakti.";"我​们​快​没​油​了。​得​撤​了。";"燃料が\t残り\t少ない　\tここらが\t潮時だ";" Estamos ficando sem combustível. Hora de voltar.";"Палива мало, пора повертатися, повертаємо назад";" Ponestaje nam goriva. Vreme je da se vratimo.";"Kezdünk kifogyni az üzemanyagból. Ideje visszafordulni.";" 연료가 부족해지고 있어. 돌아갈 시간이야.";"Паліва мала, час вяртацца, накіроўваемся на базу";" Rămânem fără combustibil. Este timpul să ne întoarcem.";"我​們​快​沒​油​了。​得​撤​退​了。";"我​们​快​没​油​了。​得​撤​了。";" Chúng ta đang hết nhiên liệu. Đã đến lúc quay trở lại.";;
