"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"weaponType/unguided_bomb";"Unguided bomb";"Bombe non guidée";"Bomba non guidata";"Ungelenkte Bombe";"Bomba no guiada";"Свободнопадающая бомба";"Bomba niekierowana";"Neřízená puma";"Güdümsüz bomba";"常\t规\t炸\t弹";"無誘導爆弾";"Bomba não guiada";"Вільнопадаюча бомба";"Unguided bomb";"Nem irányított bomba";"재래식 폭탄";"Некіруемая бомба";"Unguided bomb";"常\t規\t炸\t彈";"Unguided bomb";"Bom";;
"weaponType/guided_bomb";"Guided bomb";"Bombe guidée";"Bomba guidata";"Gelenkte Bombe";"Bomba guiada";"Управляемая бомба";"Bomba kierowana";"Řízená puma";"Güdümlü bomba";"制\t导\t炸\t弹";"誘導爆弾";"Bomba guiada";"Керована бомба";"Guided bomb";"Irányított bomba";"유도 폭탄";"Кіруемая бомба";"Guided bomb";"制\t導\t炸\t彈";"Guided bomb";"Bom dẫn đường";;
"weaponType/torpedo";"Torpedo";"Torpille";"Siluri";"Torpedo";"Torpedo";"Торпеда";"Torpedy";"Torpédo";"Torpido";"鱼\t雷";"魚雷";"Torpedo";"Торпеда";"Torpedo";"torpedó";"어뢰";"Тарпеда";"Torpile";"魚\t雷";"航\t空\t鱼\t雷";"Ngư lôi";;
"weaponType/rocket";"Rocket (unguided)";"Roquettes (non guidées)";"Razzo";"Rakete (ungelenkt)";"Cohete (no guiado)";"Неуправляемая ракета";"Rakieta (niekierowana)";"Raketa (neřízená)";"Roket (güdümsüz)";"火\t箭\t弹";"ロケット\t弾";"Foguete (não guiado)";"Некерована ракета";"Rakete";"rakéta";"로켓 (무유도)";"Некіруемая ракета";"Rachete";"火\t箭\t彈";"Rocket (unguided)";"Tên lửa (Không dẫn đường)";;
"weaponType/mine";"Naval mine";"Mine marine";"Mina navale";"Seemine";"Mina naval";"Морская мина";"Mina morska";"Námořní mina";"Deniz mayını";"水\t雷";"機雷";"Mina naval";"Морська міна";"Naval mine";"tengeri akna";"기뢰";"Марская міна";"Naval mine";"水\t雷";"水\t雷";"Mìn hải quân";;
"weaponType/depth_charge";"Depth charge";"Charge explosive";"Carica di profondità";"Wasserbombe";"Carga de profundidad";"Глубинная бомба";"Bomba głębinowa";"Hlubinná nálož";"Sualtı bombası";"深\t水\t炸\t弹";"爆雷";"Carga de profundidade";"Глибинні бомби";"Depth charge";"mélységi bomba";"폭뢰";"Глыбінная бомба";"Depth charge";"深\t水\t炸\t彈";"深\t水\t炸\t弹";"Mìn nổ ngầm";;
"weaponType/aam";"AAM";"AAM";"AAM";"AAM";"AAM";"УРВВ";"Pocisk powietrze-powietrze";"AAM";"AAM";"空\t对\t空\t导\t弹";"空対空\tミサイル";"AAM";"КРПП";"Air-to-Air Missile";"AAM";"AAM";"КРПП";"Air-to-Air Missile";"空\t對\t空\t導\t彈";"AAM";"Tên lửa không đối không";;
"weaponType/agm";"ATGM/AGM/AShM";"ATGM/AGM/AShM";"ATGM/AGM/AShM";"ATGM/AGM/AShM";"ATGM/AGM/AShM";"ПТУР/УРВП/ПКР";"PPK / pocisk powietrze ziemia / pocisk przeciwokrętowy";"ATGM/AGM/AShM";"ATGM/AGM/AShM";"空\t对\t地\t／\t反\t坦\t克\t／\t反\t舰\t导\t弹";"対戦車誘導\tミサイル/空対地\tミサイル/対艦\tミサイル";"ATGM/AGM/AShM";"ПТКР/КРПП/ПКР";"ATGM";"ATGM/AGM/AShM";"ATGM/AGM/AShM";"СТКР/КРПЗ/СКР";"ATGM";"空\t對\t地\t／\t反\t坦\t克\t／\t反\t艦\t導\t彈";"ATGM/AGM/AShM";"ATGM/AGM/AShM";;
"weaponType/sam";"SAM";"SAM";"SAM";"Flugabwehrrakete";"SAM";"ЗУР";"Pocisk ziemia-powietrze";"SAM";"SAM";"地\t对\t空\t导\t弹";"地対空\tミサイル";"SAM";"ЗКР";"SAM";"föld-levegő rakéta";"SAM";"ЗКР";"SAM";"地\t對\t空\t導\t彈";"SAM";"Tên lửa đất đối không";;
"weaponType/generic";"Offensive Armament";"Armement offensif";"Armamento offensivo";"Offensivbewaffnung";"Armamento Ofensivo";"Штатное оружие";"Uzbrojenie ofensywne";"Útočná výzbroj";"Saldırı Donanımı";"攻\t击\t武\t器";"攻撃的武装";"Armamento Ofensivo";"Штатна зброя";"Offensive Armament";"támadófegyverzet";"주무장";"Штатная зброя";"Armament ofensiv";"攻\t擊\t武\t器";"攻\t击\t武\t器";"Trang bị tấn công";;
"weaponType/rocketOrAgm";"Rocket/ATGM/AGM";"Roquette/ATGM/AGM";"Razzo/ATGM/AGM";"Rakete/ATGM/AGM";"Cohete/ATGM/AGM";"НАР/ПТУР/УРВП";"Rakieta/PPK/Pocisk powietrze-ziemia";"Raketa/PTŘS/PZŘS";"Roket/ATGM/AGM";"火\t箭\t弹\t／\t反\t坦\t克\t导\t弹\t／\t空\t对\t地\t导\t弹";"ロケット/対戦車誘導\tミサイル/空対地\tミサイル";"Foguete/ATGM/AGM";"НАР/ПТКР/КРПЗ";"Rocket/ATGM/AGM";"Rakéta/ATGM/AGM";"로켓/ATGM/AGM";"НАР/СТКР/КРПЗ";"Rocket/ATGM/AGM";"火\t箭\t彈\t／\t反\t坦\t克\t／\t空\t對\t地";"Rocket/ATGM/AGM";"Rocket/ATGM/AGM";;
"conditions/heavyDamage";"Targets damaged";"Cibles détruites";"Bersagli danneggiati";"Beschädigte Ziele";"Objetivos dañados";"Целей повреждено";"Zniszczone cele";"Poškozené cíle";"Hasar verilen hedefler";"重\t创\t目\t标";"損傷\tターゲット";"Alvos danificados";"Цілей пошкоджено";"Meta oštećeno";"Megrongált célpontok";"손상을 입힌 목표 수";"Пашкодзіў цэляў";"Ținte distruse";"重\t傷\t目\t標";"重\t创\t目\t标";"Mục tiêu bị hư hại";;
"conditions/heavyDamageScore";"Targets damaged";"Cibles endommagées";"Bersagli danneggiati";"Beschädigte Ziele";"Objetivos dañados";"Целей повреждено";"Cele uszkodzone";"Poškozené cíle";"Yok edilen Hasar verilen hedefler";"重\t创\t目\t标\t数";"損傷した\tターゲット";"Alvos danificados";"Цілей пошкоджено";"Meta oštećeno";"Megrongált célpontok";"손상을 입힌 목표 수";"Пашкодзіў цэляў";"Ținte distruse";"重\t創\t目\t標\t數";"重\t创\t目\t标\t数";"Mục tiêu bị hư hại";;
"conditions/amountDamagesZone";"Base bombing (kilograms)";"Bombardement de base (kg)";"Bombardamento Basi (chilogrammi)";"Basen-Bombardierung (kg)";"Bombardeo de base (kilogramos)";"Бомбардировка баз (килограммы)";"Bombardowanie bazy (kilogramy)";"Bombardování bází (kg)";"Üs bombalama (kilogram)";"轰\t炸\t基\t地\t（千\t克）";"基地爆撃 (kg)";"Bombardeio de bases (quilogramas)";"Бомбардування баз (кілограми)";"Base bombing (kilograms)";"Bázisbombázás (kg)";"기지 폭격 (킬로그램)";"Бамбардзіроўка баз (кілаграмы)";"Baze bombardate (kg)";"轟\t炸\t基\t地\t（公\t斤）";"轰\t炸\t基\t地\t（千\t克）";"Đánh bom căn cứ (kilograms)";;
"conditions/weaponType";"Weapon type";"Type d'arme";"Tipo di arma";"Waffentyp";"Tipo de arma";"Тип вооружения";"Rodzaj broni";"Typ výzbroje";"Silah türü";"武\t器\t类\t型";"武装の\t種類";"Tipo de arma";"Тип озброєння";"Vrsta oružija";"Fegyvertípus";"사용한 무장 종류";"Тып узбраення";"Tip armă";"武\t器\t類\t型";"武\t器\t类\t型";"Loại vũ khí";;
"conditions/modes";"Game modes";"Modes de jeu";"Modalità di gioco";"Spielmodi";"Modos de juego";"Режимы игры";"Tryby rozgrywki";"Herní módy";"Oyun modları";"游\t戏\t模\t式";"ミッションの\t種類";"Modos de jogo";"Режими гри";"Modovi igre";"Játékmódok";"게임 모드";"Рэжымы гульні";"Moduri de joc";"遊\t戲\t模\t式";"游\t戏\t模\t式";"Chế độ";;
"modes/online";"Battles against other players";"Batailles contre d'autres joueurs";"Battaglie contro altri giocatori";"Schlachten gegen andere Spieler";"Batallas contra otros jugadores";"Битвы против других игроков";"Bitwy przeciw innym graczom";"Bitvy proti dalším hráčům";"Diğer oyunculara karşı savaşlar";"多\t人\t对\t战";"マッチングバトル";"Batalhas contra outros jogadores";"Битви проти інших гравців";"Borbi protiv drugih igrača";"más játékosok elleni csaták";"다른 플레이어와의 전투";"Баі супраць іншых гульцоў";"Lupte împotriva altor jucători";"多\t人\t對\t戰";"多\t人\t对\t战";"Trận chiến chống lại người chơi khác";;
"modes/clans_only";"Squadron Events";"Événements d'Escadrons";"Eventi Squadriglie";"Kampfgruppen-Ereignisse";"Eventos de Escuadrón";"Полковые события";"Wydarzenia dla Dywizjonów";"Svazové eventy";"Filo Etkinlikleri";"联\t队\t战";"部隊\tイベント";"Eventos de Esquadrão";"Полкові події";"Eventi za eskadrile";"századesemények";"비행대 이벤트";"Палкавыя падзеі";"Evenimente companii";"聯\t隊\t戰";"联\t队\t战";"Sự kiện Quân đoàn";;
"modes/events_only";"Events";"Événements";"Eventi";"Ereignisse";"Eventos";"События";"Wydarzenia";"Eventy";"Etkinlikler";"军\t事\t行\t动";"イベント";"Eventos";"Події";"Eventi";"események";"이벤트";"Падзеі";"Evenimente";"軍\t事\t行\t動";"军\t事\t行\t动";"Sự Kiện";;
"modes/random_battles";"Random Battles";"Batailles aléatoires";"Battaglie Casuali";"Zufallsschlachten";"Batallas Aleatorias";"Случайные бои";"Bitwy losowe";"Náhodné bitvy";"Rastgele Savaşlar";"多\t人\t游\t戏";"ランダムバトル";"Batalhas Aleatórias";"Випадкові бої";"Nasumične Borbe";"véletlenszerű csaták";"무작위 전투";"Выпадковыя баі";"Lupte aleatoare";"多\t人\t遊\t戲";"多\t人\t游\t戏";"Trận chiến ngẫu nhiên";;
"modes/worldWar";"World War";"World War";"Guerra Mondiale";"Weltkrieg";"Guerra Mundial";"Мировая война";"Wojna Światowa";"Světová válka";"Dünya Savaşı";"世\t界\t大\t战";"世界大戦";"Guerra Mundial";"Світова війна";"Svetski Rat";"világháború";"세계 대전";"Сусветная вайна";"World War";"世\t界\t大\t戰";"世\t界\t大\t战";"Chiến Tranh Thế Giới";;
"conditions/targetTag";"Target vehicle";"Véhicule ciblé";"Unità bersaglio";"Zielfahrzeug";"Vehículo objetivo";"Техника цели";"Pojazd przeciwnika";"Cílový stroj";"Hedef araç";"目\t标\t限\t制";"撃破目標：";"Veículo alvo";"Техніка цілі";"Vozilo mete";"Célpont jármű";"목표 장비";"Машына супраціўніка";"Vehicul țintă";"目\t標\t限\t制";"目\t标\t限\t制";"Mục tiêu";;
"conditions/playerTag";"Player's vehicle";"Véhicule du joueur";"Unità del giocatore";"Spielerfahrzeug";"Vehículo del jugador";"Техника игрока";"Pojazd gracza";"Stroj hráče";"Oyuncunun aracı";"载\t具\t限\t制";"プレイヤーの\t機体";"Veículo do jogador";"Техніка гравця";"Igračevo vozilo";"Saját jármű";"플레이어의 장비";"Машына гульца";"Vehicul jucător";"載\t具\t限\t制";"载\t具\t限\t制";"Quân chủng";;
"conditions/targetType";"Target vehicle";"Véhicule ciblé";"Unità bersaglio";"Zielfahrzeug";"Vehículo objetivo";"Техника цели";"Pojazd przeciwnika";"Cílový stroj";"Hedef araç";"目\t标\t限\t制";"撃破目標";"Veículo alvo";"Техніка цілі";"Vozilo mete";"Célpont jármű";"목표 장비";"Машына супраціўніка";"Vehicul țintă";"目\t標\t限\t制";"目\t标\t限\t制";"Mục tiêu";;
"conditions/playerType";"Player's vehicle";"Véhicule du joueur";"Unità del giocatore";"Spielerfahrzeug";"Vehículo del jugador";"Техника игрока";"Pojazd gracza";"Stroj hráče";"Oyuncunun aracı";"载\t具\t限\t制";"プレイヤーの\t機体";"Veículo do jogador";"Техніка гравця";"Igračevo vozilo";"Saját jármű";"플레이어의 장비";"Машына гульца";"Vehicul jucător";"載\t具\t限\t制";"载\t具\t限\t制";"Quân chủng";;
"conditions/targetUnit";"Target vehicle";"Véhicule ciblé";"Unità bersaglio";"Zielfahrzeug";"Vehículo objetivo";"Техника цели";"Pojazd przeciwnika";"Cílový stroj";"Hedef araç";"目\t标\t限\t制";"ターゲットの\t機体";"Veículo alvo";"Техніка цілі";"Vozilo mete";"Célpont jármű";"목표 장비";"Машына супраціўніка";"Vehicul țintă";"目\t標\t限\t制";"目\t标\t限\t制";"Mục tiêu";;
"conditions/playerUnit";"Player's vehicle";"Véhicule du joueur";"Unità del giocatore";"Spielerfahrzeug";"Vehículo del jugador";"Техника игрока";"Pojazd gracza";"Stroj hráče";"Oyuncunun aracı";"载\t具\t限\t制";"プレイヤーの\t機体";"Veículo do jogador";"Техніка гравця";"Igračevo vozilo";"Saját jármű";"플레이어의 장비";"Машына гульца";"Vehicul jucător";"載\t具\t限\t制";"载\t具\t限\t制";"Quân chủng";;
"conditions/playerCountry";"Player's vehicle";"Véhicule du joueur";"Unità del giocatore";"Spielerfahrzeug";"Vehículo del jugador";"Техника игрока";"Pojazd gracza";"Stroj hráče";"Oyuncunun aracı";"玩\t家\t载\t具";"プレイヤーの\t機体";"Veículo do jogador";"Техніка гравця";"Igračevo vozilo";"Saját jármű";"플레이어의 장비";"Тэхніка гульца";"Player's vehicle";"玩\t家\t載\t具";"玩\t家\t载\t具";"Phương tiện người chơi";;
"conditions/playerExpClass";"Player's vehicle class";"Classe de véhicule du joueur";"Classe unità del giocatore";"Fahrzeugklasse (Spieler)";"Clase de vehículo del jugador";"Класс техники игрока";"Klasa maszyny gracza";"Třída hráčova stroje";"Oyuncu'nun araç sınıfı";"所\t用\t载\t具\t类\t型";"プレイヤー\t機体の\t種類";"Classe do veículo do jogador";"Клас техніки гравця";"Klasa igračevog vozila";"Saját járműtípus";"플레이어 장비 종류";"Клас тэхнікі гульца";"Clasă vehicul jucător";"所\t用\t載\t具\t類\t型";"所\t用\t载\t具\t类\t型";"Loại phương tiện người chơi";;
"conditions/unitClass";"Player's vehicle class";"Classe de véhicule du joueur";"Classe unità del giocatore";"Fahrzeugklasse (Spieler)";"Clase de vehículo del jugador";"Класс техники игрока";"Klasa maszyny gracza";"Třída hráčova stroje";"Oyuncunun araç sınıfı";"所\t用\t载\t具\t类\t型";"プレイヤー\t機体の\t種類";"Classe do veículo do jogador";"Клас техніки гравця";"Klasa igračevog vozila";"Saját járműtípus";"플레이어 장비 종류";"Клас тэхнікі гульца";"Clasă vehicul jucător";"所\t用\t載\t具\t類\t型";"所\t用\t载\t具\t类\t型";"Loại phương tiện người chơi";;
"conditions/crewsUnit";"All player's crew slots";"Tous les emplacements d'équipage du joueur";"Equipaggi del giocatore";"Alle Besatzungsplätze des Spielers";"Todas las ranuras de tripulación del jugador";"Все слоты экипажей игрока";"Łączna liczba załóg u graczy";"Všechny pozice osádek";"Bütün oyuncuların mürettebat yuvaları";"出\t击\t栏\t位\t总\t数";"全\tプレイヤーの\t搭乗員\tスロット";"Todas as slots de tripulação do jogador";"Всі слоти екіпажів гравця";"Svi igračevi slotovi za posade";"Minden legénységi helyen";"모든 슬롯의 장비";"Усе слоты экіпажаў гульца";"Toate echipajele jucătorului";"出\t擊\t欄\t位\t總\t數";"出\t击\t栏\t位\t总\t数";"Toàn bộ vị trí kíp lái người chơi";;
"conditions/unitExists";"Vehicle purchased";"Véhicule acheté";"Unità acquistata";"Gekaufte Fahrzeuge";"Vehículo comprado";"Техника приобретена";"Pojazd zakupiony";"Koupené stroje";"Satın alınan araç";"已\t购\t买\t载\t具";"購入機体";"Veículo adquirido";"Одиницю техніки придбано";"Vozilo kupljeno";"Jármű megvásárolva";"구매한 장비";"Машына куплена";"Vehicul cumpărat";"已\t購\t買\t載\t具\t數";"已\t购\t买\t载\t具\t数";"Phương tiện đã mua";;
"conditions/targetDistance";"Distance to the target";"Distance de la cible";"Distanza al bersaglio";"Entfernung zum Ziel";"Distancia al objetivo";"Дистанция до цели";"Dystans do celu";"Vzdálenost k cíli";"Hedefe olan mesafe";"目\t标\t距\t离";"標的までの\t距離";"Distância ao alvo";"Дистанція до цілі";"Distance to the target";"Célponttól való távolság";"목표로부터의 거리";"Дистанция до цели";"Distanța până la țintă";"目\t標\t距\t離";"目\t标\t距\t离";"Khoản cách mục tiêu";;
"conditions/less";"less than %s";"moins de %s";"meno di %s";"Weniger als %s";"menos de %s";"менее %s";"mniej niż %s";"méně než %s";"%s değerinden az ";"低\t于 %s";"%s\t未満";"menos que %s";"менш %s";"less than %s";"kevesebb mint %s";"%s 미만";"менее %s";"less than %s";"低\t於 %s";"less than %s";"Ít hơn %s";;
"conditions/min_limit";"no less than %s";"pas moins que %s";"non meno di %s";"Nicht weniger als %s";"no menos de %s";"не менее %s";"nie mniej niż %s";"ne méně než %s";"%s değerinden az olamaz";"不\t低\t于 %s";"%s 以上";"não menos que %s";"не менше %s";"no less than %s";"legalább %s";"%s 보다 작지 않아야 함";"не менее %s";"no less than %s";"不\t低\t於 %s";"不\t低\t于 %s";"Không ít hơn %s";;
"conditions/max_limit";"no more than %s";"pas plus que %s";"non più di %s";"Nicht mehr wie %s";"no más de %s";"не более %s";"nie więcej niż %s";"ne více než %s";"%s değerinden fazla olamaz";"不\t高\t于 %s";"%s 以下";"não mais que %s";"не більше %s";"no more than %s";"legfeljebb %s";"%s 보다 크지 않아야 함";"не более %s";"no more than %s";"不\t高\t於 %s";"不\t高\t于 %s";"Không nhiều hơn %s";;
"unlockTag/country_germany";"Germany";"Allemagne";"Germania";"Deutschland";"Alemania";"Германия";"Niemcy";"Německo";"Almanya";"德\t国";"ドイツ";"Alemanha";"Німеччина";"Nemačka";"Németország";"독일";"Нямеччына";"Germania";"德\t國";"D 系";"Đức";;
"unlockTag/country_ussr";"USSR";"URSS";"URSS";"UdSSR";"URSS";"СССР";"ZSRR";"SSSR";"SSCB";"苏\t联";"ソビエト\t連邦";"URSS";"СРСР";"SSSR";"Szovjetunió";"소련";"СССР";"URSS";"蘇\t聯";"S 系";"Liên Xô";;
"unlockTag/country_britain";"Britain";"Grande-Bretagne";"Gran Bretagna";"Großbritannien";"Gran Bretaña";"Британия";"Anglia";"Británie";"Britanya";"英\t国";"イギリス";"Grã-Bretanha";"Британія";"Britanija";"Nagy-Britannia";"영국";"В. Брытанія";"Marea Britanie";"英\t國";"E 系";"Anh";;
"unlockTag/country_australia";"Australia";"Australie";"Australia";"Australien";"Australia";"Австралия";"Australia";"Austrálie";"Avustralya";"澳\t大\t利\t亚";"オーストラリア";"Austrália";"Австралія";"Australija";"Ausztrália";"호주";"Аўстралія";"Australia";"澳\t大\t利\t亞";"O 系";"Úc";;
"unlockTag/country_usa";"USA";"USA";"USA";"USA";"EEUU";"США";"USA";"USA";"ABD";"美\t国";"アメリカ";"EUA";"США";"SAD";"USA";"미국";"ЗША";"SUA";"美\t國";"A 系";"Mỹ";;
"unlockTag/country_italy";"Italy";"Italie";"Italia";"Italien";"Italia";"Италия";"Włochy";"Itálie";"İtalya";"意\t大\t利";"イタリア";"Itália";"Італія";"Italija";"Olaszország";"이탈리아";"Італія";"Italia";"義\t大\t利";"I 系";"Ý";;
"unlockTag/country_japan";"Japan";"Japon";"Giappone";"Japan";"Japón";"Япония";"Japonia";"Japonsko";"Japonya";"日\t本";"日本";"Japão";"Японія";"Japan";"Japán";"일본";"Японія";"Japonia";"日\t本";"R 系";"Nhật Bản";;
"unlockTag/country_china";"China";"Chine";"Cina";"China";"China";"Китай";"Chiny";"Čína";"Çin";"中\t国";"中国";"China";"Китай";"Kina";"Kína";"중국";"Кітай";"China";"中\t國";"C 系";"Trung Quốc";;
"unlockTag/country_france";"France";"France";"Francia";"Frankreich";"Francia";"Франция";"Francja";"Francie";"Fransa";"法\t国";"フランス";"França";"Франція";"France";"Franciaország";"프랑스";"Францыя";"Franța";"法\t國";"F 系";"Pháp";;
"unlockTag/country_sweden";"Sweden";"Suède";"Svezia";"Schweden";"Suecia";"Швеция";"Szwecja";"Švédsko";"İsveç";"瑞\t典";"スウェーデン";"Suécia";"Швеція";"Sweden";"Svédország";"스웨덴";"Швецыя";"Sweden";"瑞\t典";"SW\t系";"Thụy Điển";;
"unlockTag/country_israel";"Israel";"Israël";"Israele";"Israel";"Israel";"Израиль";"Izrael";"Izrael";"İsrail";"以\t色\t列";"イスラエル";"Israel";"Ізраїль";"Israel";"Izrael";"이스라엘";"Ізраіль";"Israel";"以\t色\t列";"Israel";"Israel";;
"unlockTag/country_hungary";"Hungary";"Hongrie";"Ungheria";"Ungarn";"Hungría";"Венгрия";"Węgry";"Maďarsko";"Macaristan";"匈\t牙\t利";"ハンガリー";"Hungria";"Угорщина";"Hungary";"Hungary";"헝가리";"Вугоршчына";"Hungary";"匈\t牙\t利";"Hungary";"Hungary";;
"unlockTag/country_south_africa";"South Africa";"Afrique du Sud";"Sudafrica";"Südafrika";"Sudáfrica";"Южная Африка";"Południowa Afryka";"Jižní Afrika";"Güney Afrika";"南\t非";"南\tアフリカ";"África do Sul";"Південна Африка";"South Africa";"South Africa";"남아프리카";"Паўднёвая Афрыка";"South Africa";"南\t非";"South Africa";"Nam Phi";;
"unlockTag/country_finland";"Finland";"Finlande";"Finlandia";"Finnland";"Finlandia";"Финляндия";"Finlandia";"Finsko";"Finlandiya";"芬\t兰";"フィンランド";"Finlândia";"Фінляндія";"Finland";"Finland";"핀란드";"Фінляндыя";"Finland";"芬\t蘭";"Finland";"Phần Lan";;
"unlockTag/country_belgium";"Belgium";"Belgique";"Belgio";"Belgien";"Bélgica";"Бельгия";"Belgia";"Belgie";"Belçika";"比\t利\t时";"ベルギー";"Bélgica";"Бельгія";"Belgium";"Belgium";"벨기에";"Бельгия";"Belgium";"比\t利\t時";"Belgium";"Bỉ";;
"unlockTag/country_netherlands";"Netherlands";"Pays-Bas";"Paesi Bassi";"Niederlande";"Países Bajos";"Нидерланды";"Holandia";"Nizozemsko";"Hollanda";"荷\t兰";"オランダ";"Países Baixos";"Нідерланди";"Netherlands";"Netherlands";"네덜란드";"Нидерланды";"Netherlands";"荷\t蘭";"Netherlands";"Hà Lan";;
