"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"options/rmbToMoveMap";"Press RMB to move map";"Appuyez sur BDS pour bouger la carte";"Premi Tasto Destro per spostare la mappa";"RMT zum Kartenverschieben";"Pulsa RMB para mover el mapa";"Зажмите ПКМ, чтобы двигать карту";"Naciśnij PPM, aby przesunąć mapę";"Zmáčknutím RMB posuneš mapu";"Haritayı hareket ettirmek için sağ fare tuşuna basın";"按​住​鼠​标​右​键​移​动​地​图";"右\tクリックで\tマップを\t動かす";"Pressione RMB para mover o mapa";"Зажміть ПКМ, щоб рухати мапу";"Press RMB to move map";"Press RMB to move map";"우측 마우스 버튼을 눌러 지도를 움직이십시오. ";"Зажмите ПКМ, чтобы двигать карту";"Press RMB to move map";"按​住​滑​鼠​右​鍵​移​動​地​圖";"Press RMB to move map";"Nhấn RMB để di chuyển bản đồ";;
"options/mmbToSetPoi";"Press MMB to set a point of interest for aircraft systems";"Appuyez sur BMS pour définir un point d'intérêt pour les systèmes embarqués";"Premi Tasto Centrale per impostare un punto di interesse per gli aerei";"MMT um Zielpunkt für Flugzeugsysteme zu setzen";"Pulsa MMB para fijar un punto de interés para los sistemas de la aeronave";"Зажмите CКМ, чтобы поставить точку интереса для систем самолёта";"Naciśnij ŚPM, aby ustawić punkt zainteresowania (POI) dla systemów lotniczych";"Zmáčknutím MMB nastavíš bod zájmu pro systémy letadla";"Uçak sistemlerine bir odak noktası seçmek için orta fare tuşuna basın";"按​鼠​标​中​键​为​空​中​载​具​设​置​地​图​目​标​点";"ミドルマウスボタンを\tクリックして\t航空機\tシステム\t用の\t特定地点を\t設定する";"Pressione MMB para definir um ponto de interesse para sistemas do avião";"Зажміть CКМ, щоб поставить точку зацікавленості для систем літака";"Press MMB to set a point of interest for aircraft systems";"Press MMB to set a point of interest for aircraft systems";"마우스의 중간 버튼을 누르면 지도 상에 목표지점을 표시할 수 있습니다.";"Зажмите CКМ, чтобы поставить точку интереса для систем самолёта";"Press MMB to set a point of interest for aircraft systems";"按​滑​鼠​中​鍵​為​空​中​載​具​設​定​地​圖​目​標​點";"Press MMB to set a point of interest for aircraft systems";"Nhấn MMB để chọn điểm quan tâm cho hệ thống máy bay";;
"options/measure_units";"Measurement Units";"Unités de mesure";"Unità di misura";"Maßeinheiten";"Unidades de Medida";"Система измерения";"Jednostki Miary";"Měrné jednotky";"Ölçü birimleri";"计​量​单​位";"測定単位";"Unidades de medida";"Система вимірювання";"Jedinice mere";"Mértékegységek";"사용할 도량형 설정";"Сістэма вымярэння";"Unități de măsură";"測​量​單​位";"计​量​单​位";"Đơn vị đo";;
"options/invertY";"Invert Y-axis (aircraft)";"Inverser l'axe Y (avion)";"Inverti l'asse Y (aereo)";"Y-Achse umkehren (Flugzeug)";"Invertir eje Y (avión)";"Инвертировать вертикальную ось (cамолёт)";"Odwróć oś Y (Samolot)";"Převrátit osu Y (letadlo)";"Y eksenini ters çevir (uçak)";"反​转 Y 轴​（空​战）";"Y-軸反転 (航空機)";"Inverter eixo Y (aeronave)";"Інвертувати вертикальну вісь (літак)";"Obrni Y-osu (Avion)";"Fordított Y tengely (repülőgép)";"Y축 반전 (항공기)";"Інвертаваць вось Y (самалёт)";"Inversare axă Y (avion)";"反​轉 Y 軸​（空​戰）";"反​转 Y 轴​（空​战）";"Đảo ngược trục Y (máy bay)";;
"options/invertX";"Invert X-axis";"Inverser l'axe X";"Inverti asse X";"X-Achse umkehren";"Invertir eje X";"Инвертировать горизонтальную ось";"Odwróć oś X";"Převrátit osu X";"X eksenini ters çevir";"反​转 X 轴";"X-軸反転";"Inverter o eixo x";"Інвертувати горизонтальну вісь";"Obrnuta X-Osa";"Fordított X tengely";"X 축 반전";"Інвертаваць вось X";"Inversare axă X";"反​轉 X 軸";"反​转 X 轴";"Đảo ngược trục X";;
"options/invertT";"Invert Throttle axis";"Inverser l'axe de l'accélérateur";"Inverti asse manetta";"Schubachse umkehren";"Invertir eje del Acelerador ";"Инвертировать рычаг газа";"Odwróć oś przepustnicy";"Převrátit osu plynu";"Gaz Kolu eksenini ters çevir";"反​转​油​门​轴";"スロットル\t軸を\t反転";"Inverter o eixo do acelerador";"Інвертувати важіль газу";"Obrnuta osa za gas";"Fordított gázadagolás";"스로틀 축 반전";"Інвертаваць рычаг газу";"Inversare axă de accelerare";"反​轉​油​門​軸";"反​转​油​门​轴";"Đảo ngược trục ga";;
"options/invertY_tank";"Invert Y-axis (ground vehicle)";"Inverser l'axe Y (tank)";"Inverti l'asse Y (carro armato)";"Y-Achse umkehren (Panzer)";"Invertir eje Y (vehículo terrestre)";"Инвертировать вертикальную ось (танк)";"Odwróć oś Y (Czołg)";"Převrátit osu Y (vozidlo)";"Y eksenini ters çevir (kara aracı)";"反​转 Y 轴​（陆​战）";"Y-軸反転 (戦車)";"Inverter eixo Y (tanque)";"Інвертувати вертикальну вісь (танк)";"Obrni Y-osu (tenk)";"Fordított Y tengely (szárazföldi jármű)";"Y축 반전 (전차)";"Інвертаваць вось Y (танк)";"Inversare axă Y (tanc)";"反​轉 Y 軸​（陸​戰）";"反​转 Y 轴​（陆​战）";"Đảo ngược trục Y (xe tăng)";;
"options/invertY_ship";"Invert Y-axis (naval)";"Inverser l'axe Y (navire)";"Inverti l'asse Y (nave)";"Y-Achse umkehren (Schiff)";"Invertir eje Y (naval)";"Инвертировать вертикальную ось (корабль)";"Odwróć oś Y (Okręt)";"Převrátit osu Y (loď)";"Y eksenini ters çevir (gemi)";"反​转 Y 轴​（海​战）";"Y\t軸反転 (艦艇)";"Inverter eixo Y (navio)";"Інвертувати вертикальну вісь (Корабель)";"Obrni Y-osu (Brod)";"Fordított Y tengely (hajó)";"Y축 반전 (함선)";"Інвертаваць вось Y (карабель)";"Inversare axă Y (navă)";"反​轉 Y 軸​（海​戰）";"反​转 Y 轴​（海​战）";"Đảo ngược trục Y (tàu)";;
"options/invertY_helicopter";"Invert Y-axis (Helicopter)";"Inverser l'axe Y (hélicoptère)";"Invertire l'asse Y (Elicottero)";"Y-Achse umkehren (Hubschrauber)";"Invertir eje Y (Helicóptero)";"Инвертировать вертикальную ось (Вертолёт)";"Odwróć oś Y (Śmigłowiec)";"Převrátit svislou osu Y (vrtulník)";"Y eksenini ters çevir(Helikopter)";"反​转 Y 轴 （直​升​机）";"Y\t軸反転 (ヘリコプター)";"Inverter eixo Y (Helicóptero)";"Інвертувати вертикальну вісь (Гелікоптер)";"Obrni Y-osu (Helikopter)";"Fordított Y tengely (helikopter)";"Y축 반전 (헬리콥터)";"Інвертаваць вось Y (Верталёт)";"Inversare axă Y (elicopter)";"反​轉 Y 軸 (直​昇​機)";"反​转 Y 轴​（直​升​机）";"Đảo ngược trục Y (trực thăng)";;
"options/invertY_helicopter_gunner";"Invert Y-axis (Helicopter gunner)";"Inverser l'axe Y (canonnier de l'hélicoptère)";"Inverti asse Y (cannoniere Elicottero)";"Y-Achse umkehren (Hubschrauberschütze)";"Invertir eje Y (Artillero de helicóptero)";"Инвертировать вертикальную ось (Вертолёт стрелок)";"Odwróć oś Y (strzelec w śmigłowcu)";"Převrátit svislou osu Y (střelec vrtulník)";"Y-eksenini ters çevir (helikopter nişancısı)";"反​转 Y 轴​（直​升​机​机​枪​手）";"Y\t軸反転 (ヘリコプターの\t銃手)";"Inverter eixo Y (Atirador de Helicóptero)";"Інвертувати вертикальну вісь (Гелікоптер стрілок)";"Obrni Y-osu (Nišandžija u helikopteru)";"Fordított Y tengely (helikopter lövész)";"Y축 반전 (헬리콥터 사수)";"Інвертаваць вось Y (стралок гелікоптэра)";"Invert Y-axis (Helicopter gunner)";"反​轉 Y 軸​（直​升​機​機​槍​手）";"反​转 Y 轴​（直​升​机​炮​手）";"Đảo ngược trục Y (Xạ thủ trực thăng)";;
"options/invertY_walker";"Invert Y-axis (Walker)";"Inverser l'axe Y (marcheur)";"Inverti asse Y (a terra)";"Y-Achse umkehren (Walker)";"Invertir eje Y (Caminante)";"Инвертировать вертикальную ось (шагоход)";"Odwróć oś Y (mech)";"Převrátit svislou osu Y (walker)";"Y-eksenini ters çevir (Walker)";"反​转 Y 轴​（步​行​机）";"コントロールの\tY\t軸を\t反転（歩行戦車）";"Inverter eixo Y (Walker)";"Інвертувати вертикальну вісь (Ходак)";"Obrni Y-osu (Walker)";"Fordított Y tengely (Lépegető)";"Y축 반전 (워커)";"Інвертаваць вертыкальную вось (крокаход)";"Inversare axă Y (Walker)";"反​轉 Y 軸 (步​行​機)";"反​转 Y 轴​（步​行​机​甲）";"Đảo ngược trục Y (walker)";;
"options/invertY_submarine";"Invert Y-axis (Submarine)";"Inverser l'axe Y (Sous-marin)";"Inverti asse Y (Sommergibile)";"Y-Achse umkehren (U-boot)";"Invertir eje Y (Submarino)";"Инвертировать вертикальную ось (Подлодка)";"Odwróć oś Y (Okręt podwodny)";"Převrátit osu Y (ponorka)";"Y-eksenini ters çevir (Denizaltı)";"反​转 Y 轴​（潜​艇）";"Y\t軸の\t反転（潜水艦）";"Inverter eixo Y (Submarino)";"Інвертувати вертикальну вісь (Підводний човен)";"Obrni Y-osu (Podmornica)";"Fordított Y tengely (tengeralattjáró)";"Y축 반전 (잠수함)";"Інвертаваць вось Y (падводная лодка)";"Inversare axă Y (submarin)";"反​轉 Y 軸​（潛​艇）";"反​转 Y 轴​（潜​水​艇）";"Đảo ngược trục y (Tàu ngầm)";;
"options/invertY_spectator";"Invert Y-axis in spectator mode";"Inverser l’axe y en mode spectateur";"Invertire l'asse Y in modalità spettatore";"Y-Achse im Zuschauermodus umkehren";"Invertir eje Y en modo espectador";"Инвертировать вертикальную ось в режиме зрителя";"Odwróć oś Y w trybie obserwatora";"Převrátit svislou osu Y v diváckém módu";"İzleyici modunda Y eksenini ters çevir";"反​转 Y 轴​（观​战​模​式）";"観戦\tモード\t時の\tY\t軸を\t反転";"Inverter eixo Y em modo espectador";"Інвертувати вертикальну вісь в режимі глядача";"Obrni Y-osu u režimu posmatrača";"Fordított Y tengely megfigyelő nézetben";"관전모드 Y축 반전";"Інвертаваць вось у рэжыме назіральніка";"Inversare axă Y în mod spectator";"反​轉 Y 軸​（觀​戰​模​式）";"反​转 Y 轴​（观​战​模​式）";"Đảo ngược trục Y trong chế độ quan sát";;
"options/fixGunInMouseLook";"Fix gun direction in mouse view";"Orienter le canon en vue souris";"Mantieni la direzione del cannone in visuale mouse";"Korrigiere Waffenrichtung im Mauszielmodus";"Fijar dirección de armamento en vista de ratón";"Фиксировать орудия во время обзора мышью";"Zablokuj działo względem kadłuba przy rozglądaniu się";"Opravit směr děla v pohledu myší";"Fare görüşünde silah yönünü sabitle";"鼠​标​视​角​观​察​中​固​定​武​器​指​向";"マウスビューの\t銃砲の\t方向を\t固定する";"Corrigir direção da arma na visão do mouse";"Зафіксувати поворот гармати під час огляду мишею";"Fiksiraj smer topa u režimu ciljanja mišem";"A fegyver irányának rögzítése egér nézetben";"마우스 시점 사용 시 포신 방향 고정";"Фіксаваць узбраенне падчас агляду мышшу";"Fix gun direction in mouse view";"鼠​標​視​角​觀​察​中​固​定​武​器​指​向";"鼠​标​视​角​观​察​时​固​定​武​器​指​向";"Cố định hướng súng trong chế độ xem chuột";;
"options/yes";"Yes";"Oui";"Sì";"Ja";"Sí";"Да";"Tak";"Ano";"Evet";"是";"はい";"Sim";"Так";"Da";"Igen";"예";"Так";"Da";"是";"是";"Có";;
"options/no";"No";"Non";"No";"Nein";"No";"Нет";"Nie";"Ne";"Hayır";"否";"いいえ";"Não";"Ні";"Ne";"Nem";"아니요";"Не";"Nu";"否";"否";"Bỏ qua";;
"options/measure_units_speed";"Speed";"Unité de mesure de vitesse";"Velocità";"Maßeinheit: Geschwindigkeit";"Velocidad";"Скорость";"Jednostka pomiaru prędkości";"Jednotka rychlosti";"Hız";"速​度";"速度の\t単位";"Velocidade";"Швидкість";"Jedinica mere brzine";"Sebesség";"속도 단위";"Адзінка вымярэння хуткасці";"Viteză";"速​度";"速​度";"Tốc độ";;
"options/measure_units_alt";"Altitude";"Unité de mesure d'altitude";"Altitudine";"Maßeinheit: Höhe";"Altitud";"Высота";"Jednostka pomiaru wysokości";"Jednotka výšky";"İrtifa";"高​度";"高度の\t単位";"Altitude";"Висота";"Jedinica mere visine";"Magasság";"고도 단위";"Вышыня";"Altitudine";"高​度";"高​度";"Độ cao";;
"options/measure_units_dist";"Distance";"Unité de mesure de distance";"Distanza";"Maßeinheit: Entfernungen";"Distancia";"Дистанция";"Jednostka pomiaru odległości";"Jednotka vzdálenosti";"Mesafe";"距​离";"距離の\t単位";"Distância";"Відстань";"Jedinica mere rastojanja";"Távolság";"거리 단위";"Адзінка вымярэння адлегласці";"Distanță";"距​離";"距​离";"Khoảng cách";;
"options/measure_units_climbSpeed";"Climb Speed";"Unité de mesure de la vitesse ascensionnelle";"Velocità di Salita";"Maßeinheit: Steiggeschwindigkeit";"Velocidad de Ascenso";"Скороподъёмность";"Jednostka pomiaru prędkości wznoszenia";"Jednotka stoupavosti";"Tırmanma Hızı";"爬​升​率";"上昇速度の\t単位";"Taxa de subida";"Швидкопідйомність";"Jedinica mere brzine penjanja";"Emelkedési sebesség";"상승력 단위";"Хуткаўздымнасць";"Viteză de ascensiune";"爬​升​率";"爬​升​速​度";"Tốc độ leo";;
"options/measure_units_wing_loading";"Wing Loading";"Unité de mesure de la charge alaire";"Carico Alare";"Maßeinheit: Flächenbelastung";"Carga de Ala";"Нагрузка на крыло";"Jednostka miernicza obciążenia powierzchni";"Jednotka plošného zatížení křídla";"Kanat yükü";"翼​载​荷";"翼面荷重測定単位";"Carga da Asa";"Навантаження на крило";"Jedinica mere opterećenja krila";"Szárnyfelületi terhelés";"익면하중 단위";"Нагрузка на крыло";"Sarcină aripi";"翼​載​荷";"翼​载​荷";"Tải cánh";;
"options/measure_units_power_to_weight_ratio";"Power-to-Weight Ratio";"Unité de mesure du rapport poids / puissance";"Rapporto Peso-Potenza";"Maßeinheit: Leistungs-/Gewichtsverhältnis";"Relación Potencia/Peso";"Энерговооружённость";"Stosunek mocy do masy";"Jednotka poměru výkonu k hmotnosti";"Güç/Ağırlık Oranı";"功​重​比";"車両の\t出力重量比測定単位";"Razão Potência-Massa";"Енергоозброєність";"Jedinica mere odnosa snage i težine";"Teljesítmény-tömeg arány";"출력 대 중량비 단위";"Энергаўзброенасць";"Raport putere/greutate";"功​重​比";"重​量​比​功​率";"Tỉ lệ công suất trên trọng lượng";;
"options/measure_units_temperature";"Temperature";"Unité de mesure de température";"Temperatura";"Maßeinheit: Temperatur";"Temperatura";"Температура";"Jednostki pomiaru temperatury";"Jednotka teploty";"Sıcaklık ";"温​度";"温度の\t単位";"Temperatura";"Температура";"Jedinica za Merenje Temperature";"Hőmérséklet";"온도 단위";"Адзінка вымярэння тэмпературы";"Temperatură";"溫​度";"温​度";"Nhiệt độ";;
"options/measure_units_radial_speed";"Radial Speed";"Vitesse radiale";"Velocità Radiale";"Radialgeschwindigkeit";"Velocidad Radial";"Радиальная скорость";"Prędkość promieniowa";"Radiální rychlost";"Radyal Hız";"径​向​速​度";"半径方向速度";"Velocidade Radial";"Радіальна швидкість";"Radijalna brzina";"Radial Speed";"방사 속도";"Радыяльная хуткасць";"Radial Speed";"徑​向​速​度";"Radial Speed";"Tốc độ xuyên tâm";;
"options/training_map";"Arena";"Arène";"Arena";"Arena";"Escenario";"Арена";"Arena";"Aréna";"Arena";"竞​技​场";"戦場";"Arena";"Арена дій";"Arena";"Lőtér";"아레나";"Арэна";"Arenă";"競​技​場";"竞​技​场";"Đấu trường";;
"options/aaa_type";"Anti-aircraft Artillery";"Artillerie anti-aérienne";"Artiglieria contraerea";"Flugabwehrkanonen";"Artillería Antiaérea";"Зенитная артиллерия";"Artyleria przeciwlotnicza";"Protiletadlové dělostřelectvo";"Uçaksavar";"防​空​炮";"対空砲撃";"Artilharia antiaérea";"Зенітна артилерія";"Protiv-vazdušna artiljerija";"Légvédelmi tüzérség";"대공포";"Зенітная артылерыя";"Artilerie antiaeriană";"防​空​炮";"防​空​炮";"Pháo phòng không";;
"options/aaaNone";"None";"Aucun";"Nessuna";"Kein";"Ninguno";"Нет";"Brak";"Žádné";"Yok";"无";"なし";"Nenhum";"Немає";"Ništa";"Nincs";"없음";"Не";"Fără";"無";"无";"Không có";;
"options/aaaFriendly";"Friendly";"Amical";"Alleata";"Verbündet";"Amigo";"Дружественная";"Przyjazny";"Přátelské";"Dost";"友​军";"味方";"Amigável";"Дружні";"Prijateljski";"Szövetséges";"아군";"Хаўрусная";"Aliată";"友​軍";"友​军";"Đồng minh";;
"options/aaaEnemy";"Hostile";"Hostile";"Ostile";"Feindlich";"Hostil";"Враждебная";"Wrogi";"Nepřátelské";"Düşman";"敌​军";"敵";"Hostil";"Ворожа";"Neprijateljski";"Ellenséges";"적군";"Варожая";"Ostilă";"敵​軍";"敌​军";"Địch";;
"options/situation";"Situation";"Situation";"Situazione";"Lage";"Situación";"Ситуация";"Ustawienie";"Situace";"Durum";"能​量​态​势";"状況";"Situação";"Ситуація";"Situacija";"Helyzet";"상황";"Сітуацыя";"Situație";"能​量​態​勢";"能​量​态​势";"Địa thế";;
"options/situationCommon";"Equal Altitude";"Altitudes équivalentes";"Stessa quota";"Gleiche Höhe";"Altitud Igual";"Одинаковая высота";"Równa wysokość";"Stejná výška";"Eş İrtifa";"同​高​度";"等高度";"Altitude igual";"Однакова висота";"Jednaka visina";"Azonos magasság";"동일 고도";"Аднолькавая вышыня";"Altitudine similară";"同​等​高​度";"同​高​度";"Độ cao ngang bằng";;
"options/situationAltAdv";"Altitude Advantage";"Avantage d'altitude";"Vantaggio di altitudine";"Höhenvorteil";"Ventaja en Altitud";"Преимущество в высоте";"Przewaga wysokości";"Výšková výhoda";"İrtifa avantajı";"高​度​优​势";"高度の\t優位";"Vantagem de altitude";"Перевага у висоті";"Visinska prednost";"Magassági előny";"유리한 고도";"Перавага ў вышыні";"Altitudine superioară";"高​度​優​勢";"高​度​优​势";"Độ cao ưu thế";;
"options/situationAltDisAdv";"Altitude Disadvantage";"Désavantage d'altitude";"Svantaggio di quota";"Höhennachteil";"Desventaja de Altitud";"Проигрыш в высоте";"Niedobór wysokości";"Výšková nevýhoda";"İrtifa Dezavantajı";"高​度​劣​势";"高度の\t劣位";"Desvantagem de altitude";"Програш у висоті";"Visinski Hendikep";"Magassági hátrány";"불리한 고도";"Нявыгода ў вышыні";"Altitudine inferioară";"高​度​劣​勢";"高​度​劣​势";"Độ cao bất lợi";;
"options/flares_series";"Flare series";"Nombre de leurres lancés en une salve";"Serie di Flare";"IR-Täuschkörper Serien";"Serie de bengalas";"Кол-во ЛТЦ для периодического отстрела";"Seria flar";"Série flér";"Flare serisi";"热​焰​弹​连​射 • 每​轮​数​量";"フレア\t連続放出";"Séries de Flares";"Кількість ХТЦ для періодичного відстрілу";"Serija toplotnih mamaca";"Infracsapda-sorozat";"플레어 연속 발사";"Колькасць IЛЦ для перыядычнага адстрэлу";"Flare series";"熱​焰​彈​連​射 • 每​輪​數​量";"热​焰​弹​连​射 • 每​轮​数​量";"Chuỗi pháo sáng";;
"guiHints/flares_periods/series";"Flare series";"Série de leurres ";"Serie di Flare";"Täuschkörper Serien";"Serie de bengalas";"Кол-во ЛТЦ в серии";"Serie flar";"Série flér";"Flare serisi";"热​焰​弹​连​射 • 每​轮​数​量";"フレア\t連続放出";"Séries de Flares";"Кількість ХТЦ в серії";"Serija toplotnih mamaca";"Infracsapda sorozat";"플레어 연속 발사";"Колькасць IЦЦ у серыі";"Flare series";"熱​焰​彈​連​射 • 每​輪​數​量";"热​焰​弹​连​射 • 每​轮​数​量";"Chuỗi pháo sáng";;
