"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"air_defence/searchLightTop_1";"Search light";"Projecteur";"Proiettore";"Suchscheinwerfer";"Reflector";"Прожектор";"Reflektor";"pátrací reflektor";"Projektör";"探​照​灯";"サーチライト";"Luz de busca";"Прожектор";"Reflektor";"keresőfény";"탐조등";"Пражэктар";"Proiector";"探​照​燈";"探​照​灯";"Đèn rọi";;
"air_defence/searchLightTop_2";"Search light";"Projecteur";"Proiettore";"Suchscheinwerfer";"Reflector";"Прожектор";"Reflektor";"pátrací reflektor";"Projektör";"探​照​灯";"サーチライト";"Luz de busca";"Прожектор";"Reflektor";"keresőfény";"탐조등";"Пражэктар";"Proiector";"探​照​燈";"探​照​灯";"Đèn rọi";;
"ships/germ_bb_tirpitz_searchlight_top_0";"Battleship";"Cuirassé";"Tirpitz";"Schlachtschiff";"Acorazado";"Линкор";"Pancernik";"Tirpitz";"Zırhlı";"战​列​舰";"戦艦";"Encouraçado";"Лінкор";"Bojni brod";"csatahajó";"전함";"Лінкар";"Tirpitz";"戰​列​艦";"【战​列​舰​】";"Thiết giáp hạm";;
"ships/germ_bb_tirpitz_searchlight_top_1";"Battleship";"Cuirassé";"Corazzata Tedesca";"Schlachtschiff";"Acorazado";"Линкор";"Pancernik";"Tirpitz";"Zırhlı";"战​列​舰";"戦艦";"Encouraçado";"Лінкор";"Bojni brod";"csatahajó";"전함";"Лінкар";"Cuirasat german";"戰​列​艦";"【战​列​舰​】";"Thiết giáp hạm";;
"ships/germ_bb_tirpitz_searchlight_top_2";"Battleship";"Cuirassé";"Corazzata";"Schlachtschiff";"Acorazado";"Линкор";"Pancernik";"Tirpitz";"Zırhlı";"战​列​舰";"戦艦";"Encouraçado";"Лінкор";"Bojni brod";"csatahajó";"전함";"Лінкар";"Cuirasat";"戰​列​艦";"【战​列​舰​】";"Thiết giáp hạm";;
"ships/germ_dd_z28_searchlight_top_0";"Destroyer";"Destroyer";"Z-28";"Zerstörer";"Destructor";"Эсминец";"Niszczyciel";"Zerstörer 1936A Z 28";"Muhrip";"驱​逐​舰";"軍事工場攻撃";"Contratorpedeiro";"Есмінець";"Razarač";"romboló";"구축함";"Эсмінец";"Z-28";"驅​逐​艦";"【驱​逐​舰​】";"Tàu khu trục";;
"ships/germ_dd_z28_searchlight_top_1";"Destroyer";"Destroyer";"Cacciatorpediniere Tedesco";"Zerstörer";"Destructor";"Эсминец";"Niszczyciel";"Zerstörer 1936A";"Muhrip";"驱​逐​舰";"駆逐艦";"Contratorpedeiro";"Есмінець";"Razarač";"romboló";"구축함";"Эсмінец";"Distrugător german";"驅​逐​艦";"【驱​逐​舰​】";"Tàu khu trục";;
"ships/germ_dd_z28_searchlight_top_2";"Destroyer";"Destroyer";"Cacciatorpediniere";"Zerstörer";"Destructor";"Эсминец";"Niszczyciel";"Zerstörer 1936A";"Muhrip";"驱​逐​舰";"駆逐艦";"Contratorpedeiro";"Есмінець";"Razarač";"romboló";"구축함";"Эсмінец";"Distrugător";"驅​逐​艦";"【驱​逐​舰​】";"Tàu khu trục";;
"ships/ussr_aircraftcarrier_admiral_kuznetsov_0";"Carrier";"Porte-avions";"Admiral Kuznetsov";"Flugzeugträger";"Portaaviones";"Авианосец";"Lotniskowiec";"Letadlová loď";"Uçak Gemisi";"库​兹​涅​佐​夫​海​军​上​将";"空母";"Porta-aviões";"Авіаносець";"Carrier";"Carrier";"항공모함";"Авианосец";"Carrier";"庫​茲​涅​佐​夫​海​軍​上​將";"Carrier";"Tàu sân bay";;
"ships/ussr_aircraftcarrier_admiral_kuznetsov_1";"Carrier";"Porte-avions";"Portaerei Sovietica";"Flugzeugträger";"Portaaviones";"Авианосец";"Lotniskowiec";"Letadlová loď";"Uçak Gemisi";"库​兹​涅​佐​夫​海​军​上​将";"空母";"Porta-aviões";"Авіаносець";"Carrier";"Carrier";"항공모함";"Авианосец";"Carrier";"庫​茲​涅​佐​夫​海​軍​上​將";"Carrier";"Tàu sân bay";;
"ships/ussr_aircraftcarrier_admiral_kuznetsov_2";"Carrier";"Porte-avions";"Portaerei";"Flugzeugträger";"Portaaviones";"Авианосец";"Lotniskowiec";"Letadlová loď";"Uçak Gemisi";"库​兹​涅​佐​夫​海​军​上​将";"空母";"Porta-aviões";"Авіаносець";"Carrier";"Carrier";"항공모함";"Авианосец";"Carrier";"庫​茲​涅​佐​夫​海​軍​上​將";"Carrier";"Tàu sân bay";;
"ships/jp_aircraftcarrier_shokaku_0";"Carrier";"Porte-avions";"Shokaku";"Flugzeugträger";"Portaaviones";"Авианосец";"Lotniskowiec";"Letadlová loď";"Uçak Gemisi";"翔​鹤";"空母";"Porta-aviões";"Авіаносець";"Carrier";"Carrier";"항공모함";"Авианосец";"Carrier";"翔​鶴";"Carrier";"Tàu sân bay";;
"ships/jp_aircraftcarrier_shokaku_1";"Carrier";"Porte-avions";"Portaerei Giapponese";"Flugzeugträger";"Portaaviones";"Авианосец";"Lotniskowiec";"Letadlová loď";"Uçak Gemisi";"翔​鹤";"空母";"Porta-aviões";"Авіаносець";"Carrier";"Carrier";"항공모함";"Авианосец";"Carrier";"翔​鶴";"Carrier";"Tàu sân bay";;
"ships/jp_aircraftcarrier_shokaku_2";"Carrier";"Porte-avions";"Portaerei";"Flugzeugträger";"Portaaviones";"Авианосец";"Lotniskowiec";"Letadlová loď";"Uçak Gemisi";"翔​鹤";"空母";"Porta-aviões";"Авіаносець";"Carrier";"Carrier";"항공모함";"Авианосец";"Carrier";"翔​鶴";"Carrier";"Tàu sân bay";;
"wheeled_vehicles/truck_arcade_0";"Cargo truck";"Camion d'approvisionnement";"Autocarro da trasporto";"Lastwagen";"Camión de carga";"Грузовой автомобиль";"Ciężarówka";"ZIS-5 gruzovoj";"Kargo Kamyonu";"货​车";"貨物\tトラック";"Camião de carga";"Вантажний автомобіль";"Teretni kamion";"teherautó";"화물 트럭";"Грузавік";"Camion de trasport";"貨​車";"货​车";"Xe tải hàng";;
"wheeled_vehicles/truck_arcade_1";"Truck";"Camion";"Autocarro";"Laster";"Camión";"Автомобиль";"Ciężarówka";"ZIS-5 nákladní";"Kamyon";"货​车";"貨物\tトラック";"Caminhão";"Автомобіль";"Kamion";"teherautó";"트럭";"Аўтамабіль";"Camion";"貨​車";"货​车";"Xe tải hàng";;
"wheeled_vehicles/truck_arcade_2";"Truck";"Camion";"Autocarro";"Laster";"Camión";"Автомобиль";"Ciężarówka";"ZIS-5";"Kamyon";"货​车";"貨物\tトラック";"Caminhão";"Автомобіль";"Kamion";"teherautó";"트럭";"Аўтамабіль";"Camion";"貨​車";"货​车";"Xe tải hàng";;
"ships/cargo_ship_arcade_0";"Cargo ship";"Cargo";"Nave da trasporto";"Frachtschiff";"Buque de carga";"Грузовой корабль";"Transportowiec";"nákladní loď";"Kargo Gemisi";"货​船";"貨物船";"Cargueiro";"Вантажне судно";"Teretni brod";"teherhajó";"수송선";"Грузавы карабель";"Cargou";"貨​船";"货​船";"Tàu chở hàng";;
"ships/cargo_ship_arcade_1";"Cargo ship";"Cargo";"Nave da trasporto";"Frachtschiff";"Buque de carga";"Грузовой корабль";"Transportowiec";"nákladní loď";"Kargo Gemisi";"货​船";"貨物船";"Cargueiro";"Вантажне судно";"Teretni brod";"teherhajó";"수송선";"Грузавы карабель";"Cargou";"貨​船";"货​船";"Tàu chở hàng";;
"ships/cargo_ship_arcade_2";"Ship";"Bateau";"Nave";"Schiff";"Buque";"Корабль";"Transportowiec";"nákladní loď";"Gemi";"货​船";"貨物船";"Navio";"Корабель";"Brod";"teherhajó";"선박";"Карабель";"Navă";"貨​船";"货​船";"Tàu chở hàng";;
"structures/dummy_arcade_0";"Base building";"Bâtiment";"Edificio";"Basisgebäude";"Edificio de la base";"Здание базы";"Budynek bazy";"budova základny";"Üs Binası";"基​地​建​筑";"基地建物";"Edifício";"Будівля бази";"Zgrada baze";"bázisépület";"기지 건물";"Будынак базы";"Clădire bază";"基​地​建​築";"基​地​建​筑";"Căn cứ";;
"structures/dummy_arcade_1";"Base building";"Bâtiment";"Edificio";"Basisgebäude";"Edificio de la base";"Здание базы";"Budynek bazy";"budova základny";"Üs Binası";"基​地​建​筑";"基地建物";"Edifício";"Будівля бази";"Zgrada baze";"bázisépület";"기지 건물";"Будынак базы";"Clădire bază";"基​地​建​築";"基​地​建​筑";"Căn cứ";;
"structures/dummy_arcade_2";"Base building";"Bâtiment";"Edificio";"Basisgebäude";"Edificio de la base";"Здание базы";"Budynek bazy";"budova základny";"Üs Binası";"基​地​建​筑";"基地建物";"Edifício";"Будівля бази";"Zgrada baze";"bázisépület";"기지 건물";"Будынак базы";"Clădire bază";"基​地​建​築";"基​地​建​筑";"Căn cứ";;
"structures/dummy_airfield_0";"Airfield";"Aérodrome";"Aereoporto";"Flugplatz";"Aeródromo";"Аэродром";"Lotnisko";"letiště";"Havaalanı";"机​场";"飛行場";"Aeródromo";"Аеродром";"Aerodrom";"repülőtér";"비행장";"Аэрадром";"Aerodrom";"機​場";"机​场";"Sân bay";;
"structures/dummy_airfield_1";"Airfield";"Aérodrome";"Aereoporto";"Flugplatz";"Aeródromo";"Аэродром";"Lotnisko";"letiště";"Havaalanı";"机​场";"飛行場";"Aeródromo";"Аеродром";"Aerodrom";"repülőtér";"비행장";"Аэрадром";"Aerodrom";"機​場";"机​场";"Sân bay";;
"structures/dummy_airfield_2";"Airfield";"Aérodrome";"Aereoporto";"Flugplatz";"Aeródromo";"Аэродром";"Lotnisko";"letiště";"Havaalanı";"机​场";"飛行場";"Aeródromo";"Аеродром";"Aerodrom";"repülőtér";"비행장";"Аэрадром";"Aerodrom";"機​場";"机​场";"Sân bay";;
"structures/flag_victory_0";"Flag";"Drapeau";"Bandiera";"Flagge";"Bandera";"Флаг";"Flaga";"vlajka";"Bayrak";"旗​帜";"旗";"Bandeira";"Прапор";"Zastava";"zászló";"깃발";"Сцяг";"Steag";"旗​幟";"旗​帜";"Lá cờ";;
"structures/flag_victory_1";"Flag";"Drapeau";"Bandiera";"Flagge";"Bandera";"Флаг";"Flaga";"vlajka";"Bayrak";"旗​帜";"旗";"Bandeira";"Прапор";"Zastava";"zászló";"깃발";"Сцяг";"Steag";"旗​幟";"旗​帜";"Lá cờ";;
"structures/flag_victory_2";"Flag";"Drapeau";"Bandiera";"Flagge";"Bandera";"Флаг";"Flaga";"vlajka";"Bayrak";"旗​帜";"旗";"Bandeira";"Прапор";"Zastava";"zászló";"깃발";"Сцяг";"Steag";"旗​幟";"旗​帜";"Lá cờ";;
"structures/dummy_airfield_5k_0";"Airfield";"Aérodrome";"Aereoporto";"Flugplatz";"Aeródromo";"Аэродром";"Lotnisko";"letiště";"Havaalanı";"机​场";"飛行場";"Aeródromo";"Аеродром";"Aerodrom";"repülőtér";"비행장";"Аэрадром";"Aerodrom";"機​場";"机​场";"Sân bay";;
"structures/dummy_airfield_5k_1";"Airfield";"Aérodrome";"Aereoporto";"Flugplatz";"Aeródromo";"Аэродром";"Lotnisko";"letiště";"Havaalanı";"机​场";"飛行場";"Aeródromo";"Аеродром";"Aerodrom";"repülőtér";"비행장";"Аэрадром";"Aerodrom";"機​場";"机​场";"Sân bay";;
"structures/dummy_airfield_5k_2";"Airfield";"Aérodrome";"Aereoporto";"Flugplatz";"Aeródromo";"Аэродром";"Lotnisko";"letiště";"Havaalanı";"机​场";"飛行場";"Aeródromo";"Аеродром";"Aerodrom";"repülőtér";"비행장";"Аэрадром";"Aerodrom";"機​場";"机​场";"Sân bay";;
"structures/dummy_bombtarget_0";"Bombing point";"Point de bombardement";"Punto di bombardamento";"Bombenabwurfstelle";"Punto de bombardeo";"Цель для бомбардировки";"Punkt bombardowania";"bombardovací cíl";"Bombalama Noktası";"轰​炸​点";"爆撃地点";"Ponto de bombardeamento";"Ціль для бомбардування";"Meta za bombardovanje";"bombázási pont";"폭격 지점";"Цэль бамбардзіроўкі";"Punct de bombardare";"轟​炸​點";"轰​炸​点";"Điểm thả bom";;
"structures/dummy_bombtarget_1";"Bombing point";"Point de bombardement";"Punto di bombardamento";"Bombenabwurfstelle";"Punto de bombardeo";"Цель для бомбардировки";"Punkt bombardowania";"bombardovací cíl";"Bombalama Noktası";"轰​炸​点";"爆撃地点";"Ponto de bombardeamento";"Ціль для бомбардування";"Meta za bombardovanje";"bombázási pont";"폭격 지점";"Цэль бамбардзіроўкі";"Punct de bombardare";"轟​炸​點";"轰​炸​点";"Điểm thả bom";;
"structures/dummy_bombtarget_2";"Bombing point";"Point de bombardement";"Punto di bombardamento";"Bombenabwurfstelle";"Punto de bombardeo";"Цель для бомбардировки";"Punkt bombardowania";"bombardovací cíl";"Bombalama Noktası";"轰​炸​点";"爆撃地点";"Ponto de bombardeamento";"Ціль для бомбардування";"Meta za bombardovanje";"bombázási pont";"폭격 지점";"Цэль бамбардзіроўкі";"Punct de bombardare";"轟​炸​點";"轰​炸​点";"Điểm thả bom";;
"structures/dummy_bombtarget_airfield_0";"Runway";"Piste";"Pista";"Rollbahn";"Pista";"ВПП";"Pas startowy";"dráha";"Pist";"跑​道";"滑走路";"Pista";"ЗПС";"Pista";"kifutópálya";"활주로";"УПП";"Pistă";"跑​道";"跑​道";"Đường băng";;
"structures/dummy_bombtarget_airfield_1";"Runway";"Piste";"Pista";"Rollbahn";"Pista";"ВПП";"Pas startowy";"dráha";"Pist";"跑​道";"滑走路";"Pista";"ЗПС";"Pista";"kifutópálya";"활주로";"УПП";"Pistă";"跑​道";"跑​道";"Đường băng";;
"structures/dummy_bombtarget_airfield_2";"Runway";"Piste";"Pista";"Rollbahn";"Pista";"ВПП";"Pas startowy";"dráha";"Pist";"跑​道";"滑走路";"Pista";"ЗПС";"Pista";"kifutópálya";"활주로";"УПП";"Pistă";"跑​道";"跑​道";"Đường băng";;
"structures/tank_target_10a_char_0";"Target №10a";"Cible №10a";"Bersaglio №10а";"Ziel #10a";"Blanco Nº10a";"Мишень №10а";"Cel №10а";"cíl č.10a";"Hedef №10a";"目​标 10​а 号";"標的 №10a";"Alvo Nº10";"Мішень №10а";"Meta №10a";"célpont #10a";"10a번 표적";"Мішэнь №10а";"Ținta nr. 10a";"目​標 №​10​а";"目​标 №​10​а";"Mục tiêu số 10a";;
"structures/tank_target_10a_char_1";"Target №10a";"Cible №10a";"Bersaglio №10а";"Ziel #10a";"Blanco Nº10a";"Мишень №10а";"Cel №10а";"cíl č.10a";"Hedef №10a";"目​标 10​а 号";"標的 №10a";"Alvo Nº10";"Мішень №10а";"Meta №10a";"célpont #10a";"10a번 표적";"Мішэнь №10а";"Ținta nr. 10a";"目​標 №​10​а";"目​标 №​10​а";"Mục tiêu số 10a";;
"structures/tank_target_10a_char_2";"Target №10a";"Cible №10a";"Bersaglio №10а";"Ziel #10a";"Blanco Nº10a";"Мишень №10а";"Cel №10а";"cíl č.10a";"Hedef №10a";"目​标 10​а 号";"標的 №10a";"Alvo Nº10";"Мішень №10а";"Meta №10a";"célpont #10a";"10a번 표적";"Мішэнь №10а";"Ținta nr. 10a";"目​標 №​10​а";"目​标 №​10​а";"Mục tiêu số 10a";;
"structures/tank_target_12_char_0";"Target №12";"Cible №12";"Bersaglio №12";"Ziel #12";"Blanco N.º 12";"Мишень №12";"Cel №12";"cíl č.12";"Hedef №12";"目​标 12 号";"標的 №12";"Alvo Nº12";"Мішень №12";"Meta №12";"célpont #12";"12번 표적";"Мішэнь №12";"Ținta nr. 12";"目​標 №​12";"目​标 №​12";"Mục tiêu số 12";;
"structures/tank_target_12_char_1";"Target №12";"Cible №12";"Bersaglio №12";"Ziel #12";"Blanco N.º 12";"Мишень №12";"Cel №12";"cíl č.12";"Hedef №12";"目​标 12 号";"標的 №12";"Alvo Nº12";"Мішень №12";"Meta №12";"célpont #12";"12번 표적";"Мішэнь №12";"Ținta nr. 12";"目​標 №​12";"目​标 №​12";"Mục tiêu số 12";;
"structures/tank_target_12_char_2";"Target №12";"Cible №12";"Bersaglio №12";"Ziel #12";"Blanco N.º 12";"Мишень №12";"Cel №12";"cíl č.12";"Hedef №12";"目​标 12 号";"標的 №12";"Alvo Nº12";"Мішень №12";"Meta №12";"célpont #12";"12번 표적";"Мішэнь №12";"Ținta nr. 12";"目​標 №​12";"目​标 №​12";"Mục tiêu số 12";;
"structures/tank_target_17_char_0";"Target №17";"Cible №17";"Bersaglio №17";"Ziel #17";"Blanco N.º 17";"Мишень №17";"Cel №17";"cíl č.17";"Hedef №17";"目​标 17 号";"標的 №17";"Alvo Nº17";"Мішень №17";"Meta №17";"célpont #17";"17번 표적";"Мішэнь №17";"Ținta nr. 17";"目​標 №​17";"目​标 №​17";"Mục tiêu số 17";;
"structures/tank_target_17_char_1";"Target №17";"Cible №17";"Bersaglio №17";"Ziel #17";"Blanco N.º 17";"Мишень №17";"Cel №17";"cíl č.17";"Hedef №17";"目​标 17 号";"標的 №17";"Alvo Nº17";"Мішень №17";"Meta №17";"célpont #17";"17번 표적";"Мішэнь №17";"Ținta nr. 17";"目​標 №​17";"目​标 №​17";"Mục tiêu số 17";;
"structures/tank_target_17_char_2";"Target №17";"Cible №17";"Bersaglio №17";"Ziel #17";"Blanco N.º 17";"Мишень №17";"Cel №17";"cíl č.17";"Hedef №17";"目​标 17 号";"標的 №17";"Alvo Nº17";"Мішень №17";"Meta №17";"célpont #17";"17번 표적";"Мішэнь №17";"Ținta nr. 17";"目​標 №​17";"目​标 №​17";"Mục tiêu số 17";;
"structures/tank_target_25_char_0";"Target №25";"Cible №25";"Bersaglio №25";"Ziel #25";"Blanco N.º 25";"Мишень №25";"Cel №25";"cíl č.25";"Hedef №25";"目​标 25 号";"標的 №25";"Alvo Nº25";"Мішень №25";"Meta №25";"célpont #25";"25번 표적";"Мішэнь №25";"Ținta nr. 25";"目​標 №​25";"目​标 №​25";"Mục tiêu số 25";;
"structures/tank_target_25_char_1";"Target №25";"Cible №25";"Bersaglio №25";"Ziel #25";"Blanco N.º 25";"Мишень №25";"Cel №25";"cíl č.25";"Hedef №25";"目​标 25 号";"標的 №25";"Alvo Nº25";"Мішень №25";"Meta №25";"célpont #25";"25번 표적";"Мішэнь №25";"Ținta nr. 25";"目​標 №​25";"目​标 №​25";"Mục tiêu số 25";;
"structures/tank_target_25_char_2";"Target №25";"Cible №25";"Bersaglio №25";"Ziel #25";"Blanco N.º 25";"Мишень №25";"Cel №25";"cíl č.25";"Hedef №25";"目​标 25 号";"標的 №25";"Alvo Nº25";"Мішень №25";"Meta №25";"célpont #25";"25번 표적";"Мішэнь №25";"Ținta nr. 25";"目​標 №​25";"目​标 №​25";"Mục tiêu số 25";;
"structures/tank_target_8_char_0";"Target №8";"Cible №8";"Bersaglio №8";"Ziel #8";"Blanco N.º 8";"Мишень №8";"Cel №8";"cíl č.8";"Hedef №8";"目​标 8 号";"標的 №8";"Alvo Nº8";"Мішень №8";"Meta №8";"célpont #8";"8번 표적";"Мішэнь №8";"Ținta nr. 8";"目​標 №​8";"目​标 №​8";"Mục tiêu số 8";;
"structures/tank_target_8_char_1";"Target №8";"Cible №8";"Bersaglio №8";"Ziel #8";"Blanco N.º 8";"Мишень №8";"Cel №8";"cíl č.8";"Hedef №8";"目​标 8 号";"標的 №8";"Alvo Nº8";"Мішень №8";"Meta №8";"célpont #8";"8번 표적";"Мішэнь №8";"Ținta nr. 8";"目​標 №​8";"目​标 №​8";"Mục tiêu số 8";;
"structures/tank_target_8_char_2";"Target №8";"Cible №8";"Bersaglio №8";"Ziel #8";"Blanco N.º 8";"Мишень №8";"Cel №8";"cíl č.8";"Hedef №8";"目​标 8 号";"標的 №8";"Alvo Nº8";"Мішень №8";"Meta №8";"célpont #8";"8번 표적";"Мішэнь №8";"Ținta nr. 8";"目​標 №​8";"目​标 №​8";"Mục tiêu số 8";;
"structures/tank_target_9_char_0";"Target №9";"Cible №9";"Bersaglio №9";"Ziel #8";"Blanco N.º 9";"Мишень №9";"Cel №9";"cíl č.9";"Hedef №9";"目​标 9 号";"標的 №9";"Alvo Nº9";"Мішень №9";"Meta №9";"célpont #9";"9번 표적";"Мішэнь №9";"Ținta nr. 9";"目​標 №​9";"目​标 №​9";"Mục tiêu số 9";;
"structures/tank_target_9_char_1";"Target №9";"Cible №9";"Bersaglio №9";"Ziel #8";"Blanco N.º 9";"Мишень №9";"Cel №9";"cíl č.9";"Hedef №9";"目​标 9 号";"標的 №9";"Alvo Nº9";"Мішень №9";"Meta №9";"célpont #9";"9번 표적";"Мішэнь №9";"Ținta nr. 9";"目​標 №​9";"目​标 №​9";"Mục tiêu số 9";;
"structures/tank_target_9_char_2";"Target №9";"Cible №9";"Bersaglio №9";"Ziel #8";"Blanco N.º 9";"Мишень №9";"Cel №9";"cíl č.9";"Hedef №9";"目​标 9 号";"標的 №9";"Alvo Nº9";"Мішень №9";"Meta №9";"célpont #9";"9번 표적";"Мішэнь №9";"Ținta nr. 9";"目​標 №​9";"目​标 №​9";"Mục tiêu số 9";;
"structures/dummy_naval_base_0";"Coastal artillery";"Artillerie côtière";"Artiglieria costiera";"Küstenartillerie";"Artillería costera";"Береговая артиллерия";"Artyleria nadbrzeżna";"pobřežní dělostřelectvo";"Sahil bataryası";"岸​防​炮";"沿岸砲";"Artilharia de costa";"Берегова артилерія";"Obalska artiljerija";"Coastal artillery";"해안포";"Береговая артиллерия";"Coastal artillery";"岸​防​炮";"Coastal artillery";"Pháo phòng thủ bờ biển";;
"structures/dummy_naval_base_1";"Coastal artillery";"Artillerie côtière";"Artiglieria costiera";"Küstenartillerie";"Artillería costera";"Береговая артиллерия";"Artyleria nadbrzeżna";"pobřežní dělostřelectvo";"Sahil bataryası";"岸​防​炮";"沿岸砲";"Artilharia de costa";"Берегова артилерія";"Obalska artiljerija";"Coastal artillery";"해안포";"Береговая артиллерия";"Coastal artillery";"岸​防​炮";"Coastal artillery";"Pháo phòng thủ bờ biển";;
"structures/dummy_naval_base_2";"Coastal artillery";"Artillerie côtière";"Artiglieria costiera";"Küstenartillerie";"Artillería costera";"Береговая артиллерия";"Artyleria nadbrzeżna";"pobřežní dělostřelectvo";"Sahil bataryası";"岸​防​炮";"沿岸砲";"Artilharia de costa";"Берегова артилерія";"Obalska artiljerija";"Coastal artillery";"해안포";"Береговая артиллерия";"Coastal artillery";"岸​防​炮";"Coastal artillery";"Pháo phòng thủ bờ biển";;
"unic_hornet";"USS Hornet CV-8";"USS Hornet CV-8";"USS Hornet CV-8";"USS Hornet CV-8";"USS Hornet CV-8";"""Хорнет"" (CV-8)";"USS Hornet CV-8";"USS Hornet CV-8";"USS Hornet CV-8";"大​黄​蜂";"USS ホーネット CV-8";"USS Hornet CV-8";"""Хорнет"" (CV-8)";"USS Hornet CV-8";"USS Hornet (CV-8)";"USS 호넷 CV-8";"«Хорнэт» (CV-8)";"USS Hornet CV-8";"USS 大​黃​蜂​號 CV-8";"“大​黄​蜂”​号​航​空​母​舰";"USS Hornet CV-8";;
