"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"WAKEIS_03_MISSION/name";"Blitz Attack";"Attaque aérienne";"Attacco improvviso";"Blitzangriff";"Ataque Relámpago";"Разгром";"Szybki atak";"Bleskový útok";"Yıldırım Saldırısı";"闪​击​战";"電撃戦";"Ataque Relâmpago";"Розгром";"Blitz Napad";"Villámtámadás";"전격전";"Разгром";"Atac rapid";"閃​擊​戰";"闪​击​战";"Tấn công chớp nhoáng";;
"WAKEIS_03_MISSION/desc";"Destroy 6 enemy bombers before they reach Wake in the mission ""Japanese Raid"".";"Détruisez 6 bombardiers ennemis avant qu'ils n'atteignent l'île de Wake dans la mission 'Attaque Japonaise'.";"Distruggi 6 bombardieri nemici prima che raggiungano Wake nella missione ""Raid Giapponese"".";"Zerstöre in der Mission 'Japanischer Überfall' sechs feindliche Bomber, bevor sie Wake Island erreichen.";"Destruye 6 bombarderos enemigos antes de que lleguen a Wake en la misión ""Incursión Japonesa"".";"Уничтожьте 6 вражеских бомбардировщиков до того, как они достигнут Уэйка, в миссии ""Налёт японцев"".";"W misji „Japoński Najazd” zniszcz 6 wrogich bombowców nim dotrą nad wyspę Wake.";"V misi „Japonský nálet“ znič šest nepřátelských bombardérů dříve, než se dostanou k atolu Wake";"""Japon Baskını"" görevinde Wake adasına ulaşmadan önce 6 düşman bombardıman uçağını düşür.";"在​“日​军​突​袭”​任​务​中，​在​敌​军​战​斗​机​抵​达​威​克​岛​之​前​摧​毁 6 架​轰​炸​机。";"ミッション「Japanese Raid (日本軍急襲)」\tで\t敵が\tウェーク\t島に\t到達するまでに\t敵爆撃機\t6機を\t撃墜する。";"Destrói 6 bombardeiros inimigos antes que eles cheguem a wake na missão ""Raid japonês"".";"Знищте 6 ворожих бомбардувальників до того, як вони досягнуть Вейка, в місії ""Наліт японців"".";"Uništi 6 neprijateljskih bombardera pre nego što stignu do Wake-a u misiji ""Japanese Raid"".";"Semmisíts meg 6 ellenséges bombázót, mielőtt elérnék a Wake-szigetet a Japán rajtaütés küldetésben.";"""일본군의 급습"" 임무에서 6대의 적 폭격기가 웨이크 섬에 도달하기 전에 파괴하라.";"Знішчыце 6 варожых бамбардзіроўшчыкаў да таго, як яны даляцяць да вострава Уэйк, у місіі «Налёт японцаў».";"Distruge 6 bombardiere inamice înainte de a ajunge la Wake în misiunea „Raid japonez”.";"在​“日​軍​突​襲”​任​務​中，​在​敵​軍​戰​鬥​機​抵​達​威​克​島​之​前​摧​毀 6 架​轟​炸​機。";"在​“ R 军​突​袭”​任​务​中，​在​敌​军​战​斗​机​抵​达​威​克​岛​之​前​摧​毁 6 架​轰​炸​机。";"Tiêu diệt 6 máy bay ném bom địch trước khi chúng tới Wake trong nhiệm vụ ""Quân Nhật đột kích"".";;
"COS_0_MISSION/name";"Bombshell";"Bombe";"Bombardamento";"Paukenschlag";"Bomba";"Гром среди ясного неба";"Bombshell";"Děrovač";"Sürpriz Bomba";"爆​炸​性​事​件";"爆弾";"Bomba";"Грім серед ясного неба";"Bomba";"Kirobbanó siker";"폭탄";"Гром з яснага неба";"Bombardament";"爆​炸​性​事​件";"爆​炸​性​事​件";"Vỏ bom";;
"COS_0_MISSION/desc";"Damage a destroyer with machine gun fire in the mission ""Invasion of Tulagi"".";"Endommagez un contre-torpilleur par des tirs dans la mission 'Invasion de Tulagi'.";"Distruggi il cacciatorpediniere nella missione ""Invasione di Tulagi"".";"Beschädige einen Zerstörer durch Maschinengewehrfeuer in der Mission 'Invasion von Tulagi'.";"Daña un destructor con fuego de ametralladora en la misión ""Invasión de Tulagi"".";"Повредите эсминец огнем пулемётов в миссии ""Вторжение на Тулаги"".";"W misji „Inwazja na Tulagi” uszkodź niszczyciel ogniem z karabinu maszynowego.";"V misi „Invaze na Tulagi“ poškoď torpédoborec palbou z kulometů";"""Tulagi'nin işgali"" görevinde makineli tüfek ateşi ile destroyere hasar ver.";"在​“入​侵​图​拉​吉”​任​务​中，​使​用​机​枪​攻​击​驱​逐​舰。";"ミッション「Invasion of Tulagi (ツラギ\t島侵攻)」\tで\t敵駆逐艦に\t機銃掃射による\t損害を\t与える。";"Danifica um contratorpedeiro com fogo de metralhadora na missão ""Invasão de Tulagi"".";"Нанесіть пошкодження есмінцю вогнем кулеметів в місії ""Вторгнення на Тулагі"".";"Ošteti razarač paljbom iz mitraljeza u misiji ""Invazija na Tulagi"".";"Rongálj meg egy rombolót a géppuskáiddal a Tulagi megszállása küldetésben.";"""툴라기 침공"" 임무에서 기총으로 구축함에 손상을 입혀라.";"Пашкодзьце эсмінец агнём кулямётаў у місіі «Уварванне на Тулагі».";"Avariază un distrugător cu mitralierele în misiunea „Invazia lui Tulagi”.";"在​“入​侵​圖​拉​吉”​任​務​中，​使​用​機​槍​攻​擊​驅​逐​艦。";"在​“入​侵​图​拉​吉”​任​务​中，​使​用​机​枪​攻​击​驱​逐​舰。";"Sử dụng súng máy tiêu diệt một tàu khu trục trong nhiệm vụ ""Cuộc chiếm đóng Tulagi"".";;
"COS_3_MISSION/name";"Sentinel";"Sentinelle";"Sentinella";"Wächter ";"Centinela";"Страж";"Straż";"Strážce";"Koruyucu";"哨​兵";"衛兵";"Sentinela";"Страж";"Stražar";"Őrszem";"초병";"Страж";"Santinelă";"哨​兵";"哨​兵";"Lính gác";;
"COS_3_MISSION/desc";"Don't let enemy fighters destroy any bomber of your group in the mission ""Attack on Lexington"".";"Ne laissez pas les ennemis détruire ou bombarder votre groupe dans la mission 'Attaque sur Lexington'.";"Non consentire ai caccia nemici di distruggere alcun bombardiere del tuo gruppo nella missione ""Attacco alla Lexington"".";"Verhindere in der Mission 'Angriff auf Lexington', dass feindliche Jäger einen Bomber deiner Gruppe abschießen.";"No dejes que los cazas enemigos destruyan ningún bombardero de tu grupo en la misión ""Ataque al Lexington"".";"Не позвольте вражеским истребителям уничтожить даже один бомбардировщик вашей группы в миссии ""Атака на ""Лексингтон"".";"W misji „Atak na Lexington” nie pozwól myśliwcom wroga zniszczyć żadnego bombowca z twojej grupy.";"V misi „Útok na Lexington“ nedovol nepřátelským stíhačům sestřelit žádný bombardér";"""Lexington Saldırısı"" görevinde düşman savaş uçaklarının grubundan hiçbir bombardıman uçağını yok etmesine izin verme.";"在​“攻​击​‘列​克​星​敦’”​任​务​中，​不​要​让​敌​军​战​斗​机​摧​毁​己​方​任​何​轰​炸​机。";"ミッション「レキシントンへの\t攻撃」\tにおいて、\t敵の\t戦闘機が\t自軍の\t爆撃戦隊を\t撃破するのを\t阻止する";"Não deixes os caças inimigos destruir qualquer bombardeiro do teu grupo na missão ""Ataque em Lexington"".";"Не дозвольте ворожим винищувачам знищити навіть один бомбардувальник вашої групи в місії ""Атака на ""Лексінгтон"".";"Ne dopusti da neprijateljski lovci unište niti jedan bombarder iz tvoje grupe u misiji ""Napad na Leksington"".";"Akadályozd meg, hogy az ellenséges vadászrepülők akár egyetlen bombázót is lelőjenek a kötelékedből a Támadás a Lexington ellen küldetésben.";"""렉싱턴 공격"" 임무에서 적 전투기가 아군 폭격기를 단 한 대도 격추하지 못하게 막아라.";"Не дайце варожым знішчальнікам знішчыць ніводнага бамбардзіроўшчыка вашай групы ў місіі «Атака на „Лексінгтан“».";"Nu lăsa avioanele de vânătoare inamică să distrugă nici un bombardier din grupul tău în misiunea „Atac pe Lexington”.";"不​要​讓​敵​方​戰​鬥​機​在​""​攻​擊​列​星​頓​號​航​空​母​艦​""​任​務​中​摧​毀​你​所​在​小​組​中​的​轟​炸​機";"在​“攻​击​列​克​星​敦”​任​务​中，​不​要​让​敌​军​战​斗​机​摧​毁​己​方​任​何​轰​炸​机。";"Đừng để máy bay tiêm kích địch phá hủy máy bay ném bom nhóm bạn trong nhiệm vụ ""Tấn công Lexington"".";;
"COS_2_MISSION/name";"Untouchable";"Intouchable";"Intoccabile";"Unberührbar ";"Intocable";"Неприкасаемый";"Nietykalny";"Nedotknutelný";"Dokunulmaz";"不​可​触​及";"無敵";"Intocável";"Недоторканий";"Nedodirljiv";"Érinthetetlen";"불가촉";"Незачэпны";"De neatins";"不​可​觸​及";"不​可​触​及";"Bất khả xâm phạm";;
"COS_2_MISSION/desc";"Don't die in the mission ""Shōkaku Defense"".";"Ne mourrez pas dans la mission 'Défense de Shokaku'.";"Non morire nella missione ""Difesa della Shōkaku"".";"Überlebe in der Mission 'Verteidigung der Shōkaku'.";"No mueras en la misión ""Defensa del Shōkaku"".";"Пройдите миссию ""Оборона ""Сёкаку"""", ни разу не умерев.";"Nie daj się zabić w misji „Obrona Shōkaku”.";"Nezemři v misi „Obrana Šókaku“";"""Shōkaku Savunması"" görevinde ölme.";"在​“保​卫​‘翔​鹤’​号”​任​务​中​生​还。";"ミッション「翔鶴の\t防衛」\tで\t生還する";"Não morras na missão ""Defesa de Shokaku"".";"Пройдіть місію ""Оборона ""Сьокаку"", жодного разу не померши.";"Nemoj umreti u misiji ""Shōkaku Odbrana"".";"Ne halj meg a Sókaku védelme küldetésben.";"""쇼카쿠 방어"" 임무에서 피격당해 죽지 마라.";"Не дайце сябе збіць у місіі «Абарона „Сёкаку“».";"Nu muri în misiunea „Apărarea lui Shōkaku”.";"不​要​在​""​防​衛​翔​鶴​號​""​任​務​中​陣​亡";"在​“保​卫​“翔​鹤”​号”​任​务​中​生​还。";"Đừng để bị tiêu diệt trong nhiệm vụ ""Phòng thủ Shōkaku"".";;
"COS_1_MISSION/name";"Not a Victim";"N'est pas une victime";"Non una vittima";"Kein Opfer";"No una Víctima";"Не жертва";"Nie na odstrzał";"Žádná oběť";"Kurban Değil";"福​大​命​大";"犠牲者はいない";"Não é uma vítima";"Не жертва";"Nije Žrtva";"Nem áldozat";"맞는 쪽이 아니야";"Самі з зубамі";"Nu ești victimă";"福​大​命​大";"福​大​命​大";"Không phải nạn nhân";;
"COS_1_MISSION/desc";"Destroy two hostile fighters with the rear gunner in the mission ""To Scratch One Flat-Top"".";"Détruisez deux chasseurs ennemis avec la mitrailleuse arrière dans la mission ""Gratter le couvercle"".";"Distruggi due caccia nemici con la mitragliatrice posteriore nella missione ""Distruggere una portaerei"".";"Zerstöre zwei feindliche Jäger mit dem Heckschützen in der Mission 'Einen Flugzeugträger ausradieren'.";"Destruye dos cazas hostiles con el artillero trasero en la misión ""Rascar un Techo Plano"".";"Уничтожьте два враждебных истребителя при помощи заднего стрелка в миссии ""Одним меньше"".";"W misji „Zatopić lotniskowiec” zniszcz dwa myśliwce wroga ostrzałem strzelca ogonowego.";"V misi „Jedna škrábnutá letadlovka“ znič dva nepřátelské stíhače pomocí zadního střelce";"""Bir Kerede Sil"" görevinde arkadaki nişancınla iki düşman savaş uçağını düşür.";"在​“消​灭​一​艘​航​母”​任​务​中，​依​靠​后​方​机​枪​手​击​落​两​架​敌​军​战​斗​机。";"ミッション「To Scratch One Flat-Top (空母撃沈するには)」\tで\t後部銃座で\t敵戦闘機\t2機を\t撃墜する。";"Destrói dois caças hostis com o artilheiro traseiro na missão ""Para Arranhar um Flat-Top"".";"Знищте два ворожих винищувача за допомогою заднього стрільця в місії ""Одним менше"".";"Uništi dva neprijateljska lovca sa zadnjim mitraljezcom u misiji ""To Scratch One Flat-Top"".";"Semmisíts meg két ellenséges vadászrepülőt a lövészeid segítségével a Kihúzva a listáról küldetésben.";"""플랫 로프 흠집내기"" 임무에서 적 전투기 2대를 후방사수로 격추하라.";"Знішчыце два варожых знішчальнікі з дапамогай задняга стралка ў місіі «На аднаго менш».";"Distruge două avioane inamice cu trăgătorul din spate în misiunea „Cu unul mai puțin”.";"在​""​刮​傷​一​艘​航​空​母​艦​""​的​任​務​中，​以​尾​部​的​槍​炮​手​摧​毀​兩​架​敵​對​戰​鬥​機";"在​“消​灭​一​艘​航​母”​任​务​中，​依​靠​后​方​机​枪​手​击​落​两​架​敌​军​战​斗​机。";"Sử dụng xạ thủ phía sau tiêu diệt hai máy bay tiêm kích địch trong nhiệm vụ ""Tấn công tàu sân bay"".";;
"JPN_MIDWAY_M3_MISSION/name";"Eagle-Eyed";"Œil d'aigle";"Occhio di falco";"Adlerauge";"Ojos de Águila";"Глаз орла";"Orle oko";"Orlí zrak";"Şahin Göz";"火​眼​金​睛";"鷹の\t眼";"Olho de Águia";"Око орла";"Oko Sokolovo";"Sasszem";"매의 눈";"Арліны зрок";"Ochi de vultur";"鷹​眼";"火​眼​金​睛";"Mắt đại bàng";;
"JPN_MIDWAY_M3_MISSION/desc";"Find the TF-17 carrier fleet in the ""Counterattack"" mission.";"Trouvez les porte-flottes de tip TF-17 dans la mission 'Contre-attaque'.";"Trova la flotta portaerei della TF-17 nella missione ""Contrattacco"".";"Finden Sie Einsatzgruppe 17 in der Mission 'Gegenangriff'.";"Encuentra a la flota de portaaviones TF-17 en la misión ""Contraataque"".";"Найдите авианосный флот TF-17 в миссии ""Контрудар"".";"W misji „Kontratak” znajdź 17 Zespół Operacyjny lotniskowców.";"V misi „Protiútok“ najdi flotilu letadlových lodí TF-17";"""Karşı Saldırı"" görevinde TF-17 uçak gemisi filosunu bul.";"在​“反​攻”​任​务​中，​找​到​第 17 特​混​舰​队。";"ミッション「飛龍攻撃隊の\t反撃」\tで、\tTF-１７空母を\t発見する";"Encontra a frota de porta-aviões TF-17 na missão ""Contra-ataque"".";"Знайдіть авіаносний флот TF-17 в місії ""Контрудар"".";"Nađi TF-17 flotu nosača u misiji ""Kontranapad"".";"Találd meg a 17. alkalmi harci kötelék flottáját az Ellentámadás küldetésben.";"""반격"" 임무에서 TF-17 항공모함 함대를 발견하라.";"Знайдзіце авіяносны флот TF-17 у місіі «Контрудар».";"Găsește flota de portavioane a Forței Operaționale 17 în misiunea „Contraatac”.";"在​""​反​擊​""​任​務​中，​找​到 TF-17 航​空​母​艦​艦​隊";"在​“反​攻”​任​务​中，​找​到​第 17 特​混​舰​队。";"Tìm hạm đội tàu sân bay TF-17 trong nhiệm vụ ""Phản công"".";;
"JPN_MIDWAY_M1_MISSION/name";"Hedgehopper";"Vol en rase-motte";"Volo radente";"Tiefflieger ";"Saltamontes";"На бреющем полёте";"Tuż nad ziemią";"Nízko nad zemí";"Alçak Uçuş Pilotu ";"低​空​扫​射";"低空飛行";"Hedgehopper";"На бриючому польоті";"Brišući letač";"Mélyrepülő";"신참 조종사";"Прыземны палёт";"Zbor la sol";"低​空​掠​過";"低​空​扫​射";"Bay sát đất";;
