"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"MF_stopConvoy";"You failed to stop the convoy";"Vous avez échoué à arrêter le convoi";"Non hai fermato il convoglio.";"Du hast es nicht geschafft, den Konvoi aufzuhalten.";"No has logrado detener al convoy";"Вам не удалось остановить конвой";"Nie udało Ci się zatrzymać konwoju.";"Nepodařilo se vám zastavit konvoj";"Konvoyu durdurmayı başaramadın";"拦​截​护​航​队​行​动​失​败";"敵の\t護衛輸送団を\t阻止出来ませんでした";"Não conseguis-te parar o comboio";"Вам не вдалося зупинити конвой";"Niste uspeli da zaustavite konvoj";"Nem sikerült megállítanod a konvojt";"수송대를 저지하지 못했습니다.";"Вам не ўдалося спыніць канвой";"Nu ai reușit să oprești convoiul.";"攔​截​護​航​隊​行​動​失​敗";"拦​截​护​航​队​行​动​失​败";"Bạn đã thất bại trong việc ngăn chặn đoàn hộ tống";;
"MF_catamaranKilled";"You destroyed the catamaran with hostages still on board";"Vous avez détruit le catamaran avec des otages encore à bord";"Hai distrutto il catamarano con gli ostaggi ancora a bordo.";"Du hast den Katamaran zerstört, während die Geiseln noch an Bord waren.";"Has destruido el catamarán todavía con rehenes a bordo.";"Вы уничтожили катамаран с заложниками на борту";"Zniszczyłeś katamaran z zakładnikami na pokładzie.";"Zničil jsi katamarán s rukojmími na palubě";"Katamaranı içindeki rehinelerle birlikte imha ettin";"人​质​还​未​救​出，​你​就​摧​毁​了​双​体​船";"まだ\t人質が\t乗っている\t双胴船を\t撃破しました";"Destruíste o catamarã com reféns a bordo";"Ви знищили катамаран із заручниками на борту";"Uništili ste katamaran na kom su bili taoci";"A túszokkal együtt semmisítetted meg a katamaránt";"인질들이 타고 있는 쌍동선을 파괴하였습니다.";"Вы знішчылі катамаран з закладнікамі на борце";"Ai distrus catamaranul cu ostaticii încă la bord.";"人​質​還​未​救​出，​你​就​摧​毀​了​雙​體​船";"人​质​还​未​救​出，​你​就​摧​毁​了​双​体​船";"Bạn đã phá hủy cánh tàu khi con tin vẫn còn trên tàu";;
"MF_Base_Destroyed2";"You failed to protect the base";"Vous n'avez pas réussi à protéger la base";"Non hai protetto la base.";"Du hast es nicht geschafft die Basis zu verteidigen.";"No has logrado proteger la base";"Вы не смогли защитить базу";"Nie udało Ci się obronić bazy";"Nepodařilo se vám ochránit základnu";"Üssü korumayı başaramadın";"未​能​保​护​好​基​地";"基地の\t防衛に\t失敗しました";"Falhaste em proteger a base";"Ви не змогли захистити базу";"Niste uspeli da odbranite bazu";"Nem sikerült megvédened a bázist";"기지 방어에 실패했습니다.";"Вам не ўдалося абараніць базу";"Ai eșuat să protejezi baza.";"未​能​保​護​好​基​地";"未​能​保​护​好​基​地";"Bạn đã thất bại trong việc bảo vệ căn cứ";;
"MF_bombers_reach_tgt";"Too many enemy bombers have reached their targets";"Trop d'ennemis bombardiers ont atteint leurs cibles";"Troppi bombardieri nemici hanno raggiunto i loro bersagli.";"Zu viele der feindlichen Bomber haben ihre Ziele erreicht.";"Demasiados bombarderos enemigos han alcanzado sus objetivos";"Слишком много бомбардировщиков достигло своих целей";"Zbyt wiele wrogich bombowców dotarło do celu.";"K cíli se dostalo příliš mnoho bombardérů";"Çok fazla düşman bombardıman uçağı hedefine ulaştı";"已​有​太​多​敌​方​轰​炸​机​抵​达​了​目​标​位​置";"多数の\t敵爆撃機が\tターゲットに\t到達しました";"Muitos bombardeiros inimigos atingiram os seus alvos";"Занадто багато бомбардувальників досягло своїх цілей";"Previše neprijateljskih bombardera je došlo do svojih meta";"Túl sok ellenséges bombázó érte el célpontját";"너무 많은 수의 적 폭격기가 목적지에 도달했습니다.";"Зашмат бамбардзіроўшчыкаў дасягнула цэлі";"Prea multe bombardiere inamice au ajuns la țintele lor.";"已​有​太​多​敵​方​轟​炸​機​抵​達​了​目​標​位​置";"已​有​太​多​敌​方​轰​炸​机​抵​达​了​目​标​位​置";"Quá nhiều máy bay ném bom đối phương đã đến được mục tiêu của họ";;
"MF_bombers_escaped";"The bombers escaped";"Les bombardiers se sont sauvés";"I bombardieri sono fuggiti.";"Die Bomber sind entkommen.";"Los bombarderos han escapado.";"Бомбардировщики смогли оторваться";"Bombowce uciekły.";"Bombardéry unikly";"Bombardıman uçakları kaçtı";"轰​炸​机​逃​掉​了";"爆撃機は\t逃亡しました";"Os bombardeiros escaparam";"Бомбардувальники змогли відірватися";"Bombarderi su pobegli";"A bombázók elmenekültek";"폭격기들이 빠져나갔습니다.";"Бамбардзіроўшчыкам удалося адарвацца";"Bombardierele au scăpat.";"轟​炸​機​逃​掉​了";"轰​炸​机​逃​掉​了";"Máy bay ném bom đã trốn thoát";;
"MF_ijn_destroyed";"Imperial Japanese Navy's 1st Air Fleet carrier was totally destroyed";"Le transporteur de la première flotte aérienne de la Marine Impériale Japonaise a été totalement détruit";"La 1° portaerei della flotta Imperiale Giapponese è stata totalmente distrutta.";"Der Flugzeugräger der 1. Trägerflotte der Kaiserlich Japanischen Marine wurde völlig zerstört.";"El portaaviones de la Primera Flota Aérea de la Armada Imperial Japonesa fue totalmente destruido";"Авианосец Первого императорского флота Японии был полностью уничтожен";"Lotniskowiec Pierwszej Floty Powietrznej Cesarskiej Japońskiej Marynarki Wojennej został całkowicie zniszczony";"1. letecká flotila Japonského císařského námořnictva byla úplně zničena";"Birinci Japon İmparatorluk Donanma Filosu Uçak gemisi tamamen yok edildi";"日​本​帝​国​海​军​第​一​航​空​舰​队​全​军​覆​没";"大日本帝国海軍の\t第一航空艦隊の\t空母は\t破壊されました";"1º porta-aviões da Marinha Imperial Japonesa foi totalmente destruído";"Авіаносець Першого імператорського флоту Японії був повністю знищений";"1. Avionosač Japanske Imperijalne Vojno-Morske Flote je potpuno uništen";"A Japán Császári Haditengerészet 1. légi flottájának repülőgép-hordozója megsemmisült";"일본 해군 제1항모전단이 모두 격침되었습니다.";"Авіяносец Першага Імператарскага флоту Японіі быў цалкам знішчаны";"Portavionul Flotei Întâi Aeriene a Marinei Imperiale Japoneze a fost complet distrus.";"日​本​帝​國​海​軍​一​航​戰​全​軍​覆​沒";" R 国​帝​国​海​军​第​一​航​空​舰​队​全​军​覆​没";"Hạm đội tàu sân bay hải quân số 1 Nhật Bản đã bị tiêu diệt hoàn toàn";;
"MF_bombers_die";"Too many bombers have been shot down";"Trop de bombardiers ont été descendus";"Troppi bombardieri sono stati abbattuti.";"Es wurden zu viele Bomber abgeschossen.";"Demasiados bombarderos han sido derribados";"Слишком много бомбардировщиков было сбито";"Zestrzelono zbyt wiele bombowców.";"Bylo sestřeleno příliš mnoho bombardérů";"Çok sayıda düşman bombardıman uçağı düşürüldü";"已​有​太​多​轰​炸​机​被​击​落";"爆撃機の\t大多数を\t撃墜されたようです";"Muitos bombardeiros foram abatidos";"Занадто багато бомбардувальників було збито";"Previše bombardera je oboreno";"Túl sok bombázó semmisült meg";"너무 많은 폭격기가 격추당했습니다.";"Зашмат бамбардзіроўшчыкаў было збіта";"Prea multe bombardiere au fost doborâte.";"已​有​太​多​轟​炸​機​被​擊​落";"已​有​太​多​轰​炸​机​被​击​落";"Quá nhiều máy bay ném bom đã bị bắn hạ";;
"MF_yorktown_died";"You failed to protect Yorktown from enemy attacks";"Vous avez échoué dans la protection du Yorktown";"Non hai protetto la Yorktown dagli attacchi nemici.";"Du hast es nicht geschafft, die Yorktown vor feindlichen Angriffen zu beschützen.";"No has logrado proteger al Yorktown de los ataques enemigos";"Вы не смогли защитить ""Йорктаун"" от вражеских атак";"Nie udało ci się obronić lotniskowca Yorktown przed wrogiem";"Nepodařilo se vám ochránit Yorktown před nepřátelskými útoky";"Yorktown'u düşman saldırılarından korumayı başaramadın";"未​能​保​护​好​“约​克​城”​号";"ヨークタウンを\t敵の\t攻撃から\t守れませんでした";"Falhou em proteger o Yorktown de ataques inimigos";"Ви не змогли захистити ""Йорктаун"" від ворожих атак";"Niste uspeli da odbranite Yorktown od neprijateljskih napada";"Nem sikerült megvédened a USS Yorktown repülőgép-hordozót";"요크타운을 적의 공격으로부터 보호하지 못했습니다.";"Вам не ўдалося абараніць «Ёрктаўн» ад варожых атак";"Nu ai reușit să protejezi Yorktown de atacurile inamice.";"未​能​保​護​好 約​克​城 號";"未​能​保​护​好​“约​克​城”​号";"Bạn đã thất bại trong việc bảo vệ Yorktown khỏi các cuộc tấn công của đối phương";;
"MF_hornet_died";"You failed to protect Hornet from enemy attacks";"Vous avez échoué dans la protection du Hornet";"Non hai protetto la Hornet dagli attacchi nemici.";"Du hast es nicht geschafft, die Hornet vor feindlichen Angriffen zu beschützen.";"No has logrado proteger al Hornet de los ataques enemigos";"Вы не смогли защитить ""Хорнет"" от вражеских атак";"Nie udało ci się obronić lotniskowca Hornet przed wrogiem";"Nepodařilo se vám ochránit Hornet před nepřátelskými útoky";"Hornet'i düşman saldırılarından korumada başarısız oldun";"未​能​保​护​好​“大​黄​蜂”​号";"ホーネットを\t敵の\t攻撃から\t守れませんでした";"Falhou em proteger a Hornet de ataques inimigos";"Ви не змогли захистити ""Хорнет"" від ворожих атак";"Niste uspeli da odbranite Hornet od neprijateljskih napada";"Nem sikerült megvédened a USS Hornet repülőgép-hordozót";"호넷을 적의 공격으로부터 보호하지 못했습니다.";"Вам не ўдалося абараніць «Хорнэт» ад варожых атак";"Nu ai reușit să protejezi Hornet de atacurile inamice.";"未​能​保​護​好 大​黃​蜂 號";"未​能​保​护​好​“大​黄​蜂”​号";"Bạn đã thất bại trong việc bảo vệ Hornet khỏi các cuộc tấn công của đối phương";;
"MF_enterprise_died";"You failed to protect Enterprise from enemy attacks";"Vous avez échoué dans la protection de l'Enterprise";"Non hai protetto la Enterprise dagli attacchi nemici.";"Du hast es nicht geschafft, die Enterprise vor feindlichen Angriffen zu beschützen.";"No has logrado proteger al Enterprise de los ataques enemigos";"Вы не смогли защитить ""Энтерпрайз"" от вражеских атак";"Nie udało ci się obronić lotniskowca Enterprise przed wrogiem.";"Nepodařilo se vám ochránit Enterprise před nepřátelskými útoky";"Enterprise'ı düşman saldırılarından korumada başarısız oldun";"未​能​保​护​好​“企​业”​号";"エンタープライズを\t敵の\t攻撃から\t守れませんでした";"Falhaste em proteger a Enterprise dos ataques inimigos";"Ви не змогли захистити ""Ентерпрайз"" від ворожих атак";"Niste uspeli da odbranite Enterprajz od neprijateljskih napada";"Nem sikerült megvédened a USS Enterprise repülőgép-hordozót";"엔터프라이즈를 적의 공격으로부터 보호하지 못했습니다.";"Вам не ўдалося абараніць «Энтэрпрайз» ад варожых атак";"Nu ai reușit să protejezi Enterprise de atacurile inamice.";"未​能​保​護​好 企​業 號";"未​能​保​护​好​“企​业”​号";"Bạn đã thất bại trong việc bảo vệ Enterprise khỏi các cuộc tấn công của đối phương";;
"MF_shokaku_died";"You failed to protect Shōkaku from enemy attacks";"Vous avez échoué dans la protection du Shokaku des attaques ennemis";"Non sei stato in grado di proteggere la Shōkaku dagli attacchi nemici";"Du hast es nicht geschafft, die Shōkaku vor feindlichen Angriffen zu beschützen.";"No has logrado proteger al Shōkaku de los ataques enemigos";"Вы не смогли защитить ""Сёкаку"" от вражеских атак";"Nie udało ci się obronić Shōkaku przed wrogiem.";"Nepodařilo se vám ochránit Šókaku před nepřátelskými útoky";"Shōkaku'yu düşman saldırılarından korumada başarısız oldun";"未​能​保​护​好​“翔​鹤”​号";"翔鶴を\t敵の\t攻撃から\t守れませんでした";"Falhou em proteger Shokaku de ataques inimigos";"Ви не змогли захистити ""Сьокаку"" від ворожих атак";"Niste uspeli da odbranite Shōkaku od neprijateljskih napada";"Nem sikerült megvédened a Sókaku repülőgép-hordozót";"쇼카쿠를 적의 공격으로부터 보호하지 못했습니다.";"Вам не ўдалося абараніць «Сёкаку» ад варожых атак";"Nu ai reușit să protejezi Shōkaku de atacurile inamice.";"未​能​保​護​好 翔​鶴 號";"未​能​保​护​好​【航​空​母​舰​】";"Bạn đã thất bại trong việc bảo vệ Shōkaku khỏi các cuộc tấn công của đối phương";;
"MF_bombers_alive";"You failed to destroy enough enemy bombers";"Vous n'avez pas réussi à détruire suffisamment de bombardiers ennemis";"Non sei stato in grado di distruggere un numero sufficiente di bombardieri nemici";"Du hast es nicht geschafft, genügend feindliche Bomber zu zerstören.";"No has logrado destruir suficientes bombarderos enemigos";"Вы не смогли уничтожить достаточное количество вражеских бомбардировщиков";"Nie udało ci się zniszczyć dostatecznej liczby wrogich bombowców.";"Nepodařilo se vám zničit dostatek nepřátelských bombardérů";"Yeterli sayıda bombardıman uçağı imha etmeyi başaramadın";"未​能​摧​毁​足​够​多​敌​方​轰​炸​机";"敵の\t爆撃機を\t十分に\t撃破しきれませんでした";"Não conseguiste destruir bombardeiros inimigos suficientes";"Ви не змогли знищити достатню кількість ворожих бомбардувальників";"Niste uspeli da uništite neprijateljske bombardere";"Túl kevés ellenséges bombázót semmisítettél meg";"적 폭격기를 충분히 격추하는 데 실패하였습니다.";"Вам не ўдалося збіць дастатковую колькасць варожых бамбардзіроўшчыкаў";"Nu ai reușit să distrugi suficiente bombardiere inamice.";"未​能​摧​毀​足​夠​多​敵​方​轟​炸​機";"未​能​摧​毁​足​够​多​敌​方​轰​炸​机";"Bạn đã thất bại trong việc tiêu diệt đủ số lượng máy bay ném bom của địch";;
"MF_bombing_fail";"Bombing was unsuccessful.";"Le bombardement a été un échec.";"Il bombardamento non ha avuto successo";"Der Bombenangriff war erfolglos.";"El bombardeo no tuvo éxito.";"Бомбардировка прошла неудачно.";"Bombardowanie nie powiodło się.";"Bombardování bylo neúspěšné";"Bombardıman başarısız.";"轰​炸​失​败";"爆撃は\t失敗しました";"O bombardeamento foi mal sucedido.";"Бомбардування пройшло невдало.";"Bombardovanje nije uspelo.";"A bombázás sikertelen volt";"폭격에 실패했습니다.";"Бамбардзіроўка не ўдалася.";"Bombardamentul a eșuat.";"轟​炸​失​敗";"轰​炸​失​败";"Vụ đánh bom không thành công.";;
"MF_assault_fail";"Attack was unsuccessful.";"L'attaque a été un échec.";"L'attacco non ha avuto successo.";"Der Angriff war erfolglos.";"El ataque no tuvo éxito.";"Атака прошла неудачно.";"Atak się nie powiódł.";"Útok byl neúspěšný";"Saldırı başarısız.";"攻​击​失​败";"攻撃は\t失敗しました";"O ataque foi mal sucedido.";"Атака пройшла невдало.";"Napad nije bio uspešan.";"A támadás sikertelen volt";"공격에 실패했습니다.";"Атака не ўдалася.";"Atacul a eșuat.";"攻​擊​失​敗";"攻​击​失​败";"Cuộc tấn công không thành công.";;
