"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"multiplayer/sessionSettings";"Session Settings";"Paramètres de Session";"Impostazioni Sessione";"Sitzungs-Einstellungen";"Configuración de la Sesión";"Параметры игры";"Ustawienia sesji";"Nastavení střetnutí";"Oturum Ayarları";"游​戏​设​置";"セッションの\t設定";"Configurações de sessão";"Параметри гри";"Podešavanja za sesiju";"Játszma beállításai";"세션 설정";"Параметры гульні";"Setări sesiune";"遊​戲​設​置";"游​戏​设​置";"Thông số trận chiến";;
"multiplayer/playerDetails";"Player Details";"Détails du joueur";"Dettagli giocatore";"Spielerdaten";"Detalles de Jugadores";"Информация об игроке";"Szczegóły";"Detaily hráče";"Oyuncu Detayları";"玩​家​资​料";"プレイヤーの\t詳細";"Detalhes do jogador";"Інформація про гравця";"Detalji Igrača";"Játékos adatlapja";"참가자 정보";"Звесткі пра гульца";"Detalii jucător";"玩​家​資​料";"玩​家​资​料";"Thông tin người chơi";;
"multiplayer/gameStartsIn";"Battle Starts In";"La bataille commence dans";"La battaglia inizia tra";"Schlacht beginnt in";"La Batalla Comienza En";"Игра начнется через";"Bitwa zaczyna się za";"Bitva začíná za";"Savaş şu süre içerisinde başlayacak:";"战​斗​开​始​倒​计​时";"戦闘開始まであと";"Batalha Começa em";"Гра почнеться через";"Borba počinje za";"A kezdésig";"전투 시작까지";"Бой пачнецца праз";"Lupta începe în";"戰​鬥​開​始​倒​計​時";"战​斗​开​始​倒​计​时";"Trận chiến bắt đầu trong";;
"multiplayer/place";"Place";"Place";"Posizione";"Platz";"Lugar";"Место";"Miejsce";"Místo";"Yer";"排​名";"順位";"Lugar";"Місце";"Mesto";"Helyezés";"순위";"Месца";"Loc";"排​名";"排​名";"Hạng";;
"multiplayer/place/to_other";"To other";"Aux autres";"Altro";"Zum anderen";"A otro";"Остальным";"Do innych";"Na ostatní";"Diğerlerine";"其​他";"他へ";"Para outro";"Решті";"To other";"Másoknak";"다른사람에게";"Астатнім";"La alții";"其​他";"其​他";"Tới người khác";;
"multiplayer/clan_place";"Squadron's Place";"Place de l’escadron";"Posizione Squadriglia";"Kampfgruppenplatz";"Lugar del Escuadrón";"Место полка";"Miejsce Dywizjonu";"Umístění svazu";"Filo Sırası";"联​队​排​名";"部隊の\t順位";"Lugar do Esquadrão";"Місце полку";"Squadron's Place";"Század helyezése";"비행대 순위";"Месца палка";"Loc companie";"聯​隊​排​名";"联​队​排​名";"Hạng Quân đoàn";;
"multiplayer/place_in_clan_leaderboard";"Player's place in the Squadron";"Place du joueur dans l’escadron";"Posizione Giocatore in Squadriglia";"Des Spielers Platz ind er Kampfgruppe";"Lugar del jugador en el Escuadrón";"Место игрока в полку";"Miejsce Gracza w Dywizjonie";"Hráčova pozice ve svazu";"Oyuncu'nun Filo'daki sırası";"联​队​内​部​排​名";"部隊での\t順位";"Lugar do jogador no Esquadrão";"Місце гравця в полку";"Player's place in the Squadron";"Helyezés a században";"비행대 내 플레이어의 순위";"Месца гульца ў палку";"Loc jucător în companie";"聯​隊​內​部​排​名";"联​队​内​部​排​名";"Hạng người chơi trong Quân đoàn";;
"multiplayer/name";"Player";"Joueur";"Giocatore";"Spieler";"Jugador";"Игрок";"Gracz";"Hráč";"Oyuncu";"玩​家";"プレイヤー";"Jogador";"Гравець";"Igrač";"Játékosnév";"이름";"Гулец";"Jucător";"玩​家";"玩​家";"Người chơi";;
"multiplayer/game_host";"Game Creator";"Hôte de la partie";"Host del gioco";"Sitzungsleiter";"Host de la Partida";"Создатель сессии";"Host gry";"Hostitel";"Oyun yaratıcısı";"游​戏​主​机";"ゲームクリエイター";"Anfitrião do jogo";"Творець сесії";"Kreator igre";"Létrehozó";"방장";"Стваральнік сеанса";"Creator partidă";"遊​戲​主​機";"游​戏​主​机";"Chủ phòng";;
"multiplayer/kills";"Kills";"Tués";"Uccisioni";"Abschüsse";"Bajas";"Уничтожено";"Zabici";"Zničeno";"Öldürülen";"歼​敌​数​量";"撃墜/撃破数";"Mortes";"Знищено";"Ubistava";"Ölések";"격파";"Знішчыў";"Uciși";"殲​敵​數​量";"歼​敌​数​量";"Tiêu diệt";;
"multiplayer/hitRatio";"Efficiency";"Efficacité";"Efficienza";"Effizienz";"Eficiencia";"Эффективность";"Wydajność";"Efektivita";"Verimlilik";"射​击​效​率";"撃墜/撃破率";"Eficiência";"Ефективність";"Efikasnost";"Hatékonyság";"효율";"Эфектыўнасць";"Eficiență";"射​擊​效​率";"射​击​效​率";"Hiệu quả";;
"multiplayer/score";"Mission Score";"Score de Mission";"Punteggio Missione";"Missionspunkte";"Puntuación de Misión";"Очки миссии";"Wynik Misji";"Skóre mise";"Görev Puanı";"任​务​得​分";"ミッションスコア";"Pontos de Missão";"Очки місії";"Rezultat";"Mission Score";"임무 점수";"Очки миссии";"Mission Score";"任​务​得​分";"分​数";"Điểm nhiệm vụ";;
"multiplayer/mission_score";"Mission Score earned in battles";"Score de Mission obtenu dans les batailles";"Punti Missione guadagnati nelle battaglie";"In Schlachten verdiente Missionspunkte";"Puntuación de Misión obtenida en batallas";"Заработано очков миссии в битвах";"Wynik uzyskany w bitwach";"Skóre mise získané v bitvách";"Savaşta elde edilen Görev Puanları";"战​局​得​分";"バトルで\t獲得した\tミッションスコア";"Pontuação de Missão obtida em batalhas";"Зароблено очок місії у битвах";"Mission Score earned in battles";"Csatákban szerzett küldetéspontszám.";"전투를 통해 얻은 임무 점수";"Зароблена ачкоў місіі ў бітвах";"Mission Score earned in battles";"戰​局​得​分";"Mission Score earned in battles";"Điểm nhiệm vụ được kiếm được trong trận chiến";;
"multiplayer/mission_wp_earned";"€ gained in battles";"€ gagnés dans les batailles";"€ guadagnati nelle battaglie";"€ in Schlachten gewonnen";"€ ganados en batallas";"Заработано € в битвах";"€ zdobyte w bitwie";"€ získaných v bitvách";"Savaşta kazanılan € ";"€ 收​益";"バトルで\t獲得した€";"€ ganhos em batalhas";"Зароблено € у битвах";"€ gained in battles";"€-t kerestél a csatákban";"€ 전투에서 얻음";"Зароблена € у бітвах";"€ gained in battles";"€ 收​益";"€ gained in battles";"€ kiếm được trong trận chiến";;
"multiplayer/total_score";"Mission Score earned by all players in all battles";"Score de Mission obtenu par tous les joueurs dans les batailles";"Punti Missione ottenuti da tutti i giocatori in tutte le battaglie";"Missionspunkte, die von allen Spielern in allen Kämpfen erzielt wurden";"Puntuación de Misión obtenida por todos los jugadores en todas las batallas";"Заработано очков миссии всеми игроками во всех битвах";"Łączny wynik wszystkich graczy we wszystkich bitwach";"Skóre mise získané všemi hráči ve všech bitvách";"Savaşta bütün oyuncular tarafından elde edilen Görev Puanları";"所​有​玩​家​全​部​模​式​下​得​分";"全\tプレイヤーが\tバトルで\t獲得した\tミッションスコア";"Pontuação de Missão obtida por todos os jogadores em todas as batalhas";"Зароблено очок місії всіма гравцями у всіх битвах";"Mission Score earned by all players in all battles";"Az összes játékos által az összes csatában szerzett küldetéspontszám";"모든 플레이어들이 전투를 통해 얻은 총 임무 점수";"Зароблена ачкоў місіі ўсімі гульцамі ва ўсіх бітвах";"Mission Score earned by all players in all battles";"所​有​玩​家​全​部​模​式​下​得​分";"Mission Score earned by all players in all battles";"Số điểm nhiệm vụ được tất cả người chơi kiếm được trong tất cả các trận chiến";;
"multiplayer/commander_activity";"Commander activity";"Activité du commandant";"Attività del Comandante";"Aktivität des Kommandanten";"Actividad del comandante";"Активность командира";"Aktywność dowódcy";"Aktivita velitele";"Komutan aktivitesi";"指​挥​官​活​跃​度";"指揮官の\tアクティビティ";"Atividade do Comandante";"Активність командира";"Commander activity";"Parancsnoki aktivitás";"지휘관 활동";"Актыўнасць камандзіра";"Commander activity";"指​揮​官​活​躍​度";"Commander activity";"Hoạt động của chỉ huy";;
"multiplayer/each_player_victories";"Victories";"Victoires";"Vittorie";"Siege";"Victorias";"Побед";"Zwycięstwa";"Vítězství";"Zaferler";"胜​利​场​次";"勝利数";"Vitórias";"Перемог";"Pobeda";"Győzelmek";"승리";"Перамог";"Victorii";"勝​利​場​次";"胜​利​场​次";"Số trận thắng";;
"multiplayer/each_player_session";"Battles";"Batailles";"Battaglie";"Schlachten";"Batallas";"Битв";"Bitwy";"Bitvy";"Savaşlar";"任​务​总​数";"バトル";"Batalhas";"Битв";"Borbi";"Csaták";"참가한 전투 횟수";"Баёў";"Bătălii";"任​務​總​數";"任​务​总​数";"Trận chiến";;
"multiplayer/each_player_fastlap";"Fastest lap";"Meilleur tour";"Giro più veloce";"Schnellste Runde";"Vuelta más rápida";"Быстрейший круг";"Najszybsze okrążenie";"Nejrychlejší kolo";"En hızlı tur";"最​快​单​圈";"最速\tラップ";"Volta mais rápida";"Найшвидше коло";"Najbrži krug";"Leggyorsabb kör";"최단 시간";"Час найхутчэйшага круга";"Cea mai bună tură";"最​快​單​圈";"最​快​单​圈";"Vòng đua nhanh nhất";;
"multiplayer/victories_battles";"Victories/Battles Ratio";"Ratio de victoires/batailles";"Ratio di vittorie/battaglie";"Siege-zu-Schlachten-Verhältnis";"Ratio de Victorias/Combates";"Соотношение побед к боям";"Współczynnik zwycięstw/bitew";"Poměr vítězství / bitev";"Zafer/Savaş oranı";"作​战​胜​率";"勝利/バトル\t率";"Relação Batalhas/Vitórias";"Співвідношення перемог до боїв.";"Odnos pobede/bitke";"Győzelmi arány";"승리 횟수/총 전투 횟수 비율";"Стасунак перамог да баёў.";"Raport victorii/bătălii";"作​戰​勝​率";"作​战​胜​率";"Tỷ lệ trận thắng / trận chiến";;
"multiplayer/flyouts";"Respawns";"Réapparitions";"Rigenerazioni";"Einstiege";"Reapariciones";"Возрождений";"Odrodzenia";"Nasazení";"Tekrar doğmalar";"重​生";"リスポーン";"Respawns";"Відродження";"Povratci u igru";"Belépések";"출격 횟수";"Адраджэнняў";"Reintrări";"重​生";"重​生";"Hồi sinh";;
"multiplayer/deaths";"Deaths";"Morts";"Morti";"Verluste";"Muertes";"Смертей";"Zgony";"Smrti";"Ölümler";"死​亡​次​数";"被撃墜/被撃破";"Mortes";"Смертей";"Pogibije";"Halálok";"피격";"Загінуў";"Ucis";"死​亡​次​數";"死​亡​次​数";"Bị tiêu diệt";;
"multiplayer/squad";"Squads";"Escadrons";"Squadre";"Staffeln";"Escuadrones";"Отряды";"Oddziały";"Skupiny";"Mangalar";"小​队";"分隊";"Esquadrões";"Загони";"Odredi";"Osztagok";"편대";"Звязы";"Detașamente";"小​隊";"小​队";"Biên đội";;
"multiplayer/air_kills";"Air Targets Destroyed";"Cibles aériennes détruites";"Obiettivi aerei distrutti";"Zerstörte Luftziele";"Objetivos Aéreos Destruidos";"Уничтожено воздушных целей";"Zniszczone samoloty";"Zničená letadla";"Yok edilen hava hedefleri";"空​中​目​标​击​坠​数";"撃墜した\t飛行目標";"Alvos aéreos destruídos";"Знищено повітряних цілей";"Uništene vazdušne mete";"Megsemmisített légi célpontok";"파괴한 공중 목표";"Знішчыў паветраных цэляў";"Ținte aeriene distruse";"空​中​目​標​擊​墜​數";"空​中​目​标​击​坠​数";"Tiêu diệt mục tiêu trên không";;
"multiplayer/ufo_kills";"Universal Combat Units Destroyed";"Unités de Combat Universelles détruites";"Unità di Combattimento Distrutte";"Universal Combat Units Zerstört";"Unidades de Combate Universal Destruidas";"Уничтожено универсальных боевых единиц";"Zniszczone Uniwersalne Jednostki Bojowe";"Univerzální bojové jednotky zničeny";"Yok Edilmiş Genel Muharebe Birimleri";"通​用​战​斗​单​位​摧​毁​数";"全ての\t戦闘可能な\t兵器が\t破壊されました";"Unidades de Combate universais destruídas";"Знищено універсальних бойових одиниць";"Universal Combat Units Destroyed";"Megsemmisített többcélú harci egység";"다목적 전투개체 파괴됨";"Знішчана ўніверсальных баявых адзінак";"Unități de luptă universale distruse";"通​用​戰​鬥​單​位​摧​毀​數";"通​用​战​斗​单​位​摧​毁​数";"Đơn vị Chiến đấu Đa dụng đã bị phá hủy";;
"multiplayer/air_kills_ai";"Air Targets Destroyed (AI)";"Cibles aériennes détruites (IA)";"Bersagli Aerei Distrutti (IA)";"Zerstörte Luftziele (KI)";"Objetivos Aéreos Destruidos (IA)";"Уничтожено воздушных целей (ИИ)";"Zniszczone cele powietrzne (SI)";"Zničené letadla (AI)";"Hava Hedefleri Yok Edildi (Bilgisayar)";"空​中​目​标​击​坠​数​（AI）";"撃墜した\t飛行目標(AI)";"Aeronaves Destruídas (AI)";"Знищено повітряних цілей (ШІ)";"Uništene vazdušne mete (AI)";"Megsemmisített légi célpontok (MI)";"파괴한 공중 목표 (AI)";"Знішчыў паветраных цэляў (AI)";"Ținte aeriene distruse (IA)";"空​中​目​標​擊​墜​數​（AI）";"空​中​目​标​击​坠​数​（AI）";"Tiêu diệt mục tiêu trên không (Ai)";;
"multiplayer/ground_kills";"Ground Targets Destroyed";"Cibles terrestres détruites";"Obiettivi di terra distrutti";"Zerstörte Bodenziele";"Objetivos Terrestres Destruidos";"Уничтожено наземных целей";"Zniszczone cele naziemne";"Zničené pozemní jednotky";"Yok edilen yer hedefleri";"地​面​单​位​摧​毁​数";"撃破した\t地上\tターゲット";"Alvos terrestres destruídos";"Знищено наземних цілей";"Uništene kopnene mete";"Megsemmisített földi célpontok";"파괴한 지상 목표";"Знішчыў наземных цэляў";"Ținte terestre distruse";"地​面​單​位​摧​毀​數";"地​面​单​位​摧​毁​数";"Tiêu diệt mục tiêu mặt đất";;
"MENU_MULT_LANG_CUTTING_START";;;;;;;;;;;;;;;;;;;;;;"";
"multiplayer/naval_damage";"Damage To Naval Targets";"Dégâts sur cibles navales";"Danni ai bersagli navali";"Schaden an Seezielen";"Daño a Objetivos Navales";"Повреждения морских целей";"Obrażenia zadawane celom nawodnym";"Poškození námořních cílů";"Donanma Hedeflerine Verilen Hasar";"水​面​单​位​伤​害​量";"海上目標への\tダメージ";"Dano a Alvos Navais";"Пошкодження морських цілей";"Damage To Naval Targets";"Okozott kár haditengerészeti célpontoknak";"해상 목표에 입힌 피해";"Пашкоджанні марскіх цэляў";"Distrugeri efectuate navelor";"水​面​單​位​傷​害​量";"水​面​单​位​伤​害​量";"Hư hại cho mục tiêu Hải quân";;
"multiplayer/ground_kills_ai";"Ground Targets Destroyed (AI)";"Cibles au sol détruites (IA)";"Bersagli Terrestri Distrutti (IA)";"Zerstörte Bodenziele (KI)";"Objetivos Terrestres Destruidos (IA)";"Уничтожено наземных целей (ИИ)";"Zniszczone cele naziemne (SI)";"Zničené pozemní jednotky (AI)";"Yer Hedefleri Yok Edildi (Bilgisayar)";"地​面​单​位​摧​毁​数​（AI）";"撃破した\t地上\tターゲット (AI)";"Alvos Terrestres Destruídos (AI)";"Знищено наземних цілей (ШІ)";"Uništene kopnene mete (AI)";"Megsemmisített földi célpontok (MI)";"파괴한 지상 목표 (AI)";"Знішчыў наземных цэляў (AI)";"Ținte terestre distruse (IA)";"地​面​單​位​摧​毀​數​（AI）";"地​面​单​位​摧​毁​数​（AI）";"Tiêu diệt mục tiêu mặt đất (Ai)";;
"multiplayer/naval_kills";"Naval Targets Destroyed";"Cibles navales détruites";"Bersagli Navali Distrutti";"Zerstörte Seeziele";"Objetivos Navales Destruidos";"Уничтожено морских целей";"Zniszczone cele nawodne";"Zničená plavidla";"Deniz Hedefleri Yok Edildi";"水​面​单​位​摧​毁​数";"撃破した\t海上目標";"Alvos Navais Destruídos";"Знищено морських цілей";"Uništene pomorske mete";"Megsemmisített vízi célpontok";"해상 목표 격침";"Знішчыў надводных цэляў";"Ținte navale distruse";"水​面​單​位​摧​毀​數";"海​上​目​标​击​毁​数";"Mục tiêu Hải quân bị phá hủy";;
"multiplayer/naval_kills_ai";"Naval Targets Destroyed (AI)";"Cibles navales détruites (IA)";"Bersagli Navali Distrutti (IA)";"Zerstörte Seeziele (KI)";"Objetivos Navales Destruidos (IA)";"Уничтожено морских целей (ИИ)";"Zniszczone cele nawodne (SI)";"Zničená plavidla (AI)";"Deniz Hedefleri Yok Edildi (YZ)";"水​面​单​位​摧​毁​数​（AI）";"撃破した\t海上目標 (Ai)";"Alvos Navais Destruídos (AI)";"Знищено морських цілей (АІ)";"Uništene pomorske mete (AI)";"Megsemmisített vízi célpontok (MI)";"해상 목표 격침 (AI)";"Знішчыў надводных цэляў (AI)";"Ținte navale distruse (IA)";"水​面​單​位​摧​毀​數​（AI）";"水​面​单​位​摧​毁​数​（AI）";"Mục tiêu Hải quân bị phá hủy (AI)";;
"multiplayer/total_kills_ai";"Targets Destroyed (AI)";"Cible détruites (IA)";"Bersagli Distrutti (IA)";"Zerstörte Ziele (KI)";"Objetivos Destruidos (IA)";"Уничтожено целей (ИИ)";"Zniszczone cele (SI)";"Zničené cíle (AI)";"Hedefler Yok Edildi (YZ)";"目​标​摧​毁​数​（AI）";"目標破壊 (AI)";"Alvos destruídos (AI)";"Знищено цілей (АІ)";"Uništene mete (AI)";"Megsemmisített célpontok (MI)";"파괴한 목표 (Ai)";"Знішчыў цэляў (AI)";"Ținte distruse (IA)";"目​標​摧​毀​數​（AI）";"目​标​摧​毁​数​（AI）";"Mục tiêu bị phá hủy (AI)";;
"multiplayer/target_hits";"Hits";"Coups";"Colpi";"Treffer";"Impactos";"Попаданий";"Trafienia";"Zásahy";"Hasarlar";"命​中​次​数";"ヒット";"Acertos";"Попадань";"Pogodaka";"Találatok";"명중";"Траплянняў";"Lovituri";"命​中​次​數";"命​中​次​数";"Trúng";;
"multiplayer/assists";"Enemy Kill Assist";"Assistance de destruction d'adversaire";"Assist Nemico Eliminato";"Abschusshilfe";"Asistencia para Matar Enemigos";"Помощь в уничтожении противника";"Asysty";"Asistence při ničení nepřátel";"Asistler";"协​助​摧​毁​敌​方​单​位";"キルアシスト";"Assitência na morte de inimigo";"Допомога у знищенні противника";"Asistencija pri obaranju";"Asszisztálások";"격파 도움";"Падмога ў знішчэнні";"Asistare ucidere inamici";"協​助​摧​毀​敵​方​單​位";"协​助​摧​毁​敌​方​单​位";"Hỗ trợ tiêu diệt đối phương";;
"multiplayer/severe_damage";"Severe Damage";"Dégâts importants";"Danno Critico";"Schwerer Schaden";"Daños Graves";"Фатальные повреждения";"Poważne uszkodzenia";"Vážné poškození";"Ciddi hasar";"重​创​目​标";"シビアダメージ";"Dano Crítico";"Фатальні пошкодження";"Severe Damage";"Súlyos sérülés";"심각한 손상";"Фатальныя пашкоджанні";"Severe Damage";"重​創​目​標";"Severe Damage";"Thiệt hại nghiêm trọng";;
"multiplayer/scout_kills";"Personally Scouted Targets Destroyed";"Cibles détruites que vous avez repéré";"Obiettivi Avvistati personalmente Distrutti";"Persönlich aufgeklärte Ziele zerstört";"Objetivos Localizados Personalmente Destruidos";"Уничтожено разведанных игроком целей";"Zniszczone cele wykryte przez gracza";"Zničené osobně odhalené cíle";"Şahsen Keşfedilmiş Hedefler Yok Edildi";"侦​察​目​标​被​摧​毁​数";"単独で\t偵察していた\t標的が\t破壊された";"Alvos pessoalmente identificados destruídos";"Знищено розвіданих гравцем цілей";"Personally Scouted Targets Destroyed";"Személyesen felderített célpontok megsemmisítve";"정찰한 목표 중 파괴된 목표의 수";"Знішчыў уласна выведаных цэляў";"Ținte distruse reperate personal";"偵​察​目​標​被​摧​毀​數";"侦​察​目​标​被​摧​毁​数";"Mục tiêu được trinh sát đã bị phá hủy";;
