"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"events/squad_is_too_big";"Your squad size is too big for this event ({squadSize}).
Maximum team size is: {maxTeamSize}";"La taille de votre escouade est trop grande pour cet événement ({squadSize}).
La taille maximale de l'équipe est de : {maxTeamSize}";"La tua squadra è troppo grande per questo evento ({squadSize}).
Il numero massimo è di: {maxTeamSize}";"Deine Staffel ist zu groß für dieses Ereignis ({squadSize}).
Maximale Staffelgröße: {maxTeamSize}";"El tamaño de tu escuadrón es muy grande para este evento ({squadSize}).
El tamaño máximo del equipo es: {maxTeamSize}";"Ваш отряд слишком многочислен для данного события ({squadSize}).
Максимальный размер команды: {maxTeamSize}";"Liczebność twojego oddziału ({squadSize}) jest zbyt duża, aby wziąć udział w tym wydarzeniu.
Maksymalna liczba członków to: {maxTeamSize}.";"Tvá skupina ({squadSize}) je příliš velká pro tento Event
Maximální velikost skupiny je {maxTeamSize}";"Manga boyutu bu etkinlik için çok büyülk: ({squadSize}). 
En büyük manga boyutu: {maxTeamSize}";"当​前​小​队​有 {squadSize} 名​玩​家，​超​出​了​该​行​动​允​许​的​组​队​上​限​（{maxTeamSize}）。";"あなたの\t分隊の\t人数がこの\tイベントの\t最大人数 ({squadSize}) を\t超えています。\t最大人数は {maxTeamSize} です。";"O tamanho da sua equipe é muito grande para este evento ({squadSize}).
O tamanho máximo é de {maxTeamSize}.";"Ваш загін занадто численний для цієї події ({squadSize}).
Максимальний розмір команди: {maxTeamSize}";"Tvoj sastav je prevelik za ovaj dogadjaj ({squadSize}).
Maksimum igrača u sastavu je: {maxTeamSize}";"Az osztagod mérete ({squadSize} fő) túl nagy ehhez az eseményhez.
A maximális osztagméret {maxTeamSize} fő.";"({squadSize}) 이벤트에 참가하기에 편대원 수가 너무 많습니다.
최대 허용 편대원 수: {maxTeamSize}";"Ваш атрад занадта вялікі для гэтай падзеі ({squadSize}).
Максімальны памер каманды: {maxTeamSize}";"Dimensiunea detașamentului este prea mare pentru acest eveniment ({squadSize}).
Numărul maxim este de: {maxTeamSize}";"當​前​小​隊​有 {squadSize} 名​玩​家，​超​出​了​該​行​動​允​許​的​組​隊​上​限​（{maxTeamSize}）。";"当​前​小​队​有 {squadSize} 名​玩​家，​超​出​了​该​行​动​允​许​的​组​队​上​限​（{maxTeamSize}）。";"Tổ đội của bạn quá nhiều cho sự kiện này ({squadSize})
Số người tối đa cho tổ đội: {maxTeamSize}";;
"events/squads_disabled";"Joining a squad is not available for this event.";"Rejoindre une escouade n'est pas possible pour cet événement.";"Non è possibile unirsi ad una squadra in questo evento.";"Dieses Ereignis ist für Staffeln nicht verfügbar.";"Unirse a un escuadrón no está disponible para este evento.";"В данном событии нельзя участвовать будучи в составе отряда.";"Oddziały nie mogą brać udziału w tym wydarzeniu.";"V tomto Eventu není připojení do skupiny k dispozici";"Bu etkinlikte bir mangaya katılamazsınız.";"该​行​动​不​允​许​组​队​参​与。";"この\tイベントには\t分隊では\t参加できません。";"A entrada em equipe não está disponível para este evento.";"У цій події не можна брати участь перебуваючі у складі ланки.";"Odred nije dozvoljen za ovaj dogadjaj.";"Osztagok nem vehetnek részt ezen az eseményen.";"이 이벤트는 편대 구성을 한 채로 입장할 수 없습니다.";"У гэтай падзеі нельга браць удзел у складзе атрада.";"Crearea unui detașament cu este permisă în acest eveniment.";"該​行​動​不​允​許​組​隊​參​與。";"该​行​动​不​允​许​组​队​参​与。";"Sự kiện không hỗ trợ chơi tổ đội";;
"events/no_selected_country";"Select a country from the participant list.";"Sélectionnez un pays dans la liste des participants.";"Il Paese selezionato non prende parte a questo evento";"Die ausgewählte Nation nimmt an diesem Ereignis nicht teil.";"Selecciona un país de la lista.";"Выберите страну, указанную в списке участвующих.";"Wybierz kraj z listy uczestników.";"Vyber si zemi ze seznamu";"Katılımcı listesinden bir ülke seçin.";"请​选​择​参​与​了​该​军​事​行​动​的​国​家";"参加者\tリストから\t国を\t選択してください。";"O país selecionado não participa neste evento";"Виберіть країну, вказану в списку тих, що беруть участь.";"Izaberi državu sa liste učesnika.";"A kiválasztott nemzet nem vehet részt az eseményen.";"선택 가능 국가 목록에 있는 국가를 선택하세요.";"Выберыце дзяржаву са спіса ўдзельнікаў.";"Selectează o țară din lista de participare.";"請​選​擇​參​與​了​該​軍​事​行​動​的​國​家";"请​选​择​参​与​了​该​军​事​行​动​的​国​家";"Hãy chọn 1 quốc gia trong danh sách.";;
"events/no_allowed_crafts";"Select one of allowed vehicles.";"Sélectionnez un des véhicules autorisés.";"Nessuna unità consentita selezionata.";"Du hast kein zugelassenes Fahrzeug ausgewählt.";"Seleccione uno de los vehículos permitidos.";"Выберите один из допущенных видов техники.";"Nie wybrano dozwolonego pojazdu";"Vyber jeden z povolených strojů";"İzin verilen araçlardan birini seçin.";"请​选​择​符​合​要​求​的​载​具​型​号";"使用可能な\t機体から\t1機を\t選んで\t下さい。";"Nenhuma veículo permitida foi selecionada";"Виберіть один з допустимих видів техніки.";"Izaberi jedno od dozvoljenih vozila.";"A kiválasztott jármű nem vehet részt az eseményen.";"사용 가능한 장비 중에서 선택해주세요.";"Выберыце адну з дазволеных машын.";"Selectează un vehicul acceptat.";"請​選​擇​符​合​要​求​的​載​具​型​號";"请​选​择​符​合​要​求​的​载​具​型​号";"Chọn 1 trong các phương tiện cho phép.";;
"events/no_required_crafts";"Missing one of required vehicles";"Un des véhicules requis est manquant";"Manca uno delle unità richieste";"Ein erforderliches Fahrzeug fehlt";"No se encuentra uno de los vehículos requeridos.";"Отсутствует требуемый вид техники";"Brakuje jednej z wymaganych maszyn.";"V sestavě nemáš potřebný stroj";"Gerekli araçlardan biri eksik";"缺​少​符​合​要​求​的​载​具​型​号。";"必要機体の\t1機が\t不足しています。";"Um dos veículos requeridos está em falta";"Відсутній необхідний вид техніки.";"Nedostaje jedno od potrebnih vozila.";"Hiányzik az egyik szükséges jármű";"필요한 장비 중 하나가 없습니다";"Няма патрабаванай машыны";"Lipsește un vehicul din cele necesare";"缺​少​符​合​要​求​的​載​具​型​號。";"缺​少​符​合​要​求​的​载​具​型​号。";"Thiếu một trong những phương tiện cần thiết.";;
"events/empty_slotbar";"Put a vehicle in at least one crew slot.";"Placez un véhicule dans au moins un emplacement d'équipage.";"Metti almeno una unità in un equipaggio.";"Wähle mindestens ein Fahrzeug für einen Besatzungsplatz.";"Pon un vehículo en al menos una ranura de la tripulación.";"Установите технику хотя бы в один слот экипажа.";"Wybierz maszynę przynajmniej dla jednej załogi.";"Přiřaď stroj aspoň jedné osádce";"En az bir mürettebat slotuna araç koy.";"必​须​为​一​个​乘​员​组​分​配​载​具";"最低一つの\t搭乗員\tスロットに\t兵器を\t追加する。";"Colocar um veículo em pelo menos um slot de tripulação.";"Встановіть техніку хоча б в один слот екіпажу.";"Stavite vozilo na barem jedan slot posade.";"Válassz egy járművet legalább egy legénységi helyre.";"최소 1개의 승무원 슬롯에 장비를 배치하십시오.";"Усталюйце тэхніку хаця б у адзін слот экіпажа.";"Put a vehicle in at least one crew slot.";"必​須​為​一​個​乘​員​組​分​配​載​具";"必​须​为​一​个​乘​员​组​分​配​载​具。";"Đưa phương tiện vào ít nhất một ô kíp lái.";;
"events/empty_crew";"Select a crew slot that is not empty.";"Sélectionnez un emplacement d'équipage qui n'est pas vide.";"Seleziona un equipaggio che non sia vuoto.";"Wähle einen freien Besatzungsplatz.";"Selecciona una ranura de tripulación que no esté vacía.";"Выберите не пустой слот экипажа.";"Wybierz załogę, do której przypisano maszynę.";"Vyber osádku, která je obsazená.";"Boş olmayan bir mürettebat slotu seç.";"请​选​择​已​分​配​载​具​的​乘​员​组";"空ではない\t搭乗員\tスロットを\t選択する。";"Selecionar um slot de tripulação que não esteja vazio.";"Оберіть не порожній слот екіпажу.";"Odaberite slot posade koji nije prazan.";"Válassz egy legénységi helyet, ami nem üres.";"비어있지 않은 승무원 슬롯을 선택해 주십시오.";"Абярыце не пусты слот экіпажа.";"Select a crew slot that is not empty.";"請​選​擇​已​分​配​載​具​的​乘​員​組";"请​选​择​已​分​配​载​具​的​乘​员​组。";"Chọn một ô kíp lái đã có phương tiện.";;
"events/specialRequirements";"To participate, you need at least one vehicle in the hangar";"Pour participer, vous devez au moins avoir un véhicule dans le hangar";"Per partecipare, devi avere almeno una unità nell'hangar";"Um teilzunehmen, benötigst du mindestens ein Fahrzeug in deinem Deck";"Para participar, necesitas al menos un vehículo en el hangar";"Для участия необходима хотя бы одна единица техники в ангаре";"Aby wziąć udział, musisz mieć co najmniej jedną maszynę w hangarze";"K účasti potřebuješ alespoň jeden stroj na základně";"Katılmak için hangarda en az bir aracınızın olması gerekli";"必​须​在​出​击​队​列​中​准​备​至​少​一​台​载​具​才​能​参​加";"参加するには、\t格納庫に\t最低\t1機以上の\t機体が\t必要です。";"Para participar, você precisa pelo menos um veículo no hangar";"Для участі необхідна хоча б одна техніка в ангарі";"Da bi učestvovao, potrebno ti je barem jedno vozilo u hangaru";"A részvételhez szükséged van legalább egy járműre a hangárban";"참여를 위해 격납고에 적어도 한 대 이상 필요한 장비";"Для ўдзелу патрэбна хаця б адна машына ў слотах экіпажаў";"Pentru a participa, trebuie să existe cel puțin un vehicul în hangar";"必​須​在​出​擊​隊​列​中​準​備​至​少​一​台​載​具​才​能​參​加";"必​须​在​出​击​队​列​中​准​备​至​少​一​台​载​具​才​能​参​加";"Để tham gia, bạn cần ít nhất một phương tiện trong căn cứ";;
"events/no_specialRequirements";"No required vehicle in the hangar.";"Aucun véhicule requis n'est dans le hangar.";"Nessuna unità richieste nell' hangar.";"Keines der erforderten Fahrzeuge im Deck.";"Ningún vehículo de los requeridos en el hangar.";"Нет необходимой техники в ангаре.";"Brak wymaganej maszyny w hangarze.";"Žádný požadovaný stroj na základně";"Gerekli araçlardan hiçbiri hangarda yok.";"没​有​符​合​要​求​的​载​具。";"必要な\t機体が\t格納庫にありません。";"Nenhum veículo exigido no hangar.";"Немає необхідної техніки в ангарі.";"Nemate potrebno vozilo u hangaru.";"Nincs szükséges járműved a hangárban.";"격납고에 사용할 수 있는 차량이 없습니다.";"У Ангары няма прыдатнай тэхнікі.";"În hangar nu se află nici un vehicul necesar";"沒​有​符​合​要​求​的​載​具。";"没​有​符​合​要​求​的​载​具。";"Không yêu cầu phương tiện trong căn cứ.";;
"events/rank";"rank %s";"rang %s";"rango %s";"Rang %s";"rango %s";"ранг %s";"Era %s";"%s. úroveň";"rütbe %s";"%s 级";"ランク %s";"nível %s";"ранг %s";"rang %s";"%s. rang";"랭크 %s";"ранг %s";"rang %s";"（%s 級）";"%s 级";"cấp độ %s";;
"events/br";"BR %s";"BR %s";"GC %s";"BR %s";"BR %s";"БР %s";"KB %s";"BR %s";"SP %s";"权​重 %s";"BR %s";"BR %s";"БР %s";"BR %s";"BR %s";"BR %s";"БР %s";"NL %s";"權​重 %s";"权​重 %s";"BR %s";;
"events/event_disabled";"The event has ended";"L évènement est terminé";"L'evento non è ancora iniziato";"Dieses Ereignis hat geendet";"El evento ha terminado";"Событие закончилось";"Wydarzenie zakończone";"Event skončil";"Etkinlik bitti";"该​行​动​已​结​束";"イベントは\t終了しました";"O evento ainda não começou";"Подія закінчилася";"Event je završen";"Az esemény véget ért.";"이벤트가 종료되었습니다.";"Падзея скончылася";"Evenimentul s-a încheiat";"該​行​動​已​結​束";"该​行​动​已​结​束";"Sự kiện đã kết thúc";;
"events/event_not_started_yet";"The event has not started yet.";"L'événement n'a pas encore commencé.";"L'evento non è ancora iniziato.";"Das Ereignis hat noch nicht begonnen.";"El evento aún no ha empezado.";"Событие ещё не началось.";"Wydarzenie jeszcze się nie rozpoczęło.";"Event ještě nezačal";"Etkinlik henüz başlamadı.";"该​行​动​尚​不​可​用。";"イベントはまだ\t開始されていません。";"O evento ainda não começou.";"Подія ще не почалася.";"Event još nije počeo.";"Az esemény még nem kezdődött el.";"이벤트가 아직 시작되지 않았습니다.";"Падзея яшчэ не пачалася.";"Evenimentul încă nu a început.";"該​行​動​尚​未​開​始。";"该​行​动​尚​不​可​用。";"Sự kiện chưa bắt đầu.";;
"events/event_will_begin_soon";"The event will begin soon.";"L'événement commencera bientôt.";"L'evento inizierà presto.";"Die Veranstaltung beginnt bald.";"El evento comenzará pronto.";"Событие скоро начнётся.";"Wydarzenie rozpocznie się wkrótce.";"Událost začne brzy.";"Etkinlik yakında başlayacak.";"活​动​即​将​开​始。";"この\tイベントはまもなく\t始まります。";"O evento começará em breve.";"Подія незабаром розпочнеться.";"Event počinje uskoro.";"Az esemény hamarosan elkezdődik.";"이벤트가 근시일내에 진행될 예정입니다.";"Падзея хутка пачнецца.";"The event will begin soon.";"活​動​即​將​開​始。";"The event will begin soon.";"Sự kiện sẽ bắt đầu sớm.";;
"events/event_is_testing";"The event is being tested. It is hidden from regular users.";"L'événement est à l'essai. Il est caché aux utilisateurs réguliers.";"L'evento è in fase di test. È nascosto agli utenti comuni.";"Dieses Ereignis wird getestet. Es ist für normale Benutzer nicht sichtbar.";"El evento está en fase de pruebas. No es visible para los usuarios regulares.";"Событие тестируется. Оно скрыто от обычных пользователей.";"Wydarzenie w trakcie testów. Jest ukryte dla zwykłych użytkowników.";"Probíhá testování eventu, pro běžné uživatele je skryt";"Etkinlik test ediliyor. Sıradanl kullanıcılardan gizleniyor.";"该​军​事​行​动​尚​处​测​试​阶​段，​对​普​通​用​户​隐​藏";"イベントは\t現在\tテスト\t中です。\t一般\tユーザーからは\t隠されています。";"O evento está a ser testado. Ele está oculto da jogadores regulares.";"Подія тестується. Вона прихована від звичайних користувачів.";"Ovaj događaj se testira. Sakriven je od standardnih korisnika.";"Az esemény tesztelés alatt áll. A normál felhasználók elől rejtve van.";"이 이벤트는 시험 중입니다. 일반 유저들은 볼 수 없습니다.";"Адбываецца тэставанне падзеі, таму яна схаваная ад звычайных гульцоў.";"Evenimentul este testat. Este ascuns utilizatorilor obișnuiți.";"該​軍​事​行​動​尚​處​測​試​階​段，​對​普​通​用​戶​隱​藏";"该​军​事​行​动​尚​处​测​试​阶​段，​对​普​通​用​户​隐​藏";"Sự kiện đang thử nghiệm. Nó được ẩn với người chơi thường.";;
"events/event_goes";"The event is ongoing";"L'événement est en cours";"L'evento è in svolgimento";"Dieses Ereignis läuft momentan";"El evento está en curso";"Событие уже идёт";"Wydarzenie w trakcie";"Event probíhá";"Etkinlik devam ediyor";"该​行​动​正​在​进​行​中";"イベントは\t継続中です";"Evento está em andamento";"Подія вже йде";"Event je u toku";"Az esemény folyamatban van.";"이벤트 전투가 진행되고 있습니다.";"Падзея ўжо адбываецца";"Evenimentul este în desfășurare";"該​行​動​正​在​進​行​中";"该​行​动​正​在​进​行​中";"Sự kiện đang diễn ra";;
"events/event_started_at";"Started: %s ago";"A commencé il y a %s";"Iniziato: %s fa";"Hat vor %s begonnen";"Comenzó: hace %s";"Началось: %s назад";"Rozpoczęto: %s temu";"Spuštěno před %s";"Başladı: %s önce";"开​始​于：%s 前";"開始まで %s 秒";"Começou há: %s atrás";"Почалося: %s назад";"Počelo pre: %s";"Kezdés óta eltelt: %s";"%s 전 시작";"Пачалося: %s назад";"A început acum: %s";"開​始​於：%s 前";"开​始​于：%s 前";"Đã bắt đầu: %s";;
"events/event_starts_in";"Starts in: %s";"Commence dans: %s";"Inizia tra: %s";"Startet in: %s";"Comienza en: %s";"Начнётся через: %s";"Rozpoczyna się za: %s";"Začíná za %s";"%s içinde başlıyor";"开​始​时​间：%s";"開始時間: %s";"Inicío em: %s";"Почнеться через: %s";"Počinje za: %s";"Kezdésig: %s";"시작까지: %s";"Пачнецца праз: %s";"Începe: %s";"開​始​時​間：%s";"开​始​时​间：%s";"Bắt đầu: %s";;
"events/event_ends_in";"Ends in: %s";"Se termine dans: %s";"Termina tra: %s";"Endet in: %s";"Termina en: %s";"Закончится через: %s";"Kończy się za: %s";"Končí za %s";"%s içinde bitiyor ";"结​束​时​间：%s";"終了時間: %s";"Termina em: %s";"Закінчиться через: %s";"Završava se za: %s";"Véget érésig: %s";"남은 시간: %s";"Скончыцца праз: %s";"Sfârșește: %s";"結​束​時​間：%s";"结​束​时​间：%s";"Kết thúc: %s";;
"events/featured_event";"Featured event:";"Événement vedette:";"Eventi in primo piano:";"Präsentiertes Ereignis:";"Evento destacado:";"Рекомендуемое событие:";"Wyróżnione wydarzenie:";"Doporučený Event:";"Öne çıkan etkinlik:";"推​荐​行​动：";"注目の\tイベント：";"Evento em destaque:";"Рекомендована подія:";"Istaknut event:";"Kiemelt esemény:";"지정된 이벤트 전투:";"Прапанавая падзея:";"Eveniment recomandat:";"推​薦​行​動：";"推​荐​行​动：";"Sự kiện nổi bật:";;
"events/historical_common_desc";"The battles take place in a historical location. The vehicles list is limited to the vehicles that indeed fought in that period.";"Les batailles ont lieu sur l'emplacement historique. La liste des véhicules est limitée aux véhicules qui ont en effet combattu pendant cette période.";"Le battaglie si svolgono su ambientazioni storiche. La lista delle unità è limitata a quelli che combatterono durante quel periodo.";"Die Schlachten werden an historischen Einsatzorten ausgetragen und die Liste der verfügbaren Fahrzeuge ist auf Modelle der entsprechenden Periode beschränkt.";"Las batallas tienen lugar en un escenario histórico. La lista de vehículos está limitado a los vehículos que se enfrentaron en este período.";"Бои происходят на исторической локации, выбор техники ограничен списком той техники, которая действительно принимала участие в сражениях того периода.";"Bitwy odbywają się w historycznym miejscu. Lista pojazdów obejmuje tylko te, które walczyły w tym okresie.";"Bitvy se odehrávají v historických lokacích. Seznam strojů je omezen na typy, které skutečně bojovaly v daném období";"Savaşlar tarihi mekanlarda yer alıyor. Araçlar listesi gerçekten de o dönemde savaşmış araçlar ile sınırlıdır.";"该​军​事​行​动​将​依​照​史​实​限​制​参​与​载​具​型​号";"この\t戦闘は\t史実の\t場所で\t行われます。\t機体\tリストは、\t当時実際に\t参戦した\t機体に\t限定されています。";"A batalha acontece em um local histórico  Lista de aviões se limitam à aeronave que realmente lutou nesse período.";"Бої відбуваються в історичному місці. Вибір техніки обмежений списком тієї техніки, яка справді воювала в той період.";"Borbe se odvijaju na istorijskoj lokaciji. Lista vozila je ograničena na vozila koja se se zaista borila u tom periodu.";"A csata egy történelmi helyszínen zajlik. A járművek listája korlátozva van azokra, melyek valóban harcoltak ebben az időszakban.";"실제로 전투가 벌어졌던 곳을 배경으로 하며 그 당시 사용된 장비들만 사용가능합니다.";"Баі адбываюцца на гістарычных месцах. Выбар тэхнікі абмежаваны той, якая сапраўды брала ўдзел у баях таго перыяду.";"Luptele au loc într-un loc istoric. Lista de vehicule este limitată la vehiculele care într-adevăr au luptat în acea perioadă.";"該​軍​事​行​動​將​依​照​史​實​限​制​參​與​載​具​型​號";"该​军​事​行​动​将​依​照​要​求​限​制​参​与​载​具​型​号";"Các trận chiến diễn ra trên vị trí lịch sử. Danh sách phương tiện được giới hạn dựa trên các phương tiện chiến đấu thực tế trong khoảng thời gian đó.";;
"events/hb_with_all_countries";"Realistic Battles mission with all countries taking part in it.";"Batailles Réalistes (connues précédemment comme Batailles Historiques) avec tous les pays qui y ont pris part.";"Le Battaglie Realistiche (conosciute in precedenza come Battaglie Storiche) sono missioni con tutte le nazioni che ne parteciparono.";"Realistische Schlachten, an denen alle Nationen teilnehmen können.";"Misión de Batallas Realistas con todos los países tomando parte.";"Сражение по правилам Реалистичных боёв, в котором принимают участие все страны.";"Bitwy realistyczne (znane wcześniej jako Bitwy Historyczne) - misje, w których udział biorą wszystkie państwa.";"Realistické bitvy za účasti všech národů";"Tüm ülkelerin yer aldığı Gerçekçi Muharebeler.";"历​史​性​能，​不​限​制​国​家";"全ての\t国が\t参加する「リアリスティックバトル」\tミッション。";"Missão de Batalhas Realistas com todas as nações a participarem.";"Битва за правилами Реалістичних боїв, в якій бере участь техніка усіх країн.";"Misija realnih bitaka u kojoj učestvuju sve zemlje.";"Realisztikus csaták, melyekben bármelyik nemzet részt vehet.";"모든 국가가 등장하는 리얼리스틱 전투";"Рэалістычныя баі — місіі, у якіх бяруць удзел усе дзяржавы.";"Misiune cu lupte realiste cu participarea tuturor țărilor în ea.";"歷​史​性​能，​不​限​制​國​家";"历​史​性​能，​不​限​制​国​家";"Chế độ Thực tế có nhiệm vụ dành cho tất cả các quốc gia tham gia.";;
