"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"yn1/error/8002233F";"New update is available. Please update the game via the launcher.";"Nouvelle mise à jour disponible. Veuillez mettre à jour le jeu à partir de l'interface de lancement.";"È disponibile un nuovo aggiornamento. Aggiorna il gioco tramite il launcher.";"Neues Update verfügbar. Bitte das Spiel über den Launcher aktualisieren.";"Hay una nueva actualización disponible. Por favor, actualiza el juego a través del lanzador.";"Доступно обновление. Используйте программу запуска для его загрузки.";"Dostępna jest nowa aktualizacja. Zaktualizuj grę za pomocą programu startowego.";"K dispozici je nová aktualizace, aktualizuj hru pomocí Launcheru";"Yeni güncelleme mevcut. Lütfen başlatıcı aracılığıyla oyunu güncelle.";"有​更​新​可​用。​请​通​过​启​动​器​更​新​游​戏。";"最新版があります。\tランチャーで\tゲームを\t更新して\t下さい。";"Nova atualização está disponível. Por favor, atualize o jogo através do launcher.";"Доступне оновлення. Використовуйте програму запуску для його завантаження.";"Novo ažuriranje je dostupno. Molimo vas ažurirajte igru preko launchera.";"Elérhető egy új frissítés. Kérlek, frissítsd a játékot az indítópulton keresztül.";"새로운 업데이트가 나왔습니다. 런처를 통해 게임을 업데이트 하십시오.";"Абнаўленне даступнае. Скарыстайце лаўнчар, каб яго спампаваць.";"Este disponibilă o actualizare nouă. Actualizează jocul prin intermediul lansatorului.";"有​更​新​可​用。​請​通​過​啟​動​器​更​新​遊​戲。";"有​更​新​可​用。​请​通​过​启​动​器​更​新​游​戏。";"Bản cập nhật mới, bạn có thể cập nhật tại launcher game.";;
"yn1/error/80022B07";"Game was not activated for your account.";"Le jeu n'a pas été activé pour votre compte.";"Gioco non attivato per il tuo account.";"Das Spiel wurde für dein Konto nicht aktiviert.";"El juego no se ha activado en tu cuenta.";"Игра не активирована для вашей учетной записи.";"Gra nie została aktywowana dla twojego konta.";"Hra nebyla pro tvůj účet aktivována";"Hesabın için oyun etkinleştirilmedi.";"账​户​尚​未​激​活。";"あなたの\tアカウントでは\tゲームは\t有効ではありませんでした。";"Jogo não foi ativado para sua conta.";"Гра не активована для вашого облікового запису.";"Igra nije aktivirana za vaš nalog.";"A játék nincs aktiválva a felhasználói fiókodhoz!";"귀하의 계정이 활성화 되지 않아 게임을 실행할 수 없습니다.";"Гульня не актывавана для вашага акаўнту.";"Jocul nu a fost activat pentru acest cont.";"帳​戶​尚​未​啟​動。";"账​户​尚​未​激​活。";"Tài khoản của bạn chưa kích hoạt trò chơi.";;
"yn1/error/8002A201";"Server is unavailable. Please see server status on a warthunder.com.";"Les serveurs sont en maintenance. Reportez vous au site officiel pour plus d'informations.";"Server non disponibile. Verifica la disponibilità del server su warthunder.com.";"Server nicht verfügbar. Weitere Informationen zum Serverstatus auf warthunder.com";"El servidor no está disponible. Consulta el estado del servidor en warthunder.com.";"Сервер недоступен. Проверьте состояние сервера на официальном сайте - warthunder.com.";"Serwer jest niedostępny. Sprawdź harmonogram prac na warthunder.com.";"Server není k dispozici, více informací nalezneš na oficiálním fóru";"Sunucuya erişilemiyor. Lütfen warthunder.com/tr adresinden sunucu durumuna bak.";"服​务​器​不​可​用。​请​查​看​官​网​上​的​时​间​表。";"サーバーは\t使用できません。\t
フォーラムで\tサーバーの\tスケジュールを\t確認して\t下さい。";"O servidor não está disponível. Por favor, veja o status do servidor em warthunder.com.";"Сервер недоступний. Будь ласка, перегляньте статус сервера на warthunder.com.";"Server nije dostupan. Proverite status servera na www.warthunder.com.";"A szerver nem elérhető. Kérlek, nézd meg a szerver állapotát a warthunder.com weboldalon.";"서버에 접속할 수 없습니다. warthunder.com에서 서버 일정을 확인하십시오.";"Сервер недаступны. Праверце стан сервера на афіцыйным вэб-сайце — warthunder.com.";"Serverul nu este disponibil. Verifică starea serverului pe pagina warthunder.com";"伺​服​器​不​可​用。​請​查​看​官​網​上​的​公​告。";"服​务​器​不​可​用。​请​查​看​官​网​上​的​时​间​表。";"Máy chủ bảo trì, xin vui lòng cập nhật thông tin chi tiết tại trang chủ.";;
"yn1/error/8002A741";"Server is under maintenance. We are updating our game and making it better. Please see server status on warthunder.com.";"Les serveurs sont en maintenance. Vous pouvez consulter le statut des serveurs sur warthunder.com.";"Il server è in manutenzione. Stiamo migliorando il gioco. Consulta le notizie del server sul warthunder.com.";"Serverwartung: Wir spielen gerade eine verbesserte Version von War Thunder auf. Weitere Informationen findest du auf warthunder.de";"El servidor está en mantenimiento. Estamos actualizando el juego y mejorándolo. Consulta el estado del servidor en warthunder.com.";"Сервер находится на обслуживании. В настоящий момент мы обновляем игру и делаем ее лучше. Проверьте состояние сервера на официальном сайте - warthunder.com.";"Serwer jest w trakcie prac konserwacyjnych. Aktualizujemy grę w celu jej usprawnienia. Sprawdź status serwera na warthunder.com/pl.";"Probíhá údržba serveru, více informací nalezneš na oficiálním fóru";"Sunucu bakımı yapılıyor. Oyunu daha iyi hale getirmek için güncelliyoruz. warhunder.com/tr üzerinden sunucu durumuna göz atabilirsiniz.";"游​戏​版​本​升​级，​服​务​器​维​护​中。​请​查​看​官​网​上​的​时​间​表。";"サーバーは\tメンテナンス\t中です。\t
フォーラムで\tサーバーの\tスケジュールを\t確認して\t下さい。";"Servidor em manutenção. Estamos atualizando o jogo para o melhorar. Por favor, acompanhe o estado do servidor em warthunder.com";"Сервер знаходиться на обслуговуванні. Перевірте стан сервера на офіційному сайті - warthunder.com.";"Server je trenutno pod održavanjem. Ažuriramo igru i činimo je boljom. Proverite status servera na www.warthunder.com.";"A szerver jelenleg karbantartás alatt áll, mely során frissítjük és jobbá tesszük a játékot. Kérlek, nézd meg a szerver állapotát a warthunder.com weboldalon.";"서버가 점검 중입니다. warthunder.com에서 서버 일정을 확인하십시오.";"Праводзіцца тэхнічнае абслугоўванне сервера. Зараз мы абнаўляем і паляпшаем гульню. Праверце стан сервера на афіцыйным вэб-сайце — warthunder.com.";"Serverul este în mentenanță. Actualizăm jocul și-l facem mai bun. Verifică starea serverului pe pagina warthunder.com";"伺​服​器​維​護​中，​請​查​看​官​網​上​的​公​告。";"游​戏​版​本​升​级，​服​务​器​维​护​中。​请​查​看​官​网​上​的​时​间​表。";"Máy chủ bảo trì. Vui lòng cập nhật thông tin chi tiết tại trang chủ.";;
"yn1/error/80022B0F";"Unable to connect to the server.";"Impossible de se connecter au serveur.";"Impossibile connettersi al server.";"Verbindung zum Server fehlgeschlagen.";"No se puede conectar con el servidor.";"Не удалось установить соединение с сервером.";"Nie można połączyć się z serwerem.";"Nelze se připojit k serveru";"Sunucu bağlantısı kurulamıyor.";"无​法​连​接​服​务​器。";"サーバーへの\t接続が\t出来ません。";"Não foi possível conectar-se ao servidor.";"Не вдалося встановити з'єднання з сервером.";"Nije moguće povezivanje sa serverom.";"Nem sikerült kapcsolódni a szerverhez!";"서버에 접속할 수 없습니다.";"Не ўдалося злучыцца з серверам.";"Nu se poate conecta la server.";"無​法​連​接​伺​服​器。";"无​法​连​接​服​务​器。";"Không thể kết nối tới máy chủ.";;
"yn1/error/80022323";"Server certificate verification error.
The system time may be set incorrectly.";"Erreur de vérification du certificat du serveur.
L'heure système est peut être déréglée.";"Errore durante la verifica del certificato del server.
L'ora di sistema potrebbe essere impostata in modo non corretto.";"Verifizierungsfehler Serverzertifikat.
Die Systemzeit ist möglicherweise falsch eingestellt.";"Error de verificación del certificado del servidor.
La hora del sistema puede estar mal ajustada.";"Ошибка проверки сертификата сервера.
Возможно, системное время установлено неправильно.";"Błąd weryfikacji certyfikatu serwera. Czas systemowy może być źle skonfigurowany.";"Chyba ověření certifikace serveru
Pravděpodobně je chybně nastaven systémový čas";"Sunucu sertifikası doğrulama hatası.
Sistem saati hatalı belirlenmiş olabilir.";"服​务​器​证​书​验​证​错​误。
操​作​系​统​的​时​间​设​置​或​许​存​在​问​题。";"サーバー\t認証確認\tエラーです。\t
システム\t時間が\t間違って\t設定されています。";"Erro de verificação de certificado de servidor. 
A hora do sistema pode estar definida incorretamente.";"Помилка перевірки сертифіката сервера.
Можливо, системний час встановлено неправильно.";"Greška pri verifikaciji sertifikata.
Mogućnost pogrešno podešenog sistemskog vremena.";"Szervertanúsítvány-ellenőrzési hiba.
Lehet, hogy a rendszeridő rosszul van beállítva.";"서버 인증에 오류가 생겼습니다. 운영체제의 시간이 잘못 설정되었는지 확인하세요.";"Памылка праверкі сертыфіката сервера.
Магчыма, на вашым камп'ютары памылкова наведзены час.";"Eroare verificare certificat server. Timpul sistemului ar putea fi setat incorect.";"伺​服​器​憑​證​驗​證​錯​誤。
作​業​系​統​的​時​間​設​置​或​許​存​在​問​題。";"服​务​器​证​书​验​证​错​误。
操​作​系​统​的​时​间​设​置​或​许​存​在​问​题。";"Lỗi chứng thực máy chủ.
Có thể do thiết lập hệ thống thời gian không chính xác.";;
"yn1/error/8002233A";"Connection to the server was lost.";"La connexion au serveur a été perdue.";"La connessione al server è stata persa.";"Verbindung zum Server unterbrochen.";"Se perdió la conexión con el servidor.";"Связь с сервером потеряна.";"Połączenie z serwerem zostało przerwane.";"Připojení k serveru bylo ztraceno";"Sunucu bağlantısı koptu.";"服​务​器​连​接​丢​失。";"サーバーとの\t接続が\t切断しました。";"Conexão com o servidor foi perdida.";"Зв'язок з сервером втрачений.";"Konekcija sa serverom je izgubljena.";"Megszakadt a kapcsolat a szerverrel.";"서버와의 연결이 끊어졌습니다.";"Злучэнне з серверам абарвалася.";"Conexiunea la server s-a pierdut.";"與​伺​服​器​失​去​連​接。";"服​务​器​连​接​丢​失。";"Kết nối tới máy chủ thất bại.";;
"yn1/error/80022322";"The server has closed the connection.";"Le serveur a fermé la connexion.";"Il server ha chiuso la connessione.";"Der Server hat die Verbindung geschlossen.";"El servidor ha cerrado la conexión.";"Сервер закрыл соединение.";"Serwer przerwał połączenie.";"Server ukončil připojení";"Sunucu bağlantıyı kapattı.";"服​务​器​端​关​闭​了​连​接。";"サーバーへの\t接続が\t終了しました。";"O servidor fechou a conexão.";"Сервер закрив з'єднання.";"Server je prekinuo konekciju.";"A szerver bontotta a kapcsolatot.";"서버가 연결을 끊었습니다.";"Сервер абарваў злучэнне.";"Serverul a închis conexiunea.";"伺​服​器​端​關​閉​了​連​接。";"服​务​器​端​关​闭​了​连​接。";"Máy chủ đang bảo trì.";;
"yn1/error/8002AA0C";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline - accedi";"Du bist offline - Melde dich zuerst an";"Estás desconectado: primero debes iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Brak połączenia - najpierw musisz się zalogować";"Jsi offline, nejdříve se přihlas";"Çevrimdışısın; önce giriş yap";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"オフラインです。\t
まず\tサインインして\t下さい";"Você está desconectado - faça login primeiro";"Ви не в мережі — спочатку залогіньтесь.";"Niste povezani - prvo se prijavite";"Offline vagy. Előbb jelentkezz be!";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"Вы не ў сетцы — спачатку ўвайдзіце ў гульню.";"Ești deconectat - conectează-te mai întâi.";"目​前​處​於​離​線​狀​態​—​—​請​先​登​入";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"Bạn đang offline - hãy đăng nhập";;
"yn1/error/80130190";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline - accedi";"Du bist offline - Melde dich zuerst an";"Usted está fuera de linea - primero debe iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Brak połączenia - najpierw musisz się zalogować";"Jsi offline, nejdříve se přihlas";"Çevrimdışısın; önce giriş yap";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"オフラインです。\t
まず\tサインインして\t下さい";"Está desconectado - inscreva-se primeiro";"Ви не в мережі — спочатку залогіньтесь.";"Niste povezani - prvo se prijavite";"Offline vagy. Előbb jelentkezz be!";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"Вы не ў сетцы — спачатку ўвайдзіце ў гульню.";"Ești deconectat - conectează-te mai întâi.";"目​前​處​於​離​線​狀​態​—​—​請​先​登​入";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"Bạn đang offline - hãy đăng nhập";;
"yn1/error/80022303";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline - accedi";"Du bist offline - Melde dich zuerst an";"Usted está fuera de linea - primero debe iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Brak połączenia - najpierw musisz się zalogować";"Jsi offline, nejdříve se přihlas";"Çevrimdışısın; önce giriş yap";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"オフラインです。\t
まず\tサインインして\t下さい";"Está desconectado - inscreva-se primeiro";"Ви не в мережі — спочатку залогіньтесь.";"Niste povezani - prvo se prijavite";"Offline vagy. Előbb jelentkezz be!";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"Вы не ў сетцы — спачатку ўвайдзіце ў гульню.";"Ești deconectat - conectează-te mai întâi.";"目​前​處​於​離​線​狀​態​—​—​請​先​登​入";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"Bạn đang offline - hãy đăng nhập";;
"yn1/error/8002232C";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline - accedi";"Du bist offline - Melde dich zuerst an";"Usted está fuera de linea - primero debe iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Brak połączenia - najpierw musisz się zalogować";"Jsi offline, nejdříve se přihlas";"Çevrimdışısın; önce giriş yap";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"オフラインです。\t
まず\tサインインして\t下さい";"Está desconectado - inscreva-se primeiro";"Ви не в мережі — спочатку залогінтесь.";"Niste povezani - prvo se prijavite";"Offline vagy. Előbb jelentkezz be!";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"Вы не ў сетцы — спачатку ўвайдзіце ў гульню.";"Ești deconectat - conectează-te mai întâi.";"目​前​處​於​離​線​狀​態​—​—​請​先​登​入";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"Bạn đang offline - hãy đăng nhập";;
"yn1/error/80022332";"You are offline - sign in first";"Vous êtes hors ligne - connectez-vous en premier";"Sei offline: esegui l'accesso";"Du bist offline - Melde dich zuerst an";"Usted está fuera de linea - primero debe iniciar sesión";"Вы не в сети — сначала залогиньтесь.";"Brak połączenia - najpierw musisz się zalogować";"Jsi offline, nejdříve se přihlas";"Çevrimdışısın; önce giriş yap";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"オフラインです。\t
まず\tサインインして\t下さい";"Está desconectado - inscreva-se primeiro";"Ви не в мережі — спочатку залогінтесь.";"Niste povezani - prvo se prijavite";"Offline vagy. Előbb jelentkezz be!";"접속이 끊어졌습니다. 먼저 로그인 해 주십시오.";"Вы не ў сетцы — спачатку ўвайдзіце ў гульню.";"Ești deconectat - conectează-te mai întâi.";"目​前​處​於​離​線​狀​態​—​—​請​先​登​入";"目​前​处​于​离​线​状​态​—​—​请​先​登​录";"Bạn đang offline - hãy đăng nhập";;
"yn1/error/8002A80C";"Unable to connect to remote host";"Impossible de se connecter à l'hôte distant";"Impossibile stabilire la connessione con l'host remoto.";"Konnte nicht mit Remote-Host verbinden";"No se puede conectar con el host remoto.";"Не удалось установить связь с удалённым хостом.";"Nie udało się połączyć ze zdalnym hostem";"Nelze se připojit ke vzdálenému hostiteli";"Uzak ana bilgisayara bağlanılamıyor";"无​法​连​接​至​远​程​主​机";"リモートホストに\t接続できません";"Não é possível conectar-se ao host remoto";"Не вдалося встановити зв'язок з віддаленим хостом.";"Neuspešno povezivanje sa serverom";"Nem sikerült kapcsolódni a távoli kiszolgálóhoz.";"원격 호스트에 연결할 수 없습니다.";"Не ўдалося злучыцца з аддаленым хастом.";"Nu se poate contacta gazda la distanță";"無​法​連​接​至​遠​端​主​機";"无​法​连​接​至​远​程​主​机";"Không thể kết nối tới máy chủ";;
