"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"modification/category/bonus/tooltip";"When researching all modifications at each tier, you will receive bonus RP for the vehicle being researched in the amount of {bonus}% of the sum of RP spent on researching all modifications of that tier.";"En recherchant toutes les modifications de chaque rang, vous recevrez des RP bonus pour le véhicule en cours de recherche à hauteur de {bonus}% de la somme de RP dépensés dans la recherche de toutes les modifications de ce rang.";"Ricercando tutte le modifiche di ciascun grado, riceverai un bonus del {bonus}% della somma di PR spesi nelle modifiche attuali che verranno aggiunti alla prossima unità attualmente in ricerca.";"Wenn alle Modifikationen auf einer Stufe erforscht wurden, bekommst du einen Forschungspunktebonus für das Fahrzeug, das zurzeit erforscht wird in der Höhe von {bonus}% von der Summe der Forschungspunkte, die auf die Erforschung aller Modifikationen der jeweiligen Modulstufe ausgegeben wurden.";"Cuando investigues todas las modificaciones de cada nivel, recibirás una bonificación de RP para el vehículo investigado del {bonus}% de la suma de RP gastados en investigar todas las modificaciones de ese nivel.";"При исследовании всех модификаций на каждой ступени вы получаете бонусные ОИ к исследуемой технике в количестве {bonus}% от суммы ОИ, потраченных на исследование всех модификаций данной ступени.";"Po wybadaniu wszystkich modyfikacji z każdego poziomu otrzymasz bonusowe punkty badań w ilości {bonus}% wszystkich punktów badań wydanych na modyfikacje danego poziomu.";"Při zkoumání všech modifikací na každé úrovni získáte bonusové RP za zkoumaný stroj ve výši {bonus}% součtu RP vynaložených na zkoumání všech modifikací dané úrovně.";"Her bir seviyede modifikasyonları araştırmayı tamamladığınızda, o seviyede kullanılan toplam araştırma puanının %{bonus} kadarını bonus araştırma puanı olarak alacaksınız.";"玩\t家\t解\t锁\t同\t等\t级\t全\t部\t改\t装\t件\t后\t可\t获\t得\t研\t发\t点\t奖\t励，\t用\t于\t研\t发\t科\t技\t树\t载\t具。\t奖\t励\t额\t度\t为\t该\t等\t级\t所\t有\t改\t装\t件\t所\t需\t研\t发\t点\t数\t量\t总\t和\t的 {bonus}%。";"各\tランクの\t改造すべてを\t研究すると、\tその\tランクのすべての\t改造に\t費やした\tリサーチポイント（RP）\tの\t合計の{bonus}%に\t相当する\tボーナスの\tリサーチポイントが、\t研究中の\t兵器に\t対して\t与えられます。";"Ao pesquisar todas as modificações em cada nível, você receberá PP bônus pelo veículo pesquisado no valor de {bonus}% da soma de PP gasto na pesquisa de todas as modificações desse nível.";"Досліджуючи всі модифікації на кожному рівні, ви отримаєте бонусні ОД на досліджувану машину в розмірі {bonus}% від суми ОД витраченої на дослідження всіх модифікацій цього рівня.";"Kada istražite sve modifikacije jednog ranga, dobićete bonus RP za vozilo koje istražujete u iznosu od {bonus}% ukupne sume RP-a potrošenog na istraživanje svih modifikacija na tom rangu.";"When researching all modifications at each tier, you will receive bonus RP for the vehicle being researched in the amount of {bonus}% of the sum of RP spent on researching all modifications of that tier.";"각 티어별 부품을 전부 연구하면, 여러분들은 연구중인 장비에 그 티어 부품 연구에 사용한 RP 합의 {bonus}%만큼의 추가적인 RP를 받을 것입니다.";"При исследовании всех модификаций на каждой ступени вы получаете бонусные ОИ к исследуемой технике в количестве {bonus}% от суммы ОИ, потраченных на исследование всех модификаций данной ступени.";"When researching all modifications at each tier, you will receive bonus RP for the vehicle being researched in the amount of {bonus}% of the sum of RP spent on researching all modifications of that tier.";"玩\t家\t解\t鎖\t同\t階\t級\t全\t部\t改\t裝\t後\t可\t獲\t得\t研\t發\t點\t獎\t勵，\t用\t於\t研\t發\t科\t技\t樹\t載\t具。 獎\t勵\t額\t度\t為\t此\t階\t級\t所\t有\t改\t裝\t零\t件\t所\t需\t研\t發\t點\t數\t量\t總\t和\t的 {bonus}%。";"When researching all modifications at each tier, you will receive bonus RP for the vehicle being researched in the amount of {bonus}% of the sum of RP spent on researching all modifications of that tier.";"Khi nghiên cứu tất cả các trang bị ở mỗi cấp, bạn sẽ nhận được RP thưởng cho phương tiện đang được nghiên cứu với số lượng {bonus}% tổng số RP chi cho việc nghiên cứu tất cả các trang bị của cấp đó.";;
"modification/tierBonus";"Bonus:";"Bonus:";"Bonus:";"Bonus:";"Bonificación:";"Бонус:";"Bonus:";"Bonus:";"Bonus:";"奖\t励：";"ボーナス：";"Bônus:";"Бонус:";"Bonus:";"Bonus:";"보너스:";"Бонус:";"Bonus:";"獎\t勵：";"Bonus:";"Thưởng:";;
"modification/bonusReceived";"Bonus received";"Bonus reçu";"Bonus ricevuto";"Bonus erhalten";"Bonificación recibida";"Бонус получен";"Otrzymany bonus";"Bonus obdržen";"Kazanılan Bonus";"已\t获\t得\t奖\t励";"ボーナスを\t獲得しました";"Bônus recebido";"Бонус отримано";"Bonus dobiven";"Bonus received";"보너스 수령됨";"Бонус атрыманы";"Bonus received";"已\t獲\t得\t獎\t勵";"Bonus received";"Thưởng nhận được";;
"modification/progressModsText";"Research of all modifications: {earnedExp} / {reqExp}";"Recherche de toutes les modifications: {earnedExp} / {reqExp}";"Ricerca tutte le modifiche: {earnedExp} / {reqExp}";"Erforschung aller Modifikationen: {earnedExp} / {reqExp}";"Investigación de todas las modificaciones: {earnedExp} / {reqExp}";"Исследование всех модификаций: {earnedExp} / {reqExp}";"Badanie wszystkich modyfikacji: {earnedExp} / {reqExp}";"Výzkum všech modifikací: {earnedExp} / {reqExp}";"Tüm modifikasyonların araştırılması: {earnedExp} / {reqExp}";"改\t装\t件\t整\t体\t研\t发\t进\t度：\t{earnedExp} / {reqExp}";"すべての\t改造を\t研究する：\t{earnedExp} / {reqExp}";"Pesquisa de todas as modificações: {earnedExp} / {reqExp}";"Дослідження всіх модифікацій: {earnedExp} / {reqExp}";"Istraživanje svih modifikacija: {earnedExp} / {reqExp}";"Research of all modifications: {earnedExp} / {reqExp}";"모든 부품 연구 : {earnedExp} / {reqExp}";"Исследование всех модификаций: {earnedExp} / {reqExp}";"Research of all modifications: {earnedExp} / {reqExp}";"整\t體\t改\t裝\t件\t研\t發\t進\t度：\t{earnedExp} / {reqExp}";"Research of all modifications: {earnedExp} / {reqExp}";"Nghiên cứu tất cả các trang bị: {earnedExp} / {reqExp}";;
"modification/progressModsAllResearchedText";"◕ All mods researched";"◕ Toutes les modifications ont été recherchées";"◕ Tutte le modifiche sono state sbloccate";"◕ Alle Modifikationen erforscht";"◕ Todas las modificaciones investigadas";"◕ Все модификации исследованы";"◕ Zbadano wszystkie modyfikacje";"◕ Všechny modifikace vyzkoumány";"◕ Tüm modlar araştırıldı";"◕ 已\t研\t发\t所\t有\t改\t装\t件";"◕ すべての\t改造を\t研究しました";"◕ Todas as modificações foram pesquisadas";"◕ Всі модифікації досліджені";"◕ Sve su modifikacije istražene";"◕ All mods researched";"◕ 모든 부품 연구됨";"◕ Все модификации исследованы";"◕ All mods researched";"◕ 已\t研\t發\t所\t有\t改\t裝\t件";"◕ All mods researched";"◕ Mọi trang bị đã được nghiên cứu";;
"modification/f2a3_2x100lb";"Mk.41";"Mk.41";"MK.41";"Mk. 41";"Mk.41";"Mk.41";"Mk 41";"Mk.41";"Mk.41";"Mk 41 挂\t架";"Mk.41";"MK.41";"Mk.41";"Mk.41";"Mk. 41";"Mk.41";"Mk.41";"Mk 41";"Mark 41 掛\t架";"Mark 41 挂\t架";"Mk.41";;
"modification/f2a3_2x100lb/desc";"Allows the installation of 2 x 100 lb bombs.";"Permet l'installation de 2 bombes de 53 kg.";"Permette l'installazione di 2 bombe da 100lb.";"Ermöglicht die Anbringung von 2 x 100-lbs-Bomben.";"Permite la instalación de 2 bombas de 100 lb.";"Возможность установки на самолёт двух 100-фунтовых бомб.";"Pozwala na podwieszenie zestawu bomb 2 x 100 lb (2 x 45kg).";"Umožňuje nést 2× 100 lb pumu";"100 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 2 枚 100 磅\t炸\t弹。";"追加武装に\t100lb\t爆弾（53kg）\t2発が\t選択可能になります。";"Permite a instalação de 2 bombas de 100 lb.";"Можливість установки на літак двох 100-фунтових бомб.";"Omogućava instalaciju 2 bombe od 100 lb.";"Lehetővé teszi 2 darab 100 fontos bomba felszerelését.";"100 lb 폭탄 2발을 장착할 수 있게 된다.";"Дазваляе самалёту несці дзве бомбы па 100 фунтаў.";"Permite instalarea a 2 bombe de 45 kg.";"可\t攜\t帶 2 枚 100 磅\t炸\t彈。";"可\t携\t带 2 枚 100 磅\t炸\t弹。";"Trang bị bom 2 x 100 lb.";;
"modification/g50_2xSC50";"SC 50";"SC 50";"SC 50";"SC 50";"SC 50";"SC 50";"SC 50";"ETC 50/IId";"SC 50";"SC 50";"ETC 50/IId";"SC 50";"SC 50";"ETC 50/IId";"SC 50";"ETC 50/IId";"ETC 50/IId";"ETC 50/IId";"ETC 50/IId 掛\t架";"ETC 50/IId 挂\t架";"SC 50";;
"modification/g50_2xSC50/desc";"Allows the installation of 2 x 50 kg bombs.";"Permet l'installation de 2 bombes de 50 kg.";"Permette l'installazione di 2 bombe da 50 kg.";"Ermöglicht die Anbringung von 2 x 50-kg-Bomben.";"Permite la instalación de 2 bombas de 50 kg.";"Возможность установки на самолёт двух 50-кг бомб.";"Pozwala na podwieszenie zestawu bomb 2 x 50 kg.";"Umožňuje nést 2× 50 kg pumu";"50 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 2 枚 50 千\t克\t炸\t弹。";"追加武装に\t50kg\t爆弾\t2発が\t選択可能になります。";"Permite a instalação de 2 bombas de 50 kg.";"Можливість установки на літак двох 50-кг бомб.";"Omogućava instalaciju 2 bombe od 50 kg.";"Lehetővé teszi 2 darab 50 kilogrammos bomba felszerelését.";"50kg 폭탄 2발을 장착할 수 있게 된다.";"Дазваляе самалёту несці дзве бомбы па 50 кг.";"Permite instalarea a 2 bombe de 50 kg.";"可\t攜\t帶 2 枚 50 公\t斤\t炸\t彈。";"可\t携\t带 2 枚 50 千\t克\t炸\t弹。";"Trang bị bom 2 x 50 kg.";;
"modification/it50_mod";"GP50";"GP50";"GP50";"GP50";"GP50";"GP50";"MCGP50";"GP50";"GP50";"GP50";"MCGP50";"GP50";"GP50";"MCGP50";"GP50";"GP50";"MCGP50";"MCGP50";"MCGP50";"MCGP50";"GP50";;
"modification/it50_mod/desc";"Allows the installation of 50 kg bombs.";"Permet l'installation de bombes de 50 kg.";"Permette l'installazione di bombe addizionali da 50Kg.";"Ermöglicht die Anbringung von 50 kg Bomben.";"Permite la instalación de bombas de 50 kg.";"Возможность установки 50-кг бомб.";"Pozwala na podwieszenie bomb 50 kg.";"Umožňuje nést 50 kg pumy";"50 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 50 千\t克\t炸\t弹。";"50kg 爆弾が\t選択可能です。";"Permite a instalação de bombas de 50 kg.";"Можливість встановлювати бомби вагою 50 кг.";"Omogućava instalaciju bombi od 50 kg.";"Lehetővé teszi 50 kilogrammos bombák felszerelését.";"50 kg 폭탄을 장착할 수 있게 된다.";"Дазваляе самалёту несці бомбы вагой 50 кг.";"Permite instalarea unei bombe de 50 kg.";"可\t攜\t帶 50 公\t斤\t炸\t彈。";"可\t携\t带 500 千\t克\t炸\t弹。";"Trang bị bom 50 kg.";;
"modification/it100_mod";"GP100";"GP100";"GP100";"GP100";"GP100";"GP100";"MCSAP100";"GP100";"GP100";"GP100";"MCSAP100";"GP100";"GP100";"MCSAP100";"GP100";"GP100";"MCSAP100";"MCSAB100";"MCSAP100";"MCSAP100";"GP100";;
"modification/it100_mod/desc";"Allows the installation of 100 kg bombs.";"Permet l'installation de bombes de 100 kg.";"Permette l'installazione di bombe addizionali da 100Kg.";"Ermöglicht die Anbringung von 100 kg Bomben.";"Permite la instalación de bombas de 100 kg.";"Возможность установки 100-кг бомб.";"Pozwalają na podwieszenie bomb 100 kg.";"Umožňuje nést 100 kg pumy";"100 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 100 千\t克\t炸\t弹。";"100kg 爆弾を\t搭載することが\t出来ます。";"Permite a instalação de bombas de 100 kg.";"Можливість встановлювати бомби вагою 100 кг.";"Omogućava instalaciju bombi od 100 kg.";"Lehetővé teszi 100 kilogrammos bombák felszerelését.";"100 kg 폭탄을 장착할 수 있게 된다.";"Дазваляе самалёту несці бомбы вагой 100 кг.";"Permite instalarea unei bombe de 100 kg.";"可\t攜\t帶 100 公\t斤\t炸\t彈。";"可\t携\t带 100 千\t克\t炸\t弹。";"Trang bị bom 100 kg.";;
"modification/it150_mod";"GP150";"GP150";"GP150";"GP150";"GP150";"GP150";"MCAP150";"GP150";"GP150";"GP150";"MCAP150";"GP150";"GP150";"MCAP150";"GP150";"GP150";"MCAP150";"MCAB150";"MCAP150";"MCAP150";"GP150";;
"modification/it150_mod/desc";"Allows the installation of 150 kg bombs.";"Permet l'installation de bombes de 150 kg.";"Permette l'installazione di bombe da 150Kg.";"Ermöglicht die Anbringung von 150 kg Bomben.";"Permite la instalación de bombas de 150 kg.";"Возможность установки 150-кг бомб.";"Pozwalają na podwieszenie bomb 150 kg.";"Umožňuje nést 150 kg pumy";"150 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 150 千\t克\t炸\t弹。";"150kg 爆弾を\t搭載することが\t出来ます。\t﻿";"Permite a instalação bombas de 150 kg.";"Можливість встановлювати бомби вагою 150 кг.";"Omogućava instalaciju bombi od 150 kg.";"Lehetővé teszi 150 kilogrammos bombák felszerelését.";"150 kg 폭탄을 장착할 수 있게 된다.";"Дазваляе самалёту несці бомбы вагой 150 кг.";"Permite instalarea unei bombe de 150 kg.";"可\t攜\t帶 150 公\t斤\t炸\t彈。";"可\t携\t带 150 千\t克\t炸\t弹。";"Trang bị bom 150 kg.";;
"modification/it160_mod";"A.P 160";"A.P 160";"A.P 160";"A.P 160";"A.P 160";"A.P 160";"A.P 160";"AP 160";"A.P 160";"AP 160";"A.P 160";"A.P 160";"A.P 160";"A.P 160";"AP160";"A.P 160";"A.P 160";"A.P 160";"AP 160";"A.P 160";"A.P 160";;
"modification/it160_mod/desc";"Allows the installation of 160 kg bombs.";"Permet l'installation de bombes de 160 kg.";"Permette l'installazione di bombe da 160Kg.";"Ermöglicht die Anbringung von 160 kg Bomben.";"Permite la instalación de bombas de 160 kg.";"Возможность установки 160-кг бомб.";"Powala na podwieszenie bomb 160 kg.";"Umožňuje instalaci 160kg pum.";"160 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 160 千\t克\t炸\t弹。";"160kg\t爆弾が\t搭載可能になります。";"Permite a instalação bombas de 160 kg.";"Можливість встановлювати 160-кг бомби.";"Omogućava instalaciju bombi od 160 kg.";"Lehetővé teszi 160 kilogrammos bombák felszerelését.";"160 kg 폭탄을 장착할 수 있게 된다.";"Возможность установки 160-кг бомб.";"Allows installation of 160 kg bombs.";"可\t攜\t帶 160 公\t斤\t炸\t彈";"可\t携\t带 160 千\t克\t炸\t弹";"Trang bị bom 160 kg.";;
"modification/it250_mod";"GP250";"GP250";"GP250";"GP250";"GP250";"GP250";"MCGP250";"GP250";"GP250";"GP250";"MCGP250";"GP250";"GP250";"MCGP250";"GP250";"GP250";"MCGP250";"MCGP250";"MCGP250";"MCGP250";"GP250";;
"modification/it250_mod/desc";"Allows the installation of 250 kg bombs.";"Permet l'installation de bombes de 250kg.";"Permette l'installazione di bombe da 250Kg.";"Ermöglicht die Anbringung von 250 kg Bomben.";"Permiten la instalación de bombas de 250 kg.";"Возможность установки 250-кг бомб.";"Umożliwia podwieszenie bomb 250 kg.";"Umožňuje nést 250 kg pumy";"250 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 250 千\t克\t炸\t弹。";"250kg 爆弾を\t搭載することが\t出来ます。";"Permite a instalação de bombas de 250 kg.";"Можливість встановлювати бомби вагою 250 кг.";"Dozvoljava instalaciju 250 kg bombi.";"Lehetővé teszi 250 kilogrammos bombák felszerelését.";"250 kg 폭탄을 장착할 수 있게 된다.";"Дазваляе самалёту несці бомбы вагой 250 кг.";"Permite instalarea unei bombe de 250 kg.";"可\t攜\t帶 250 公\t斤\t炸\t彈。";"可\t携\t带 250 千\t克\t炸\t弹。";"Trang bị bom 250 kg.";;
"modification/it500_mod";"GP500";"GP500";"GP500";"GP500";"GP500";"GP500";"MCRO500";"GP500";"GP500";"GP500";"MCRO500";"GP500";"GP500";"MCRO500";"GP500";"GP500";"MCRO500";"MCRO500";"MCRO500";"MCRO500";"GP500";;
"modification/it500_mod/desc";"Allows the installation of a 500 kg bomb.";"Permet l'installation d'une bombe de 500 kg.";"Permette l'installazione di una bomba da 500kg.";"Ermöglicht die Installation von einer 500 kg Bombe.";"Permite la instalación de una bomba de 500 kg.";"Возможность установки 500-кг бомбы.";"Pozwala na podwieszenie jednej bomby 500 kg.";"Umožňuje nést 500 kg pumu.";"500 kg bomba yüklenilmesini sağlar.";"可\t携\t带 500 千\t克\t炸\t弹。";"追加武装に\t500kg\t爆弾\t1発が\t選択可能になります。";"Permite a instalação de bomba de 500 kg.";"Можливість встановлювати бомби вагою 500 кг.";"Omogućava instalaciju pancirne bombe od 500 kg.";"Lehetővé teszi 500 kilogrammos bombák felszerelését.";"500 kg 폭탄 한 발을 장착할 수 있게 된다.";"Дазваляе самалёту несці бомбы вагой 500 кг.";"Permite instalarea unei bombe de 500 kg.";"可\t攜\t帶 500 公\t斤\t炸\t彈。";"可\t携\t带 500 千\t克\t炸\t弹。";"Cho phép trang bị bom 500 kg.";;
"modification/it630_ap_mod";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";"630PD";;
"modification/it630_ap_mod/desc";"Allows the installation of 630 kg bombs.";"Permet l'installation de bombes de 630 kg.";"Permette l'installazione di bombe da 630kg.";"Ermöglicht die Installation von 630 kg Bomben.";"Permiten la instalación de bombas de 630 kg.";"Возможность установки 630-кг бомб.";"Umożliwia podwieszanie bomb 630 kg.";"Umožňuje nést 630 kg pumy.";"630 kg bombaların yüklenmesini sağlar.";"可\t携\t带 630 千\t克\t炸\t弹。";"追加武装に\t630kg\t爆弾が\t選択可能になります。";"Permite a instalação de bombas de 630 kg.";"Можливість встановлювати бомби вагою 630 кг.";"Omogućava instalaciju bombi od 630 kg.";"Allows the installation of 630 kg bombs.";"630 kg 폭탄을 장착할 수 있게 된다.";"Возможность установки 630-кг бомб.";"Allows the installation of 630 kg bombs.";"可\t攜\t帶 630 公\t斤\t炸\t彈。";"Allows the installation of 630 kg bombs.";"Trang bị bom 630 kg.";;
"modification/it800_mod";"GP800";"GP800";"GP800";"GP800";"GP800";"GP800";"MCGP800";"GP800";"138.6 mm SAP";"GP800";"MCGP800";"GP800";"GP800";"MCGP800";"GP800";"GP800";"MCGP800";"MCGP800";"MCGP800";"MCGP800";"GP800";;
"modification/it800_mod/desc";"Allows the installation of 800 kg bombs.";"Permet l'installation de bombes de 800 kg.";"Permette l'installazione di bombe da 800Kg.";"Ermöglicht die Anbringung von 800 kg Bomben.";"Permite la instalación de bombas de 800 kg.";"Возможность установки 800-кг бомб.";"Pozwalają na podwieszenie bomb 800 kg.";"Umožňuje nést 800 kg pumy";"800 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 800 千\t克\t炸\t弹。";"800kg 爆弾を\t搭載することが\t出来ます。";"Permite a instalação de bombas de 800 kg.";"Можливість встановлювати бомби вагою 800 кг.";"Dozvoljava instalaciju bombi od 800 kg.";"Lehetővé teszi 800 kilogrammos bombák felszerelését.";"800 kg 폭탄을 장착할 수 있게 된다.";"Дазваляе самалёту несці бомбы вагой 800 кг.";"Permite instalarea unei bombe de 800 kg.";"可\t攜\t帶 800 公\t斤\t炸\t彈。";"可\t携\t带 800 千\t克\t炸\t弹。";"Trang bị bom 800 kg.";;
"modification/he51_6xsd10";"SD 10";"SD 10";"SD 10";"SD 10";"SD 10";"SD 10";"SD 10";"SD 10";"SD 10";"SD 10";"ETC 10/VId";"SD 10";"SD 10";"ETC 10/VId";"SD 10";"ETC 10/VId";"ETC 10/VId";"ETC 10/VId";"ETC 10/VId 掛\t架";"ETC 10/VId 挂\t架";"ETC 10/VId";;
"modification/he51_6xsd10/desc";"Allows the installation of 6 x 10 kg bombs.";"Permet l'installation de 6 bombes de 10 kg.";"Consente l'installazione di 6 bombe da 10 kg.";"Ermöglicht die Anbringung von 6 x 10-kg-Bomben.";"Permite la instalación de 6 bombas de 10 kg.";"Возможность установки на самолёт шести 10-кг бомб.";"Pozwala na podwieszenie zestawu bomb 6 x 10 kg.";"Umožňuje nést 6× 10 kg pumu";"10 kg'lık bombaların yüklenmesine izin verir.";"可\t携\t带 6 枚 10 千\t克\t炸\t弹。";"追加武装に\t10kg\t爆弾\t6発が\t選択可能になります。";"Permite a instalação de 6 bombas de 10 kg.";"Можливість установки на літак шести 10-кг бомб.";"Omogućava instalaciju 6 bombi od 10 kg.";"Lehetővé teszi 6 darab 10 kilogrammos bomba felszerelését.";"10kg 폭탄 6발을 장착할 수 있게 된다.";"Дазваляе самалёту несці шэсць бомбаў па 10 кг.";"Permite instalarea a 6 bombe de 10 kg.";"可\t攜\t帶 6 枚 10 公\t斤\t炸\t彈。";"可\t携\t带 6 枚 10 千\t克\t炸\t弹。";"Trang bị bom 6 x 10 kg.";;
"modification/Hs-123_4xSC50";"SC 50";"SC 50";"SC 50";"SC 50";"SC 50";"SC 50";"ETC 50/VIIIb";"SC 50";"SD 10";"SC 50";"ETC 50/VIIIb";"SC 50";"SC 50";"ETC 50/VIIIb";"SC 50";"ETC 50/VIIIb";"ETC 50/VIIIb";"ETC 50/VIIIb";"ETC 50/VIIIb 挂\t架";"ETC 50/VIIIb 挂\t架";"SC 50";;
