"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"mb/us_guadalcanal_m3/objective";"Lead your wing consisting of four F4F-4, to defend Henderson Field against enemy units";"Menez votre escadrille de 4 F4F-4 pour défendre Henderson contre l’ennemi";"Conduci il tuo stormo composto da 4 F4F-4 a difendere il Campo Henderson contro le unità nemiche";"Führe deine Staffel von vier F4F-4 und verteidige Hendersen Field gegen alle feindlichen Einheiten.";"Lidere a su ala de cuatro aviones F4F-4 para defender a Henderson field de las unidades enemigas";"Возглавьте свой отряд, состоящий из 4 F4F-4, чтобы защитить Хендерсон-Филд от атак вражеских подразделений.";"Poprowadź swój klucz składający się z czterech samolotów F4F-4, aby obronić lotnisko Hendersona przed wrogimi oddziałami";"Veď svou letku čtyř letounů F4F-4 Wildcat k obraně letiště Henderson Field před nepřátelskými jednotkami";"Dört F4F-4'ten oluşan uçuş kolunu, düşman birimlerine karşı Hederson Pisti'ni savunmak için kullan";"率\t四\t架 F4F-4\t“野\t猫”\t保\t卫\t亨\t德\t森\t机\t场。";"「F4F-4」\t四機編隊を\t率い、\tヘンダーソン\t飛行場を\t敵部隊から\t防衛せよ";"Levaram sua ala contendo quatro ""F4F-4"", para defender as unidades inimigas de Henderson Field";"Очольте свій загін з чотирьох F4F-4, щоб захистити Хендерсон Філд від ворожих підрозділів";"Predvodi leteći odred sastavljen od četiri F4F-4, u odbrani aerodroma Henderson od neprijateljskih jedinica";"Vezesd a négy F4F-4 típusú repülőgépből álló köteléked, és védd meg a Henderson Field repülőteret az ellenséges egységektől.";"4대의 F4F-4로 구성된 편대를 이끌고 적군에 맞서 헨더슨 비행장을 지켜라.";"Узначальце сваё звяно з чатырох самалётаў 4 F4F-4, каб абараніць Хэндэрсан-Філд перад атакамі варожых падраздзяленняў.";"Condu grupul format din patru avioane F4F-4, pentru a apăra aerodromul Henderson Field împotriva unităților inamice.";"率\t領\t四\t架 F4F-4 野\t猫\t戰\t鬥\t機，\t防\t守\t亨\t德\t森\t機\t場。";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m3/part1";"The Guadalcanal and Tulagi landing was successful. However, it was just the beginning of the confrontation.";"Atterrissage réussi sur Guadalcanal et Tulagi Toutefois, ce n’était que le début de la confrontation.";"L'arrivo a Guadalcanal e Tulagi riuscì. Ma era solo l'inizio dello scontro.";"Die Landungen auf Guadalcanal und Tulagi waren erfolgreich, waren jedoch erst der Anfang der kommenden Kampfhandlungen.";"Los aterrizajes sobre Guadalcanal y Tulagi han sido exitosos. Sin embargo, ese sólo fue el comienzo de la batalla.";"Высадка на Гуадалканале и Тулаги прошла успешно. Однако это было только начало противостояния.";"Lądowanie na Guadalcanal i Tulagi zakończyło się sukcesem. Był to jednak dopiero początek konfrontacji.";"Vylodění na Guadalcanalu a Tulagi bylo úspěšné. Jednalo se však teprve o začátek střetnutí.";"Guadalcanal ve Tulagi inişleri başarılıydı. Ancak bu, çarpışmanın sadece başlangıcıydı.";"美\t军\t成\t功\t占\t领\t了\t瓜\t达\t尔\t卡\t纳\t尔\t岛\t和\t图\t拉\t吉\t岛，\t然\t而\t冲\t突\t还\t远\t未\t结\t束。";"ガダルカナル、\t及び\tツラギへの\t上陸は\t成功　\tだがそれは、\t戦いの\t始まりに\t過ぎなかった";"O Desembarque a Guadalcanal e Tulagi foi um sucesso. No entanto, era somente o começo dos confrontos.";"Висадка на Гуадалканал і Тулагі пройшла успішно. Тим не менш, це був лише початок протистояння.";"Iskrcavanje na Gvadalkanal i na Tulagi bilo je uspešno. Međutim, to je bio samo početak sukoba.";"A guadalcanali és tulagi partraszállás sikeres volt, azonban az ütközet még csak most kezdődött.";"과달카날과 툴라기 상륙은 성공적이었다. 그러나 이것은 대결의 시작에 불과했다.";"Высадка на Гуадалканале і Тулагі завяршылася паспяхова. Аднак гэта быў толькі пачатак супрацьстаяння.";"Debarcarea pe Guadalcanal și Tulagi a avut succes. Totuși, a fost doar începutul confruntării.";"美\t軍\t成\t功\t佔\t領\t了\t瓜\t達\t爾\t卡\t納\t爾\t島\t和\t圖\t拉\t吉\t島，\t然\t而\t衝\t突\t還\t遠\t未\t結\t束。";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m3/part2";"In October 1942, Japan moved 15,000 soldiers to Guadalcanal, making it possible to launch an offensive attack.";"En octobre 1942, le Japon installe 15 000 soldats à Guadalcanal, ce qui permet de lancer une attaque offensive.";"Nell'Ottobre del 1942, il Giappone ha dislocato 15.000 soldati presso Guadalcanal, permettegli di lanciare un attacco.";"Im Oktober des Jahres 1942 schickte das Kaiserreich Japan zur Vorbereitung eines Offensivschlags 15.000 weitere Truppen nach Guadalcanal.";"En octubre de 1942, Japón trasladó 15.000 soldados a Guadalcanal, haciendo posible lanzar un ataque ofensivo.";"В октябре 1942 года Япония доставила на Гуадалканал 15 тысяч солдат, сделав возможным ведение наступательных действий.";"W październiku 1942 roku Japonia wysłała 15 000 żołnierzy na Guadalcanal, co umożliwiło rozpoczęcie ofensywy.";"V říjnu 1942 přesunuli Japonci 15 000 vojáků na Guadalcanal, což jim umožnilo zaútočit.";"Ekim 1942'de, olası bir hücum harekatını başlatmak için Japonlar 15000 askeri Guadanlcanal'a gönderdi.";"1942 年 10 月，\t日\t本\t向\t瓜\t达\t尔\t卡\t纳\t尔\t岛\t增\t兵 15,000 名，\t准\t备\t发\t起\t反\t击。";"1942年\t10月、\t日本は\t将兵\t1万\t5千名を\tガダルカナル\t島へ\t移したことで\t攻勢へ\t出ることが\t可能となったのであった。";"Em Outubro de 1942, o Japão moveu 15.000 soldados para Guadalcanal, tornando possível iniciar um ataque ofensivo.";"У жовтні 1942 року, Японія направила 15 000 солдатів до Гуадалканалу, що дозволило розпочати наступальні дії.";"U oktobru 1942, Japan šalje 15.000 vojnika na Gvadalkanal, što im omogućava da započnu sa ofanzivnim napadom.";"1942 októberében Japán 15 000 katonát vezényelt Guadalcanalra, lehetővé téve ezzel egy támadó hadművelet megindítását.";"1942년 10월, 일본군은 과달카날에서 공격을 시작할 수 있게끔 1만 5천명의 병력을 이동시켰다.";"У кастрычніку 1942 г. японцы пераправілі 15 000 жаўнераў на Гуадалканал, што дазволіла ім пачаць маштабнае наступленне.";"În octombrie 1942, Japonia a mutat 15.000 de soldați în Guadalcanal, făcând posibilă lansarea unui atac ofensiv.";"1942 年 10 月，\t日\t本\t向\t瓜\t達\t爾\t卡\t納\t爾\t島\t增\t兵 15,000 名，\t準\t備\t發\t起\t反\t擊。";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m3/part3";"The attack targeted Henderson Field, an airport captured by the U.S. forces, as it was the most important strategic point on the island.";"L’attaque visait Henderson, un aéroport pris par les américains car il s’agissait du point stratégique le plus important de l'île.";"L'attacco si diresse a Campo Henderson, un aeroporto conquistato dalle forze USA, perché era il principale punto strategico dell'isola.";"Das Angriffsziel war Henderson Field, ein von den US-Truppen eroberter Flugplatz, da es der wichtigste strategische Punkt der Insel war.";"El ataque estaba dirigido a Henderson Field, un aeropuerto capturado por las fuerzas norteamericanas por tratarse del punto más estratégico de la isla.";"Целью атаки был выбран захваченный американскими войсками аэродром Хендерсон-Филд как наиважнейшая стратегическая точка на острове.";"Szturm skierowany był na lotnisko Hendersona, obiekt kontrolowany przez siły amerykańskie, gdyż był to najważniejszy punkt strategiczny na wyspie.";"Útok cílil na letiště Henderson Field, které měly americké jednotky ve svém držení. Jednalo se o nejdůležitější strategický bod ostrova.";"Saldırının hedefi ABD'nin ele geçirmiş olduğu bir havaalanı olan Henderson Pisti'ydi.";"攻\t击\t目\t标\t是\t已\t被\t美\t军\t占\t领\t的\t亨\t德\t森\t机\t场。\t这\t是\t岛\t上\t最\t重\t要\t的\t战\t略\t点。";"日本軍は、\tアメリカ\t軍に\t制圧された\tヘンダーソン\t飛行場の\t奪還を\t目論んでいた　\tこの\t島における\t最重要戦略拠点である";"O ataque direcionado à Henderson Field, um aeroporto capturado pelas forças dos Estados Unidos, era o mais importante ponto estratégico da ilha.";"Ціль атаки — Хендерсон Філд, аеропорт, захоплений силами США. Найважливіша стратегічна точка острову.";"Napad je za metu imao aerodrom Henderson, aerodrom koji je zarobljen od strane američkih snaga, kako je predstavljao najznačajniju stratešku tačku na ostrvu.";"A támadás célpontja a Henderson Field repülőtér, melyet korábban amerikai csapatok foglaltak el, hiszen ez volt a legfontosabb stratégiai pont a szigeten.";"목표는 미군이 점령한 헨더슨 비행장이었는데, 섬에서 가장 중요한 전략적 요충지였기 때문이다.";"Іх атака была накіравана на заняты амерыканскімі войскамі аэрадром Хэндэрсан-Філд, які з'яўляўся найважнейшым стратэгічным пунктам вострава.";"Atacul a vizat Henderson Field, un aerodrom capturat de forțele americane, fiind cel mai important punct strategic de pe insulă.";"這\t次\t的\t攻\t擊\t目\t標\t是\t韓\t德\t森\t菲\t爾\t德\t機\t場，\t被\t美\t國\t佔\t領\t的\t機\t場，\t這\t是\t島\t上\t最\t重\t要\t的\t戰\t略\t點";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m3/part4";"1st Marine Division was in charge of defending the airport.";"La 1ère Division de Marines devait surveiller l’aéroport.";"La 1a Divisione Marina aveva l'incarico di difendere l'aeroporto.";"Die 1. US-Marineinfanteriedivision war mit der Verteidigung des Flugplatzes beauftragt.";"La 1era División de la Marina estaba a cargo de defender el aeropuerto.";"Оборона аэродрома была возложена на Первую дивизию морской пехоты.";"1 Dywizja Piechoty Morskiej miała za zadanie bronić lotniska.";"Obranu letiště měla na starost 1. divize námořní pěchoty.";"Havaalanını savunma görevi 1. Deniz Piyadesi Bölüğü'ndeydi.";"海\t军\t陆\t战\t队\t第\t一\t师\t负\t责\t保\t卫\t机\t场。";"飛行場の\t守備は\t第一海兵師団が\t担当した";"Primeira Divisão de Fuzileiros Navais foi encarregado de defender o aeroporto.";"Перша Морська Дивізія відповідала за захист аеропорту.";"Prva mornarička divizija bila je zadužena za odbranu aerodroma.";"Az első tengerészgyalogos hadosztály volt felelős a repülőtér védelméért.";"미 해병대 제1사단이 비행장 방어의 책임을 맡고 있었다.";"Абараняць аэрадром выпала Першай дывізіі марской пяхоты.";"Prima Divizie a Marinei a fost responsabilă de apărarea aerodromului.";"海\t軍\t陸\t戰\t隊\t第\t一\t師\t負\t責\t保\t衛\t機\t場。";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m3/part5";"Japanese forces planned to attack U.S. defenses from three directions, backed by air and artillery support.";"Les Japonais avaient prévus d’attaquer les Américains à partir de trois points, soutenus par les airs et par l’artillerie.";"Le forze giapponesi pensavano di attaccare le difese USA su tre fronti, spalleggiate dal supporto aereo e dall'artiglieria.";"Die japanischen Streitkräfte planten, die US-Abwehrstellungen aus drei Richtungen anzugreifen, unterstützt durch Lufteinheiten und Artillerie.";"Las fuerzas japonesas planeaban atacar a las defensas norteamericanas desde tres direcciones, respaldadas por el apoyo aéreo y de artillería.";"Японские войска планировали провести атаки на укрепления американских войск с трёх сторон при поддержке сил артиллерии и авиации.";"Siły japońskie planowały zaatakować Amerykanów z trzech stron przy wsparciu powietrznym i artyleryjskim.";"Japonci měli v úmyslu na americkou obranu udeřit ze tří stran s podporou vzdušných sil a dělostřelectva.";"Japon kuvvetleri ABD savunmasına üç yönden saldırmayı planladı. Hava ve ağır silah desteği de olacaktı.";"日\t军\t计\t划\t在\t空\t中\t部\t队\t与\t火\t炮\t的\t支\t援\t下，\t从\t三\t个\t方\t向\t攻\t破\t美\t军\t防\t御。";"日本軍は、\tアメリカ\t軍に\t対し\t三方向からの\t攻撃を\t計画　\t航空支援と\t砲撃支援がそれを\t後押しした";"As forças japonesas planejavam atacar as defesas dos Estados Unidos em três direções, tanto aéreo quanto pela artilharia.";"Японські сили планували атакувати американський захист з трьох напрямків, будучи під прикриттям повітряних сил та артилерії.";"Japanske snage planirale su napad na američku odbranu iz tri pravca, sa pomoći iz vazduha i artiljerijom.";"A japán erők légi és tüzérségi támogatás mellett három irányból tervezték megtámadni az amerikai védelmet.";"일본군은 공중 지원과 포병 지원을 받으며 미군의 방어를 3갈래로 공격하기로 계획했었다.";"Японскія войскі планавалі атакаваць умацаванні амерыканскіх войскаў з трох бакоў пры падтрымцы артылерыі і авіяцыі.";"Forțele japoneze intenționau să atace apărarea americană din trei direcții, având sprijinul aerian și al artileriei.";"日\t軍\t計\t劃\t在\t空\t中\t和\t火\t炮\t的\t支\t援\t下，\t從\t三\t個\t方\t向\t進\t攻\t美\t國\t的\t防\t禦\t工\t事";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m3/part6";"But 1st Marine Division wasn't the only force defending Guadalcanal. Cactus Air Force – the aircraft stationed at Henderson Field – safeguarded the Guadalcanal skies.";"Mais la 1ère division de Marine n’était pas seule à défendre Guadalcanal. La Cactus Air Force – les aéronefs stationnés à Henderson – protégeaient le ciel de Guadalcanal.";"Ma la 1a Divisione Marina non era l'unica forza a difendere Guadalcanal. La Cactus Air Force – di stanza a Henderson Field – proteggeva i cieli di Guadalcanal.";"Aber die 1. US-Marineinfanteriedivision war nicht die einzige Einheit, die Guadalcanal verteidigte. Cactus Air Force – die in Henderson Field stationierte Flugzeugeinheit - überwachte den Luftraum über Guadalcanal.";"Pero la Primera División de la Marina no era la única fuerza que defendía a Guadalcanal. La Cactus Air Force –las naves pertenecientes a Henderson Field– vigilaban los cielos de Guadalcanal.";"Однако Первая дивизия морской пехоты не была единственным защитником Гуадалканала, ВВС ""Кактус"", силы авиации Хендерсон-Филда, держали небо над Гуадалканалом.";"Obroną Guadalcanal zajmowała się jednak nie tylko 1 Dywizja Piechoty Morskiej. Siły Powietrzne „Kaktus”, lotnicy stacjonujący na lotnisku Hendersona, ochraniały niebo nad wyspą.";"Ovšem 1. divize námořní pěchoty nebránila Guadalcanal sama. Nebe nad Guadalcanalem střežily jednotky Cactus Air Force, které byly umístěny na Hendersonově letišti.";"Ama Guadalcanal'ı koruyan tek kuvvet 1. Deniz Piyadesi Bölüğü değildi. Kaktüs Hava Gücü Guadalcanal semalarını koruyordu.";"然\t而\t守\t卫\t瓜\t达\t尔\t卡\t纳\t尔\t岛\t的\t并\t非\t只\t有\t海\t军\t陆\t战\t队\t第\t一\t师。\t仙\t人\t掌\t航\t空\t队\t—\t—\t亨\t德\t森\t机\t场\t的\t驻\t守\t部\t队\t—\t—\t保\t卫\t着\t瓜\t达\t尔\t卡\t纳\t尔\t岛\t的\t领\t空。";"しかし\tガダルカナル\t島を\t防衛しているのは\t第\t1海兵隊師団だけではなかった。\tヘンダーソン\t飛行場に\t配備された\t航空機隊「カクタス\t空軍」\tが\tガダルカナルの\t防空を\t行っていた。";"Mas a primeira Divisão de Fuzileiros Navais não era a única força de defesa do Guadalcanal. Força aérea de cactus – as aeronaves pousadas em Henderson Field - salvaguardados os céus de Guadalcanal.";"Проте Перша Морська Дивізія не була єдиною, хто захищав Гуадалканал. ВПС ""Кактус"" – літаки, які базувалися на Хендерсон Філд – охороняли небо над островом.";"Ali Prva mornarička divizija nije bila jedina sila u odbrani Gvadalkanala. Cactus Air Force (Kaktus vazdušna sila) – avioni stacionirani na aerodromu Henderson – čuvali su nebo iznad  Gvadalkanala.";"Azonban az első tengerészgyalogos hadosztály nem az egyetlen erő volt, amely védte Guadalcanalt. A Kaktusz légierő – a Henderson Field repülőtéren állomásozó repülőgépek – védte az eget Guadalcanal felett.";"하지만 과달카날을 수비하는 병력이 해병 제1사단만 있는 것이 아니었다. 헨더슨 비행장에 주둔하고 있던 선인장 공군도 과달카날의 하늘을 수호하고 있었다.";"Аднак Першая дывізія марской пяхоты не была адзіным абаронцам Гуадалканала. ВПС «Кактус», якія базіраваліся ў Хэндэрсан-Філдзе, кантралявалі неба над Гуадалканалам.";"Dar Prima Divizie a Marinei nu era singura forță care apăra Guadalcanalul. Forța Aeriană Cactus - avioane staționate la Henderson Field - a păzit cerul Guadalcanalului.";"但\t是\t海\t軍\t陸\t戰\t隊\t第 1 師\t並\t不\t是\t保\t衛\t瓜\t達\t爾\t卡\t納\t爾\t島\t的\t唯\t一\t力\t量，\t仙\t人\t掌\t空\t軍\t部\t隊 - 駐\t守\t韓\t德\t森\t菲\t爾\t德\t機\t場 - 守\t護\t瓜\t達\t爾\t卡\t納\t爾\t島\t領\t空";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m4/place";"USS Hornet (CV-8), Task Force 17";"USS Hornet (CV-8), Task Force 17";"USS Hornet (CV-8), Task Force 17";"USS Hornet (CV-8), Einsatzgruppe 17";"USS Hornet (CV-8), Fuerza Operativa 17";"Авианосец ""Хорнет"" (CV-8), Оперативная Группа 17";"Lotniskowiec USS Hornet (CV-8), 17 Zespół Operacyjny";"USS Hornet (CV-8), operační svaz 17";"USS Hornet (CV-8), 17. Görev Gücü";"美\t国\t第 17 特\t混\t舰\t队，\t“大\t黄\t蜂”\t号\t航\t空\t母\t舰";"米軍艦第\t17任務部隊\tホーネット(CV-8)";"USS Hornet (CV-8), força-tarefa 17";"Авіаносець Хорнет (CV-8), Оперативна Група 17";"USS Hornet (CV-8), Operativna grupa 17";"USS Hornet (CV-8) repülőgép-hordozó, 17. alkalmi harci kötelék";"미 해군 제17기동부대 소속 항공모함 USS 호넷 (CV-8)";"Авіяносец «Хорнэт» (CV-8), аператыўная група 17";"USS Hornet (CV-8), Forța Operațională 17";"美\t國\t海\t軍\t第 17 特\t遣\t艦\t隊, “大\t黃\t蜂”\t號\t航\t空\t母\t艦 (CV-8)";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m4/date";"09:00 October 26, 1942";"9 h – 26 Octobre 1942";"09:00 del 26.10.42";"09:00 Uhr, 26. Oktober 1942";"09:00hs, 26 de octubre de 1942";"09:00, 26 октября 1942";"09:00, 26 października 1942 roku";"26. října 1942, 9:00";"09:00 26 Ekim 1942";"1942 年 10 月 26 日，\t9 时 00 分";"1942年\t10月\t26日、\t9:00";"26 de outubro de 1942 às 09:00";"09:00, 26 жовтня 1942 року";"09:00, 26. oktobar 1942.";"1942. október 26., 9:00";"1942년 10월 26일 09:00";"09:00, 26 кастрычніка 1942 года";"09:00 26 octombrie 1942";"1942 年 10 月 26 日，\t09:00";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m4/objective";"Lead your wing consisting of four F4F-4 in a combat patrol mission over the Hornet fleet";"Patrouillez avec vos 4 F4F-4 au-dessus de la flotte de l’Hornet";"Conduci il tuo stormo composto da 4 F4F-4 in una missione di ricognizione della flotta della Hornet";"Führe deine Staffel von vier F4F-4 und fliege eine Kampfpatrouille über der Hornet-Flotte.";"Lidere a su ala de 4 aviones F4F-4 en una misión de patrulla de combate sobre la flota del Hornet";"Возглавьте свой отряд, состоящий из 4 F4F-4, в боевом патрулировании над американским соединением кораблей.";"Poprowadź swój klucz składający się z czterech samolotów F4F-4 na patrol myśliwski nad grupą lotniskowca Hornet.";"Veď svou letku čtyř letounů F4F-4 Wildcat na bojovou hlídku nad flotilou letadlové lodi Hornet";"Dört F4F-4'den oluşan kanadını, Hornet Filosu üzerindeki devriye görevinde yönet.";"率\t四\t架 F4F-4\t“野\t猫”\t在\t舰\t队\t周\t围\t巡\t逻。";"F4F-4戦闘機\t4機による\t飛行団を\t指揮し、\tホーネット\t艦隊付近の\t哨戒任務にあたる";"Levaram sua ala contendo quatro ""F4F-4"" em uma missão de patrulha de combate sobre a frota de Hornet";"Очольте свій загін з чотирьох F4F-4, у місії патрулювання над флотилією Хорнет";"Predvodi leteći odred sastavljen od četiri F4F-4, u borbenoj patroli iznad Hornet flote";"Vezesd a négy F4F-4 típusú repülőgépből álló köteléked harci járőr bevetésre a Hornet repülőgép-hordozó flottája felé.";"4대의 F4F-4로 구성된 편대를 이끌고 호넷 함대 상공에서 전투 초계 임무를 수행하라.";"Узначальце сваё звяно з чатырох самалётаў F4F-4 у баявым патруляванні над амерыканскім злучэннем караблёў.";"Condu grupul format din patru avioane F4F-4 într-o misiune de luptă deasupra flotei lui Hornet.";"率\t領\t四\t架 F4F-4 野\t貓\t戰\t鬥\t機\t進\t行\t“大\t黃\t蜂”\t號\t的\t空\t中\t巡\t邏\t任\t務。";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m4/part1";"Henderson Field defense stood its ground against the enemy.";"La défense de l’Henderson a résisté face à l’ennemi";"La difesa di Campo Henderson resistette al nemico.";"Die Verteidigungslinien von Henderson Field hielten dem Feind stand.";"La defensa de Henderson Field se mantuvo firme frente al enemigo.";"Защитники Хендерсон-Филда отстояли свои позиции, отбросив японскую армию.";"Obrońcy lotniska Hendersona odparli atak wroga.";"Obránci Henderson Field před nepřítelem neustoupili.";"Henderson Pisti savunması düşmana karşı başarıyla yapılmıştı.";"亨\t德\t森\t机\t场\t防\t卫\t部\t队\t与\t敌\t军\t展\t开\t了\t殊\t死\t搏\t斗。";"ヘンダーソン\t飛行場は\t敵を\t寄せ\t付けなかった";"A defesa de Henderson Field esteve com as suas unidades contra o inimigo.";"Оборона Хендерсон Філд вистояла проти натиску ворога.";"Odbrana aerodroma Henderson čvrsto se suprotstavljala neprijatelju.";"A Henderson Field repülőtér védelme ellenált az ellenségnek.";"핸더슨 비행장 방어대는 적에게 굴하지 않고 있었다.";"Абаронцы Хэндэрсан-Філда абаранілі свае пазіцыі, адбіўшы атаку японскіх войскаў.";"Apărarea de la Henderson Field a ținut piept inamicului.";"韓\t德\t森\t菲\t爾\t德\t機\t場\t防\t禦\t體\t系\t堅\t守\t陣\t地\t與\t敵\t軍\t對\t抗";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
"mb/us_guadalcanal_m4/part2";"Meanwhile the Japanese fleet, counting four aircraft carriers against two U.S. Carriers, was approaching Guadalcanal.";"Pendant ce temps, la flotte japonaise comprenant quatre porte-avions contre deux pour les Américains, s'approchait de Guadalcanal.";"Nel frattempo la flotta giapponese, con quattro portaerei contro le due americane, si stava avvicinando a Guadalcanal.";"Währenddessen näherte sich die japanische Flotte mit vier Flugzeugträgern Guadalcanal, denen zwei dort stationierte Träger der US-Marine gegenüber standen.";"Mientras tanto, la flota japonesa, que contaba con cuatro portaaviones frente a sólo dos portaaviones norteamericanos, se aproximaba a Guadalcanal.";"Однако японский флот, насчитывающий четыре авианосца, против двух с американской стороны, все еще приближался к берегам Гуадалканала.";"W tym czasie flota japońska, licząca cztery lotniskowce przeciw dwóm lotniskowcom amerykańskim, zbliżała się do Guadalcanal.";"Mezitím se ke Guadalcanalu blížila japonská flotila čítající čtyři letadlové lodě. Proti nim stály dvě letadlové lodi Američanů.";"Bu arada Japon filosunda iki ABD uçak gemisine karşı dört tane vardı. Uçak gemileri Guadalcanal'a yaklaşıyordu.";"与\t此\t同\t时，\t日\t本\t有\t四\t艘\t航\t母\t正\t逼\t近\t瓜\t达\t尔\t卡\t纳\t尔\t岛，\t而\t美\t军\t却\t只\t有\t两\t艘\t航\t母\t能\t应\t战。";"一方、\tアメリカ\t軍の\t二隻に\t対し、\t四隻の\t空母を\t保有する\t日本軍艦隊が、\tガダルカナルに\t接近していた";"Entretanto a frota japonesa, contando com quatro porta-aviões contra dois porta-aviões americanos, estava se aproximando de Guadalcanal.";"Тим часом японський флот, що нараховував чотири авіаносці проти двох у США, наближався до Гуадалканалу.";"U međuvremenu japanska flota, sa četiri nosača aviona protiv dva američka nosača, približavala se Gvadalkanalu.";"Mindeközben a japán flotta négy repülőgép-hordozója (kettővel több mint az amerikaiaknak) Guadalcanal felé közelített.";"한편, 4척의 항공모함에 의지하는 일본군 함대는 2대의 미국 항공모함에 대항하기 위해 과달카날에 접근중이었다.";"Аднак японскі флот, які налічваў чатыры авіяносцы супраць двух амерыканскіх, набліжаўся да берагоў Гуадканала.";"Între timp flota japoneză, numărând patru portavioane contra a două portavioane americane, se apropia de Guadalcanal.";"與\t此\t同\t時，\t日\t本\t有\t四\t艘\t航\t母\t正\t逼\t近\t瓜\t達\t爾\t卡\t納\t爾\t島，\t而\t美\t軍\t卻\t只\t有\t兩\t艘\t航\t母\t能\t應\t戰。";"相\t关\t字\t幕\t内\t容，\t暂\t不\t开\t放\t展\t示";;
