"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"missions/spawn_number";"Spawn point #{number}";"Point de réapparition n°{number}";"Punto di rigenerazione n°{number}";"Einstiegspunkt #{number}";"Punto de reaparición #{number}";"Точка появления №{number}";"Punkt odradzania #{number}";"oblast #{number}";"Türeme noktası #{number}";"出​生​点 #{number}";"スポーン ポイント #{number}";"Ponto de spawn #{number}";"Точка появи № {number}";"Spawn mesto #{number}";"Belépőpont {number}";"부활 지점 #{number}";"Зыходны пункт №{number}";"Intrarea {number}";"出​生​點 #{number}";"出​生​点 #{number}";"Điểm hồi sinh #{number}";;
"missions/spawn";"Spawn point";"Points de réapparition";"Punto di rigenerazione";"Einstiegspunkt";"Punto de reaparición";"Точка появления";"Punkt odradzania";"Oblast nasazení";"Türeme noktası";"出​生​点";"スポーンポイント";"Pontos de partida";"Точка появи";"Startna tačka";"Belépőpont";"부활 지점";"Зыходны пункт";"Intrare";"出​生​點";"出​生​点";"Điểm hồi sinh";;
"missions/auto_spawn";"Auto ({spawn})";"Automatique ({spawn})";"Automatico ({spawn})";"Auto ({spawn})";"Automático ({spawn})";"Авто ({spawn})";"Automatycznie ({spawn})";"Automatická ({spawn})";"Otomatik ({spawn})";"自​动​选​择​（{spawn}）";"自動({spawn})";"Auto ({spawn})";"Авто ({spawn})";"Auto ({spawn})";"Automatikus ({spawn})";"자동 ({spawn})";"Аўтаматычна ({spawn})";"Automat ({spawn})";"自​動​選​擇​（{spawn}）";"自​动​选​择​（{spawn}）";"Tự động ({spawn})";;
"missions/spawn_01";"Spawn point #1";"Point de réapparition #1";"Punto di rigenerazione #1";"Einstiegspunkt #1";"Punto de reaparición #1";"Точка появления №1";"Punkt odradzania #1";"oblast #1";"Türeme noktası #1";"一​号​出​生​点";"スポーンポイント #1";"Ponto de partida #1";"Точка появи №1";"Startna tačka #1";"Belépőpont 1";"1번 부활 지점";"Зыходны пункт №1";"Intrarea 1";"一​號​出​生​點";"一​号​出​生​点";"Điểm hồi sinh #1";;
"missions/spawn_02";"Spawn point #2";"Point de réapparition #2";"Punto di rigenerazione #2";"Einstiegspunkt #2";"Punto de reaparición #2";"Точка появления №2";"Punkt odradzania #2";"oblast #2";"Türeme noktası #2";"二​号​出​生​点";"スポーンポイント #2";"Ponto de partida #2";"Точка появи №2";"Startna tačka #2";"Belépőpont 2";"2번 부활 지점";"Зыходны пункт №2";"Intrarea 2";"二​號​出​生​點";"二​号​出​生​点";"Điểm hồi sinh #2";;
"missions/spawn_03";"Spawn point #3";"Point de réapparition #3";"Punto di rigenerazione #3";"Einstiegspunkt #3";"Punto de reaparición #3";"Точка появления №3";"Punkt odradzania #3";"oblast #3";"Türeme noktası #3";"三​号​出​生​点";"スポーンポイント #3";"Ponto de partida #3";"Точка появи №3";"Startna tačka #3";"Belépőpont 3";"3번 부활 지점";"Зыходны пункт №3";"Intrarea 3";"三​號​出​生​點";"三​号​出​生​点";"Điểm hồi sinh #3";;
"missions/spawn_04";"Spawn point #4";"Point de réapparition #4";"Punto di rigenerazione #4";"Einstiegspunkt #4";"Punto de reaparición #4";"Точка появления №4";"Punkt odradzania #4";"oblast #4";"Türeme noktası #4";"四​号​出​生​点";"スポーンポイント #4";"Ponto de partida #4";"Точка появи №4";"Startna tačka #4";"Belépőpont 4";"4번 부활 지점";"Зыходны пункт №4";"Intrarea 4";"四​號​出​生​點";"四​号​出​生​点";"Điểm hồi sinh #4";;
"missions/spawn_05";"Spawn point #5";"Point de réapparition #5";"Punto di rigenerazione #5";"Einstiegspunkt #5";"Punto de reaparición #5";"Точка появления №5";"Punkt odradzania #5";"oblast #5";"Türeme noktası #5";"五​号​出​生​点";"スポーンポイント #5";"Ponto de partida #5";"Точка появи №5";"Startna tačka #5";"Belépőpont 5";"5번 부활 지점";"Зыходны пункт №5";"Intrarea 5";"五​號​出​生​點";"五​号​出​生​点";"Điểm hồi sinh #5";;
"missions/spawn_06";"Spawn point #6";"Point de réapparition #6";"Punto di rigenerazione #6";"Einstiegspunkt #6";"Punto de reaparición #6";"Точка появления №6";"Punkt odradzania #6";"oblast #6";"Türeme noktası #6";"六​号​出​生​点";"スポーンポイント #6";"Ponto de partida #6";"Точка появи №6";"Startna tačka #6";"Belépőpont 6";"6번 부활 지점";"Зыходны пункт №6";"Intrarea 6";"六​號​出​生​點";"六​号​出​生​点";"Điểm hồi sinh #6";;
"missions/spawn_destroyers_01";"Light fleet #1";"Point d'apparition flotte légère #1";"Naviglio Sottile #1";"Leichte Flotte #1";"Flota ligera #1";"Малый флот №1";"Punkt odradzania małej floty #1";"Lehká flotila #1";"Hafif donanma #1";"一​号​小​型​舰​船​出​生​点";"軽艦隊 #1";"Esquadra Leve #1";"Легкий флот №1";"Laka flota #1";"Könnyűflotta 1";"소형 함대 #1";"Малы флот #1";"Intrare bărci 1";"一​號​小​型​艦​船​出​生​點";"一​号​小​型​舰​船​出​生​点";"Hạm đội tàu nhẹ #1";;
"missions/spawn_destroyers_02";"Light fleet #2";"Point d'apparition destroyers #2";"Naviglio Sottile #2";"Leichte Flotte #2";"Flota ligera #2";"Малый флот №2";"Punkt odradzania małej floty #2";"Lehká flotila #2";"Hafif donanma #2";"二​号​小​型​舰​船​出​生​点";"軽艦隊 #2";"Esquadra Leve #2";"Легкий флот №2";"Laka flota #2";"Könnyűflotta 2";"소형 함대 #2";"Малы флот #2";"Intrare bărci 2";"二​號​小​型​艦​船​出​生​點";"二​号​小​型​舰​船​出​生​点";"Hạm đội tàu nhẹ #2";;
"missions/spawn_destroyers_03";"Light fleet #3";"Point d'apparition destroyers #3";"Flotta Leggera #3";"Leichte Flotte #3";"Flota ligera #3";"Малый флот №3";"Lekka flota #3";"Lehká flotila #3";"Hafif donanma #3";"三​号​小​型​舰​船​出​生​点";"軽艦隊 #3";"Esquadra leve #3";"Малий флот №3";"Laka flota #3";"Könnyűflotta 3";"소형 함대 #3";"Малы флот #3";"Intrare bărci 3";"三​號​小​型​艦​船​出​生​點";"三​号​小​型​舰​船​出​生​点";"Hạm đội tàu nhẹ #3";;
"missions/spawn_destroyers_04";"Light fleet #4";"Point d'apparition destroyers #4";"Flotta Leggera #4";"Leichte Flotte #4";"Flota ligera #4";"Малый флот №4";"Lekka flota #4";"Lehká flotila #4";"Hafif donanma #4";"四​号​小​型​舰​船​出​生​点";"軽艦隊 #4";"Esquadra leve #4";"Малий флот №4";"Laka flota #4";"Könnyűflotta 4";"소형 함대 #4";"Малы флот #4";"Intrare bărci 4";"四​號​小​型​艦​船​出​生​點";"四​号​小​型​舰​船​出​生​点";"Hạm đội tàu nhẹ #4";;
"missions/spawn_cruisers_01";"Heavy fleet #1";"Point d'apparition croiseurs #1";"Flotta Principale #1";"Schwere Flotte #1";"Flota pesada #1";"Большой флот №1";"Punkt odradzania dużej floty #1";"Těžká flotila #1";"Ağır donanma #1";"一​号​大​型​舰​船​出​生​点";"重艦隊 #1";"Esquadra Pesada #1";"Важкий флот №1";"Teška flota #1";"Nehézflotta 1";"대형 함대 #1";"Вялікі флот #1";"Intrare nave mari 1";"一​號​大​型​艦​船​出​生​點";"一​号​大​型​舰​船​出​生​点";"Hạm đội tàu nặng #1";;
"missions/spawn_cruisers_02";"Heavy fleet #2";"Point d'apparition croiseurs #2";"Flotta Principale #2";"Schwere Flotte #2";"Flota pesada #2";"Большой флот №2";"Punkt odradzania dużej floty #2";"Těžká flotila #2";"Ağır donanma #2";"二​号​大​型​舰​船​出​生​点";"重艦隊 #2";"Esquadra Pesada #2";"Важкий флот №2";"Teška flota #2";"Nehézflotta 2";"대형 함대 #2";"Вялікі флот #2";"Intrare nave mari 2";"二​號​大​型​艦​船​出​生​點";"二​号​大​型​舰​船​出​生​点";"Hạm đội tàu nặng #2";;
"missions/spawn_cruisers_03";"Heavy fleet #3";"Point d'apparition croiseurs #3";"Flotta Principale #3";"Schwere Flotte #3";"Flota pesada #3";"Большой флот №3";"Ciężka flota #3";"Těžká flotila #3";"Ağır donanma #3";"三​号​大​型​舰​船​出​生​点";"重艦隊 #3";"Esquadra pesada #3";"Важкий флот №3";"Teška flota #3";"Nehézflotta 3";"대형 함대 #3";"Вялікі флот #3";"Heavy fleet #3";"三​號​大​型​艦​船​出​生​點";"三​号​大​型​舰​船​出​生​点";"Hạm đội tàu nặng #3";;
"missions/spawn2_random";"Random point";"Point aléatoire";"Punto casuale";"Zufälliger Einstiegspunkt";"Punto aleatorio";"Случайная точка";"Losowy punkt odradzania";"Náhodná oblast";"Rasgele nokta";"随​机​选​择";"ランダムポイント";"Ponto aleatório";"Довільна точка";"Random point";"Random point";"무작위 지점";"Случайная точка";"Random point";"隨​機​選​擇";"Random point";"Điểm ngẫu nhiên";;
"missions/spawn2_01";"Spawn point #1";"Point de réapparition #1";"Punto di rigenerazione #1";"Einstiegspunkt #1";"Punto de reaparición #1";"Точка появления №1";"Punkt odradzania #1";"Oblast nasazení #1";"Türeme noktası #1";"一​号​出​生​点";"スポーンポイント #1";"Ponto de partida #1";"Точка появи №1";"Spawn point #1";"Spawn point #1";"1번 부활 지점";"Точка появления №1";"Spawn point #1";"一​號​出​生​點";"Spawn point #1";"Điểm xuất quân #1";;
"missions/spawn2_02";"Spawn point #2";"Point de réapparition #2";"Punto di rigenerazione #2";"Einstiegspunkt #2";"Punto de reaparición #2";"Точка появления №2";"Punkt odradzania #2";"Oblast nasazení #2";"Türeme noktası #2";"二​号​出​生​点";"スポーンポイント #2";"Ponto de partida #2";"Точка появи №2";"Spawn point #2";"Spawn point #2";"2번 부활 지점";"Точка появления №2";"Spawn point #2";"二​號​出​生​點";"Spawn point #2";"Điểm xuất quân #2";;
"missions/spawn2_03";"Spawn point #3";"Point de réapparition #3";"Punto di rigenerazione #3";"Einstiegspunkt #3";"Punto de reaparición #3";"Точка появления №3";"Punkt odradzania #3";"Oblast nasazení #3";"Türeme noktası #3";"三​号​出​生​点";"スポーンポイント #3";"Ponto de partida #3";"Точка появи №3";"Spawn point #3";"Spawn point #3";"3번 부활 지점";"Точка появления №3";"Spawn point #3";"三​號​出​生​點";"Spawn point #3";"Điểm xuất quân #3";;
"missions/spawn2_04";"Spawn point #4";"Point de réapparition #4";"Punto di rigenerazione #4";"Einstiegspunkt #4";"Punto de reaparición #4";"Точка появления №4";"Punkt odradzania #4";"Oblast nasazení #4";"Türeme noktası #4";"四​号​出​生​点";"スポーンポイント #4";"Ponto de partida #4";"Точка появи №4";"Spawn point #4";"Spawn point #4";"4번 부활 지점";"Точка появления №4";"Spawn point #4";"四​號​出​生​點";"Spawn point #4";"Điểm xuất quân #4";;
"missions/spawn2_05";"Spawn point #5";"Point de réapparition #5";"Punto di rigenerazione #5";"Einstiegspunkt #5";"Punto de reaparición #5";"Точка появления №5";"Punkt odradzania #5";"Oblast nasazení #5";"Türeme noktası #5";"五​号​出​生​点";"スポーンポイント #5";"Ponto de partida #5";"Точка появи №5";"Spawn point #5";"Spawn point #5";"5번 부활 지점";"Точка появления №5";"Spawn point #5";"五​號​出​生​點";"Spawn point #5";"Điểm xuất quân #5";;
"missions/spawn2_06";"Spawn point #6";"Point de réapparition #6";"Punto di rigenerazione #6";"Einstiegspunkt #6";"Punto de reaparición #6";"Точка появления №6";"Punkt odradzania #6";"Oblast nasazení #6";"Türeme noktası #6";"六​号​出​生​点";"スポーンポイント #6";"Ponto de partida #6";"Точка появи №6";"Spawn point #6";"Spawn point #6";"6번 부활 지점";"Точка появления №6";"Spawn point #6";"六​號​出​生​點";"Spawn point #6";"Điểm xuất quân #6";;
"missions/carriers_spawn";"Carrier fleet";"Groupe aéronaval";"Portaerei";"Flugzeugträgerflotte";"Flota de portaaviones";"Авианосный флот";"Flota lotniskowców";"Flotila letadlových lodí";"Uçak gemisi filosu";"航​母​舰​队";"空母艦隊";"Porta-aviões";"Авіаносний флот";"Flota nosača aviona";"Repülőgép-hordozó flotta";"항공모함 함대";"Авіяносны флот";"Flotă portavioane";"航​母​艦​隊";"航​母​舰​队";"Hạm đội tàu sân bay";;
"missions/random_airfield_spawn";"Random airfield";"Aérodrome aléatoire";"Aeroporto casuale";"Zufälliges Flugfeld";"Aeródromo aleatorio";"Случайный аэродром";"Losowe lotnisko";"náhodné letiště";"Rastgele havalimanı";"机​场​（随​机​选​择）";"ランダム\t飛行場";"Aeródromo aleatório";"Випадковий аеродром";"Random airfield";"Véletlenszerű repülőtér";"무작위 비행장";"Выпадковы аэрадром";"Aerodrom aleator";"機​場​（隨​機​選​擇）";"机​场​（随​机​选​择）";"Sân bay ngẫu nhiên";;
"missions/airfield_spawn";"Airfield";"Aérodrome";"Aeroporto";"Flugfeld";"Aeródromo";"Аэродром";"Lotnisko";"Letiště";"Havaalanı";"机​场";"飛行場";"Aeródromo";"Аеродром";"Aerodrom";"Repülőtér";"비행장";"Аэрадром";"Aerodrom";"機​場";"机​场";"Sân bay";;
"missions/airfield_spawn1";"Airfield 1";"Aérodrome 1";"Aeroporto 1";"Flugfeld #1";"Aeródromo 1";"Аэродром 1";"Lotnisko 1";"Letiště #1";"Havaalanı 1";"一​号​机​场";"飛行場 1";"Aeródromo 1";"Аеродром 1";"Aerodrom 1";"Repülőtér 1";"비행장 1";"Аэрадром 1";"Aerodrom 1";"一​號​機​場";"1​号​机​场";"Sân bay 1";;
"missions/airfield_spawn2";"Airfield 2";"Aérodrome 2";"Aeroporto 2";"Flugfeld #2";"Aeródromo 2";"Аэродром 2";"Lotnisko 2";"Letiště #2";"Havaalanı 2";"二​号​机​场";"飛行場 2";"Aeródromo 2";"Аеродром 2";"Aerodrom 2";"Repülőtér 2";"비행장 2";"Аэрадром 2";"Aerodrom 2";"二​號​機​場";"2​号​机​场";"Sân bay 2";;
"missions/airfield_spawn3";"Airfield 3";"Aérodrome 3";"Aeroporto 3";"Flugfeld #3";"Aeródromo 3";"Аэродром 3";"Lotnisko 3";"Letiště #3";"Havaalanı 3";"三​号​机​场";"飛行場 3";"Aeródromo 3";"Аеродром 3";"Aerodrom 3";"Repülőtér 3";"비행장 3";"Аэрадром 3";"Aerodrom 3";"三​號​機​場";"3​号​机​场";"Sân bay 3";;
"missions/airfield_spawn4";"Airfield 4";"Aérodrome 4";"Aeroporto 4";"Flugfeld #4";"Aeródromo 4";"Аэродром 4";"Lotnisko 4";"Letiště #4";"Havaalanı 4";"四​号​机​场";"飛行場 4";"Aeródromo 4";"Аеродром 4";"Aerodrom 4";"Repülőtér 4";"비행장 4";"Аэрадром 4";"Aerodrom 4";"四​號​機​場";"4​号​机​场";"Sân bay 4";;
"missions/airfield_spawn5";"Airfield 5";"Aérodrome 5";"Aeroporto 5";"Flugfeld #5";"Aeródromo 5";"Аэродром 5";"Lotnisko 5";"Letiště #5";"Havaalanı 5";"五​号​机​场";"飛行場\t5";"Aeródromo 5";"Аеродром 5";"Aerodrom 5";"Repülőtér 5";"비행장 5";"Аэрадром 5";"Aerodrom 5";"五​號​機​場";"5​号​机​场";"Sân bay 5";;
"missions/airfield_spawn6";"Airfield 6";"Aérodrome 6";"Aeroporto 6";"Flugfeld #6";"Aeródromo 6";"Аэродром 6";"Lotnisko 6";"Letiště #6";"Havaalanı 6";"六​号​机​场";"飛行場 6";"Aeródromo 6";"Аеродром 6";"Aerodrom 6";"Repülőtér 6";"비행장 6";"Аэрадром 6";"Aerodrom 6";"六​號​機​場";"6​号​机​场";"Sân bay 6";;
"missions/airfield_spawn7";"Airfield 7";"Aérodrome 7";"Aeroporto 7";"Flugfeld 7";"Aeródromo 7";"Аэродром 7";"Lotnisko 7";"Letiště #7";"Havaalanı 7";"七​号​机​场";"飛行場 7";"Aeródromo 7";"Аеродром 7";"Airfield 7";"Repülőtér 7";"비행장 7";"Аэрадром 7";"Airfield 7";"七​號​機​場";"7​号​机​场";"Sân bay 7";;
"missions/airfield_spawn8";"Airfield 8";"Aérodrome 8";"Aeroporto 8";"Flugfeld 8";"Aeródromo 8";"Аэродром 8";"Lotnisko 8";"Letiště #8";"Havaalanı 8";"八​号​机​场";"飛行場 8";"Aeródromo 8";"Аеродром 8";"Airfield 8";"Repülőtér 8";"비행장 8";"Аэрадром 8";"Airfield 8";"八​號​機​場";"8​号​机​场";"Sân bay 8";;
"missions/helipad_spawn_random";"Random Helipad";"Héliport aléatoire";"Eliporto Casuale";"Zufällige Hubschrauberlandeplatz";"Helipuerto aleatorio";"Случайная площадка";"Losowe lądowisko";"Náhodný helipad";"Rastgele Helikopter pisti";"停​机​坪​（随​机​选​择）";"ランダムヘリパッド";"Heliporto aleatório ";"Випадковий майданчик";"Random Helipad";"Véletlenszerű helikopterbázis";"무작위 헬리패드 ";"Выпадковая пляцоўка";"Heliport aleator";"停​機​坪​（隨​機​選​擇）";"直​升​机​停​机​坪​（随​机​选​择）";"Sân bay trực thăng ngẫu nhiên";;
"missions/helipad_spawn";"Helipad";"Héliport";"Eliporto";"Hubschrauberlandeplatz";"Helipuerto";"Вертолётная площадка";"Lądowisko";"Helipad";"Helikopter pisti";"停​机​坪";"ヘリパッド";"Heliporto";"Гелікоптерний майданчик";"Heliodrom";"Helikopterbázis";"헬리패드";"Гелікоптэрная пляцоўка";"Heliport";"停​機​坪";"直​升​机​停​机​坪";"Sân bay trực thăng";;
"missions/helipad_spawn1";"Helipad 1";"Héliport 1";"Eliporto 1";"Hubschrauberlandeplatz 1";"Helipuerto 1";"Вертолётная площадка 1";"Lądowisko 1";"Helipad 1";"Helikopter pisti 1";"一​号​停​机​坪";"ヘリパッド 1";"Heliporto 1";"Гелікоптерний майданчик 1";"Heliodrom 1";"Helikopterbázis 1";"헬리패드 1";"Верталётная пляцоўка 1";"Heliport 1";"一​號​停​機​坪";"1​号​直​升​机​停​机​坪";"Sân bay trực thăng 1";;
"missions/helipad_spawn2";"Helipad 2";"Héliport 2";"Eliporto 2";"Hubschrauberlandeplatz 2";"Helipuerto 2";"Вертолётная площадка 2";"Lądowisko 2";"Helipad 2";"Helikopter pisti 2";"二​号​停​机​坪";"ヘリパッド 2";"Heliporto 2";"Гелікоптерний майданчик 2";"Heliodrom 2";"Helikopterbázis 2";"헬리패드 2";"Гелікоптэрная пляцоўка 2";"Heliport 2";"二​號​停​機​坪";"2​号​直​升​机​停​机​坪";"Sân bay trực thăng 2";;
"missions/helipad_spawn3";"Helipad 3";"Héliport 3";"Eliporto 3";"Hubschrauberlandeplatz 3";"Helipuerto 3";"Вертолётная площадка 3";"Lądowisko 3";"Helipad 3";"Helikopter pisti 3";"三​号​停​机​坪";"ヘリパッド 3";"Heliporto 3";"Гелікоптерний майданчик 3";"Heliodrom 3";"Helikopterbázis 3";"헬리패드 3";"Гелікоптэрная пляцоўка 3";"Heliport 3";"三​號​停​機​坪";"3​号​直​升​机​停​机​坪";"Sân bay trực thăng 3";;
"missions/helipad_spawn4";"Helipad 4";"Héliport 4";"Eliporto 4";"Hubschrauberlandeplatz 4";"Helipuerto 4";"Вертолётная площадка 4";"Lądowisko 4";"Helipad 4";"Helikopter pisti 4";"四​号​停​机​坪";"ヘリパッド 4";"Heliporto 4";"Гелікоптерний майданчик 4";"Heliodrom 4";"Helikopterbázis 4";"헬리패드 4";"Гелікоптэрная пляцоўка 4";"Heliport 4";"四​號​停​機​坪";"4​号​直​升​机​停​机​坪";"Sân bay trực thăng 4";;
"missions/helipad_spawn5";"Helipad 5";"Héliport 5";"Eliporto 5";"Hubschrauberlandeplatz 5";"Helipuerto 5";"Вертолётная площадка 5";"Lądowisko 5";"Helipad 5";"Helikopter pisti 5";"五​号​停​机​坪";"ヘリパッド 5";"Heliporto 5";"Гелікоптерний майданчик 5";"Heliodrom 5";"Helikopterbázis 5";"헬리패드 5";"Гелікоптэрная пляцоўка 5";"Heliport 5";"五​號​停​機​坪";"5​号​直​升​机​停​机​坪";"Sân bay trực thăng 5";;
"missions/helipad_spawn6";"Helipad 6";"Héliport 6";"Eliporto 6";"Hubschrauberlandeplatz 6";"Helipuerto 6";"Вертолётная площадка 6";"Lądowisko 6";"Helipad 6";"Helikopter pisti 6";"六​号​停​机​坪";"ヘリパッド 6";"Heliporto 6";"Гелікоптерний майданчик 6";"Heliodrom 6";"Helikopterbázis 6";"헬리패드 6";"Гелікоптэрная пляцоўка 6";"Heliport 6";"六​號​停​機​坪";"6​号​直​升​机​停​机​坪";"Sân bay trực thăng 6";;
"missions/helipad_spawn7";"Helipad 7";"Héliport 7";"Eliporto 7";"Hubschrauberlandeplatz 7";"Helipuerto 7";"Вертолётная площадка 7";"Lądowisko 7";"Helipad 7";"Helikopter pisti 7";"七​号​停​机​坪";"ヘリパッド 7";"Heliporto 7";"Гелікоптерний майданчик 7";"Heliodrom 7";"Helikopterbázis 7";"헬리패드 7";"Гелікоптэрная пляцоўка 7";"Heliport 7";"七​號​停​機​坪";"7​号​直​升​机​停​机​坪";"Sân bay trực thăng 7";;
"missions/helipad_spawn8";"Helipad 8";"Héliport 8";"Eliporto 8";"Hubschrauberlandeplatz 8";"Helipuerto 8";"Вертолётная площадка 8";"Lądowisko 8";"Helipad 8";"Helikopter pisti 8";"八​号​停​机​坪";"ヘリパッド 8";"Heliporto 8";"Гелікоптерний майданчик 8";"Heliodrom 8";"Helikopterbázis 8";"헬리패드 8";"Гелікоптэрная пляцоўка 8";"Heliport 8";"八​號​停​機​坪";"8​号​直​升​机​停​机​坪";"Sân bay trực thăng 8";;
"missions/helipad_spawn9";"Helipad 9";"Héliport 9";"Eliporto 9";"Hubschrauberlandeplatz 9";"Helipuerto 9";"Вертолётная площадка 9";"Lądowisko 9";"Helipad 9";"Helikopter pisti 9";"九​号​停​机​坪";"ヘリパッド 9";"Heliporto 9";"Гелікоптерний майданчик 9";"Heliodrom 9";"Helikopterbázis 9";"헬리패드 9";"Гелікоптэрная пляцоўка 9";"Heliport 9";"九​號​停​機​坪";"9​号​直​升​机​停​机​坪";"Sân bay trực thăng 9";;
