"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"missions/coS_3/desc";"American forces:
Two aircraft carriers with several cruisers and destroyers

Japanese forces:
Attack group leader: Lieutenant-Commander Takahashi Kakuichi
Attack group: 9 A6M2, 20 D3A1, 19 B5N2 from Shōkaku Air Group; 9 A6M2, 22 D3A1, 20 B5N2 from Zuikaku Air Group";"Forces américaines:
Porte-avion et quelques bateaux et contre-torpilleurs

Forces japonaises:
Groupe d'attaque dirigeant: Lieutenant-Commandeur Takahashi Kakuichi
Attaque de groupe: 9 A6M2, 20 D3A1, 19 B5N2 depuis le groupe Shokaku Air ; 9 A6M2, 22 D3A1, 20 B5N2 depuis le groupe Zuikaku Air";"Forze statunitensi:
Due portaerei con diversi incrociatori e cacciatorpedinieri

Forze giapponesi:
Leader gruppo di attacco: luogotenente comandante Takahashi Kakuichi
Gruppo di attacco: 9 A6M2, 20 D3A1, 19 B5N2 del gruppo aereo della Shōkaku; 9 A6M2, 22 D3A1, 20 B5N2 del gruppo aereo della Zuikaku";"Amerikanische Streitkräfte:
Zwei Flugzeugträger mit einigen Kreuzern und Zerstörern

Japanische Streitkräfte:
Kommandant der Angriffsgruppe: Lt. Cmdr. Takahashi Kakuichi
Angriffsgruppe: 9 x A6M2, 20 x D3A1, 19 x B5N2 des Shukaku-Luftgeschwaders; 9 x A6M2, 22 x D3A1, 20 x B5N2 des Zuikaku-Luftgeschwaders";"Fuerzas norteamericanas:
Dos portaaviones con múltiples cruceros y destructores

Fuerzas japonesas:
Líder del grupo de ataque: Tte. Cmdt. Takahashi Kakuichi
Grupo de ataque: 9 A6M2, 20 D3A1, 19 B5N2 del Grupo Aéreo de Shōkaku; 9 A6M2, 22 D3A1, 20 B5N2 del Grupo Aéreo de Zuikaku";"Силы американцев:
Два авианосца с несколькими крейсерами и эсминцами

Силы японцев:
Ведущий ударной группы: капитан-лейтенант Такахаси Какиути
Ударная группа: 9 A6M2, 20 D3A1, 19 B5N2 из авиагруппы ""Сёкаку""; 9 A6M2, 22 D3A1, 20 B5N2 из авиагруппы ""Дзуйкаку""";"Siły amerykańskie:
Dwa lotniskowce wspierane przez kilka krążowników i niszczycieli.

Siły japońskie:
Dowódca grupy bojowej: komandor podporucznik Takahashi Kakuichi
Grupa bojowa: 9 A6M2, 20 D3A1, 19 B5N2 z Grupy Powietrznej Shōkaku; 9 A6M2, 22 D3A1, 20 B5N2 z Grupy Powietrznej Zuikaku";"Americké síly:
Dvě letadlové lodi s několika křižníky a torpédoborci

Japonské síly:
Velitel útočné skupiny: korvetní kapitán Takahashi Kakuichi
Útočná skupina: 
letecká skupina Šókaku:
9× A6M2 Reisen
20× D3A1
19× B5N2

letecká skupina Zuikaku:
9× A6M2 Reisen
22× D3A1
20× B5N2";"Amerikan kuvvetleri:
Birkaç kruvazörü ve destroyeri olan iki uçak gemisiyle

Japon kuvvetleri:
Saldırı grubu lideri: Binbaşı Takahashi Kakuichi
Saldırı grubu: Shōkaku Hava Grubundan 9 A6M2, 20 D3A1, 19 B5N2 ve Zuikaku Hava Grubundan 9 A6M2, 22 D3A1, 20 B5N2";"美\t军：
两\t艘\t航\t空\t母\t舰\t及\t若\t干\t巡\t洋\t舰\t和\t驱\t逐\t舰

日\t军：
攻\t击\t编\t队\t队\t长：\t高\t桥\t赫\t一\t少\t佐
攻\t击\t编\t队\t构\t成：\t“翔\t鹤”\t号 9 架\t零\t战，\t20 架\t九\t九\t舰\t爆，\t19 架\t九\t七\t舰\t攻；\t“瑞\t鹤”\t号 9 架\t零\t战，\t22 架\t九\t九\t舰\t爆，\t20 架\t九\t七\t舰\t攻";"米軍:
空母\t2隻、\t巡洋艦と\t駆逐艦数隻

日本軍:
指揮官:高橋赫一少佐
攻撃隊:翔鶴飛行隊 A6M2零式戦闘機 9機、\tD3A1九九式艦上攻撃機 20機、\tB5N2 九七式艦上攻撃機\t19機；瑞鶴飛行隊 A6M2零式戦闘機 9機、\tD3A1九九式艦上攻撃機 22機、\tB5N2 九七式艦上攻撃機 20機";"Forças Americanas:
Dois porta-aviões com vários cruzadores e contratorpedeiros 

Forças Japonesas:
Líder do grupo de ataque:Tenente-Comandante Takahashi Kakuichi 
Grupo de ataque: 9 A6M2, 20 D3A1, 19 B5N2 do grupo aéreo Shokaku; 9 A6M2 , 22 D3A1, 20 B5N2 do grupo aéreo Zuikaku";"American forces:
Two aircraft carriers with several cruisers and destroyers

Japanese forces:
Attack group leader: Lieutenant-Commander Takahashi Kakuichi
Attack group: 9 A6M2, 20 D3A1, 19 B5N2 from Shōkaku Air Group; 9 A6M2, 22 D3A1, 20 B5N2 from Zuikaku Air Group";"Сили американців: 
Два авіаносці з декількома крейсерами та есмінцями  

Сили японців: 
Ведучий ударної групи: капітан-лейтинант Такахасі Какіуті 
Ударна група: 9 A6M2, 20 D3A1, 19 B5N2 із авіагрупи ""Сьокаку""; 9 A6M2, 22 D3A1, 20 B5N2 із авіагрупи ""Дзуйкаку""";"Američke snage:
Dva nosača aviona sa nekoliko krstarica i razarača
 
Japanske snage:
Vođa napadačke grupe: kapetan Takahaši Kakuiči
Napadačka grupa: 9 A6M2, 20 D3A1, 19 B5N2 iz vazdušne grupe sa Šokakua; 9 A6M2, 22 D3A1, 20 B5N2 iz vazdušne grupe sa Zuikakua
";"Amerikai haderő:
Két repülőgép-hordozó számos cirkálóval és rombolóval

Japán haderő:
Támadó csoport vezetője: Kakuicsi Takahasi korvettkapitány
Támadó csoport: 9 db A6M2, 20 db D3A1 és 19 db B5N2 a Sókaku légi csoportjából, valamint 9 db A6M2, 22 db D3A1 és 20 db B5N2 a Zuikaku légi csoportjából";"미군 병력:
2척의 항공모함과 몇척의 순양함과 구축함

일본군 병력:
공격대 편대장: 다카하시 카쿠이치(高橋 赫一) 소좌
공격대 구성: 쇼카쿠 항공대 소속 A6M2 : 9대, D3A1 : 20대, B5N2 : 19대, 즈이카쿠 항공대 소속 A6M2 : 9대, D3A1 : 22대, B5N2 : 20대";"Сілы амерыканцаў:
Два авіяносцы з некалькімі крэйсерамі і эсмінцамі

Сілы японцаў:
Камандзір ударнай групы: капітан-лейтэнант Такахасі Какуйці
Ударная група: 9 A6M2, 20 D3A1, 19 B5N2 з авіягрупы «Сёкаку»; 9 A6M2, 22 D3A1, 20 B5N2 з авіягрупы «Дзуйкаку»";"Forțele americane:
Două portavioane cu câteva crucișătoare și distrugătoare.

Forțele japoneze:
Liderul atacului: locotenent-comandor Takahashi Kakuichi.
Grupul de atac: 9 A6M2, 20 D3A1, 19 B5N2 de la grupul aerian Shōkaku; 9 A6M2, 22 D3A1, 20 B5N2 de la grupul aerian Zuikaku.";"美\t軍:
兩\t艘\t航\t空\t母\t艦\t以\t及\t若\t干\t巡\t洋\t艦\t和\t驅\t逐\t艦

日\t軍:
攻\t擊\t編\t組\t隊\t長：\t中\t將\t高\t橋\t角\t一
攻\t擊\t編\t組: 翔\t鶴\t號  9 架 零\t戰\t二\t一\t型、 20 架 九\t九\t艦\t爆、 19 架 九\t七\t艦\t攻 ; 瑞\t鶴\t號  9 架 零\t戰\t二\t一\t型、 22 架 九\t九\t艦\t爆、 20 架 九\t七\t艦\t攻";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_02";"American Counterattack";"Contre-attaque américaine";"Contrattacco Statunitense";"Amerikanischer Gegenangriff";"Contraataque de los norteamericanos";"Контратака американцев";"Amerykański atak";"Americký protiútok";"Amerikan Karşı Saldırısı";"美\t军\t反\t攻";"米軍の\t反撃";"Contra-ataque americano";"American Counterattack";"Контратака американців";"Američki kontranapad";"Amerikai ellentámadás";"미군의 반격";"Контратака амерыканцаў";"Contraatac american";"美\t軍\t反\t攻";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_02/condition";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Vent du SE à 5 nœuds, nuages cumulus 4, visibilité illimitée, mer calme";"Vento da SE a 5 nodi, cumuli di tipo 4, visibilità 50, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 4, Sicht 50, ruhige See";"Viento sudeste 5, nubes cúmulos 4, visibilidad 50, mar calmo";"Ветер ЮВ 5, облака кучевые 4, видимость 50, море спокойно";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 4, cumulusy, widoczność: 50, morze spokojne";"Oblaka kumuly 4, viditelnost 50, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 4, görüş açıklığı 50, deniz durgun";"东\t南\t风，\t风\t速 5 节，\t云\t量 4，\t能\t见\t度 50，\t海\t面\t平\t静";"風南東\t5、\t積雲\t4、\t視程\t50、\t海上凪";"Vento sudeste 5, nuvens cumulus 4, visibilidade 50, mar suave";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Вітер ПдСх 5, хмари купчасті 4, видимість 50, море спокійне";"Vetar JI 5, oblaci kumulusni 4, vidljivost 50, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 4000 méteren, látótávolság 50 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 4, 시정 50, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 4, бачнасць 50, мора спакойнае";"Vânt SE 5, nori cumulus 4, vizibilitate 50, apă liniștită.";"東\t南\t風，\t風\t速 5 節，\t雲\t量 4，\t能\t見\t度 50，\t海\t面\t平\t靜";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_02/desc";"Japanese forces:
3 cruisers, 8 destroyers and 2 armed merchant cruisers

American forces:
Attack group leader: Major Paul Putnam 
Attack group: 4 F4F-3 from VMF-211";"Forces japonaises:
3 bateaux, 8 contre-torpilleurs et 2 navires marchands armés

Forces américaines:
Groupe d'attaque dirigeant: Major Paul Putnam 
Attaque de groupe: 4 F4F-3 depuis VMF-211";"Forze giapponesi:
3 incrociatori, 8 cacciatorpedinieri e 2 incrociatori mercantili

Forze statunitensi:
Leader gruppo di attacco: maggiore Paul Putnam
Gruppo di attacco: 4 F4F-3 del VMF-211";"Japanische Streitkräfte:
3 Kreuzer, 8 Zerstörer, 2 bewaffnete Handelskreuzer

Amerikanische Streitkräfte:
Kommandant der Angriffsgruppe: Major Paul Putnam
Angriffsgruppe: 4 x F4F-3 des Geschwaders VMF-211";"Fuerzas japonesas:
3 cruceros, 8 destructores y 2 cruceros mercantes armados

Fuerzas norteamericanas:
Líder del grupo de ataque: Mayor Paul Putnam 
Grupo de ataque: 4 F4F-3 del VMF-211";"Силы японцев:
3 крейсера, 8 эсминцев и 2 вооружённых торговых судна

Силы американцев:
Ведущий ударной группы: майор Пол Путнам
Ударная группа: 4 F4F-3 из VMF-211";"Siły japońskie:
3 krążowniki, 8 niszczycieli i 2 uzbrojone krążowniki handlowe.

Siły amerykańskie:
Dowódca grupy bojowej: major Paul Putnam
Grupa bojowa: 4 F4F-3 z 211 Dywizjonu Myśliwców Piechoty Morskiej";"Japonské síly:
3× křižník 
8× torpédoborec 
2× ozbrojený obchodní křižník

Americké síly:
Velitel útočné skupiny: major Paul Putnam 
Útočná skupina: 
4× F4F-3 Wildcat z VMF-211";"Japon kuvvetleri:
3 kruvazör, 8 destroyer ve 2 silahlı ticaret gemisi

Amerikan kuvvetleri:
Saldırı grubu lideri: Binbaşı Paul Putnam 
Saldırı grubu: VMF-211'den 4 F4F-3";"日\t军：
3 艘\t巡\t洋\t舰、\t8 驱\t逐\t舰\t和 2 艘\t武\t装\t商\t船

美\t军：
攻\t击\t编\t队\t队\t长：\t保\t罗·普\t特\t南\t少\t校
攻\t击\t编\t队\t构\t成：\t4 架 F4F-3\t“野\t猫”\t（VMF-211 中\t队）";"日本軍:
巡洋艦\t3隻、\t駆逐艦\t8隻、\t武装仮装巡洋艦\t2隻

米軍:
指揮官:ポール・パットナム\t少佐
攻撃隊:VMF-211所属 F4F-3 4機";"Forças Japonesas:
3 cruzadores, 8 contratorpedeiros e 2 cruzadores mercantes armados 

Forças Americanas:
Líder do grupo de ataque: Major Paul Putnam 
Grupo de ataque: 4 F4F- 3 do VMF-211";"Japanese forces:
3 cruisers, 8 destroyers and 2 armed merchant cruisers

American forces:
Attack group leader: Major Paul Putnam 
Attack group: 4 F4F-3 from VMF-211";"Сили японців: 
3 крейсери, 8 есмінців і 2 озброєних торгівельних судна  

Сили американців: 
Ведучий ударної групи: майор Пол Путнам 
Ударна група: 4 F4F-3 із VMF-211";"Japanske snage:
3 krstarice, 8 razarača i 2 naoružane trgovačke krstarice

Američke snage:
Vođa grupe za napad: major Pol Patnam
Grupa za napad: 4 F4F-3 iz VMF-211";"Japán haderő:
3 cirkáló, 8 romboló és 2 felfegyverzett kereskedő cirkáló

Amerikai haderő:
Támadó csoport vezetője: Paul Putnam őrnagy
Támadó csoport: 4 db F4F-3 a VMF-211-ből";"일본군 병력:
순양함 : 3척, 구축함 : 8척, 무장상선 : 2척

미군 병력:
공격대 편대장: 폴 푸트남(Paul Putnam) 소령
공격대 구성: VMF-211 소속 F4F-3 : 4대";"Сілы японцаў:
3 крэйсеры, 8 эсмінцаў і 2 узброеныя гандлёвыя караблі

Сілы амерыканцаў:
Камандзір ударнай групы: маёр Пол Путнам
Ударная група: 4 F4F-3 з 211-й знішчальнай эскадрыллі КМП";"Forțele japoneze:
3 crucișătoare, 8 distrugătoare și 2 crucișătoare comerciale armate.

Forțele americane:
Liderul grupului de atac: maiorul Paul Putnam.
Grupul de atac: 4 F4F-3 de pe VMF-211.";"日\t軍:
3 艘\t巡\t洋\t艦、\t8 艘\t驅\t逐\t艦\t及 2 艘\t武\t裝\t商\t船

美\t軍:
攻\t擊\t編\t組\t隊\t長: 保\t羅·普\t特\t南\t少\t校 
攻\t擊\t編\t組: 4 架 F4F-3 野\t猫 ( VMF-211 中\t隊 )";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_03";"Japanese Raid";"Attaque japonaise";"Raid Giapponese";"Japanischer Luftangriff";"Ofensiva de los japoneses";"Налёт японцев";"Japoński wypad";"Japonský výpad";"Japon Baskını";"日\t军\t突\t袭";"日本軍の\t奇襲";"Raid japonês";"Japanese Raid";"Рейд японців";"Japanski upad";"Japán rajtaütés";"일본군의 급습";"Налёт японцаў";"Raid japonez";"日\t軍\t突\t襲";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_03/condition";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Vent du SE à 5 nœuds, nuages cumulus 4, visibilité illimitée, mer calme";"Vento da SE a 5 nodi, cumuli di tipo 4, visibilità 50, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 4, Sicht 50, ruhige See";"Viento sudeste 5, nubes cúmulos 4, visibilidad 50, mar calmo";"Ветер ЮВ 5, облака кучевые 4, видимость 50, море спокойно";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 4, cumulusy, widoczność: 50, morze spokojne";"Oblaka kumuly 4, viditelnost 50, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 4, görüş açıklığı 50, deniz durgun";"东\t南\t风，\t风\t速 5 节，\t云\t量 4，\t能\t见\t度 50，\t海\t面\t平\t静";"風南東\t5、\t積雲\t4、\t視程\t50、\t海上凪";"Vento SE 5 nuvens 4, visibilidade 50, mar suave";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Вітер ПдСх 5, хмари купчасті 4, видимість 50, море спокійне";"Vetar JI 5, oblaci kumulusni 4, vidljivost 50, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 4000 méteren, látótávolság 50 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 4, 시정 50, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 4, бачнасць 50, мора спакойнае";"Vânt SE 5, nori cumulus 4, vizibilitate 50, apă liniștită.";"東\t南\t風，\t風\t速 5 節，\t雲\t量 4，\t能\t見\t度 50，\t海\t面\t平\t靜";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_03/desc";"Japanese forces:
Groups of bombers

American forces:
Attack group leader: Major Paul Putnam 
Attack group: 3 F4F-3 from VMF-211";"Forces Japonaises:
Groupes de bombardiers

Forces américaines:
Groupe d'attaque dirigeant: Major Paul Putnam 
Attaque de groupe: 3 F4F-3 depuis VMF-211";"Forze giapponesi:
Gruppi di bombardieri

Forze statunitensi:
Leader gruppo di attacco: maggiore Paul Putnam
Gruppo di attacco: 3 F4F-3 del VMF-211";"Japanische Streitkräfte:
Gruppen von Bombern

Amerikanische Streitkräfte:
Kommandant der Angriffsgruppe: Major Paul Putnam
Angriffsgruppe: 3 x F4F-3 des Geschwaders VMF-211";"Fuerzas japonesas:
Grupos de bombarderos

Fuerzas norteamericanas:
Líder del grupo de ataque: Mayor Paul Putnam 
Grupo de ataque: 3 F4F-3 del VMF-211";"Силы японцев:
Несколько групп бомбардировщиков

Силы американцев:
Ведущий ударной группы: майор Пол Путнам
Ударная группа: 3 F4F-3 из VMF-211";"Siły japońskie:
Grupy bombowców

Siły amerykańskie:
Dowódca grupy bojowej: major Paul Putnam
Grupa bojowa: 3 F4F-3 z 211 Dywizjonu Myśliwców Piechoty Morskiej";"Japonské síly:
Skupiny bombardérů

Americké síly:
Velitel útočné skupiny: major Paul Putnam 
Útočná skupina:
3× F4F-3 Wildcat z VMF-211";"Japon kuvvetleri:
Bombardıman uçağı grupları

Amerikan kuvvetleri:
Saldırı grubu lideri: Binbaşı Paul Putnam 
Saldırı grubu: VMF-211'den 3 F4F-3";"日\t军：
轰\t炸\t机\t编\t队

美\t军：
攻\t击\t编\t队\t队\t长：\t保\t罗·普\t特\t南\t少\t校
攻\t击\t编\t队\t构\t成：\t3 架 F4F-3\t“野\t猫”\t（VMF-211 中\t队）";"日本軍:
爆撃機隊多数

米軍:
指揮官:ポール・パットナム\t少佐
攻撃隊:VMF-211所属 F4F-3 3機";"Forças Japonesas:
Grupos de forças bombardeiros americanas:
Líder do grupo de ataque: Major Paul Putnam 
grupo de ataque: 3 F4F-3 do VMF-211";"Japanese forces:
Groups of bombers

American forces:
Attack group leader: Major Paul Putnam 
Attack group: 3 F4F-3 from VMF-211";"Сили японців: 
Декілька груп бомбардувальників  

Сили американців: 
Ведучий ударної групи: майор Пол Путнам 
Ударна група: 3 F4F-3 із VMF-211";"Japanske snage:
Grupa bombardera

Američke snage:
Vođa grupe za napad: major Pol Patnam
Grupa za napad: 3 F4F-3 iz VMF-211";"Japán haderő:
Bombázók csoportjai

Amerikai haderő:
Támadó csoport vezetője: Paul Putnam őrnagy
Támadó csoport: 3 db F4F-3 a VMF-211-ből";"일본군 병력:
폭격기 부대

미군 병력:
공격대 편대장: 폴 푸트남(Paul Putnam) 소령
공격대 구성: VMF-211 소속 F4F-3 : 3대";"Сілы японцаў:
Некалькі груп бамбардзіроўшчыкаў

Сілы амерыканцаў:
Камандзір ударнай групы: маёр Пол Путнам
Ударная група: 3 F4F-3 з 211-й знішчальнай эскадрыллі КМП";"Forțele japoneze:
Grupuri de bombardiere.

Forțele americane:
Liderul grupului de atac: maiorul Paul Putnam.
Grupul de atac: 3 F4F-3 de pe VMF-211.";"日\t軍:
轟\t炸\t機\t編\t隊

美\t軍:
攻\t擊\t編\t組\t隊\t長: 保\t羅·普\t特\t南\t少\t校 
攻\t擊\t編\t組: 3 架 F4F-3 野\t猫 ( VMF-211 中\t隊 )";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_05";"The Two Against Thirty-Nine";"Les deux contre trente neuf";"Due Contro Trentanove";"Die Zwei gegen die Neununddreißig";"Dos contra treinta y nueve";"Двое против тридцати девяти";"Dwóch na trzydziestu dziewięciu";"Dva proti devětatřiceti";"Otuz Dokuza Karşı İki";"以\t二\t敌\t三\t十\t九";"2 対 39";"Os dois contra trinta e nove";"The Two Against Thirty-Nine";"Двоє проти тридцяти дев'яти";"Dva protiv trideset devet";"Ketten harminckilenc ellen";"2 VS 39";"Удваіх супраць трыццаці дзевяці";"Doi împotriva a 39";"以\t二\t敵\t三\t十\t九";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_05/condition";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Vent du SE à 5 nœuds, nuages cumulus 4, visibilité illimitée, mer calme";"Vento da SE a 5 nodi, cumuli di tipo 4, visibilità 50, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 4, Sicht 50, ruhige See";"Viento sudeste 5, nubes cúmulos 4, visibilidad 50, mar calmo";"Ветер ЮВ 5, облака кучевые 4, видимость 50, море спокойно";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 4, cumulusy, widoczność: 50, morze spokojne";"Oblaka kumuly 4, viditelnost 50, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 4, görüş açıklığı 50, deniz durgun";"东\t南\t风，\t风\t速 5 节，\t云\t量 4，\t能\t见\t度 50，\t海\t面\t平\t静";"風南東\t5、\t積雲\t4、\t視程\t50、\t海上凪";"Vento sudeste 5, nuvens cumulus 4, visibilidade 50, mar suave";"Wind SE 5, clouds cumulus 4, visibility 50, sea smooth";"Вітер ПдСх 5, хмари купчасті 4, видимість 50, море спокійне";"Vetar JI 5, oblaci kumulusni 4, vidljivost 50, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 4000 méteren, látótávolság 50 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 4, 시정 50, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 4, бачнасць 50, мора спакойнае";"Vânt SE 5, nori cumulus 4, vizibilitate 50, apă liniștită.";"東\t南\t風，\t風\t速 5 節，\t雲\t量 4，\t能\t見\t度 50，\t海\t面\t平\t靜";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/wakeIs_05/desc";"Japanese forces:
Groups of bombers

American forces:
Attack group leader: Second Lieutenant Carl R. Davidson
Attack group: 2 F4F-3 from VMF-211";"Forces japonaises:
Groupes de bombardiers

Forces américaines:
Groupe d'attaque dirigeant: Second Lieutenant Carl R. Davidson
Attaque de groupe: 2 F4F-3 depuis VMF-211";"Forze giapponesi:
Gruppi di bombardieri

Forze americane:
Leader del gruppo d'attacco: Secondo Tenente Carl R. Davidson
Gruppo d'attacco: 2 F4F-3 da VMF-211";"Japanische Streitkräfte:
Gruppen von Bombern

Amerikanische Streitkräfte:
Kommandant der Angriffsgruppe: Leutnant Carl R. Davidson
Angriffsgruppe: 2 F4F-3 des VMF-211";"Fuerzas japonesas:
Grupos de bombarderos

Fuerzas norteamericanas:
Líder del grupo de ataque: Tte. Segundo Carl R. Davidson
Grupo de ataque: 2 F4F-3 del VMF-211";"Силы японцев:
Несколько групп бомбардировщиков

Силы американцев:
Ведущий ударной группы: младший лейтенант Карл Р. Дэвидсон
Ударная группа: 2 F4F-3 из VMF-211";"Siły japońskie:
Grupy bombowców

Siły amerykańskie:
Dowódca grupy bojowej: podporucznik Carl R. Davidson
Grupa bojowa: 2 F4F-3 z 211 Dywizjonu Myśliwców Piechoty Morskiej";"Japonské síly:
Skupiny bombardérů

Americké síly:
Velitel útočné skupiny: podporučík Carl R. Davidson
Útočná skupina:
2× F4F-3 Wildcat z VMF-211";"Japon kuvvetleri:
Bombardıman uçağı grupları

Amerikan kuvvetleri:
Saldırı grubu lideri: Asteğmen Carl R. Davidson
Saldırı grubu: VMF-211'den 2 F4F-3";"日\t军：
轰\t炸\t机\t编\t队

美\t军：
攻\t击\t编\t队\t队\t长：\t卡\t尔·R·戴\t维\t森\t少\t尉
攻\t击\t编\t队\t构\t成：\t2 架 F4F-3\t“野\t猫”\t（VMF-211 中\t队）";"日本軍:
爆撃機隊多数

米軍:
指揮官:カール R. デビッドソン\t少尉
攻撃隊:VMF-211所属 F4F-3 3機";"Forças Japonesas: Grupos de forças bombardeiros americanas: Líder do grupo de ataque:  segundo-tenente Carl R. Davidson 
grupo de ataque: 2 F4F- 3 do VMF-211";"Japanese forces:
Groups of bombers

American forces:
Attack group leader: Second Lieutenant Carl R. Davidson
Attack group: 2 F4F-3 from VMF-211";"Сили японців: 
Декілька груп бомбардувальників  

Сили американців: 
Ведучий ударної групи: молодший лейтинант Карл Р. Девідсон 
Ударна група: 2 F4F-3 із VMF-211";"Japanske snage:
Grupa bombardera

Američke snage:
Vođa grupe za napad: poručnik Karl R. Davidson
Grupa za napad: 2 F4F-3 iz VMF-211";"Japán haderő:
Bombázók csoportjai

Amerikai haderő:
Támadó csoport vezetője: Carl R. Davidson alhadnagy
Támadó csoport: 2 db F4F-3 a VMF-211-ből";"일본군 병력:
폭격기 편대

미군 병력:
공격대 지휘관: 칼 R. 데이비슨(Carl R. Davidson) 소위
공격대 구성: VMF-211 소속 F4F-3 : 2대";"Сілы японцаў:
Некалькі груп бамбардзіроўшчыкаў

Сілы амерыканцаў:
Камандзір ударнай групы: малодшы лейтэнант Карл Р. Дэйвідсан
Ударная група: 2 F4F-3 з 211-й знішчальнай эскадрыллі КМП";"Forțele japoneze:
Grupuri de bombardiere.

Forțele americane:
Liderul grupului de atac: locotenentul secund Carl R. Davidson
Grupul de atac: 2 F4F-3 de pe VMF-211.";"日\t軍:
轟\t炸\t機\t編\t隊

美\t軍:
攻\t擊\t編\t組\t隊\t長: 保\t羅·普\t特\t南\t少\t校 
攻\t擊\t編\t組: 3 架 F4F-3 野\t猫 ( VMF-211 中\t隊 )";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"missions/us_midway_m2";"American Strike";"Attaque américaines";"Attacco statunitense";"Schlag der Amerikaner";"Ataque de los norteamericanos";"Удар американцев";"Amerykański atak";"Americký úder";"Amerikan Saldırısı";"美\t军\t突\t击";"アメリカの\t攻撃";"ataque americano";"American Strike";"Удар американців";"Američki napad";"Amerikai csapás";"미국의 타격";"Удар амерыканцаў";"Atac american";"美\t國\t突\t擊";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
