"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"missions/malta_s01/condition";"Wind SE 5, clouds cumulus 1, visibility 20, sea smooth";"Vent du SE à 5 nœuds, nuages cumulus 1, visibilité illimitée, mer calme";"Vento da SE a 5 nodi, cumuli di tipo 4, visibilità 50, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 1, Sicht 20, ruhige See";"Viento SE 5, nubes cúmulo 1, visibilidad 20, mar suave";"Ветер ЮВ 5, облака кучевые 1, видимость 20, море спокойно";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 1, cumulusy, widoczność: 20, morze spokojne";"Oblaka kumuly 1, viditelnost 20, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 1, görüş mesafesi 20, deniz durgun";"东​南​风 5 节，​云​量 1，​能​见​度 20，​海​面​平​静";"風南東\t5\tノット、\t積雲\t1、\t視程\t20\tマイル、\t海上凪";"Vento 5 a sudeste, nuvens cumulus 1, visibilidade 20, mar calmo";"Вітер ПдСх 5, хмари купчасті 1, видимість 20, море спокійне";"Vetar JI, oblaci kumulusni 1, vidljivost 20, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 1000 méteren, látótávolság 20 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 1, 시정 20, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 1, бачнасць 20, мора спакойнае";"Vânt SE 10 km/h, nori cumulus 1, vizibilitate 20, apă liniștită.";"東​南​風 5 節，​雲​量 1 ，​能​見​度 20 ，​海​面​平​靜";"东​南​风 5 节，​云​量 1，​能​见​度 20，​海​面​平​静";"Gió Đông-Nam 5, mây tích 1, tầm nhìn 20, biển lặng";;
"missions/malta_s01/date";"February 18, 1942, afternoon";"18 février 1942, après midi";"18 febbraio 1942, pomeriggio";"18. Februar 1942, nachmittags";"18 de Febrero, 1942, tarde";"18 февраля 1942, полдень";"18 lutego 1942, popołudnie";"18. února 1942, odpoledne";"18 Şubat 1942, öğleden sonra";"1942 年 2 月 18 日，​下​午";"1942年\t2月\t18日 午後";"Tarde de 18 de Fevereiro de 1942";"18 лютого 1942, полудень";"18. februar, 1942, popodne";"1942. február 18., délután";"1942년 2월 18일, 오후";"18 лютага 1942, поўдзень";"18 februarie 1942, după amiaza.";"1942 年 2 月 18 日，​下​午 ";"1942 年 2 月 18 日，​下​午";"Chiều ngày 18 tháng 2 năm 1942";;
"missions/malta_s02";"Operation ""Bowery""";"Opération 'Bowery'";"Operazione ""Bowery""";"Operation ''Bowery''";"Operación ""Bowery""";"Операция ""Боуэри""";"Operacja „Bowery”";"Operace „Bowery“";"""Bowery"" Operasyonu";"包​厘​街​行​动";"「バワリー」\t作戦";"Operação ""Bowery""";"Операція ""Bowery""";"Operacija Baveri (Bowery)";"Bowery hadművelet";"바워리 작전";"Аперацыя «Bowery»";"Operațiunea „Bowery”";"包​厘​街​行​動";"包​厘​街​行​动";"Chiến dịch ""Bowery""";;
"missions/malta_s02/objective";"Lead your wing consisting of four Spitfire Mk Vc aircraft in an operation against Italian aviation.";"Conduisez votre escadrille composée de quatre appareils de Spitfire Mk Vc dans une opération contre l'aviation italienne.";"Conduci la tua squadriglia costituita da quattro Spitfire Mk VC in un'operazione contro l'aviazione Italiana.";"Führe deine Staffel von vier Spitfire Mk Vc und nimm an einer Operation gegen italienische Luftstreitkräfte teil.";"Lidera tu ala compuesta por cuatro aviones Spitfire Mk Vc en una operación contra la aviación Italiana.";"Возглавьте отряд, состоящий из 4 Spitfire Mk.Vc, в операции против итальянской авиации.";"Prowadź swoje skrzydło, składające się z czterech samolotów Spitfire Mk Vc w operacji przeciwko Włoskiemu lotnictwu.";"Veď svou letku čtyř letounů Spitfire Mk.VC do boje proti italským letadlům";"Dört Spitfire Mk Vc'den oluşan uçuş koluna İtalyanlara yapılacak saldırıda liderlik et.";"率​四​架​“喷​火”​Mk VC 参​与​对​抗​意​大​利​空​军​的​军​事​行​动。";"航空機「Spitfire Mk.Vc」\t四機編隊を\t率い、\tイタリア\t空軍に\t対する\t作戦に\t参加せよ。";"Lidere o seu pelotão de quadro Spitfire Mk Vc numa operação contra a aviação Italiana.";"Очоліть ланку, що складається з чотирьох Spitfire Mk.Vc, в операції проти італійської авіації.";"Predvodi svoje krilo sastavljano od četiri aviona Spitfajer Mk Vc u operaciji protiv italijanske avijacije.";"Vezesd a négy Spitfire Mk. VC típusú repülőgépből álló köteléked az olasz légierő elleni hadműveletben.";"스핏파이어 Mk Vc 4대로 구성된 편대를 이끌고 이탈리아 공군에 맞서라.";"Узначальце сваё звяно з чатырох Spitfire Mk.Vc у аперацыі супраць італьянскай авіяцыі.";"Condu grupul alcătuit din 4 avioane Spitfire Mk Vc în operațiunea împotriva aviației italiene.";"率​四​架 噴​火 Mk VC 參​與​對​抗​義​大​利​空​軍​的​軍​事​行​動。";"率​四​架​“喷​火”​Mk VC 参​与​对​抗​意​大​利​空​军​的​军​事​行​动。";"Dẫn đầu phi đội bao gồm 4 chiếc Spitfire Mk Vc trong chiến dịch chống lại không quân Ý.";;
"missions/malta_s02/condition";"Wind SE 5, clouds cumulus 1, visibility 20, sea smooth";"Vent du SE à 5 nœuds, nuages cumulus 1, visibilité 20, mer calme";"Vento da SE a 5 nodi, cumuli di tipo 4, visibilità 50, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 1, Sicht 20, ruhige See";"Viento SE 5, nubes cúmulo 1, visibilidad 20, mar suave";"Ветер ЮВ 5, облака кучевые 1, видимость 20, море спокойно";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 1, cumulusy, widoczność: 20, morze spokojne";"Oblaka kumuly 1, viditelnost 20, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 1, görüş mesafesi 20, deniz durgun";"东​南​风 5 节，​云​量 1，​能​见​度 20，​海​面​平​静";"風南東\t5\tノット、\t積雲\t1、\t視程\t20\tマイル、\t海上凪";"Vento 5 a sudeste, nuvens cumulus 1, visibilidade 20, mar calmo";"Вітер ПдСх 5, хмари купчасті 1, видимість 20, море спокійне";"Vetar JI, oblaci kumulusni 1, vidljivost 20, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 1000 méteren, látótávolság 20 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 1, 시정 20, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 1, бачнасць 20, мора спакойнае";"Vânt SE 10 km/h, nori cumulus 1, vizibilitate 20, apă liniștită.";"東​南​風 5 節，​雲​量 1 ，​能​見​度 20 ，​海​面​平​靜";"东​南​风 5 节，​云​量 1，​能​见​度 20，​海​面​平​静";"Gió Đông-Nam 5, mây tích 1, tầm nhìn 20, biển lặng";;
"missions/malta_s02/date";"May 9, 1942, morning";"09.05.42, matin";"9 maggio 1942, mattina";"9. Mai 1942, morgens";"9 de Mayo, 1942, mañana";"9 мая 1942, утро";"9 maja 1942, ranek";"9. května 1942, ráno";"9 Mayıs 1942, sabah";"1942 年 5 月 9 日，​上​午";"1942年\t5月\t9日 朝";"Manhã de 9 de maio de 1942";"9 травня 1942, ранок";"9. maj, 1942, jutro";"1942. május 9., reggel";"1942년 5월 9일, 아침";"9 траўня 1942, раніца";"9 mai 1942, dimineața.";"1942 年 5 月 9 日，​上​午 ";"1942 年 5 月 9 日，​上​午";"Sáng ngày 9 tháng 5 năm 1942";;
"missions/malta_s03";"Squirrely";"Tordu";"Agilità";"Hibbelig";"Inquieto";"Ловкач";"Nerwowy";"Lasička";"Sincap";"疯​狂";"狂気";"Agitado";"Спритний";"Luckasto";"Rázós út";"다람쥐";"Зухаваты";"Zbuciumat";"瘋​狂 ";"疯​狂";"Thần tốc";;
"missions/malta_s03/objective";"Lead your Gladiator Mk.II on the difficult route through Grand Harbor.";"Menez votre Gladiateur Mk.II sur la difficile route à travers Grand Harbour.";"Guida il tuo Gladiator Mk.II sulla difficile rotta attraverso Grand Harbor.";"Führe deine Gladiator Mk.II auf der schwierigen Route durch Grand Harbour.";"Lidera tu Gladiator Mk.II en la difícil ruta a través de Grand Harbor.";"Пройдите непростой маршрут по Гранд-Харбор на Gladiator Mk.II.";"Poprowadź swojego Gladiatora Mk II trudną trasą biegnącą przez Grand Harbor.";"Proveď svůj Gladiator Mk.II složitou trasou Grand Harborem";"Grand Harbor üzerinden geçen zorlu güzergahta Gladiator Mk.II uçağını idare et.";"驾​驶​“斗​士”​Mk II 沿​一​条​难​走​的​航​线​突​破​大​港​湾。";"指定航路に\t従い\tグランドハーバーへ\t向かえ";"Leva o seu Gladiator MK.II na rota difícil através de Grand Harbor.";"Пройдіть непростий маршрут по Гранд-Харбор на Gladiator Mk.II.";"Leti u svom Gladijatoru Mk.II zahtevnom maršrutom kroz Grand Harbor.";"Vezesd végig a Gladiator Mk. II típusú repülőgépedet egy nehéz útvonalon a Grand Harboron keresztül.";"글래디에이터 Mk.II를 타고 그랜드하버에 펼쳐진 복잡한 경로를 통과하라.";"Правядзіце свой Gladiator Mk.II няпростым маршрутам праз Гранд-Харбар.";"Condu-ți avionul Gladiator Mk II pe dificila rută prin Grand Harbor.";"駕​駛 鬥​士 Mk II 沿​一​條​難​走​的​航​線​突​破​大​港​灣。";"驾​驶​“斗​士”​Mk II 沿​一​条​难​走​的​航​线​突​破​大​港​湾。";"Dẫn đầu chiếc Gladiator Mk.II  của bạn trên tuyến đường khó khăn qua cảng Grand.";;
"missions/malta_s03/condition";"Wind SE 5, clouds cumulus 1, visibility 20, sea smooth";"Vent SE 5 nœuds, nuages cumulus 1, visibilité 20, mer calme";"Vento SE 5 nodi, nuvole cumuli tipo 1, visibilità 20 miglia, mare calmo";"Wind aus SO mit Stärke 5 Knoten, Kumuluswolken 1, Sicht 20, ruhige See";"Viento SE 5, nubes cúmulo 1, visibilidad 20, mar suave";"Ветер ЮВ 5, облака кучевые 1, видимость 20, море спокойно";"Wiatr: z południowego wschodu, 5 węzłów, zachmurzenie: 1, cumulusy, widoczność: 20, morze spokojne";"Oblaka kumuly 1, viditelnost 20, jihovýchodní vítr o rychlosti 10 km/h, moře klidné";"Rüzgar GD 5, bulutlar kümülüs 1, görüş mesafesi 20, deniz durgun";"东​南​风 5 节，​云​量 1，​能​见​度 20，​海​面​平​静";"風南東\t5\tノット、\t積雲\t1、\t視程\t20\tマイル、\t海上凪";"Vento SE 5, nuvens cumulus 1, visibilidade 20, mar calmo";"Вітер ПдСх 5, хмари купчасті 1, видимість 20, море спокійне";"Vetar JI, oblaci kumulusni 5, vidljivost 20, more mirno";"Délkeleti szél, szélsebesség 9 km/h, gomolyfelhők 1000 méteren, látótávolság 20 km, nyugodt tenger";"남동풍, 풍속 5, 적운, 운량 1, 시정 20, 파도 잔잔함";"Вецер ПдУ 5 вузлоў, аблокі кучавыя 1, бачнасць 20, мора спакойнае";"Vânt SE 10 km/h, nori cumulus 1, vizibilitate 20, apă liniștită.";"東​南​風 5 節，​雲​量 1 ，​能​見​度 20 ，​海​面​平​靜";"东​南​风 5 节，​云​量 1，​能​见​度 20，​海​面​平​静";"Gió Đông-Nam 5, mây tích 1, tầm nhìn 20, biển lặng";;
"missions/malta_s03/date";"June 10, 1940, day";"10 juin 1940, jour";"10 giugno 1940, giorno";"10. Juni 1940, tagsüber";"10 de Junio, 1940, día";"10 июня 1940, день";"10 czerwca 1940, dzień";"10. června 1940, den";"10 Haziran 1940, gündüz";"1940 年 6 月 10 日，​白​天";"1940年\t6月\t10日";"10 de junho de 1940, dia";"10 червня 1940, день";"10. jun, 1940, dan";"1940. június 10., nappal";"1940년 6월 10일, 낮";"10 чэрвеня 1940, дзень";"10 iunie 1940, ziua.";"1940 年 6 月 10 日，​白​天 ";"1940 年 6 月 10 日，​白​天";"Ngày 10 tháng 6 năm 1940";;
"missions/krymsk_s01";"Vigorous";"Vigoureux";"Resistenza";"Heftig";"Vigoroso";"Стремительный";"Pełen wigoru";"Nepoddajný";"Coşkulu";"“拉”​风";"猛追";"Vigoroso";"Стрімкий";"Energično";"Csak fürgén";"격렬한 회피";"Зламі-галава";"Viguros";"“拉”​風";"“拉”​风";"Mạnh mẽ";;
"missions/krymsk_s01/objective";"Escape from the pursuit in your La-5FN.";"Sauvez -vous de la poursuite à bord de votre La-5FN.";"Fuggi dall'inseguimento a bordo del tuo La-5FN.";"Entkomme mit deiner La-5FN deinen Verfolgern.";"Escapa de la persecución en tu La-5FN.";"Оторвитесь от преследования на Ла-5ФН.";"Zgub pościg, lecąc swoim La-5FN.";"Unikněte ve svém La-5FN pronásledovatelům";"La-5FN uçağınla takipten kurtul.";"驾​驶​拉​-5FN 逃​脱​敌​军​追​击。";"敵機追尾を\t振り\t払え";"Escape da perseguição em seu La-5FN.";"Відірвіться від переслідування на Ла-5ФН.";"Pobegni poteri u svom La-5FN.";"Rázd le üldözőidet az La-5F típusú repülőgépeddel.";"La-5FN을 타고 적기의 추적을 따돌려라.";"Адарвіцеся ад пагоні на сваім Ла-5ФН.";"Scapă de urmărire în avionul tău La-5FN.";"駕​駛 拉​-5FN 逃​脫​敵​軍​追​擊。";"驾​驶​拉​-5FN 逃​脱​敌​军​追​击。";"Thoát khỏi sự truy đuổi với chiếc La-5FN của bạn.";;
"missions/krymsk_s01/condition";"Wind S, clouds cumulus 4, visibility 50, sea smooth";"Vent Sud, nuages cumulus 4, visibilité 50, mer douce";"Vento da S, cumuli di tipo 4, visibilità 50, mare calmo";"Wind aus S, Kumuluswolken 4, Sicht 50, ruhige See";"Viento S, cúmulos de nubes 4, visibilidad 50, mar en calma";"Ветер Ю 5, облака кучевые 4, видимость 50, море спокойно";"Wiatr: południowy, zachmurzenie: 4, cumulusy, widoczność: 50, morze spokojne";"Oblaka kumuly 4, viditelnost 50, jižní vítr, moře klidné";"Rüzgar G, bulutlar kümülüs 4, görüş açıklığı 50, deniz durgun";"南​风，​云​量 4，​能​见​度 50，​海​面​平​静";"風南、\t積雲\t4、\t視程\t50、\t海上凪";"Vento S, nuvens cumulus 4, visibilidade 50, mar calmo";"Вітер Пд 5, хмари купчасті 4, видимість 50, море спокійне";"Vetar J, oblaci kumulusni 4, vidljivost 50, more mirno";"Déli szél, gomolyfelhők 4000 méteren, látótávolság 50 km, nyugodt tenger";"남풍, 적운, 운량 4, 시정 50, 파도 잔잔함";"Вецер Пд 5 вузлоў, аблокі кучавыя 4, бачнасць 50, мора спакойнае";"Vânt S, nori cumulus 4, vizibilitate 50, apă liniștită.";"南​風 ，​雲​量 4 ，​能​見​度 50 ，​海​面​平​靜";"南​风，​云​量 4，​能​见​度 50，​海​面​平​静";"Gió Nam, mây tích 4, tầm nhìn 50, biển lặng";;
